rougher	rails	rails
celebrates	anniversary	anniversary
developed	build	implement
develop	develop	develop
develops	incorporate	incorporate
develop	develop	develop
developed	worked	worked
develops	produced	produced
took	took	took
take	take	take
takes	took	took
take	took	took
took	took	took
takes	takes	takes
avoided	preventing	preventing
avoid	avoid	avoid
avoids	decides	recovering
avoid	!align="right	!align="right
avoided	!align="right	!align="right
avoids	dealt	dealt
knew	excavated	deaf
know	learn	conclude
knows	!align="right	!align="right
know	develop	discover
knew	constructed	constructed
knows	!align="right	!align="right
brought	descended	descended
bring	create	create
brings	!align="right	!align="right
bring	create	create
brought	constructed	constructed
brings	!align="right	!align="right
discussed	constructed	described
discuss	discuss	discuss
discusses	!align="right	!align="right
discuss	develop	develop
discussed	constructed	constructed
discusses	!align="right	!align="right
sold	sold	sold
sell	sell	sell
sells	!align="right	!align="right
sell	develop	develop
sold	constructed	sold
sells	!align="right	!align="right
followed	constructed	followed
follow	construct	conclude
follows	!align="right	!align="right
follow	develop	develop
followed	constructed	constructed
follows	!align="right	!align="right
met	met	met
meet	meet	meet
meets	!align="right	!align="right
meet	meet	meet
met	met	met
meets	!align="right	!align="right
needed	desire	desire
need	required	required
needs	!align="right	!align="right
need	protect	protect
needed	continued	continued
needs	!align="right	!align="right
studied	studies	studies
study	graduated	graduated
studies	!align="right	!align="right
study	study	study
studied	study	study
studies	!align="right	!align="right
ended	ending	ending
end	comply	comply
ends	!align="right	!align="right
end	starts	starts
ended	ended	ended
ends	!align="right	!align="right
changed	changes	changes
change	change	change
changes	!align="right	!align="right
change	change	change
changed	caused	caused
changes	!align="right	!align="right
increased	increased	increased
increase	increase	increase
increases	increases	increases
increase	increase	increase
increased	increased	increased
increases	increase	increase
seemed	tended	tended
seem	seems	farewell
seems	seems	seems
seem	seemed	seemed
seemed	seemed	seemed
seems	seems	seems
provided	provided	provided
provide	provide	provide
provides	provided	provided
provide	provide	provide
provided	providing	providing
provides	provide	provide
determined	assess	assess
determine	generalized	generalized
determines	inform	inform
determine	!align="right	!align="right
determined	!align="right	!align="right
determines	generalized	i.e
felt	believe	believe
feel	feel	comment
feels	sad	sad
feel	feel	feel
felt	felt	felt
feels	feels	feels
earned	gained	fought
earn	earn	earn
earns	receives	escaped
earn	!align="right	!align="right
earned	!align="right	!align="right
earns	relies	relies
helped	helped	helped
help	restore	restore
helps	escapes	escaped
help	educate	educate
helped	established	established
helps	helps	helps
lived	filmed	filmed
live	resided	restore
lives	abundant	abundant
live	educate	educate
lived	teammates	teammates
lives	resided	resided
became	became	became
become	become	become
becomes	became	became
become	become	become
became	become	become
becomes	becomes	becomes
had	has	has
have	have	have
has	has	has
have	have	have
had	had	had
has	has	has
looked	looked	looked
look	look	look
looks	looking	ain't
look	look	look
looked	looked	looked
looks	looks	looks
lived	debuted	debuted
live	resided	live
lives	concert	concert
live	living	living
lived	started	campaigned
lives	resided	else
protected	continued	educate
protect	severely	severely
protects	relating	relating
protect	!align="right	!align="right
protected	!align="right	!align="right
protects	tehsil	tehsil
returned	returned	returned
return	relocated	relocated
returns	returns	returns
return	return	return
returned	returned	returned
returns	transferred	transferred
sought	continued	came
seek	seek	seek
seeks	seeking	seeking
seek	try	try
sought	started	started
seeks	seeking	managed
allowed	allows	allows
allow	permitted	permitted
allows	allows	allows
allow	enables	enables
allowed	provides	provides
allows	permitted	permitted
extended	extends	extends
extend	cope	cope
extends	extends	extends
extend	distinguish	distinguish
extended	provides	occupies
extends	ingredients	ingredients
seemed	seems	seems
seem	forget	forget
seems	relate	relate
seem	seemed	seemed
seemed	seemed	seemed
seems	seems	spectators
needed	required	encourages
need	forget	forget
needs	needed	needed
need	expect	flexibility
needed	cure	cure
needs	ingredients	ingredients
said	says	asserted
say	herman	herman
says	details	details
say	said	said
said	said	said
says	stated	stated
got	went	went
get	get	get
gets	gets	gets
get	got	got
got	transferred	transferred
gets	gets	gets
asked	immigrated	immigrated
ask	correct	correct
asks	questions	questions
ask	convince	ordering
asked	returned	returned
asks	correct	correct
studied	studies	studies
study	studying	studying
studies	studies	studies
study	study	study
studied	immigrated	cooperation
studies	studying	lessons
preserved	returned	returned
preserve	doubt	doubt
preserves	markers	markers
preserve	!align="right	!align="right
preserved	!align="right	!align="right
preserves	characters	characters
saw	relocated	bought
see	rains	rains
sees	shows	shows
see	ceo	ceo
saw	immigrated	immigrated
sees	arrows	characters
left	left	left
leave	upright	upright
leaves	leaves	leaves
leave	fur	fur
left	shipped	shipped
leaves	creates	upright
eliminated	eliminated	eliminated
eliminate	detect	depends
eliminates	neural	arises
eliminate	!align="right	!align="right
eliminated	!align="right	!align="right
eliminates	informs	informs
decided	decided	decided
decide	educate	educate
decides	informs	informs
decide	fulfill	fulfill
decided	able	able
decides	depends	depends
preserved	loaned	loaned
preserve	produce	produce
preserves	resembles	resembles
preserve	!align="right	!align="right
preserved	!align="right	!align="right
preserves	upright	upright
led	lambert	lambert
lead	resulted	resulted
leads	creates	creates
lead	revive	revive
led	relegated	relegated
leads	resulted	resulted
extended	extends	extends
extend	expanded	expanded
extends	extends	extends
extend	extend	extend
extended	retains	retains
extends	extension	extensions
came	came	came
come	coming	coming
comes	comes	comes
come	came	get
came	came	came
comes	comes	comes
received	received	received
receive	receiving	receiving
receives	received	received
receive	deemed	deemed
received	received	received
receives	earned	earned
started	started	started
start	start	start
starts	starts	starts
start	pierce	pierce
started	started	started
starts	began	starts
recognized	saw	saw
recognize	recognised	recognised
recognizes	supports	supports
recognize	deemed	deemed
recognized	explores	explores
recognizes	recognised	recognised
increased	increased	increased
increase	increase	increase
increases	increased	increased
increase	increase	increase
increased	decreases	decreases
increases	increase	increase
proved	proved	realizes
prove	exploit	exploit
proves	expresses	expresses
prove	!align="right	!align="right
proved	!align="right	!align="right
proves	analyses	analyses
raised	raised	raised
raise	raise	raise
raises	qualify	qualify
raise	!align="right	!align="right
raised	!align="right	!align="right
raises	bore	bore
determined	worked	competes
determine	report	report
determines	examine	examine
determine	!align="right	!align="right
determined	!align="right	!align="right
determines	results	results
became	became	became
become	become	become
becomes	became	became
become	become	become
became	became	became
becomes	become	become
resolved	waived	sisters
resolve	solve	solve
resolves	!align="right	!align="right
resolve	solve	solve
resolved	defeated	defeated
resolves	!align="right	!align="right
won	won	won
win	predict	predict
wins	!align="right	!align="right
win	win	win
won	finished	finished
wins	!align="right	!align="right
joined	joined	joined
join	rejoined	join
joins	!align="right	!align="right
join	confront	confront
joined	joined	joined
joins	!align="right	!align="right
saw	commentary	commentary
see	describe	describe
sees	!align="right	!align="right
see	kill	kill
saw	encountered	encountered
sees	!align="right	!align="right
developed	develops	develops
develop	build	build
develops	!align="right	!align="right
develop	prevent	prevent
developed	produced	produced
develops	!align="right	!align="right
tried	moved	moved
try	attempting	attempting
tries	tries	tries
try	attempting	invest
tried	returned	returned
tries	tries	tries
looked	looks	looks
look	look	look
looks	looks	looks
look	look	look
looked	driven	driven
looks	look	look
determined	observe	observe
determine	encoded	encoded
determines	observe	observe
determine	!align="right	!align="right
determined	!align="right	!align="right
determines	moves	load
took	took	took
take	take	take
takes	takes	takes
take	took	take
took	took	took
takes	takes	takes
said	knew	knew
say	stated	stated
says	knew	knew
say	bo	bo
said	said	said
says	stated	stated
lived	concert	smile
live	resided	migrated
lives	sessions	sessions
live	life	life
lived	life	life
lives	resided	resided
paid	paid	paid
pay	pay	pay
pays	clearance	clearance
pay	paid	paid
paid	paid	paid
pays	pay	pay
raised	raised	raised
raise	raise	raise
raises	raising	raising
raise	!align="right	!align="right
raised	!align="right	!align="right
raises	raising	brings
was	been	been
be	is	is
is	been	been
be	was	was
was	was	was
is	is	is
found	see	see
find	endemic	endemic
finds	informs	informs
find	discovers	discovers
found	found	dropped
finds	occurs	occurs
produced	produced	produced
produce	produce	produce
produces	!align="right	!align="right
produce	produce	produce
produced	purchased	produced
produces	!align="right	!align="right
opened	disputed	disputed
open	build	build
opens	!align="right	!align="right
open	bought	bought
opened	purchased	opened
opens	!align="right	!align="right
remained	remained	remained
remain	remain	remain
remains	!align="right	!align="right
remain	loving	loving
remained	purchased	purchased
remains	!align="right	!align="right
ensured	ruled	ruled
ensure	initiate	initiate
ensures	!align="right	!align="right
ensure	sell	sell
ensured	purchased	purchased
ensures	!align="right	!align="right
said	said	said
say	say	say
says	!align="right	!align="right
say	owns	owns
said	purchased	purchased
says	!align="right	!align="right
won	wins	wins
win	win	win
wins	!align="right	!align="right
win	win	win
won	win	steals
wins	!align="right	!align="right
joined	joined	joined
join	join	join
joins	!align="right	!align="right
join	threatens	threatens
joined	grassland	spotted
joins	!align="right	!align="right
remained	remained	remained
remain	remain	remain
remains	!align="right	!align="right
remain	remain	remain
remained	distant	distant
remains	!align="right	!align="right
showed	shows	shows
show	promote	evaluate
shows	!align="right	!align="right
show	show	hide
showed	show	show
shows	!align="right	!align="right
reduced	offset	offset
reduce	remove	remove
reduces	!align="right	!align="right
reduce	reduce	reduce
reduced	increases	increases
reduces	!align="right	!align="right
won	victory	winners
win	win	win
wins	!align="right	!align="right
win	sacks	sacks
won	examined	performed
wins	!align="right	!align="right
paid	paid	looking
pay	pay	pay
pays	!align="right	!align="right
pay	buy	buy
paid	burned	burned
pays	!align="right	!align="right
gave	gives	gives
give	distribute	distribute
gives	!align="right	!align="right
give	brings	brings
gave	gave	gave
gives	!align="right	!align="right
saved	recovered	recovered
save	save	distribute
saves	!align="right	!align="right
save	collect	collect
saved	encounters	encounters
saves	!align="right	!align="right
changed	changes	changes
change	change	change
changes	!align="right	!align="right
change	change	change
changed	differences	differences
changes	!align="right	!align="right
stayed	stays	stays
stay	remain	remain
stays	stays	stays
stay	hide	hide
stayed	realised	wants
stays	remained	finishes
joined	joined	joined
join	join	join
joins	joined	joining
join	agrees	agrees
joined	begins	begins
joins	joining	joining
created	build	build
create	composed	create
creates	build	build
create	escape	escape
created	controlled	controlled
creates	composed	composed
ran	runs	runs
run	campaigned	campaigned
runs	runs	runs
run	ran	ran
ran	run	run
runs	runs	runs
found	realised	realised
find	find	find
finds	turns	leaf
find	find	find
found	discovers	discovers
finds	grows	grows
proved	proven	proven
prove	exploit	threw
proves	proving	manages
prove	!align="right	!align="right
proved	!align="right	!align="right
proves	exploit	confirm
produced	deemed	deemed
produce	hears	hears
produces	employs	employs
produce	contain	contain
produced	taste	taste
produces	hears	hears
eliminated	eaten	eaten
eliminate	informs	informs
eliminates	manages	manages
eliminate	!align="right	!align="right
eliminated	!align="right	!align="right
eliminates	hears	hears
studied	dissertation	dissertation
study	studying	studying
studies	comparative	comparative
study	study	cycles
studied	obscure	obscure
studies	worked	worked
accommodated	deemed	chevrolet
accommodate	!align="right	!align="right
accommodates	convince	convince
accommodate	!align="right	!align="right
accommodated	!align="right	!align="right
accommodates	!align="right	!align="right
happened	happened	happened
happen	reduce	asking
happens	!align="right	!align="right
happen	avoided	avoided
happened	occurred	occurred
happens	!align="right	!align="right
accommodated	carriers	consisted
accommodate	!align="right	!align="right
accommodates	!align="right	!align="right
accommodate	prevent	prevent
accommodated	dealt	dealt
accommodates	!align="right	!align="right
worked	works	utilized
work	collaborated	emigrated
works	!align="right	!align="right
work	work	work
worked	work	performed
works	!align="right	!align="right
reduced	reduced	reduced
reduce	reduce	reduce
reduces	!align="right	!align="right
reduce	reduce	reduce
reduced	increases	increases
reduces	!align="right	!align="right
turned	stake	exactly
turn	turning	turning
turns	!align="right	!align="right
turn	turned	turned
turned	moves	moves
turns	!align="right	!align="right
raised	raised	raised
raise	raise	raise
raises	raising	raising
raise	!align="right	!align="right
raised	!align="right	!align="right
raises	mistakes	offence
returned	returned	returned
return	return	return
returns	returned	returned
return	sends	sends
returned	sends	posted
returns	alterations	alterations
told	moved	moved
tell	said	said
tells	asylum	asylum
tell	informs	informs
told	learns	learns
tells	said	rumors
saved	expanded	expanded
save	homeless	homeless
saves	alterations	alterations
save	strikeouts	assists
saved	hailed	hailed
saves	mistakes	crash
followed	moved	moved
follow	follow	follow
follows	perform	perform
follow	winding	winding
followed	shifted	shifted
follows	mechanisms	mechanisms
produced	manufacture	manufacture
produce	announcement	announcement
produces	makes	makes
produce	walt	walt
produced	manufacture	manufacture
produces	develops	contained
proved	begun	begun
prove	deemed	deemed
proves	expresses	expresses
prove	!align="right	!align="right
proved	!align="right	!align="right
proves	relates	relates
met	began	collaborated
meet	meet	meet
meets	meets	meets
meet	met	advent
met	met	met
meets	meets	meets
used	began	used
use	use	use
uses	goes	goes
use	using	using
used	began	used
uses	impossible	impossible
became	became	became
become	becoming	becoming
becomes	becomes	becomes
become	become	become
became	became	became
becomes	becomes	becomes
proved	proved	proved
prove	forget	homage
proves	finds	finds
prove	!align="right	!align="right
proved	!align="right	!align="right
proves	homage	homage
brought	brought	brought
bring	bring	bring
brings	brought	brought
bring	expect	bring
brought	mid-1980s	mid-1980s
brings	bring	put
determined	explain	explain
determine	cache	cache
determines	reduce	reduce
determine	!align="right	!align="right
determined	!align="right	!align="right
determines	punished	punished
decided	decided	decided
decide	able	able
decides	decides	decides
decide	decide	decide
decided	decided	decided
decides	decides	decides
followed	carried	carried
follow	follow	follow
follows	discovers	discovers
follow	circuits	circuits
followed	conceived	conceived
follows	punished	punished
resolved	propulsion	hereditary
resolve	examine	proceed
resolves	lacks	lacks
resolve	!align="right	!align="right
resolved	!align="right	!align="right
resolves	decides	can
won	won	won
win	win	win
wins	won	won
win	win	win
won	win	win
wins	earned	earned
bought	purchased	purchased
buy	buy	buy
buys	fresh	fresh
buy	!align="right	!align="right
bought	!align="right	!align="right
buys	learns	learns
studied	studies	studies
study	studying	studying
studies	research	testing
study	study	study
studied	study	study
studies	studying	studying
liked	hero	hero
like	disambiguation	disambiguation
likes	lacks	lacks
like	favourite	favourite
liked	purchased	youtube
likes	thinks	thinks
eliminated	ended	ended
eliminate	void	void
eliminates	detect	detect
eliminate	!align="right	!align="right
eliminated	!align="right	!align="right
eliminates	focal	focal
led	leading	leading
lead	prompted	prompted
leads	tissue	tissue
lead	led	led
led	led	led
leads	leads	leads
ended	ended	ended
end	expired	expired
ends	strand	strand
end	end	complicated
ended	ended	ended
ends	expired	expired
saved	managed	managed
save	inheritance	inheritance
saves	threatens	hale
save	strikeouts	strikeouts
saved	tackles	tackles
saves	luke	luke
served	served	served
serve	serve	serve
serves	serves	serves
serve	served	served
served	served	served
serves	serving	serving
lived	concert	concert
live	engage	engage
lives	concert	concert
live	resides	resides
lived	living	living
lives	resided	resided
went	washed	washed
go	go	go
goes	went	went
go	went	went
went	went	illegally
goes	goes	goes
decided	requested	requested
decide	decides	decides
decides	decided	chooses
decide	agrees	agrees
decided	agrees	contacted
decides	decides	decides
understood	forgotten	forgotten
understand	understand	predict
understands	hear	taught
understand	!align="right	!align="right
understood	!align="right	!align="right
understands	hear	hear
served	served	served
serve	serving	serving
serves	serves	serves
serve	serve	serve
served	served	completed
serves	serving	serving
stayed	summoned	summoned
stay	remained	shelter
stays	asks	walking
stay	bed	identifying
stayed	observed	observed
stays	remained	remained
helped	helped	helped
help	help	help
helps	helps	helps
help	interact	interact
helped	sued	sued
helps	helps	helps
seemed	wanted	wanted
seem	seems	seems
seems	doesn't	doesn't
seem	seem	seem
seemed	seemed	seemed
seems	seems	seems
kept	kept	kept
keep	keep	keep
keeps	rises	rises
keep	suggest	photograph
kept	kept	kept
keeps	pulls	pulls
said	said	said
say	say	say
says	lets	lets
say	say	say
said	said	said
says	stated	stated
allowed	allows	allows
allow	manage	manage
allows	provides	provides
allow	allow	allow
allowed	screened	released
allows	enabled	enabled
came	screened	screened
come	comes	comes
comes	came	comes
come	come	come
came	came	came
comes	comes	comes
remained	remained	remained
remain	remains	became
remains	remained	remained
remain	dams	dams
remained	remained	remained
remains	remains	remains
took	took	took
take	take	take
takes	took	took
take	take	take
took	took	taken
takes	takes	takes
avoided	screened	screened
avoid	avoid	avoid
avoids	murderer	murderer
avoid	!align="right	!align="right
avoided	!align="right	!align="right
avoids	owns	owns
earned	awarded	fought
earn	earn	earn
earns	earned	earned
earn	!align="right	!align="right
earned	!align="right	!align="right
earns	earn	earn
remained	remained	remained
remain	remain	remain
remains	remained	remained
remain	still	still
remained	still	still
remains	remain	became
studied	studies	studies
study	studying	studying
studies	studies	studies
study	study	study
studied	research	research
studies	studying	studying
promoted	promoting	promoting
promote	recognize	recognize
promotes	educate	networking
promote	promote	encouraging
promoted	creativity	creativity
promotes	offers	offers
took	took	took
take	take	take
takes	took	took
take	take	take
took	took	took
takes	takes	takes
increased	increased	increasing
increase	increase	increase
increases	increases	increases
increase	increase	increase
increased	increase	relocated
increases	increasing	decreases
included	moved	moved
include	includes	includes
includes	including	including
include	comprises	comprises
included	included	included
includes	includes	includes
saved	relocated	relocated
save	pull	pull
saves	commit	commit
save	rewarded	rewarded
saved	turned	turned
saves	triggered	triggered
ran	moved	moved
run	run	run
runs	runs	runs
run	run	run
ran	moved	ran
runs	runs	passes
said	relocated	relocated
say	stated	stated
says	me	me
say	warned	warned
said	emphasized	emphasized
says	remarked	remarked
joined	joined	joined
join	join	join
joins	cheltenham	cheltenham
join	joined	joined
joined	joined	joined
joins	join	join
built	construct	construct
build	constructed	constructed
builds	construct	construct
build	!align="right	!align="right
built	!align="right	!align="right
builds	constructed	constructed
studied	studies	studies
study	studying	lived
studies	studies	studies
study	study	study
studied	study	hebrew
studies	studying	studying
happened	inform	inform
happen	kill	kill
happens	happening	happening
happen	happen	follow
happened	happen	occur
happens	million	million
found	convince	organization's
find	grows	grows
finds	informs	informs
find	burnt	burnt
found	discovers	discovers
finds	surplus	deposit
was	been	been
be	is	is
is	been	been
be	was	was
was	was	was
is	is	is
celebrated	celebrated	celebrated
celebrate	celebrate	celebrate
celebrates	birthday	birthday
celebrate	!align="right	!align="right
celebrated	!align="right	!align="right
celebrates	celebrate	celebrate
learned	known	known
learn	learn	learn
learns	knew	knew
learn	convince	convince
learned	escapes	escapes
learns	knew	knew
kept	kept	kept
keep	keep	keep
keeps	kept	kept
keep	keep	concentrate
kept	enjoying	enjoying
keeps	keeps	keeps
found	found	found
find	find	find
finds	informs	informs
find	enjoying	enjoying
found	found	found
finds	find	find
earned	reach	reach
earn	earning	earning
earns	earned	earned
earn	!align="right	!align="right
earned	!align="right	!align="right
earns	won	won
became	became	became
become	become	become
becomes	became	became
become	grows	grows
became	ends	ends
becomes	become	becoming
liked	thought	thought
like	afford	afford
likes	resembles	resembles
like	protested	protested
liked	thought	thought
likes	loved	loved
sought	sought	sought
seek	tried	tried
seeks	seeking	seeking
seek	desire	desire
sought	sought	helped
seeks	tried	tried
avoided	thought	thought
avoid	dont	praising
avoids	avoided	avoided
avoid	!align="right	!align="right
avoided	!align="right	!align="right
avoids	dealt	backgrounds
produced	create	produced
produce	carbon	carbon
produces	sells	sells
produce	anime	printed
produced	produced	produced
produces	develops	arises
prevented	prompted	prompted
prevent	tooth	tooth
prevents	avoid	avoid
prevent	tumor	tumor
prevented	prevented	prevented
prevents	prevents	prevents
asked	prompted	prompted
ask	nominated	instruments
asks	asks	tells
ask	lu	ca
asked	sent	sent
asks	asks	asks
determined	applicable	applicable
determine	carbon	carbon
determines	unclear	unclear
determine	!align="right	!align="right
determined	!align="right	!align="right
determines	membrane	membrane
took	took	took
take	take	take
takes	takes	takes
take	took	took
took	took	took
takes	takes	takes
resolved	demonstrated	demonstrated
resolve	amendments	amendments
resolves	regulate	threatens
resolve	!align="right	!align="right
resolved	!align="right	!align="right
resolves	lets	modification
provided	provided	provided
provide	provide	provide
provides	provides	provides
provide	provide	provide
provided	provided	provided
provides	provide	provide
began	started	started
begin	begin	begin
begins	began	began
begin	relating	relating
began	started	started
begins	begin	begin
went	jumped	jumped
go	goes	goes
goes	goes	goes
go	went	get
went	went	went
goes	goes	goes
served	served	served
serve	serving	serving
serves	serves	serves
serve	serve	manage
served	served	served
serves	serves	serves
did	did	did
do	does	didn't
does	!align="right	!align="right
do	did	did
did	did	did
does	!align="right	!align="right
lived	concert	album
live	resided	prefer
lives	!align="right	!align="right
live	life	life
lived	life	life
lives	!align="right	!align="right
prevented	prevented	prevented
prevent	prevent	distinguish
prevents	!align="right	!align="right
prevent	improved	improved
prevented	affects	affects
prevents	!align="right	!align="right
became	became	became
become	become	become
becomes	!align="right	!align="right
become	develop	develop
became	became	developing
becomes	!align="right	!align="right
ended	extreme	extreme
end	extend	crosby
ends	!align="right	!align="right
end	begins	begins
ended	begins	begins
ends	!align="right	!align="right
left	approached	approached
leave	leaving	leaving
leaves	leaves	leaves
leave	stones	stones
left	slender	slender
leaves	leaving	leaving
considered	solved	facts
consider	consider	consider
considers	allows	identifies
consider	continue	continue
considered	considered	considered
considers	defines	defines
saw	guaranteed	guaranteed
see	see	see
sees	gives	gives
see	discover	discover
saw	asserted	midlands
sees	lets	lets
saved	separated	rejoined
save	escape	relay
saves	accepts	accepts
save	potentially	potentially
saved	strikeouts	played
saves	searches	searches
said	insisted	whereas
say	stated	expected
says	says	hey
say	said	understand
said	said	not
says	says	says
proved	solved	solved
prove	exploit	exploit
proves	!align="right	!align="right
prove	define	assess
proved	decided	decided
proves	!align="right	!align="right
sent	sent	sent
send	send	send
sends	!align="right	!align="right
send	collect	collect
sent	sent	sent
sends	!align="right	!align="right
created	created	created
create	create	create
creates	!align="right	!align="right
create	discusses	discusses
created	produced	produced
creates	!align="right	!align="right
met	frustrated	frustrated
meet	ask	ask
meets	!align="right	!align="right
meet	meet	meet
met	moves	moves
meets	!align="right	!align="right
showed	shows	comedian
show	predict	explore
shows	!align="right	!align="right
show	show	show
showed	show	show
shows	!align="right	!align="right
made	made	made
make	making	making
makes	allows	allows
make	make	make
made	made	made
makes	making	making
protected	hide	rebuilt
protect	compounds	deadly
protects	promote	promote
protect	!align="right	!align="right
protected	!align="right	!align="right
protects	integrated	integrated
included	included	included
include	include	include
includes	includes	includes
include	include	include
included	included	included
includes	includes	includes
decided	decided	decided
decide	agree	agree
decides	decided	decided
decide	proceed	proceed
decided	able	able
decides	insisted	insisted
ended	terminus	terminus
end	ending	ending
ends	beginning	beginning
end	proceed	proceed
ended	councillors	councillors
ends	ending	ending
extended	extends	intervention
extend	extend	extend
extends	!align="right	!align="right
extend	includes	includes
extended	received	received
extends	!align="right	!align="right
went	went	went
go	goes	goes
goes	!align="right	!align="right
go	went	went
went	went	went
goes	!align="right	!align="right
liked	distinctive	humor
like	wants	want
likes	!align="right	!align="right
like	preferred	preferred
liked	earning	earning
likes	!align="right	!align="right
served	served	served
serve	serve	serve
serves	!align="right	!align="right
serve	served	served
served	served	served
serves	!align="right	!align="right
changed	changes	changes
change	change	change
changes	!align="right	!align="right
change	change	change
changed	gained	gained
changes	!align="right	!align="right
returned	returned	returned
return	moved	transferring
returns	returns	returns
return	return	return
returned	catches	catches
returns	relocated	relocated
learned	learned	learned
learn	understand	understand
learns	learns	learns
learn	insists	insists
learned	discovers	discovers
learns	evidence	evidence
thought	really	really
think	believed	how
thinks	fruits	fruits
think	respond	respond
thought	believes	believes
thinks	believed	evidence
became	became	became
become	becoming	becoming
becomes	became	became
become	become	become
became	became	became
becomes	becoming	becoming
understood	geography	geography
understand	understand	understand
understands	learns	learns
understand	!align="right	!align="right
understood	!align="right	!align="right
understands	evidence	evidence
sent	!align="right	!align="right
send	ordered	ordered
sends	!align="right	!align="right
send	brings	brings
sent	gives	gives
sends	ordered	ordered
needed	!align="right	!align="right
need	added	added
needs	!align="right	!align="right
need	doors	doors
needed	requirements	requirements
needs	required	required
preserved	!align="right	!align="right
preserve	vintage	vintage
preserves	!align="right	!align="right
preserve	allow	allow
preserved	!align="right	!align="right
preserves	burned	burned
developed	!align="right	!align="right
develop	built	built
develops	!align="right	!align="right
develop	brings	brings
developed	conducts	conducts
develops	produced	produced
served	!align="right	!align="right
serve	serving	serving
serves	!align="right	!align="right
serve	serve	serve
served	served	served
serves	serving	serving
protected	bred	bred
protect	vulnerable	vulnerable
protects	!align="right	!align="right
protect	raising	raising
protected	raise	raise
protects	!align="right	!align="right
required	carries	carries
require	eligible	eligible
requires	!align="right	!align="right
require	raising	raising
required	allows	raising
requires	!align="right	!align="right
happened	seen	seen
happen	dont	dont
happens	!align="right	!align="right
happen	expect	expect
happened	brought	brought
happens	!align="right	!align="right
saved	demolished	demolished
save	obtain	obtain
saves	!align="right	!align="right
save	raising	raising
saved	made	made
saves	!align="right	!align="right
understood	learned	learned
understand	determine	determine
understands	!align="right	!align="right
understand	raising	raising
understood	raise	raise
understands	!align="right	!align="right
brought	brought	brought
bring	bring	introduction
brings	throws	throws
bring	highlight	highlight
brought	brought	brought
brings	bringing	bringing
led	began	began
lead	motivated	motivated
leads	caught	57
lead	led	led
led	led	led
leads	leads	leads
had	had	had
have	have	have
has	has	has
have	have	have
had	had	had
has	has	has
sought	began	involved
seek	seeking	seeking
seeks	wanted	lived
seek	beginning	beginning
sought	embarked	embarked
seeks	proceeds	proceeds
said	killed	killed
say	stated	stated
says	says	says
say	said	said
said	realized	realized
says	stated	told
looked	looking	looking
look	give	give
looks	looks	looks
look	look	look
looked	looked	looked
looks	looks	looks
resolved	resumed	resumed
resolve	initiate	initiate
resolves	seeks	suffers
resolve	!align="right	!align="right
resolved	!align="right	!align="right
resolves	amendments	amendments
returned	returned	returned
return	evaluate	evaluate
returns	returning	returning
return	return	return
returned	return	return
returns	relocated	relocated
used	used	used
use	use	use
uses	uses	complexity
use	use	use
used	used	used
uses	uses	uses
offered	requested	requested
offer	offers	offers
offers	offers	offers
offer	offer	offer
offered	offer	offer
offers	offers	offers
believed	claimed	claimed
believe	demonstrate	demonstrate
believes	fails	fails
believe	identify	identify
believed	drafted	drafted
believes	contributes	seems
felt	hailed	hailed
feel	understand	understand
feels	feels	feels
feel	find	tension
felt	disappointed	disappointed
feels	tells	tells
determined	determining	determining
determine	hypothesis	hypothesis
determines	determining	determining
determine	!align="right	!align="right
determined	!align="right	!align="right
determines	hypothesis	hypothesis
gave	given	given
give	give	give
gives	gives	gives
give	give	give
gave	given	given
gives	gives	gives
thought	answered	answered
think	believed	demonstrate
thinks	lets	gonna
think	find	find
thought	thought	thought
thinks	seems	seems
came	came	came
come	coming	coming
comes	came	came
come	came	came
came	came	came
comes	comes	comes
included	including	including
include	includes	includes
includes	includes	includes
include	included	included
included	contains	featuring
includes	includes	includes
saved	vocals	vocals
save	inheritance	inheritance
saves	saves	saves
save	strikeouts	strikeouts
saved	strikeouts	tackles
saves	thinks	thinks
said	said	informed
say	stated	stated
says	knew	knew
say	tell	tell
said	said	said
says	stated	knew
sought	seeking	sought
seek	seek	seek
seeks	seeks	seeks
seek	regulate	regulate
sought	sought	sought
seeks	seeks	seeks
helped	helped	helped
help	help	help
helps	helps	helps
help	help	join
helped	leads	leads
helps	helps	helps
received	received	received
receive	receiving	receive
receives	receives	receives
receive	send	send
received	received	received
receives	earned	earned
came	brought	brought
come	coming	coming
comes	comes	comes
come	came	came
came	came	came
comes	comes	comes
got	gets	gets
get	get	get
gets	gets	gets
get	get	get
got	attractive	attractive
gets	get	get
told	told	told
tell	tells	tells
tells	wants	wants
tell	asks	asks
told	asks	asks
tells	tells	tells
stopped	decided	decided
stop	stop	stop
stops	shoots	shoots
stop	stop	stop
stopped	stop	officials
stops	steal	steal
looked	looking	looked
look	look	look
looks	looks	looks
look	look	look
looked	looking	looking
looks	looks	looks
became	became	becoming
become	become	become
becomes	became	became
become	talked	movement
became	standards	standards
becomes	become	becomes
reduced	limiting	limiting
reduce	remove	remove
reduces	affects	affects
reduce	increase	increase
reduced	decreasing	officials
reduces	increases	increases
sought	wanted	wanted
seek	seek	seek
seeks	helps	helps
seek	speak	speak
sought	refused	refused
seeks	seek	seek
came	came	came
come	comes	comes
comes	!align="right	!align="right
come	came	came
came	came	came
comes	!align="right	!align="right
used	used	century
use	uses	uses
