rougher	easier	quick
moved	came	came
moves	settled	suburb
believed	agree	agree
believe	thought	thought
believes	consider	consider
believe	marry	marry
believed	knows	buffalo
believes	thought	thought
returned	returned	returned
return	return	return
returns	returned	returned
return	return	return
returned	returned	implemented
returns	moved	resumed
worked	works	works
work	working	revive
works	works	works
work	work	work
worked	work	work
works	working	working
developed	developed	developed
develop	develop	develop
develops	developed	preparations
develop	implemented	implemented
developed	implemented	implemented
develops	develop	designed
reached	reached	reached
reach	reach	reach
reaches	reached	reached
reach	reach	reach
reached	reach	reach
reaches	reach	reach
extended	extended	princes
extend	expanded	expanded
extends	extends	extends
extend	extending	extend
extended	extending	extending
extends	expanded	expanded
raised	raised	raised
raise	raise	raise
raises	raising	raised
raise	!align="right	!align="right
raised	!align="right	!align="right
raises	raising	raising
built	construct	construct
build	constructed	constructed
builds	construct	construct
build	!align="right	!align="right
built	!align="right	!align="right
builds	constructed	constructed
promoted	encourage	reflection
promote	promotion	promotion
promotes	promoting	promoting
promote	promote	promote
promoted	promote	clark
promotes	rank	rank
paid	paid	paid
pay	pay	pay
pays	paid	paid
pay	des	muse
paid	paid	paid
pays	pay	pay
celebrated	anniversary	anniversary
celebrate	celebration	celebration
celebrates	anniversary	anniversary
celebrate	!align="right	!align="right
celebrated	!align="right	!align="right
celebrates	celebration	celebration
developed	developed	establish
develop	develop	develop
develops	implement	gets
develop	emerging	emerging
developed	attempted	attempted
develops	develop	develop
took	taking	taking
take	take	take
takes	takes	gets
take	take	take
took	taking	taking
takes	takes	takes
avoided	prevent	prevent
avoid	avoid	avoid
avoids	without	gets
avoid	!align="right	!align="right
avoided	!align="right	!align="right
avoids	avoid	avoid
knew	think	think
know	knows	knows
knows	!align="right	!align="right
know	construct	else
knew	constructed	constructed
knows	!align="right	!align="right
brought	opened	powered
bring	bring	bring
brings	!align="right	!align="right
bring	construct	construct
brought	constructed	constructed
brings	!align="right	!align="right
discussed	constructed	addressed
discuss	construct	explore
discusses	!align="right	!align="right
discuss	construct	construct
discussed	constructed	constructed
discusses	!align="right	!align="right
sold	sold	sold
sell	sell	sell
sells	!align="right	!align="right
sell	construct	buy
sold	constructed	burned
sells	!align="right	!align="right
followed	followed	fare
follow	create	create
follows	!align="right	!align="right
follow	construct	construct
followed	constructed	constructed
follows	!align="right	!align="right
met	met	met
meet	protect	put
meets	!align="right	!align="right
meet	improve	meet
met	realizes	meet
meets	!align="right	!align="right
needed	ability	ability
need	necessary	necessary
needs	!align="right	!align="right
need	improve	improve
needed	interact	interact
needs	!align="right	!align="right
studied	studies	studies
study	studying	studying
studies	!align="right	!align="right
study	study	study
studied	study	study
studies	!align="right	!align="right
ended	edge	edge
end	started	started
ends	!align="right	!align="right
end	strengthen	strengthen
ended	ended	ended
ends	!align="right	!align="right
changed	changes	changes
change	changing	changing
changes	!align="right	!align="right
change	change	change
changed	change	change
changes	!align="right	!align="right
increased	decrease	decrease
increase	increasing	increasing
increases	increasing	reduced
increase	increase	increase
increased	increase	increase
increases	increasing	increasing
seemed	proved	proved
seem	can't	can't
seems	seems	seems
seem	feel	feel
seemed	seemed	seemed
seems	seems	seems
provided	provided	provided
provide	provide	provide
provides	providing	providing
provide	provide	provide
provided	provide	provide
provides	provide	provide
determined	determining	assess
determine	you	you
determines	knows	knowing
determine	!align="right	!align="right
determined	!align="right	!align="right
determines	calculated	calculated
felt	felt	felt
feel	feel	feel
feels	wasn't	wasn't
feel	feel	feel
felt	felt	felt
feels	surprised	surprised
earned	earning	earning
earn	received	received
earns	earning	earning
earn	!align="right	!align="right
earned	!align="right	!align="right
earns	received	received
helped	order	order
help	effort	to
helps	order	order
help	help	help
helped	help	help
helps	attempt	attempt
lived	cd	released
live	resided	resided
lives	cd	cd
live	life	life
lived	life	partnered
lives	settled	settled
became	became	became
become	become	become
becomes	became	became
become	become	become
became	became	became
becomes	become	become
had	has	has
have	have	have
has	has	has
have	have	have
had	been	have
has	having	having
looked	looked	looked
look	looks	looks
looks	ain't	ain't
look	looked	looked
looked	started	looked
looks	looks	looks
lived	performances	performances
live	resided	resided
lives	performances	performances
live	life	pursue
lived	started	started
lives	living	living
protected	restore	restore
protect	endangered	endangered
protects	restore	restore
protect	!align="right	!align="right
protected	!align="right	!align="right
protects	designated	designated
returned	returned	returned
return	return	return
returns	visit	visit
return	return	return
returned	started	started
returns	returning	returning
sought	sought	sought
seek	seek	seek
seeks	seeking	seeking
seek	sought	sought
sought	started	sought
seeks	seeking	attempting
allowed	allows	accommodate
allow	permitted	permitted
allows	allowing	allowing
allow	enables	enables
allowed	enables	enables
allows	permitted	permitted
extended	sought	sought
extend	weekend	weekend
extends	extended	extended
extend	extending	extending
extended	lies	tip
extends	expanded	expanded
seemed	indicated	artistic
seem	talk	talk
seems	artistic	artistic
seem	not	not
seemed	seemed	seemed
seems	pbs	pbs
needed	sought	sought
need	necessary	necessary
needs	needs	needs
need	need	need
needed	need	ibm
needs	necessary	necessary
said	think	believe
say	told	talk
says	think	think
say	said	said
said	saying	saying
says	show	show
got	returned	returned
get	getting	getting
gets	gets	gets
get	getting	getting
got	returned	lived
gets	gets	gets
asked	returned	returned
ask	ask	ask
asks	questions	questions
ask	tells	tells
asked	returned	returned
asks	urged	urged
studied	studies	studies
study	professor	professor
studies	studies	studies
study	study	study
studied	study	study
studies	taught	professor
preserved	returned	returned
preserve	oldest	oldest
preserves	preserving	preserving
preserve	!align="right	!align="right
preserved	!align="right	!align="right
preserves	medieval	medieval
saw	returned	returned
see	marked	cancellation
sees	conventions	conventions
see	leave	leave
saw	returned	returned
sees	seeing	seeing
left	retire	resign
leave	encourage	lived
leaves	accept	accept
leave	stems	stems
left	fruits	fruits
leaves	lived	lived
eliminated	appointed	commander
eliminate	encourage	encourage
eliminates	overcome	solved
eliminate	!align="right	!align="right
eliminated	!align="right	!align="right
eliminates	encourages	encourages
decided	decided	decided
decide	forced	forced
decides	wished	ask
decide	decided	decided
decided	decided	decided
decides	decision	decision
preserved	appointed	commander
preserve	encourage	preserve
preserves	prehistoric	prehistoric
preserve	!align="right	!align="right
preserved	!align="right	!align="right
preserves	dating	dating
led	commander	backing
lead	resulted	resulted
leads	backing	backing
lead	revive	revive
led	rank	rank
leads	resulted	resulted
extended	extends	extends
extend	expanded	expanded
extends	rbi	rbi
extend	mile	mile
extended	half	half
extends	innings	innings
came	came	came
come	settled	innings
comes	residing	residing
come	get	get
came	knocked	knocked
comes	innings	innings
received	received	received
receive	receiving	receiving
receives	received	receiving
receive	receive	receive
received	receive	receive
receives	receiving	earned
started	started	began
start	began	start
starts	begin	begin
start	begins	freshman
started	begins	begins
starts	began	began
recognized	outstanding	outstanding
recognize	recognised	recognised
recognizes	households	households
recognize	excellence	excellence
recognized	excellence	excellence
recognizes	recognised	recognised
increased	increased	increasing
increase	increase	increase
increases	increased	increased
increase	increase	increase
increased	increase	increase
increases	increasing	reduced
proved	proved	proving
prove	proven	results
proves	proved	proved
prove	!align="right	!align="right
proved	!align="right	!align="right
proves	proven	prove
raised	raising	raising
raise	research	research
raises	raising	raising
raise	!align="right	!align="right
raised	!align="right	!align="right
raises	research	research
determined	determining	determining
determine	research	inquiry
determines	correspond	correspond
determine	!align="right	!align="right
determined	!align="right	!align="right
determines	research	research
became	became	became
become	become	become
becomes	became	became
become	become	become
became	become	become
becomes	become	become
resolved	resolved	avoided
resolve	resolve	resolve
resolves	!align="right	!align="right
resolve	overcome	overcome
resolved	relegated	relegated
resolves	!align="right	!align="right
won	victory	victory
win	winning	award
wins	!align="right	!align="right
win	scored	scored
won	win	victory
wins	!align="right	!align="right
joined	relegated	relegated
join	convince	convince
joins	!align="right	!align="right
join	flee	fought
joined	relegated	relegated
joins	!align="right	!align="right
saw	relegated	saw
see	explain	explain
sees	!align="right	!align="right
see	tells	tells
saw	hears	absent
sees	!align="right	!align="right
developed	developed	developed
develop	solve	solve
develops	!align="right	!align="right
develop	solve	solve
developed	solved	solved
develops	!align="right	!align="right
tried	trying	trying
try	attempted	attempted
tries	trying	trying
try	attempts	attempts
tried	tried	tried
tries	attempted	attempted
looked	looking	looking
look	bring	ruin
looks	curves	ain't
look	looked	looked
looked	looked	looked
looks	looks	looks
determined	predict	predict
determine	calculated	calculated
determines	predict	correspond
determine	!align="right	!align="right
determined	!align="right	!align="right
determines	pa	pa
took	taking	takes
take	take	take
takes	takes	takes
take	take	take
took	taking	taking
takes	taken	taken
said	think	think
say	stated	that
says	ain't	ain't
say	think	think
said	say	say
says	stated	claimed
lived	recorded	recorded
live	living	living
lives	shows	shows
live	life	life
lived	life	life
lives	living	living
paid	paid	paid
pay	paying	paying
pays	paying	paying
pay	paid	paid
paid	paid	paid
pays	paying	paying
raised	raised	raised
raise	raise	raise
raises	raised	raised
raise	!align="right	!align="right
raised	!align="right	!align="right
raises	raising	financed
was	been	been
be	been	been
is	being	being
be	be	remains
was	be	remains
is	been	been
found	finding	obtain
find	endemic	endemic
finds	finding	finding
find	introduce	introduce
found	leaves	leaves
finds	endemic	endemic
produced	acquired	acquired
produce	sell	sell
produces	!align="right	!align="right
produce	sell	sell
produced	purchased	purchased
produces	!align="right	!align="right
opened	enclosed	enclosed
open	closed	closed
opens	!align="right	!align="right
open	sell	sell
opened	purchased	purchased
opens	!align="right	!align="right
remained	remained	remained
remain	remain	remain
remains	!align="right	!align="right
remain	sell	remain
remained	acquired	acquired
remains	!align="right	!align="right
ensured	achieve	achieve
ensure	send	send
ensures	!align="right	!align="right
ensure	sell	sell
ensured	purchased	purchased
ensures	!align="right	!align="right
said	think	think
say	stated	stated
says	!align="right	!align="right
say	sell	sell
said	acquired	acquired
says	!align="right	!align="right
won	won	won
win	winning	winning
wins	!align="right	!align="right
win	games	games
won	victories	victories
wins	!align="right	!align="right
joined	participate	go
join	joining	joining
joins	!align="right	!align="right
join	river	strengthen
joined	river	fought
joins	!align="right	!align="right
remained	remained	remained
remain	remain	remain
remains	!align="right	!align="right
remain	remain	remain
remained	remain	remain
remains	!align="right	!align="right
showed	shows	shows
show	shown	shown
shows	!align="right	!align="right
show	show	show
showed	show	show
shows	!align="right	!align="right
reduced	reducing	decrease
reduce	increased	reduce
reduces	!align="right	!align="right
reduce	reduce	reduce
reduced	farmland	farmland
reduces	!align="right	!align="right
won	victory	victory
win	win	win
wins	!align="right	!align="right
win	innings	innings
won	victories	victories
wins	!align="right	!align="right
paid	paid	paid
pay	pay	pay
pays	!align="right	!align="right
pay	heritage	heritage
paid	paying	paying
pays	!align="right	!align="right
gave	take	given
give	giving	giving
gives	!align="right	!align="right
give	heritage	heritage
gave	ancient	ancient
gives	!align="right	!align="right
saved	remembered	remembered
save	save	save
saves	!align="right	!align="right
save	sv	sv
saved	sv	sv
saves	!align="right	!align="right
changed	changes	changes
change	change	change
changes	!align="right	!align="right
change	change	differences
changed	modifications	modifications
changes	!align="right	!align="right
stayed	remain	stayed
stay	stay	stay
stays	visit	visit
stay	hide	hide
stayed	goes	goes
stays	staying	staying
joined	eliminated	relegated
join	joining	joining
joins	joined	joined
join	brook	brook
joined	tributary	brook
joins	signed	signed
created	build	develop
create	create	create
creates	build	build
create	prevent	prevent
created	builder	builder
creates	create	create
ran	running	running
run	run	run
runs	running	running
run	strikeouts	residing
ran	strikeouts	households
runs	run	run
found	finding	finding
find	endemic	endemic
finds	finding	finding
find	hide	hide
found	discovers	discovers
finds	endemic	grows
proved	proved	proved
prove	proving	proving
proves	proven	gain
prove	!align="right	!align="right
proved	!align="right	!align="right
proves	discusses	discusses
produced	highly	highly
produce	written	producing
produces	makers	makers
produce	expect	drink
produced	regarded	probably
produces	directed	directed
eliminated	persuade	secure
eliminate	relegated	relegated
eliminates	overcome	secure
eliminate	!align="right	!align="right
eliminated	!align="right	!align="right
eliminates	forgotten	discusses
studied	studies	studies
study	studying	studying
studies	studies	studies
study	study	study
studied	study	study
studies	taught	taught
accommodated	deemed	deemed
accommodate	!align="right	!align="right
accommodates	comprising	comprising
accommodate	!align="right	!align="right
accommodated	!align="right	!align="right
accommodates	!align="right	!align="right
happened	belong	happens
happen	learn	learn
happens	!align="right	!align="right
happen	occur	occur
happened	occur	occur
happens	!align="right	!align="right
accommodated	reopened	reopened
accommodate	!align="right	!align="right
accommodates	!align="right	!align="right
accommodate	avoided	avoided
accommodated	avoid	avoid
accommodates	!align="right	!align="right
worked	works	works
work	working	working
works	!align="right	!align="right
work	work	work
worked	work	work
works	!align="right	!align="right
reduced	reducing	reduced
reduce	increased	reduce
reduces	!align="right	!align="right
reduce	reduce	reduce
reduced	avoiding	avoiding
reduces	!align="right	!align="right
turned	which	which
turn	turns	turns
turns	!align="right	!align="right
turn	curves	curves
turned	curves	curves
turns	!align="right	!align="right
raised	raised	raised
raise	raise	raise
raises	raising	raising
raise	!align="right	!align="right
raised	!align="right	!align="right
raises	alterations	alterations
returned	returned	returned
return	arrived	arrived
returns	returned	returned
return	return	return
returned	shortened	differ
returns	modifications	modifications
told	forget	forget
tell	said	said
tells	tells	tells
tell	asks	asks
told	asks	realizes
tells	modifications	modifications
saved	flee	flee
save	save	save
saves	alterations	alterations
save	sv	sv
saved	sv	differ
saves	modifications	modifications
followed	followed	followed
follow	follow	follow
follows	alterations	rules
follow	formula_2	formula_2
followed	shifted	shifted
follows	modifications	modifications
produced	distribute	distribute
produce	written	written
produces	produced	produced
produce	publishes	outbreak
produced	began	producing
produces	directed	directed
proved	proved	proved
prove	proven	deemed
proves	proven	proven
prove	!align="right	!align="right
proved	!align="right	!align="right
proves	proving	proving
met	satisfy	satisfy
meet	meet	meet
meets	satisfy	satisfy
meet	marry	marry
met	began	began
meets	meeting	meeting
used	used	used
use	use	use
uses	used	used
use	using	using
used	began	used
uses	using	referred
became	became	became
become	become	become
becomes	became	became
become	become	become
became	became	became
becomes	become	become
proved	proved	proved
prove	prove	prove
proves	proved	proved
prove	!align="right	!align="right
proved	!align="right	!align="right
proves	proven	proven
brought	keep	keep
bring	come	come
brings	expose	expose
bring	we're	we're
brought	bring	bring
brings	loves	marc
determined	determining	evaluate
determine	you	you
determines	determining	evaluate
determine	!align="right	!align="right
determined	!align="right	!align="right
determines	deciding	deciding
decided	decided	agreed
decide	willing	able
decides	agrees	agrees
decide	want	want
decided	decided	decided
decides	deciding	deciding
followed	keep	keep
follow	expect	forget
follows	future	future
follow	belong	belong
followed	basic	basic
follows	agrees	marc
resolved	resolved	resolved
resolve	resolve	resolve
resolves	resolved	resolved
resolve	!align="right	!align="right
resolved	!align="right	!align="right
resolves	arises	arises
won	won	won
win	win	win
wins	won	won
win	victories	victories
won	strikeouts	strikeouts
wins	winning	winning
bought	purchased	purchased
buy	buy	buy
buys	equipment	equipment
buy	!align="right	!align="right
bought	!align="right	!align="right
buys	owns	owns
studied	studies	studies
study	studying	studying
studies	studies	studies
study	study	study
studied	study	study
studies	taught	taught
liked	including	including
like	buy	admired
likes	such	including
like	buy	buy
liked	copies	copies
likes	admired	admired
eliminated	overcome	overcome
eliminate	marry	marry
eliminates	realize	realize
eliminate	!align="right	!align="right
eliminated	!align="right	!align="right
eliminates	insane	insane
led	backing	backing
lead	marry	marry
leads	guitar	guitar
lead	marry	marry
led	resulted	resulted
leads	triggered	holden
ended	tip	tip
end	retire	retire
ends	tip	tip
end	marry	marry
ended	ended	plantation
ends	ending	ending
saved	educate	educate
save	marry	saving
saves	convince	convince
save	marry	marry
saved	sv	sv
saves	saving	saving
served	serving	serving
serve	serve	serve
serves	serving	serving
serve	serve	serve
served	served	attending
serves	serving	serving
lived	demo	demo
live	educated	educated
lives	recorded	recorded
live	improve	improve
lived	living	living
lives	educated	educated
went	come	come
go	gone	gone
goes	goes	goes
go	went	went
went	went	went
goes	goes	goes
decided	want	want
decide	decision	decision
decides	proceeds	proceeds
decide	decided	decided
decided	decided	decided
decides	decision	decision
understood	know	remember
understand	identify	identify
understands	know	know
understand	!align="right	!align="right
understood	!align="right	!align="right
understands	interpreted	interpreted
served	serving	serving
serve	appointed	appointed
serves	serving	serves
serve	serving	serve
served	serving	serving
serves	appointed	appointed
stayed	remain	remain
stay	stay	stay
stays	sees	sees
stay	forget	forget
stayed	lived	lived
stays	stay	stay
helped	order	order
help	help	help
helps	order	order
help	help	help
helped	help	help
helps	attempts	attempts
seemed	tend	tend
seem	prove	prove
seems	charles	charles
seem	seemed	seemed
seemed	seemed	watching
seems	seems	seems
kept	kept	kept
keep	keep	keep
keeps	kept	kept
keep	wait	wait
kept	kept	kept
keeps	keeps	keeps
said	said	said
say	say	say
says	sees	sees
say	say	say
said	said	said
says	asks	charles
allowed	enable	enable
allow	permitted	permitted
allows	allowing	fails
allow	requires	requires
allowed	requires	2020
allows	permitted	permitted
came	came	came
come	comes	comes
comes	hiding	hiding
come	get	get
came	takes	takes
comes	comes	comes
remained	remained	remained
remain	remain	remain
remains	remained	remained
remain	remained	remained
remained	remained	remained
remains	remain	remain
took	took	took
take	take	take
takes	taking	taking
take	take	take
took	took	taken
takes	taking	taking
avoided	without	without
avoid	avoid	avoid
avoids	fails	mistakes
avoid	!align="right	!align="right
avoided	!align="right	!align="right
avoids	obtained	obtained
earned	earned	earned
earn	earning	earning
earns	earned	earned
earn	!align="right	!align="right
earned	!align="right	!align="right
earns	earning	earning
remained	remained	remained
remain	remain	remain
remains	remained	remained
remain	such	such
remained	remained	remained
remains	remain	remain
studied	studies	studies
study	studying	department
studies	studies	studies
study	study	study
studied	study	study
studies	taught	taught
promoted	promotes	promotes
promote	relegated	relegated
promotes	encourage	encourage
promote	such	promote
promoted	promote	promote
promotes	appointed	appointed
took	took	took
take	taking	take
takes	taking	taking
take	such	such
took	taken	taken
takes	taking	taking
increased	decrease	decrease
increase	increase	increase
increases	decrease	decrease
increase	increase	increase
increased	increased	increased
increases	increasing	increasing
included	such	such
include	include	include
includes	including	including
include	included	included
included	included	comprises
includes	include	include
saved	moved	died
save	save	save
saves	saves	saves
save	sv	sv
saved	moved	sv
saves	save	save
ran	moved	ran
run	run	run
runs	running	running
run	innings	batted
ran	batted	batted
runs	running	running
said	think	think
say	stated	stated
says	think	think
say	leave	leave
said	said	said
says	stated	saying
joined	participate	participate
join	such	such
joins	participate	participate
join	such	such
joined	noah	noah
joins	joining	joining
built	construct	construct
build	constructed	such
builds	construct	construct
build	!align="right	!align="right
built	!align="right	!align="right
builds	constructed	constructed
studied	studies	studies
study	such	and
studies	studies	studies
study	study	study
studied	study	study
studies	studying	studying
happened	happening	happening
happen	such	such
happens	happens	happens
happen	such	such
happened	happened	i'd
happens	happens	something
found	reach	reach
find	such	such
finds	finding	learn
find	such	such
found	admired	norman
finds	endemic	buried
was	been	been
be	been	been
is	being	being
be	be	be
was	be	be
is	been	being
celebrated	celebrated	celebrated
celebrate	celebrate	celebrate
celebrates	birthday	birthday
celebrate	!align="right	!align="right
celebrated	!align="right	!align="right
celebrates	celebrate	celebrate
learned	recognised	recognised
learn	learn	learn
learns	wants	wants
learn	realizes	reveal
learned	recognised	recognised
learns	knew	indies
kept	kept	kept
keep	keeps	keeps
keeps	kept	kept
keep	kept	kept
kept	kept	kept
keeps	keeps	keeps
found	recognised	recognised
find	however	however
finds	finding	finding
find	find	find
found	recognised	recognised
finds	endemic	indies
earned	earned	earned
earn	earning	earning
earns	earned	earned
earn	!align="right	!align="right
earned	!align="right	!align="right
earns	earning	earning
became	became	became
become	become	become
becomes	became	became
become	agree	agree
became	become	become
becomes	becoming	becoming
liked	such	such
like	think	think
likes	such	such
like	say	say
liked	coined	coined
likes	loved	loved
sought	seeking	seeking
seek	attempting	try
seeks	sought	sought
seek	sought	sought
sought	aims	aims
seeks	seek	lisa
avoided	without	without
avoid	agree	agree
avoids	arose	arose
avoid	!align="right	!align="right
avoided	!align="right	!align="right
avoids	avoid	avoid
produced	distribute	distribute
produce	written	produce
produces	produces	produces
produce	zinc	zinc
produced	produced	produced
produces	available	available
prevented	spread	spread
prevent	roles	roles
prevents	prevents	prevents
prevent	picks	picks
prevented	triggered	triggered
prevents	hopes	hopes
asked	confront	confront
ask	asking	asking
asks	write	write
ask	tells	tells
asked	tells	tells
asks	asking	asking
determined	decide	decide
determine	deciding	match
determines	determining	determining
determine	!align="right	!align="right
determined	!align="right	!align="right
determines	deciding	tended
took	took	took
take	taking	taken
takes	taking	taking
take	taken	taken
took	took	took
takes	taking	taking
resolved	arose	arose
resolve	detect	detect
resolves	resolved	arises
resolve	!align="right	!align="right
resolved	!align="right	!align="right
resolves	investigated	investigated
provided	provided	provided
provide	provide	provide
provides	providing	providing
provide	provide	provide
provided	provide	provided
provides	provide	provide
began	began	began
begin	started	started
begins	began	began
begin	convince	parallel
began	peaked	peaked
begins	begin	begin
went	went	went
go	goes	goes
goes	goes	goes
go	get	get
went	went	went
goes	goes	goes
served	served	served
serve	appointed	appointed
serves	serves	serves
serve	serving	serving
served	serving	serving
serves	appointed	appointed
did	did	not
do	would	would
does	!align="right	!align="right
do	did	did
did	did	did
does	!align="right	!align="right
lived	recordings	go
live	resided	resided
lives	!align="right	!align="right
live	improving	improving
lived	improve	improve
lives	!align="right	!align="right
prevented	preventing	preventing
prevent	prevent	prevent
prevents	!align="right	!align="right
prevent	improving	poor
prevented	improve	improve
prevents	!align="right	!align="right
became	became	became
become	become	becoming
becomes	!align="right	!align="right
become	improving	improving
became	improve	improve
becomes	!align="right	!align="right
ended	side	side
end	ending	ending
ends	!align="right	!align="right
end	improving	improving
ended	improve	improve
ends	!align="right	!align="right
left	retire	retire
leave	returned	returned
leaves	retire	spend
leave	stems	stems
left	stems	stems
leaves	right	right
considered	agree	agree
consider	called	called
considers	believe	believe
consider	identify	identify
considered	pact	pact
considers	is	is
saw	shown	shown
see	marked	spread
sees	asking	asking
see	remove	remove
saw	tells	tells
sees	marked	marked
saved	trustee	trustee
save	save	save
saves	saves	saves
save	save	save
saved	sv	sv
saves	homeless	homeless
said	think	think
say	stated	stated
says	believe	cry
say	think	think
said	think	think
says	stated	saying
proved	proven	proven
prove	prove	prove
proves	!align="right	!align="right
prove	predict	predict
proved	calculated	calculated
proves	!align="right	!align="right
sent	try	try
send	predict	sending
sends	!align="right	!align="right
send	predict	decide
sent	informs	motivated
sends	!align="right	!align="right
created	creates	generated
create	create	create
creates	!align="right	!align="right
create	predict	solve
created	associated	associated
creates	!align="right	!align="right
met	emissions	emissions
meet	remember	remember
meets	!align="right	!align="right
meet	correspond	define
met	meet	meet
meets	!align="right	!align="right
showed	shows	series
show	showing	showing
shows	!align="right	!align="right
show	showing	showing
showed	shown	shown
shows	!align="right	!align="right
made	made	made
make	making	making
makes	made	making
make	make	make
made	make	make
makes	making	making
protected	defend	to
protect	protecting	protecting
protects	protection	protection
protect	!align="right	!align="right
protected	!align="right	!align="right
protects	endangered	endangered
included	included	included
include	include	include
includes	included	included
include	include	include
included	included	include
includes	include	include
decided	decided	decided
decide	wished	wished
decides	willing	resolved
decide	refuses	refuses
decided	decided	decided
decides	opted	opted
ended	tip	tip
end	ending	conclude
ends	voivodeship	tolerance
end	ended	ended
ended	compulsory	compulsory
ends	ending	ending
extended	expand	merge
extend	extend	expanding
extends	!align="right	!align="right
extend	earning	earning
extended	earning	earning
extends	!align="right	!align="right
went	went	went
go	goes	go
goes	!align="right	!align="right
go	earned	earned
went	received	earn
goes	!align="right	!align="right
liked	such	such
like	convince	convince
likes	!align="right	!align="right
like	earned	earned
liked	earning	earning
likes	!align="right	!align="right
served	served	served
serve	serving	serving
serves	!align="right	!align="right
serve	earned	earned
served	received	earn
serves	!align="right	!align="right
changed	changes	changes
change	changing	changing
changes	!align="right	!align="right
change	change	change
changed	change	earn
changes	!align="right	!align="right
returned	returned	returned
return	return	return
returns	fossils	fossils
return	stay	stay
returned	return	return
returns	fossils	fossils
learned	learned	learned
learn	martial	martial
learns	understand	understand
learn	reveals	reveals
learned	realizes	reveals
learns	artifacts	artifacts
thought	know	sure
think	believed	attributed
thinks	know	know
think	stay	intervals
thought	hears	hears
thinks	believed	believed
became	became	became
become	become	become
becomes	became	became
become	become	become
became	became	became
becomes	become	become
understood	explain	explain
understand	identify	identify
understands	know	know
understand	!align="right	!align="right
understood	!align="right	!align="right
understands	excavated	excavated
sent	!align="right	!align="right
send	ordered	carriages
sends	!align="right	!align="right
send	carry	recruit
sent	informs	informs
sends	sending	sending
needed	!align="right	!align="right
need	necessary	necessary
needs	!align="right	!align="right
need	accommodation	wishing
needed	need	need
needs	necessary	necessary
preserved	!align="right	!align="right
preserve	renovated	renovated
preserves	!align="right	!align="right
preserve	classrooms	classrooms
preserved	!align="right	!align="right
preserves	reconstructed	reconstructed
developed	!align="right	!align="right
develop	develop	develop
develops	!align="right	!align="right
develop	grow	grow
developed	emerging	emerging
develops	develop	develop
served	!align="right	!align="right
serve	appointed	serve
serves	!align="right	!align="right
serve	serve	serve
served	serving	serving
serves	appointed	appointed
protected	protecting	protecting
protect	preserve	preserve
protects	!align="right	!align="right
protect	raising	raising
protected	raising	raising
protects	!align="right	!align="right
required	need	need
require	requires	requires
requires	!align="right	!align="right
require	attract	attract
required	allows	allows
requires	!align="right	!align="right
happened	occur	occur
happen	happens	happens
happens	!align="right	!align="right
happen	raising	improve
happened	raising	raising
happens	!align="right	!align="right
saved	saves	saves
save	save	save
saves	!align="right	!align="right
save	save	save
saved	sv	sv
saves	!align="right	!align="right
understood	know	know
understand	explain	explain
understands	!align="right	!align="right
understand	raising	raising
understood	raising	raising
understands	!align="right	!align="right
brought	brought	brought
bring	tip	arrival
brings	brought	brought
bring	tip	tip
brought	during	during
brings	bring	bring
led	resulted	resulted
lead	tip	tip
leads	starts	starts
lead	tip	tip
led	during	during
leads	begins	begins
had	been	been
have	has	has
has	has	has
have	had	also
had	had	had
has	has	has
sought	sought	sought
seek	seeking	tip
seeks	sought	sought
seek	sought	sought
sought	sought	sought
seeks	seeks	seeks
said	think	think
say	stated	wrote
says	think	tell
say	if	if
said	think	think
says	told	told
looked	became	became
look	felt	accept
looks	looked	style
look	heading	heading
looked	appointed	appointed
looks	looks	looks
resolved	solve	solve
resolve	investigated	investigated
resolves	solve	solve
resolve	!align="right	!align="right
resolved	!align="right	!align="right
resolves	resolve	resolve
returned	returned	returned
return	return	return
returns	leave	escape
return	return	return
returned	returned	returned
returns	university	university
used	used	used
use	use	use
uses	used	used
use	using	using
used	appointed	using
uses	uses	uses
offered	offers	offers
offer	offer	offer
offers	offers	offers
offer	offer	offer
offered	offered	offered
offers	offers	offers
believed	know	claimed
believe	believe	believe
believes	know	know
believe	recognize	recognize
believed	declare	declare
believes	thought	told
felt	think	felt
feel	feel	feel
feels	know	know
feel	feeling	feeling
felt	pleased	pleased
feels	looked	ninja
determined	predict	predict
determine	consecrated	consecrated
determines	predict	predict
determine	!align="right	!align="right
determined	!align="right	!align="right
determines	resolved	resolved
gave	take	given
give	giving	giving
gives	gives	gives
give	give	give
gave	given	given
gives	gives	gives
thought	know	know
think	believed	believed
thinks	know	know
think	recognize	recognize
thought	sure	sure
thinks	believed	notion
came	go	came
come	went	stepped
comes	go	go
come	improve	improve
came	increasing	came
comes	bringing	bringing
included	included	included
include	include	include
includes	included	included
include	included	features
included	included	included
includes	include	include
saved	saves	saves
save	save	save
saves	saves	saves
save	sv	sv
saved	sv	sv
saves	saving	forcing
said	think	think
say	stated	stated
says	think	think
say	just	just
said	saying	saying
says	stated	says
sought	seeking	seeking
seek	seeks	seeks
seeks	seeking	seeking
seek	sought	sought
sought	sought	sought
seeks	seeks	seeks
helped	order	helped
help	help	help
helps	order	order
help	expect	expect
helped	try	try
helps	aims	help
received	received	received
receive	receiving	receiving
receives	received	received
receive	receive	receive
received	receive	receive
receives	receiving	earned
came	get	get
come	settled	settled
comes	aims	aims
come	confront	confront
came	gaining	gaining
comes	comes	comes
got	getting	getting
get	get	get
gets	getting	getting
get	get	get
