rougher	rails	rails
builds	constructed	constructed
promoted	promoting	promoting
promote	invest	invest
promotes	promotes	promotes
promote	promote	promote
promoted	speculated	speculated
promotes	goes	goes
paid	paid	paid
pay	pay	value
pays	saves	saves
pay	sell	sell
paid	austrian	austrian
pays	overtime	overtime
celebrated	commemorate	inauguration
celebrate	celebrate	verses
celebrates	witness	witness
celebrate	!align="right	!align="right
celebrated	!align="right	!align="right
celebrates	verses	verses
developed	build	build
develop	produced	produced
develops	competent	competent
develop	create	create
developed	intended	intended
develops	produced	produced
took	took	took
take	take	take
takes	took	took
take	take	take
took	took	took
takes	takes	takes
avoided	punished	punished
avoid	avoid	avoid
avoids	prevent	prevent
avoid	!align="right	!align="right
avoided	!align="right	!align="right
avoids	dealt	dealt
knew	mechanics	mechanics
know	establish	understand
knows	!align="right	!align="right
know	create	create
knew	constructed	constructed
knows	!align="right	!align="right
brought	brought	driven
bring	create	create
brings	!align="right	!align="right
bring	create	create
brought	constructed	constructed
brings	!align="right	!align="right
discussed	reconstructed	suppressed
discuss	discuss	discuss
discusses	!align="right	!align="right
discuss	develop	develop
discussed	constructed	developed
discusses	!align="right	!align="right
sold	purchased	purchased
sell	sell	sell
sells	!align="right	!align="right
sell	create	develop
sold	constructed	produced
sells	!align="right	!align="right
followed	followed	followed
follow	create	create
follows	!align="right	!align="right
follow	develop	built
followed	constructed	constructed
follows	!align="right	!align="right
met	met	met
meet	meet	meet
meets	!align="right	!align="right
meet	meet	meet
met	met	met
meets	!align="right	!align="right
needed	want	want
need	required	required
needs	!align="right	!align="right
need	aimed	aimed
needed	continued	continued
needs	!align="right	!align="right
studied	studies	studies
study	taught	taught
studies	!align="right	!align="right
study	study	study
studied	study	study
studies	!align="right	!align="right
ended	vale	vale
end	larry	larry
ends	!align="right	!align="right
end	begins	starts
ended	ended	ended
ends	!align="right	!align="right
changed	changes	altered
change	change	change
changes	!align="right	!align="right
change	change	increase
changed	change	change
changes	!align="right	!align="right
increased	decrease	decrease
increase	increasing	increasing
increases	decrease	decrease
increase	formula_2	formula_2
increased	increased	increased
increases	increasing	increasing
seemed	influenced	influenced
seem	seems	seems
seems	seems	seems
seem	seemed	seemed
seemed	seemed	proved
seems	seems	seems
provided	provided	provided
provide	provide	provide
provides	provided	provided
provide	provide	provide
provided	provided	provided
provides	provide	provide
determined	predict	possible
determine	binding	binding
determines	loses	loses
determine	!align="right	!align="right
determined	!align="right	!align="right
determines	binding	binding
felt	feeling	feeling
feel	feel	feel
feels	realizes	realizes
feel	feel	feel
felt	felt	felt
feels	walks	walks
earned	gained	gained
earn	earn	earn
earns	receives	receives
earn	!align="right	!align="right
earned	!align="right	!align="right
earns	demonstrates	enters
helped	conceived	conceived
help	manage	manage
helps	helps	helps
help	helped	helped
helped	helped	helped
helps	helps	helps
lived	filmed	filmed
live	give	give
lives	feeds	feeds
live	life	exhibit
lived	invented	invented
lives	resides	resides
became	became	became
become	become	become
becomes	became	became
become	become	become
became	become	become
becomes	becomes	becomes
had	had	had
have	have	have
has	has	has
have	have	have
had	had	had
has	has	has
looked	came	came
look	look	look
looks	takes	takes
look	look	look
looked	started	looked
looks	looking	looking
lived	came	came
live	resided	resided
lives	concert	sings
live	reside	reside
lived	started	started
lives	resided	resided
protected	came	came
protect	applicable	applicable
protects	threatens	threatens
protect	!align="right	!align="right
protected	!align="right	!align="right
protects	genera	genera
returned	returned	returned
return	return	return
returns	returns	returns
return	return	return
returned	continued	continued
returns	transferred	transferred
sought	came	came
seek	seeking	motivated
seeks	stays	stays
seek	prepare	maintain
sought	started	started
seeks	given	given
allowed	allows	allows
allow	permitted	permitted
allows	allows	allows
allow	enables	enables
allowed	provides	provides
allows	permitted	permitted
extended	extends	improve
extend	half-hour	absolute
extends	extends	extends
extend	trunk	perkins
extended	occupies	occupies
extends	televised	televised
seemed	seems	seems
seem	hosted	hosted
seems	seems	does
seem	seemed	seemed
seemed	seemed	seemed
seems	seems	seems
needed	needed	needed
need	newscast	newscast
needs	lets	lets
need	assistance	assistance
needed	posed	posed
needs	necessary	necessary
said	asserted	acted
say	told	told
says	acted	acted
say	said	said
said	said	said
says	says	says
got	immigrated	went
get	get	get
gets	getting	getting
get	got	got
got	transferred	transferred
gets	get	get
asked	returned	returned
ask	feel	feel
asks	bugs	bugs
ask	submit	submit
asked	returned	returned
asks	fails	fails
studied	studies	studies
study	taught	taught
studies	studies	studies
study	study	study
studied	immigrated	studying
studies	mechanisms	mechanisms
preserved	returned	returned
preserve	placement	placement
preserves	arrow	lands
preserve	!align="right	!align="right
preserved	!align="right	!align="right
preserves	mechanisms	mechanisms
saw	emigrated	emigrated
see	replay	replay
sees	happens	happens
see	ceo	ceo
saw	immigrated	immigrated
sees	sees	sees
left	leaving	leaving
leave	rebuild	rebuild
leaves	encounters	encounters
leave	forget	forget
left	relieved	shipped
leaves	upright	upright
eliminated	eliminated	eliminated
eliminate	produce	produce
eliminates	originates	originates
eliminate	!align="right	!align="right
eliminated	!align="right	!align="right
eliminates	informs	affects
decided	decided	decided
decide	educate	wished
decides	informs	pulls
decide	fulfill	fulfill
decided	decided	decided
decides	affects	affects
preserved	appointed	appointed
preserve	produce	produce
preserves	feeds	feeds
preserve	!align="right	!align="right
preserved	!align="right	!align="right
preserves	substrate	substrate
led	recruited	recruited
lead	educate	produce
leads	develops	develops
lead	educate	educate
led	relegated	relegated
leads	leads	leads
extended	extends	extends
extend	expanded	move
extends	extends	extends
extend	extend	extend
extended	explores	explores
extends	extensions	extensions
came	came	came
come	coming	coming
comes	comes	comes
come	get	get
came	came	came
comes	walks	walks
received	received	received
receive	earned	earned
receives	comes	comes
receive	received	receive
received	received	received
receives	earned	earned
started	began	saw
start	began	begin
starts	starts	starts
start	begin	begin
started	started	started
starts	began	starts
recognized	saw	saw
recognize	recognised	only
recognizes	addresses	addresses
recognize	describe	describe
recognized	explores	explores
recognizes	recognised	recognised
increased	increased	increased
increase	increase	increase
increases	decrease	decrease
increase	increase	increase
increased	decreases	compressed
increases	increasing	increasing
proved	proved	unhappy
prove	proposal	proposal
proves	reject	!align="right
prove	!align="right	!align="right
proved	!align="right	!align="right
proves	prove	prove
raised	worked	worked
raise	raising	raising
raises	hold	hold
raise	!align="right	!align="right
raised	!align="right	!align="right
raises	surveys	surveys
determined	assess	cerambycidae
determine	inquiry	inquiry
determines	describe	chair
determine	!align="right	!align="right
determined	!align="right	!align="right
determines	inquiry	inquiry
became	became	became
become	become	become
becomes	became	became
become	become	is
became	became	became
becomes	become	become
resolved	process	process
resolve	solve	rebuild
resolves	!align="right	!align="right
resolve	reduce	reduce
resolved	defeated	defeated
resolves	!align="right	!align="right
won	won	winning
win	win	refer
wins	!align="right	!align="right
win	win	win
won	won	swept
wins	!align="right	!align="right
joined	joined	joined
join	rejoined	rejoined
joins	!align="right	!align="right
join	joined	joined
joined	joined	joined
joins	!align="right	!align="right
saw	fuller	fuller
see	reflect	reflect
sees	!align="right	!align="right
see	confront	confront
saw	suffers	suffers
sees	!align="right	!align="right
developed	grow	cooperative
develop	build	build
develops	!align="right	!align="right
develop	integrate	develop
developed	suffers	suffers
develops	!align="right	!align="right
tried	tried	tried
try	attempt	attempt
tries	tries	tries
try	infant	infant
tried	tried	tried
tries	attempted	attempts
looked	moved	noted
look	look	look
looks	prey	prey
look	judgment	judgment
looked	looked	appealed
looks	look	look
determined	discover	returned
determine	attempt	attempt
determines	choose	observe
determine	!align="right	!align="right
determined	!align="right	!align="right
determines	equations	equations
took	took	took
take	take	take
takes	takes	takes
take	took	took
took	took	took
takes	takes	takes
said	moved	moved
say	stated	thought
says	understand	won't
say	said	said
said	said	said
says	realizes	realizes
lived	guaranteed	commemorative
live	resided	resided
lives	sessions	sessions
live	life	life
lived	life	life
lives	resided	brings
paid	fee	fee
pay	wages	wages
pays	income	pressed
pay	paid	paid
paid	paid	paid
pays	fees	wages
raised	dropped	dropped
raise	raise	raise
raises	pressed	pressed
raise	!align="right	!align="right
raised	!align="right	!align="right
raises	brings	brings
was	been	been
be	is	is
is	been	been
be	was	was
was	was	was
is	is	is
found	found	realizes
find	endemic	endemic
finds	obtain	realizes
find	discovers	discovers
found	found	found
finds	endemic	endemic
produced	produced	produced
produce	produce	produce
produces	!align="right	!align="right
produce	produce	produce
produced	purchased	purchased
produces	!align="right	!align="right
opened	closed	disputed
open	teach	teach
opens	!align="right	!align="right
open	went	went
opened	purchased	purchased
opens	!align="right	!align="right
remained	remained	remained
remain	remain	remain
remains	!align="right	!align="right
remain	purchase	purchased
remained	purchased	purchased
remains	!align="right	!align="right
ensured	cleared	cleared
ensure	give	improve
ensures	!align="right	!align="right
ensure	sell	sell
ensured	purchased	purchased
ensures	!align="right	!align="right
said	said	said
say	say	say
says	!align="right	!align="right
say	pays	pays
said	purchased	purchased
says	!align="right	!align="right
won	victory	wins
win	win	win
wins	!align="right	!align="right
win	win	win
won	dogs	dogs
wins	!align="right	!align="right
joined	joined	joined
join	join	join
joins	!align="right	!align="right
join	helps	helps
joined	joined	joined
joins	!align="right	!align="right
remained	remained	remained
remain	stayed	stayed
remains	!align="right	!align="right
remain	remain	remain
remained	garden	garden
remains	!align="right	!align="right
showed	shows	shows
show	promote	campaigned
shows	!align="right	!align="right
show	show	hide
showed	show	show
shows	!align="right	!align="right
reduced	reducing	reducing
reduce	increase	increase
reduces	!align="right	!align="right
reduce	reduce	reduce
reduced	increases	increases
reduces	!align="right	!align="right
won	victory	2-1
win	winning	winning
wins	!align="right	!align="right
win	steals	steals
won	yards	civilization
wins	!align="right	!align="right
paid	income	income
pay	raise	raise
pays	!align="right	!align="right
pay	promote	promote
paid	dust	dust
pays	!align="right	!align="right
gave	eating	eating
give	give	give
gives	!align="right	!align="right
give	gave	brings
gave	tells	tells
gives	!align="right	!align="right
saved	absent	absent
save	distribute	distribute
saves	!align="right	!align="right
save	collect	collect
saved	resides	resides
saves	!align="right	!align="right
changed	changes	changes
change	change	change
changes	!align="right	!align="right
change	change	change
changed	differences	differences
changes	!align="right	!align="right
stayed	stays	stays
stay	remain	remain
stays	stays	stays
stay	hide	hide
stayed	custody	custody
stays	remained	remained
joined	joined	joined
join	join	join
joins	joins	joins
join	enter	enter
joined	entered	entered
joins	joining	joining
created	build	build
create	composed	create
creates	build	build
create	depicts	depicts
created	permits	permits
creates	composed	composed
ran	shut	shut
run	campaigned	comes
runs	runs	runs
run	buy	buy
ran	inaugurated	inaugurated
runs	runs	runs
found	captured	captured
find	endemic	endemic
finds	grows	grows
find	hide	hide
found	found	found
finds	grows	grows
proved	proved	proved
prove	exploit	exploit
proves	finds	finds
prove	!align="right	!align="right
proved	!align="right	!align="right
proves	explain	explain
produced	produced	produced
produce	written	jamie
produces	develops	develops
produce	muscle	muscle
produced	taste	taste
produces	co-wrote	co-wrote
eliminated	16th	16th
eliminate	assist	assist
eliminates	manages	manages
eliminate	!align="right	!align="right
eliminated	!align="right	!align="right
eliminates	hears	hears
studied	studies	studies
study	worked	worked
studies	studies	teaching
study	journal	journal
studied	medicine	medicine
studies	taught	worked
accommodated	deemed	proved
accommodate	!align="right	!align="right
accommodates	convince	rifles
accommodate	!align="right	!align="right
accommodated	!align="right	!align="right
accommodates	!align="right	!align="right
happened	happened	happened
happen	reduce	reduce
happens	!align="right	!align="right
happen	violent	violent
happened	happened	happened
happens	!align="right	!align="right
accommodated	comprised	comprised
accommodate	!align="right	!align="right
accommodates	!align="right	!align="right
accommodate	prevent	prevent
accommodated	avoid	avoid
accommodates	!align="right	!align="right
worked	works	works
work	working	working
works	!align="right	!align="right
work	work	work
worked	work	work
works	!align="right	!align="right
reduced	reduced	reduced
reduce	reduce	reduce
reduces	!align="right	!align="right
reduce	reduce	reduce
reduced	increases	decreases
reduces	!align="right	!align="right
turned	depth	depth
turn	keep	keep
turns	!align="right	!align="right
turn	turned	climb
turned	turned	turned
turns	!align="right	!align="right
raised	moved	moved
raise	raise	raise
raises	alterations	alterations
raise	!align="right	!align="right
raised	!align="right	!align="right
raises	mistakes	observations
returned	returned	returned
return	return	return
returns	returned	returned
return	gets	gets
returned	moved	moved
returns	alterations	alterations
told	shifted	tells
tell	telling	caution
tells	kill	kill
tell	informs	gets
told	learns	learns
tells	words	words
saved	expanded	renamed
save	homeless	homeless
saves	alterations	alterations
save	strikeouts	decide
saved	tries	tries
saves	mistakes	mistakes
followed	switched	switched
follow	follow	follow
follows	alterations	meets
follow	shortened	shortened
followed	shortened	realizing
follows	ensuing	ensuing
produced	distribute	distribute
produce	produce	produce
produces	makes	makes
produce	generate	generate
produced	began	state-owned
produces	co-produced	co-produced
proved	proved	proved
prove	prove	prove
proves	expresses	expresses
prove	!align="right	!align="right
proved	!align="right	!align="right
proves	returns	returns
met	began	collaborated
meet	meet	meet
meets	meets	meets
meet	meet	meet
met	met	founded
meets	meets	meets
used	used	used
use	use	use
uses	feeds	feeds
use	use	use
used	began	used
uses	applies	applies
became	became	became
become	become	become
becomes	becomes	becomes
become	become	become
became	became	became
becomes	becomes	becomes
proved	proved	proved
prove	prove	prove
proves	proven	proven
prove	!align="right	!align="right
proved	!align="right	!align="right
proves	prove	prove
brought	brought	brought
bring	come	come
brings	find	find
bring	gives	gives
brought	brought	brought
brings	put	cats
determined	examined	examined
determine	recognize	recognize
determines	argue	argue
determine	!align="right	!align="right
determined	!align="right	!align="right
determines	decides	decides
decided	decided	decided
decide	opted	opted
decides	decides	decides
decide	decide	decide
decided	decided	decided
decides	decides	decides
followed	protested	protested
follow	follow	follow
follows	marry	marry
follow	discrete	discrete
followed	trailer	trailer
follows	assisted	assisted
resolved	transferred	aboard
resolve	resign	resign
resolves	salvation	salvation
resolve	!align="right	!align="right
resolved	!align="right	!align="right
resolves	answered	answered
won	won	won
win	win	win
wins	won	won
win	win	win
won	win	win
wins	scored	competes
bought	purchased	purchased
buy	purchased	buy
buys	stole	stole
buy	!align="right	!align="right
bought	!align="right	!align="right
buys	owns	owns
studied	studies	studies
study	studying	resist
studies	studies	research
study	study	study
studied	study	study
studies	postgraduate	postgraduate
liked	pretty	pretty
like	convince	toby
likes	lacks	lacks
like	americans	americans
liked	purchased	purchased
likes	doesn't	doesn't
eliminated	eighth	eighth
eliminate	lifted	lifted
eliminates	expresses	expresses
eliminate	!align="right	!align="right
eliminated	!align="right	!align="right
eliminates	accepts	jenny
led	eighth	eighth
lead	leads	leads
leads	reporting	reporting
lead	led	led
led	led	led
leads	leads	leads
ended	ended	ended
end	absence	absence
ends	beginning	beginning
end	go	go
ended	ended	ended
ends	finn	finn
saved	criticised	criticised
save	ruin	ruin
saves	sees	sees
save	strikeouts	voter
saved	tackles	tackles
saves	ruin	carefully
served	served	served
serve	serve	serve
serves	serves	serves
serve	served	served
served	served	served
serves	serving	quoted
lived	recorded	recorded
live	resides	resides
lives	landscape	landscape
live	resides	sharks
lived	argentina	argentina
lives	resided	resided
went	goes	signed
go	go	go
goes	goes	goes
go	went	went
went	went	went
goes	goes	goes
decided	chooses	chooses
decide	decides	decides
decides	chooses	chooses
decide	decide	decide
decided	tries	tries
decides	decides	decides
understood	taught	taught
understand	understand	decides
understands	dominate	dominate
understand	!align="right	!align="right
understood	!align="right	!align="right
understands	hear	hear
served	served	served
serve	serve	serve
serves	serves	serves
serve	served	served
served	served	served
serves	serves	serves
stayed	staying	staying
stay	remained	yellow
stays	gets	gets
stay	readily	readily
stayed	staying	reporting
stays	remained	remained
helped	hired	hired
help	helps	helps
helps	lets	lets
help	help	help
helped	agreed	agreed
helps	helps	helps
seemed	lets	lets
seem	seems	seems
seems	lets	lets
seem	seemed	seemed
seemed	seemed	seemed
seems	seems	seems
kept	kept	kept
keep	keep	keep
keeps	maintain	maintain
keep	keep	lead
kept	heard	heard
keeps	keeps	keeps
said	said	said
say	say	say
says	asks	asks
say	say	say
said	said	said
says	stated	stated
allowed	allows	allows
allow	allow	allow
allows	allows	allows
allow	allow	expect
allowed	released	released
allows	offers	prevents
came	came	brought
come	comes	comes
comes	came	came
come	come	come
came	come	come
comes	comes	comes
remained	remained	remained
remain	remain	became
remains	remained	remained
remain	proper	proper
remained	excavated	excavated
remains	remains	remains
took	took	took
take	take	take
takes	took	took
take	take	take
took	taken	taken
takes	takes	takes
avoided	screened	screened
avoid	avoid	legally
avoids	lacks	lacks
avoid	!align="right	!align="right
avoided	!align="right	!align="right
avoids	owns	owns
earned	awarded	awarded
earn	earn	earn
earns	earned	earned
earn	!align="right	!align="right
earned	!align="right	!align="right
earns	received	received
remained	remained	remained
remain	remain	remain
remains	remained	remained
remain	still	still
remained	still	still
remains	remain	remain
studied	studies	studies
study	studying	studying
studies	studies	evaluation
study	study	study
studied	studied	studied
studies	studying	studying
promoted	guaranteed	guaranteed
promote	relegated	relegated
promotes	educate	educate
promote	toward	toward
promoted	reflected	reflected
promotes	offers	offers
took	took	took
take	take	take
takes	took	took
take	take	take
took	took	taken
takes	takes	takes
increased	increasing	increasing
increase	increase	increase
increases	decrease	decrease
increase	increase	increase
increased	increase	relegation
increases	increases	decreases
included	moved	moved
include	include	include
includes	includes	includes
include	included	included
included	consists	included
includes	includes	includes
saved	relocated	relocated
save	shuttle	shuttle
saves	saves	saves
save	save	save
saved	strikeouts	strikeouts
saves	real	real
ran	moved	operated
run	develops	develops
runs	runs	runs
run	run	run
ran	ran	ran
runs	develops	develops
said	moved	moved
say	stated	stated
says	acted	disorders
say	said	announced
said	said	announced
says	stated	remarked
joined	invited	invited
join	joining	joining
joins	cheltenham	cheltenham
join	entered	entered
joined	entered	entered
joins	rejoined	rejoined
built	construct	construct
build	constructed	constructed
builds	cheltenham	cheltenham
build	!align="right	!align="right
built	!align="right	!align="right
builds	constructed	endowment
studied	studies	examined
study	studying	studying
studies	studies	cheltenham
study	unlike	unlike
studied	study	hebrew
studies	studying	studying
happened	inform	inform
happen	detected	detected
happens	cheltenham	cheltenham
happen	unlike	unlike
happened	do	do
happens	happens	happens
found	realizes	realizes
find	discovered	detected
finds	informs	cheltenham
find	suggests	suggests
found	realizes	suggests
finds	deposit	deposit
was	been	been
be	is	is
is	been	been
be	was	was
was	was	was
is	is	is
celebrated	celebrated	celebrated
celebrate	celebrate	celebrate
celebrates	celebrating	celebrating
celebrate	!align="right	!align="right
celebrated	!align="right	!align="right
celebrates	celebrate	celebrate
learned	known	known
learn	learn	learn
learns	hears	hears
learn	convince	convince
learned	recognised	recognised
learns	learns	learns
kept	kept	kept
keep	keep	keep
keeps	kept	keeps
keep	keep	keep
kept	wrapped	wrapped
keeps	keeps	keeps
found	found	found
find	find	find
finds	discover	discovers
find	find	find
found	found	found
finds	finds	find
earned	earned	resume
earn	earning	earning
earns	earned	earned
earn	!align="right	!align="right
earned	!align="right	!align="right
earns	gained	civic
became	became	became
become	becoming	becoming
becomes	became	became
become	grows	grows
became	became	grows
becomes	becoming	becoming
liked	thought	thought
like	impressed	praising
likes	e.g	e.g
like	shrub	shrub
liked	hometown	hometown
likes	telling	telling
sought	thought	wanted
seek	seek	slip
seeks	seeking	seeking
seek	accept	accept
sought	helped	helped
seeks	tried	slip
avoided	prevent	axis
avoid	avoid	avoid
avoids	prevent	prevent
avoid	!align="right	!align="right
avoided	!align="right	!align="right
avoids	day-to-day	day-to-day
produced	produced	produced
produce	screened	screened
produces	sells	sells
produce	mercury	printed
produced	produced	produced
produces	developed	arises
prevented	persuade	persuade
prevent	prevent	prevent
prevents	avoid	avoid
prevent	reduce	reduce
prevented	caused	caused
prevents	prevents	prevents
asked	tells	tells
ask	told	rest
asks	tells	tells
ask	johnny	johnny
asked	contacted	contacted
asks	asks	asks
determined	captained	captained
determine	tna	tna
determines	inform	inform
determine	!align="right	!align="right
determined	!align="right	!align="right
determines	proteins	neighbors
took	took	took
take	take	take
takes	took	tells
take	took	took
took	took	took
takes	takes	takes
resolved	demonstrated	demonstrated
resolve	rebuild	rebuild
resolves	assumes	assumes
resolve	!align="right	!align="right
resolved	!align="right	!align="right
resolves	arises	arises
provided	provided	provided
provide	provide	provide
provides	provides	provides
provide	provide	provide
provided	provided	provided
provides	provides	provides
began	started	started
begin	started	begin
begins	began	began
begin	comply	comply
began	peaked	peaked
begins	started	started
went	earned	earned
go	goes	goes
goes	goes	goes
go	go	go
went	went	went
goes	goes	goes
served	served	served
serve	serve	serve
serves	served	served
serve	rebuild	construct
served	served	served
serves	serving	serving
did	did	did
do	does	does
does	!align="right	!align="right
do	did	did
did	did	did
does	!align="right	!align="right
lived	dvd	dvd
live	resided	describe
lives	!align="right	!align="right
live	life	life
lived	life	life
lives	!align="right	!align="right
prevented	escape	escape
prevent	encourage	encourage
prevents	!align="right	!align="right
prevent	reduce	reduce
prevented	increased	increased
prevents	!align="right	!align="right
became	became	became
become	become	become
becomes	!align="right	!align="right
become	develop	develop
became	became	emerged
becomes	!align="right	!align="right
ended	extreme	extreme
end	began	began
ends	!align="right	!align="right
end	starts	starts
ended	begins	begins
ends	!align="right	!align="right
left	left	left
leave	leave	leave
leaves	leaves	leaves
leave	leave	erect
left	slender	consistently
leaves	leaving	leaving
considered	considered	considered
consider	consider	consider
considers	identifies	identifies
consider	persuade	persuade
considered	focused	focused
considers	requires	desirable
saw	handled	handled
see	see	see
sees	identifies	identifies
see	engage	engage
saw	raced	raced
sees	took	gave
saved	disability	disability
save	escape	escape
saves	saves	saves
save	retire	retire
saved	retire	retire
saves	steals	steals
said	comment	comment
say	stated	stated
says	assumes	assumes
say	said	said
said	said	said
says	stated	gave
proved	proven	proven
prove	prove	prove
proves	!align="right	!align="right
prove	assess	assess
proved	decided	decided
proves	!align="right	!align="right
sent	sent	sent
send	send	send
sends	!align="right	!align="right
send	conducts	conducts
sent	sent	sent
sends	!align="right	!align="right
created	created	created
create	build	build
creates	!align="right	!align="right
create	conducts	conducts
created	develops	develops
creates	!align="right	!align="right
met	frustrated	frustrated
meet	wimbledon	wimbledon
meets	!align="right	!align="right
meet	meet	meet
met	discovers	discovers
meets	!align="right	!align="right
showed	shows	shows
show	demonstrate	demonstrate
shows	!align="right	!align="right
show	show	show
showed	show	show
shows	!align="right	!align="right
made	made	made
make	make	make
makes	allows	solve
make	make	make
made	made	made
makes	making	making
protected	designed	designed
protect	compounds	compounds
protects	educate	educate
protect	!align="right	!align="right
protected	!align="right	!align="right
protects	defense	defense
included	included	included
include	include	include
includes	included	included
include	include	include
included	included	included
includes	includes	includes
decided	decided	decided
decide	agree	agree
decides	decides	decides
decide	decide	decide
decided	able	able
decides	chose	chose
ended	summoned	summoned
end	commenced	commenced
ends	demise	demise
end	turns	29th
ended	29th	29th
ends	began	ending
extended	extends	extends
extend	extend	extend
extends	!align="right	!align="right
extend	collect	collect
extended	includes	includes
extends	!align="right	!align="right
went	went	went
go	goes	goes
goes	!align="right	!align="right
go	went	went
went	went	went
goes	!align="right	!align="right
liked	distinctive	distinctive
like	convince	believing
likes	!align="right	!align="right
like	stole	stole
liked	attended	stole
likes	!align="right	!align="right
served	served	served
serve	serve	serve
serves	!align="right	!align="right
serve	served	earned
served	served	served
serves	!align="right	!align="right
changed	changes	changes
change	change	change
changes	!align="right	!align="right
change	change	change
changed	received	gained
changes	!align="right	!align="right
returned	returned	returned
return	moved	return
returns	arrival	son
return	return	return
returned	travelled	travelled
returns	moved	moved
learned	learns	learns
learn	understand	understand
learns	learns	learns
learn	find	find
learned	hears	hears
learns	artifacts	artifacts
thought	opted	opted
think	believed	predicted
thinks	fruits	fruits
think	assume	assume
thought	informs	informs
thinks	artifacts	artifacts
became	became	became
become	become	become
becomes	became	became
become	become	become
became	became	became
becomes	becoming	becoming
understood	opted	opted
understand	understand	understand
understands	know	errors
understand	!align="right	!align="right
understood	!align="right	!align="right
understands	evidence	evidence
sent	!align="right	!align="right
send	moved	moved
sends	!align="right	!align="right
send	brings	brings
sent	invites	invites
sends	dispatched	dispatched
needed	!align="right	!align="right
need	required	used
needs	!align="right	!align="right
need	facilitate	facilitate
needed	requirements	requirements
needs	required	required
preserved	!align="right	!align="right
preserve	built	built
preserves	!align="right	!align="right
preserve	allow	allow
preserved	!align="right	!align="right
preserves	reconstructed	reconstructed
developed	!align="right	!align="right
develop	built	built
develops	!align="right	!align="right
develop	produce	brings
developed	promotes	promotes
develops	produced	produced
served	!align="right	!align="right
serve	serving	serving
serves	!align="right	!align="right
serve	served	served
served	served	served
serves	serving	serving
protected	descended	descended
protect	defend	defend
protects	!align="right	!align="right
protect	raising	raising
protected	raising	raising
protects	!align="right	!align="right
required	involve	headquartered
require	requires	requires
requires	!align="right	!align="right
require	allows	allows
required	allows	brought
requires	!align="right	!align="right
happened	seen	seen
happen	explain	explain
happens	!align="right	!align="right
happen	expect	expect
happened	brought	brought
happens	!align="right	!align="right
saved	succeeded	succeeded
save	pull	pull
saves	!align="right	!align="right
save	save	save
saved	sent	sent
saves	!align="right	!align="right
understood	learned	investigated
understand	understand	understand
understands	!align="right	!align="right
understand	raising	raising
understood	raising	raising
understands	!align="right	!align="right
brought	brought	brought
bring	bring	adapted
brings	brought	brought
bring	demise	demise
brought	brought	brought
brings	takes	takes
led	began	promotional
lead	persuade	persuade
leads	starts	starts
lead	led	led
led	led	led
leads	leads	leads
had	had	had
have	have	have
has	has	has
have	have	have
had	had	had
has	has	has
sought	began	began
seek	tip	tip
seeks	visits	visits
seek	beginning	maintain
sought	began	founded
seeks	tries	tries
said	killed	killed
say	stated	stated
says	says	says
say	said	said
said	said	concluded
says	stated	stated
looked	headed	headed
look	looking	adapt
looks	looks	looks
look	look	look
looked	looked	screened
looks	looks	looks
resolved	solved	solved
resolve	initiate	initiate
resolves	suffers	suffers
resolve	!align="right	!align="right
resolved	!align="right	!align="right
resolves	initiate	initiate
returned	returned	returned
return	return	evaluate
returns	returned	suffers
return	return	return
returned	returned	returned
returns	relocated	relocated
used	used	used
use	use	use
uses	uses	uses
use	use	produce
used	used	used
uses	uses	uses
offered	provided	provided
offer	offers	offers
offers	offers	offers
offer	offer	offer
offered	offer	offer
offers	offers	offers
believed	claimed	claimed
believe	convince	convince
believes	holds	holds
believe	believed	believed
believed	believed	believed
believes	believes	believes
felt	bestowed	bestowed
feel	learn	learn
feels	sad	sad
feel	pleased	pleased
felt	pleased	pleased
feels	loves	loves
determined	unclear	unclear
determine	utilize	utilize
determines	explain	explain
determine	!align="right	!align="right
determined	!align="right	!align="right
determines	theorem	theorem
gave	gave	given
give	give	give
gives	gave	gave
give	give	give
gave	giving	giving
gives	gives	gives
thought	considered	answered
think	believed	derive
thinks	gonna	gonna
think	find	find
thought	pleased	pleased
thinks	seems	seems
came	came	came
come	went	went
comes	came	came
come	eliminate	eliminate
came	came	came
comes	comes	comes
included	included	included
include	include	include
includes	included	included
include	include	include
included	including	including
includes	includes	includes
saved	saved	saved
save	forever	forever
saves	saves	saves
save	strikeouts	strikeouts
saved	strikeouts	strikeouts
saves	diamond	diamond
said	comment	comment
say	ensure	ensure
says	knew	knew
say	said	said
said	said	said
says	stated	stated
sought	seeking	seeking
seek	seek	seek
seeks	informs	informs
seek	activism	activism
sought	opted	opted
seeks	seeks	seeks
helped	tried	able
help	responded	responded
helps	helps	helps
help	help	help
helped	help	things
helps	helps	helps
received	received	received
receive	got	got
receives	credit	credit
receive	receive	receive
received	received	received
receives	earned	earned
came	came	brought
come	come	come
comes	comes	comes
come	come	come
came	came	came
comes	comes	comes
got	getting	gets
get	get	get
gets	gets	gets
get	get	get
got	receives	russians
gets	get	get
told	told	told
tell	telling	telling
tells	wants	wants
tell	asks	asks
told	asks	asks
tells	telling	telling
stopped	advised	advised
stop	seize	seize
stops	shoots	shoots
stop	stop	stop
stopped	advised	advised
stops	shoots	catches
looked	looked	looked
look	look	look
looks	looks	looks
look	look	look
looked	looked	looked
looks	looks	looks
became	became	became
become	become	become
becomes	became	became
become	communicate	communicate
became	conscious	vocabulary
