rougher	slope	slope
baseball's	!	!
baseball	magistrate	magistrate
person's	!	!
person	doctorate	doctorate
council's	!	!
council	doctorate	doctorate
system's	!	!
system	doctorate	doctorate
club's	!	!
club	doctorate	doctorate
coroner's	!	!
coroner	doctorate	doctorate
association's	!	!
association	lgbt	lgbt
author's	!	!
author	lgbt	lgbt
park's	!	!
park	lgbt	lgbt
boy's	!	!
boy	lgbt	lgbt
family's	!	!
family	lgbt	lgbt
building's	!	!
building	jury	jury
mayor's	!	!
mayor	jury	jury
evening's	!	!
evening	jury	jury
government's	!	!
government	jury	jury
school's	!	!
school	jury	jury
court's	!	!
court	201213	201213
child's	!	!
child	201213	201213
boy's	!	!
boy	201213	201213
county's	!	!
county	201213	201213
governor's	!	!
governor	201213	201213
victim's	!	!
victim	guitarist	guitarist
region's	!	!
region	guitarist	guitarist
park's	!	!
park	guitarist	guitarist
city's	!	!
city	guitarist	guitarist
week's	!	!
week	guitarist	guitarist
president's	!	!
president	committees	committees
girl's	!	!
girl	committees	committees
couple's	!	!
couple	committees	committees
film's	!	!
film	committees	committees
governor's	!	!
governor	committees	committees
mayor's	!	!
mayor	non-families	non-families
evening's	!	!
evening	non-families	non-families
couple's	!	!
couple	non-families	non-families
center's	!	!
center	non-families	non-families
band's	!	!
band	non-families	non-families
mayor's	!	!
mayor	developer	developer
region's	!	!
region	developer	developer
attorney's	!	!
attorney	developer	developer
doctor's	!	!
doctor	developer	developer
administration's	!	!
administration	developer	developer
church's	!	!
church	exhibition	exhibition
evening's	!	!
evening	exhibition	exhibition
mother's	!	!
mother	exhibition	exhibition
university's	!	!
university	exhibition	exhibition
week's	!	!
week	exhibition	exhibition
author's	!	!
author	sundays	sundays
president's	!	!
president	sundays	sundays
judge's	!	!
judge	sundays	sundays
community's	!	!
community	sundays	sundays
town's	!	!
town	sundays	sundays
network's	!	!
network	ceded	ceded
town's	!	!
town	ceded	ceded
party's	!	!
party	ceded	ceded
band's	!	!
band	ceded	ceded
league's	!	!
league	ceded	ceded
park's	!	!
park	catering	catering
bank's	!	!
bank	catering	catering
son's	!	!
son	catering	catering
doctor's	!	!
doctor	catering	catering
father's	!	!
father	catering	catering
president's	!	!
president	f.c.	f.c.
author's	!	!
author	f.c.	f.c.
woman's	!	!
woman	f.c.	f.c.
man's	!	!
man	f.c.	f.c.
family's	!	!
family	f.c.	f.c.
author's	!	!
author	enterprise	enterprise
night's	!	!
night	enterprise	enterprise
boy's	!	!
boy	enterprise	enterprise
play's	!	!
play	enterprise	enterprise
father's	!	!
father	enterprise	enterprise
building's	!	!
building	left-wing	left-wing
mayor's	!	!
mayor	left-wing	left-wing
committee's	!	!
committee	left-wing	left-wing
community's	!	!
community	left-wing	left-wing
driver's	!	!
driver	left-wing	left-wing
judge's	!	!
judge	evangelical	evangelical
baseball's	!	!
baseball	evangelical	evangelical
game's	!	!
game	evangelical	evangelical
doctor's	!	!
doctor	evangelical	evangelical
jury's	!	!
jury	evangelical	evangelical
victim's	!	!
victim	anyone	anyone
world's	!	!
world	anyone	anyone
play's	!	!
play	anyone	anyone
team's	!	!
team	anyone	anyone
jury's	!	!
jury	anyone	anyone
church's	!	!
church	half-brother	half-brother
today's	!	!
today	half-brother	half-brother
daughter's	!	!
daughter	half-brother	half-brother
group's	!	!
group	half-brother	half-brother
governor's	!	!
governor	half-brother	half-brother
industry's	!	!
industry	merchandise	merchandise
council's	!	!
council	merchandise	merchandise
couple's	!	!
couple	merchandise	merchandise
county's	!	!
county	merchandise	merchandise
union's	!	!
union	merchandise	merchandise
hospital's	!	!
hospital	singer-songwriter	singer-songwriter
couple's	!	!
couple	singer-songwriter	singer-songwriter
community's	!	!
community	singer-songwriter	singer-songwriter
general's	!	!
general	singer-songwriter	singer-songwriter
county's	!	!
county	singer-songwriter	singer-songwriter
association's	!	!
association	securities	securities
artist's	!	!
artist	securities	securities
doctor's	!	!
doctor	securities	securities
university's	!	!
university	securities	securities
governor's	!	!
governor	securities	securities
evening's	!	!
evening	porsche	porsche
show's	!	!
show	porsche	porsche
community's	!	!
community	porsche	porsche
network's	!	!
network	porsche	porsche
week's	!	!
week	porsche	porsche
city's	borough	borough
city	!	!
bill's	opponent	opponent
bill	!	!
everyone's	feels	feels
everyone	!	!
group's	lyrical	lyrical
group	!	!
week's	spending	spending
week	!	!
hospital's	!	!
hospital	degree	degree
family's	!	!
family	degree	degree
driver's	!	!
driver	degree	degree
book's	!	!
book	degree	degree
union's	!	!
union	degree	degree
president's	!	!
president	mlb	mlb
society's	!	!
society	mlb	mlb
station's	!	!
station	mlb	mlb
boy's	!	!
boy	mlb	mlb
county's	!	!
county	mlb	mlb
building's	!	!
building	half-hour	half-hour
agency's	!	!
agency	half-hour	half-hour
month's	!	!
month	half-hour	half-hour
world's	!	!
world	half-hour	half-hour
jury's	!	!
jury	half-hour	half-hour
year's	!	!
year	recommendations	recommendations
victim's	!	!
victim	recommendations	recommendations
society's	!	!
society	recommendations	recommendations
family's	!	!
family	recommendations	recommendations
game's	!	!
game	recommendations	recommendations
country's	!	!
country	astronomy	astronomy
day's	!	!
day	astronomy	astronomy
government's	!	!
government	astronomy	astronomy
doctor's	!	!
doctor	astronomy	astronomy
governor's	!	!
governor	astronomy	astronomy
author's	!	!
author	girl	girl
dollar's	!	!
dollar	girl	girl
mother's	!	!
mother	girl	girl
woman's	!	!
woman	girl	girl
center's	!	!
center	girl	girl
nation's	!	!
nation	married	married
husband's	!	!
husband	married	married
artist's	!	!
artist	married	married
play's	!	!
play	married	married
game's	!	!
game	married	married
person's	!	!
person	hospitals	hospitals
world's	!	!
world	hospitals	hospitals
driver's	!	!
driver	hospitals	hospitals
jury's	!	!
jury	hospitals	hospitals
administration's	!	!
administration	hospitals	hospitals
bank's	!	!
bank	julia	julia
everyone's	!	!
everyone	julia	julia
area's	!	!
area	julia	julia
family's	!	!
family	julia	julia
team's	!	!
team	julia	julia
dollar's	!	!
dollar	census-designated	census-designated
weekend's	!	!
weekend	census-designated	census-designated
program's	!	!
program	census-designated	census-designated
school's	!	!
school	census-designated	census-designated
jury's	!	!
jury	census-designated	census-designated
husband's	!	!
husband	parks	parks
wife's	!	!
wife	parks	parks
network's	!	!
network	parks	parks
doctor's	!	!
doctor	parks	parks
team's	!	!
team	parks	parks
night's	!	!
night	playstation	playstation
baseball's	!	!
baseball	playstation	playstation
company's	!	!
company	playstation	playstation
book's	!	!
book	playstation	playstation
governor's	!	!
governor	playstation	playstation
child's	!	!
child	prosecutor	prosecutor
building's	!	!
building	prosecutor	prosecutor
bank's	!	!
bank	prosecutor	prosecutor
man's	!	!
man	prosecutor	prosecutor
life's	!	!
life	prosecutor	prosecutor
master's	!	!
master	survival	survival
project's	!	!
project	survival	survival
boy's	!	!
boy	survival	survival
attorney's	!	!
attorney	survival	survival
area's	!	!
area	survival	survival
council's	!	!
council	federation	federation
artist's	!	!
artist	federation	federation
doctor's	!	!
doctor	federation	federation
governor's	!	!
governor	federation	federation
book's	!	!
book	federation	federation
today's	!	!
today	publishing	publishing
system's	!	!
system	publishing	publishing
council's	!	!
council	publishing	publishing
state's	!	!
state	publishing	publishing
son's	!	!
son	publishing	publishing
museum's	!	!
museum	stations	stations
child's	!	!
child	stations	stations
family's	!	!
family	stations	stations
band's	!	!
band	stations	stations
book's	!	!
book	stations	stations
council's	!	!
council	facade	facade
man's	!	!
man	facade	facade
everyone's	!	!
everyone	facade	facade
world's	!	!
world	facade	facade
market's	!	!
market	facade	facade
state's	!	!
state	olympics	olympics
month's	!	!
month	olympics	olympics
department's	!	!
department	olympics	olympics
family's	!	!
family	olympics	olympics
patient's	!	!
patient	olympics	olympics
husband's	!	!
husband	diagnosis	diagnosis
night's	!	!
night	diagnosis	diagnosis
club's	!	!
club	diagnosis	diagnosis
judge's	!	!
judge	diagnosis	diagnosis
town's	!	!
town	diagnosis	diagnosis
tonight's	!	!
tonight	confrontation	confrontation
board's	!	!
board	confrontation	confrontation
dollar's	!	!
dollar	confrontation	confrontation
summer's	!	!
summer	confrontation	confrontation
party's	!	!
party	confrontation	confrontation
hospital's	!	!
hospital	plants	plants
husband's	!	!
husband	plants	plants
woman's	!	!
woman	plants	plants
state's	!	!
state	plants	plants
show's	!	!
show	plants	plants
mayor's	!	!
mayor	feels	feels
agency's	!	!
agency	feels	feels
show's	!	!
show	feels	feels
station's	!	!
station	feels	feels
area's	!	!
area	feels	feels
building's	!	!
building	countess	countess
life's	!	!
life	countess	countess
company's	!	!
company	countess	countess
union's	!	!
union	countess	countess
school's	!	!
school	countess	countess
church's	!	!
church	networks	networks
author's	!	!
author	networks	networks
night's	!	!
night	networks	networks
driver's	!	!
driver	networks	networks
jury's	!	!
jury	networks	networks
district's	!	!
district	psychologist	psychologist
summer's	!	!
summer	psychologist	psychologist
state's	!	!
state	psychologist	psychologist
son's	!	!
son	psychologist	psychologist
everyone's	!	!
everyone	psychologist	psychologist
country's	!	!
country	boy	boy
board's	!	!
board	boy	boy
industry's	!	!
industry	boy	boy
mother's	!	!
mother	boy	boy
commission's	!	!
commission	boy	boy
nation's	!	!
nation	opponent	opponent
couple's	!	!
couple	opponent	opponent
project's	!	!
project	opponent	opponent
patient's	!	!
patient	opponent	opponent
family's	!	!
family	opponent	opponent
district's	!	!
district	thanksgiving	thanksgiving
nation's	!	!
nation	thanksgiving	thanksgiving
station's	!	!
station	thanksgiving	thanksgiving
club's	!	!
club	thanksgiving	thanksgiving
son's	!	!
son	thanksgiving	thanksgiving
tonight's	!	!
tonight	caroline	caroline
country's	!	!
country	caroline	caroline
community's	!	!
community	caroline	caroline
father's	!	!
father	caroline	caroline
administration's	!	!
administration	caroline	caroline
mayor's	!	!
mayor	linebacker	linebacker
girl's	!	!
girl	linebacker	linebacker
community's	!	!
community	linebacker	linebacker
department's	!	!
department	linebacker	linebacker
family's	!	!
family	linebacker	linebacker
boy's	!	!
boy	saturdays	saturdays
film's	!	!
film	saturdays	saturdays
wife's	!	!
wife	saturdays	saturdays
family's	!	!
family	saturdays	saturdays
program's	!	!
program	saturdays	saturdays
region's	!	!
region	bonds	bonds
month's	!	!
month	bonds	bonds
bank's	!	!
bank	bonds	bonds
play's	!	!
play	bonds	bonds
union's	!	!
union	bonds	bonds
returned	irving	coventry
return	rainfall	keith
returns	resides	resides
return	handsome	handsome
returned	quarterback	quarterback
returns	delivers	delivers
determined	competitions	coordinating
determine	interact	interact
determines	seeks	seeks
determine	coefficient	react
determined	weight	archibald
determines	separates	separates
ensured	referendum	referendum
ensure	infectious	consistency
ensures	precision	precision
ensure	!	!
ensured	!	!
ensures	injuries	injuries
decided	coup	coup
decide	accepts	periodically
decides	resides	melissa
decide	ready	ready
decided	coventry	coventry
decides	flies	flies
ended	montana	montana
end	unless	interact
ends	jasper	jasper
end	sweeping	sweeping
ended	mitch	mitch
ends	terminate	terminate
supported	sichuan	territory
support	criticised	criticised
supports	advances	advances
support	chapel	chapel
supported	hammond	21st
supports	targeted	targeted
raised	donated	yang
raise	indigenous	indigenous
raises	enabling	enabling
raise	!	!
raised	!	!
raises	thinks	thinks
opened	yellow	yellow
open	bypass	bypass
opens	advances	advances
open	door	1796
opened	21st	21st
opens	happens	happens
continued	tested	tested
continue	participant	participant
continues	advances	advances
continue	changed	changed
continued	130	130
continues	common	common
studied	toronto	toronto
study	biology	biology
studies	trends	trends
study	comparative	comparative
studied	politics	politics
studies	biology	biology
proved	3.5	3.5
prove	restricted	restricted
proves	3.5	3.5
prove	discover	discover
proved	assisting	assisting
proves	restricted	switches
helped	molly	molly
help	obligation	obligation
helps	diabetes	molly
help	juvenile	discover
helped	rescued	rescued
helps	martinez	martinez
called	molly	molly
call	paradise	paradise
calls	bread	bread
call	satisfied	satisfied
called	siding	siding
calls	math	math
considered	judgment	judgment
consider	definitions	definitions
considers	sophia	sophia
consider	attributed	attributed
considered	convey	convey
considers	definitions	definitions
asked	let	let
ask	differ	differ
asks	hears	hears
ask	arrives	arrives
asked	wishes	execute
asks	examining	examining
provided	terrible	terrible
provide	characterized	characterized
provides	incoming	incoming
provide	maintain	maintain
provided	existed	existed
provides	characterized	characterized
eliminated	terrible	terrible
eliminate	eliminating	eliminating
eliminates	escaping	tax
eliminate	!	!
eliminated	!	!
eliminates	monica	monica
thought	waiting	waiting
think	particular	particular
thinks	believes	believes
think	shoot	shoot
thought	searched	searched
thinks	follows	follows
showed	award-winning	award-winning
show	eliminating	eliminating
shows	dreams	personality
show	1100	1100
showed	musicals	musicals
shows	tissue	tissue
took	terrible	terrible
take	observing	observing
takes	courses	courses
take	allows	allows
took	stade	1856
takes	sends	sends
looked	possibility	possibility
look	retains	retains
looks	alike	danny
look	lots	cream
looked	accusations	accusations
looks	retains	retains
paid	dwight	dwight
pay	paying	paying
pays	behavior	behavior
pay	collaborate	collaborate
paid	80s	80s
pays	donations	oriented
remained	bohemia	bohemia
remain	leaving	leaving
remains	consultation	consultation
remain	80s	80s
remained	80s	80s
remains	viva	viva
bought	bohemia	bohemia
buy	paying	paying
buys	rides	rides
buy	!	!
bought	!	!
buys	retains	retains
sought	comply	comply
seek	bond	bond
seeks	agenda	agenda
seek	collaborate	collaborate
sought	promised	consulting
seeks	individual	individual
produced	developed	useful
produce	songs	songs
produces	acid	acid
produce	export	export
produced	raid	raid
produces	discography	discography
thought	affair	prize
think	alternatives	alternatives
thinks	staple	staple
think	unless	unless
thought	nazi	nazi
thinks	alternatives	alternatives
understood	advocate	advocate
understand	exploit	exploit
understands	anxiety	relevant
understand	!	!
understood	!	!
understands	bias	bias
ran	eighth	advocate
run	rival	rival
runs	acid	acid
run	richmond	richmond
ran	wicket	richmond
runs	patches	patches
reduced	decrease	rubber
reduce	stronger	stronger
reduces	acid	acid
reduce	underlying	underlying
reduced	householder	householder
reduces	patches	patches
felt	blake	blake
feel	casting	casting
feels	ribs	ribs
feel	afraid	promised
felt	exhausted	exhausted
feels	heather	heather
required	abbreviated	abbreviated
require	sewage	sewage
requires	ingredients	ingredients
require	cease	cease
required	effective	effective
requires	must	must
played	researcher	researcher
play	captained	captained
plays	narrator	narrator
play	drama	drama
played	footballer	footballer
plays	batsman	monarchs
happened	exist	dual
happen	avery	avery
happens	narrator	narrator
happen	exile	simultaneously
happened	pm	pm
happens	flowering	flowering
had	ga	blake
have	avery	avery
has	organisms	organisms
have	privately	privately
had	34	34
has	rounded	giles
opened	adelaide	adelaide
open	pie	pie
opens	panel	panel
open	comic	comic
opened	coupled	coupled
opens	adjacent	adjacent
felt	commenting	commenting
feel	listen	listen
feels	feeling	feeling
feel	thinks	thinks
felt	favourable	favourable
feels	sings	sings
decided	capturing	capturing
decide	accept	accept
decides	tells	tells
decide	wish	wish
decided	afc	afc
decides	tells	tells
preserved	conservation	conservation
preserve	fruits	fruits
preserves	conservation	conservation
preserve	!	!
preserved	!	!
preserves	parallels	parallels
followed	semifinal	semifinal
follow	thinks	thinks
follows	aligned	aligned
follow	wish	wish
followed	intervals	intervals
follows	parallels	parallels
studied	physicist	physicist
study	biology	biology
studies	interdisciplinary	interdisciplinary
study	biology	librarian
studied	archaeology	archaeology
studies	electron	electron
held	throw	throw
hold	clinics	clinics
holds	aluminum	aluminum
hold	clinics	clinics
held	auburn	auburn
holds	relation	relation
ended	signed	signed
end	save	save
ends	shed	shed
end	cake	cake
ended	outstanding	outstanding
ends	save	save
said	dawn	dawn
say	signature	signature
says	confident	confident
say	told	thanksgiving
said	honor	honor
says	acquitted	chest
reduced	instituted	instituted
reduce	hungarian	hungarian
reduces	intake	intake
reduce	ph	resolution
reduced	planets	planets
reduces	reduce	reduce
built	seas	seas
build	harbour	harbour
builds	bonnie	seas
build	periodic	periodic
built	opposed	fresh
builds	bonnie	bonnie
studied	ideas	ideas
study	emeritus	recognize
studies	norms	norms
study	sciences	sciences
studied	sciences	sciences
studies	watershed	watershed
said	navy	navy
say	recognize	recognize
says	discovers	discovers
say	universe	universe
said	superb	superb
says	confronts	confronts
developed	flynn	flynn
develop	layout	layout
develops	flies	flies
develop	correspond	correspond
developed	results	exported
develops	attraction	attraction
reduced	accelerated	accelerated
reduce	primitive	primitive
reduces	mario	mario
reduce	extract	extract
reduced	extract	extract
reduces	belly	belly
extended	definitive	definitive
extend	k	k
extends	locks	altitude
extend	cretaceous	analogous
extended	roughly	roughly
extends	angles	angles
ensured	sd	sd
ensure	serious	serious
ensures	assumptions	assumptions
ensure	!	!
ensured	!	!
ensures	lamps	contests
decided	tournaments	tong
decide	handed	handed
decides	stole	discovers
decide	unless	unless
decided	compromise	compromise
decides	handed	handed
preserved	governorate	governorate
preserve	levels	levels
preserves	locality	locality
preserve	!	!
preserved	!	!
preserves	verb	attested
saved	stars	stars
save	abandon	dealt
saves	discovers	discovers
save	manages	manages
saved	intercepted	intercepted
saves	pin	pin
earned	earned	pyramid
earn	accomplishments	accomplishments
earns	dungeons	dungeons
earn	!	!
earned	!	!
earns	graduated	graduated
paid	sits	sits
pay	villagers	villagers
pays	resolution	contains
pay	payments	countess
paid	au	liberals
pays	employer	employer
learned	interpretations	interpretations
learn	escort	escort
learns	legs	dungeons
learn	innocence	innocence
learned	divorced	divorced
learns	faster	faster
accommodated	auditorium	auditorium
accommodate	!	!
accommodates	lawn	lights
accommodate	!	!
accommodated	!	!
accommodates	!	!
saw	darkness	darkness
see	fighter	fighter
sees	determines	determines
see	assassination	assassination
saw	disagreed	liberals
sees	conditioning	conditioning
tried	batsman	batsman
try	spencer	spencer
tries	!	!
try	respond	respond
tried	realizes	realizes
tries	!	!
learned	evolutionary	evolutionary
learn	publisher	publisher
learns	!	!
learn	realizes	realizes
learned	realizes	realizes
learns	!	!
followed	aligned	aligned
follow	siberia	1920
follows	!	!
follow	discover	discover
followed	peripheral	peripheral
follows	!	!
found	veins	veins
find	finding	tracked
finds	!	!
find	sophisticated	sophisticated
found	proven	proven
finds	!	!
turned	mounted	mounted
turn	tracked	tracked
turns	!	!
turn	exercised	exercised
turned	flow	flow
turns	!	!
provided	according	according
provide	hire	hire
provides	provides	sustained
provide	maintain	maintain
provided	publishes	publishes
provides	turns	turns
improved	veterinary	veterinary
improve	improve	flour
improves	methodology	methodology
improve	!	!
improved	!	!
improves	complexity	complexity
required	allows	parameter
require	hire	hire
requires	allows	allows
require	seeks	seeks
required	accurately	accurately
requires	hire	hire
had	experiences	experiences
have	hire	hire
has	convex	convex
have	mark	mark
had	bordeaux	bordeaux
has	know	know
sold	sale	sale
sell	flour	flour
sells	everybody	everybody
sell	customers	spun
sold	watt	watt
sells	laurel	laurel
met	reforms	exclusively
meet	pray	pray
meets	nationalist	nationalist
meet	joins	joins
met	butterfly	butterfly
meets	betty	betty
needed	precisely	fisheries
need	fails	fails
needs	determines	determines
need	assess	assess
needed	layers	layers
needs	fails	fails
gave	fulfilled	courtesy
give	get	get
gives	feud	feud
give	markets	markets
gave	invasive	invasive
gives	stuck	stuck
worked	spawned	spawned
work	bernie	bernie
works	reforms	reforms
work	emi	emi
worked	kannada	kannada
works	passes	bernie
avoided	passages	reforms
avoid	fails	fails
avoids	reforms	reforms
avoid	!	!
avoided	!	!
avoids	forget	forget
helped	provider	provider
help	eager	eager
helps	learns	learns
help	qualify	qualify
helped	marketed	marketed
helps	emphasizes	emphasizes
raised	en	en
raise	raise	raise
raises	attracts	attracts
raise	!	!
raised	!	!
raises	raise	raise
began	began	began
begin	programs	programs
begins	repeatedly	repeatedly
begin	northward	thereby
began	1834	1834
begins	rebel	rebel
built	canal	canal
build	build	build
builds	fence	fence
build	discrete	frames
built	merging	merging
builds	villa	villa
recognized	disorders	disorders
recognize	qualify	qualify
recognizes	disorders	disorders
recognize	achievement	achievement
recognized	banner	banner
recognizes	emphasizes	harbor
knew	dont	dont
know	react	react
knows	incredible	incredible
know	learn	learn
knew	re-released	re-released
knows	incredible	incredible
made	pierce	commissioners
make	lamps	rendered
makes	pierce	pierce
make	declaring	declaring
made	donna	donna
makes	scholarly	scholarly
included	comprise	comprise
include	rendered	rendered
includes	icons	icons
include	attributes	dish
included	assemblies	assemblies
includes	scholarly	scholarly
avoided	bowls	assemblies
avoid	emissions	emissions
avoids	swedish	fungus
avoid	!	!
avoided	!	!
avoids	scholarly	scholarly
reduced	reduces	reduces
reduce	duration	duration
reduces	profiles	profiles
reduce	enzyme	reducing
reduced	reducing	reducing
reduces	duration	duration
met	gig	gig
meet	spawned	shame
meets	surveys	surveys
meet	yang	crow
met	emigrated	emigrated
meets	tombs	tombs
needed	deputy	deputy
need	neglect	neglect
needs	sensory	sensory
need	problem	problem
needed	opportunities	opportunities
needs	recent	recent
liked	frustrated	passes
like	nowhere	nowhere
likes	differed	experiencing
like	embrace	recalls
liked	obtaining	obtaining
likes	reliability	reliability
reduced	improving	redesignated
reduce	bat	bat
reduces	securities	securities
reduce	ratios	ratios
reduced	scattering	scattering
reduces	ease	ease
served	served	served
serve	doctrine	doctrine
serves	served	served
serve	mandated	mandated
served	extends	extends
serves	romanesque	romanesque
made	medieval	medieval
make	inc.	inc.
makes	comments	comments
make	tile	tile
made	confident	confident
makes	rt	rt
used	crossed	crossed
use	comfort	morphology
uses	--	--
use	consoles	consoles
used	activated	captains
uses	labeled	poisoning
saved	mentor	mentor
save	weapon	weapon
saves	titans	titans
save	batted	batted
saved	batted	batted
saves	poisoning	poisoning
took	pleased	pleased
take	bundesliga	bundesliga
takes	affect	affect
take	warfare	decide
took	captains	captains
takes	cope	informal
found	diana	diana
find	woodlands	woodlands
finds	arrow	arrow
find	confronted	confronted
found	confronted	confronted
finds	marathon	marathon
knew	fellows	fellows
know	desires	desires
knows	wakes	wakes
know	satire	satire
knew	satire	fluent
knows	threatens	threatens
proved	offence	offence
prove	continue	continue
proves	assumes	assumes
prove	wasn	wasn
proved	friction	friction
proves	threatens	threatens
joined	promotions	promotions
join	pearce	pearce
joins	visits	visits
join	tributaries	submerged
joined	supported	supported
joins	cord	cord
opened	bronze	bronze
open	venue	venue
opens	82	82
open	stating	stating
opened	clips	clips
opens	knows	knows
went	anything	play
go	overtime	overtime
goes	wakes	wakes
go	pile	pile
went	camden	wandering
goes	threatens	threatens
returned	apprentice	educated
return	retrospective	retrospective
returns	newport	newport
return	informs	informs
returned	campbell	campbell
returns	1838	1838
discussed	reduction	reduction
discuss	discusses	discusses
discusses	atomic	atomic
discuss	facilitated	brought
discussed	ethics	ethics
discusses	pianist	pianist
wanted	kids	kids
want	co-wrote	co-wrote
wants	gonna	gonna
want	urging	urging
wanted	torn	torn
wants	wants	directors
sought	acquitted	seeks
seek	kenneth	kenneth
seeks	seeks	seeks
seek	aims	aims
sought	aims	aims
seeks	encourages	kenneth
reduced	coordination	coordination
reduce	consume	increases
reduces	pollution	pollution
reduce	technologies	technologies
reduced	reduction	reduction
reduces	sustained	sustained
called	adult	adult
call	sake	sake
calls	possess	possess
call	departure	unchanged
called	socialist	socialist
calls	claudia	claudia
felt	shade	shade
feel	sake	sake
feels	thumb	thumb
feel	meantime	meantime
felt	favourable	favourable
feels	sings	happen
discussed	considerable	considerable
discuss	arise	arise
discusses	clever	clever
discuss	prayer	prayer
discussed	shifted	participated
discusses	arise	arise
thought	interview	interview
think	sake	sake
thinks	clever	rico
think	reinforcements	reinforcements
thought	committing	committing
thinks	learns	learns
followed	seventh	seventh
follow	pioneering	pioneering
follows	curling	curling
follow	prayer	prayer
followed	intervals	opening
follows	dividing	dividing
considered	defendants	defendants
consider	america	america
considers	potato	potato
consider	halifax	funds
considered	recall	pennsylvania
considers	shadows	shadows
started	laps	laps
start	controller	controller
starts	takes	takes
start	divides	divides
started	39	39
starts	livingston	livingston
was	wu	wu
be	copies	chapter
is	takes	takes
be	officers	officers
was	sake	vulnerable
is	1837	another
decided	doing	doing
decide	download	download
decides	refuses	refuses
decide	wakes	wakes
decided	enjoys	enjoys
decides	declare	declare
gave	relatives	anita
give	attain	attain
gives	convinces	convinces
give	edmund	instructors
gave	oriented	oriented
gives	stella	yields
reached	lawsuit	lawsuit
reach	reaching	reaching
reaches	visibility	visibility
reach	crossed	nato
reached	north-eastern	north-eastern
reaches	liga	respect
lived	mistakenly	mistakenly
live	1849	alternatives
lives	slim	slim
live	ordained	ordained
lived	belgrade	belgrade
lives	ambiguous	ambiguous
required	finest	finest
require	mandatory	mandatory
requires	ip	ip
require	short-term	short-term
required	exclusively	exclusively
requires	must	must
celebrated	themed	themed
celebrate	vishnu	vishnu
celebrates	takes	takes
celebrate	!	!
celebrated	!	!
celebrates	ambiguous	ambiguous
ended	oliver	oliver
end	surprise	surprise
ends	rental	rental
end	productive	productive
ended	productive	productive
ends	accidentally	finale
raised	demonstrations	demonstrations
raise	webber	webber
raises	ambient	ambient
raise	!	!
raised	!	!
raises	nephew	nephew
seemed	lacks	lacks
seem	academia	academia
seems	sends	sends
seem	threatening	poverty
seemed	poverty	poverty
seems	successfully	successfully
required	sd	sd
require	procedure	procedure
requires	electromagnetic	electromagnetic
require	amounts	amounts
required	dramatic	dramatic
requires	contestant	contestant
showed	demonstrations	demonstrations
show	acceptable	acceptable
shows	highlights	highlights
show	viewing	viewing
showed	cambodia	dramatic
shows	infrared	cao
served	fined	fined
serve	settler	settler
serves	walks	walks
serve	elevated	waterfront
served	served	served
serves	settler	settler
reached	sixty	sixty
reach	agreement	agreement
reaches	customers	customers
reach	waterfall	waterfall
reached	waterfall	waterfall
reaches	ordering	ordering
tried	wouldn	wouldn
try	surprised	surprised
tries	overtime	wouldn
try	arrives	peaceful
tried	trying	trying
tries	suspects	suspects
prevented	activated	activated
prevent	induce	induce
prevents	protecting	protecting
prevent	harmful	harmful
prevented	indirectly	indirectly
prevents	suspects	suspects
became	represent	represent
become	batman	batman
becomes	ideas	organs
become	accidentally	hazardous
became	publishes	publishes
becomes	michel	michel
turned	1896	looked
turn	elephants	elephants
turns	syndicated	syndicated
turn	arrives	arrives
turned	curves	curves
turns	lover	lover
determined	horses	horses
determine	challenging	challenging
determines	object	object
determine	determine	determine
determined	determine	determine
determines	gloria	gloria
started	focusing	wears
start	es	es
starts	wears	wears
start	d.	d.
started	hills	hills
starts	opener	opener
kept	hostile	hostile
keep	jill	jill
keeps	prompting	prompting
keep	circle	circle
kept	analogous	barrier
keeps	jill	jill
served	harm	15th
serve	serving	serving
serves	burke	all-american
serve	coordinating	coordinating
served	kuala	kuala
serves	reassigned	reassigned
said	ease	ease
say	replied	replied
says	shoot	shoot
say	bit	bit
said	appreciation	appreciation
says	dee	dee
eliminated	reduction	reduction
eliminate	likelihood	likelihood
eliminates	wage	communication
eliminate	!	!
eliminated	!	!
eliminates	penalties	penalties
asked	maggie	maggie
ask	nominal	nominal
asks	communication	communication
ask	persuade	persuade
asked	reverend	reverend
asks	demanded	capability
got	written	written
get	pounds	pounds
gets	pump	pump
get	ruby	ruby
got	olivier	olivier
gets	pounds	pounds
led	horns	horns
lead	capability	capability
leads	horns	horns
lead	molecule	repeatedly
led	headmaster	headmaster
leads	capability	capability
followed	literacy	literacy
follow	prussian	prussian
follows	parallels	parallels
follow	follow-up	follow-up
followed	ballet	ballet
follows	movements	movements
increased	glacial	glacial
increase	cope	rpm
increases	decrease	decrease
increase	damage	damage
increased	quarter-finals	quarter-finals
increases	decreases	decreases
met	commit	horn
meet	addiction	addiction
meets	phi	phi
meet	medal	medal
met	identifies	identifies
meets	humid	irene
became	counts	counts
become	violations	violations
becomes	excellent	excellent
become	damage	damage
became	disabled	meets
becomes	educated	wore
followed	easily	easily
follow	sixth	sixth
follows	excellent	excellent
follow	eliminate	eliminate
followed	meets	meets
follows	mandarin	mandarin
showed	cheshire	cheshire
show	expression	expression
shows	trio	trio
show	showing	showing
showed	jessie	jessie
shows	wore	wore
looked	consumed	consumed
look	embrace	embrace
looks	feeling	feeling
look	wearing	porter
looked	laid	laid
looks	letting	letting
