rougher	color	color
decides	would	decision
understood	know	because
understand	explain	explain
understands	know	it’s
understand	!	!
understood	!	!
understands	hear	humor
served	and	and
serve	became	he
serves	located	south
serve	provide	provide
served	and	served
serves	became	located
stayed	said	returned
stay	get	stay
stays	and	returned
stay	know	stay
stayed	said	stayed
stays	friend	died
helped	to	helped
help	to	to
helps	and	helped
help	help	to
helped	able	able
helps	help	and
seemed	said	did
seem	you	seem
seems	and	does
seem	say	necessarily
seemed	did	did
seems	seems	is
kept	and	and
keep	keep	keep
keeps	and	and
keep	know	keep
kept	kept	kept
keeps	and	and
said	said	said
say	say	say
says	said	said
say	know	say
said	said	said
says	and	and
allowed	in	may
allow	to	want
allows	for	for
allow	can	allow
allowed	and	can
allows	could	enables
came	in	born
come	come	come
comes	came	came
come	get	come
came	came	came
comes	and	and
remained	in	remained
remain	remain	remain
remains	remained	remained
remain	still	be
remained	in	until
remains	remain	remain
took	took	took
take	take	take
takes	took	took
take	take	take
took	took	took
takes	and	and
avoided	in	after
avoid	avoid	resist
avoids	after	after
avoid	!	!
avoided	!	!
avoids	degree.	degree.
earned	earning	earning
earn	received	received
earns	earning	earning
earn	!	!
earned	!	!
earns	earning	degrees
remained	remained	remained
remain	and	remain
remains	remained	remained
remain	are	are
remained	by	was
remains	remain	remain
studied	studies	research
study	and	studying
studies	studies	studies
study	study	study
studied	study	research
studies	studying	studying
promoted	promoting	promoting
promote	and	and
promotes	promoting	promoting
promote	such	promote
promoted	promote	promote
promotes	appointed	rank
took	took	took
take	and	and
takes	took	took
take	and	take
took	took	took
takes	taking	and
increased	increased	and
increase	increase	increase
increases	increases	increases
increase	increase	reduce
increased	in	increased
increases	increase	increase
included	and	and
include	include	make
includes	such	and
include	include	make
included	in	in
includes	include	include
saved	moved	and
save	take	save
saves	tells	discovers
save	take	interception
saved	in	aged
saves	saving	saves
ran	moved	and
run	run	take
runs	and	average;
run	yards	run
ran	moved	scored
runs	goes	goes
said	moved	said
say	that	that
says	you	saying
say	that	speak
said	moved	wrote
says	said,	tells
joined	participate	appoint
join	and	and
joins	joined	fc
join	such	river
joined	flows	correctly
joins	and	john
built	construct	construct
build	and	and
builds	construct	resign
build	!	!
built	!	!
builds	opened	(december
studied	studies	studies.
study	and	and
studies	studies	studies
study	and	research
studied	study	studies.
studies	and	and
happened	say,	wouldn't
happen	such	such
happens	did,	did,
happen	such	are
happened	know	expect
happens	happens	helen
found	discover	remember
find	and	such
finds	to	couldn't
find	and	but
found	but	but
finds	and	and
was	been	been
be	been	be
is	been	been
be	be	be
was	are	be
is	been	been
celebrated	celebrations	ranked
celebrate	celebrate	celebrate
celebrates	celebrated	ranked
celebrate	!	!
celebrated	!	!
celebrates	celebrate	celebrate
learned	and	and
learn	understand	understand
learns	teaches	teaches
learn	find	see
learned	and	and
learns	sees	sees
kept	and	and
keep	keep	keep
keeps	stay	keeping
keep	keep	keep
kept	and	and
keeps	keeping	keeping
found	and	and
find	find	find
finds	finding	johnson,
find	find	see
found	and	and
finds	are	find
earned	earning	earned
earn	earning	earn
earns	earning	earning
earn	!	population)
earned	!	!
earns	earning	earning
became	became	became
become	become	she
becomes	became	became
become	have	have
became	is	or
becomes	become	married
liked	and	and
like	think	remember
likes	and	and
like	say	i
liked	would	ham
likes	loves	loves
sought	sought	sought
seek	seek	try
seeks	sought	sought
seek	to	to
sought	to	aims
seeks	seeks	attempts
avoided	without	into
avoid	think	avoid
avoids	without	with
avoid	!	population)
avoided	!	!
avoids	avoid	avoid
produced	and	these
produce	written	tv
produces	are	can
produce	and	and
produced	and	produced
produces	"the	produce
prevented	against	against
prevent	cause	cause
prevents	avoid	causes
prevent	and	and
prevented	and	and
prevents	cause	cause
asked	tell	questioned
ask	said	me
asks	know	forget
ask	tells	singer
asked	and	married
asks	asking	wants
determined	the	of
determine	to	to
determines	determining	unclear
determine	!	!
determined	!	mm
determines	can	can
took	took	took
take	take	take
takes	go	takes
take	and	singer
took	took	took
takes	take	takes
resolved	continued	continued
resolve	solve	solve
resolves	solve	israel.
resolve	!	!
resolved	!	!
resolves	flowing	solve
provided	and	and
provide	provide	provide
provides	provides	provides
provide	provide	provide
provided	provide	for
provides	provide	provides
began	began	began
begin	started	continue
begins	began	begins
begin	to	to
began	began	began
begins	started	begins
went	went	went
go	go	go
goes	you	goes
go	go	get
went	went	went
goes	goes	goes
served	and	served
serve	appointed	serve
serves	serving	serves
serve	for	for
served	and	served
serves	appointed	serves
did	not	did
do	not	to
does	!	!
do	not	could
did	not	could
does	!	!
lived	music	dvd
live	died	who
lives	!	!
live	reduce	providing
lived	and	improve
lives	!	!
prevented	or	or
prevent	prevent	prevent
prevents	!	!
prevent	reduce	reduce
prevented	improve	improve
prevents	!	(;
became	became	became
become	become	become
becomes	!	!
become	and	providing
became	and	providing
becomes	!	!
ended	1	28
end	after	started
ends	!	!
end	reduce	better
ended	and	better
ends	!	!
left	go	left
leave	and	and
leaves	go	leaves
leave	or	him,
left	while	while
leaves	and	returns
considered	think	interested
consider	are	be
considers	believe	"p"
consider	avoid	military
considered	attacked	negotiated
considers	is	linear
saw	i	understood
see	and	to
sees	know	like
see	while	him,
saw	while	while
sees	and	primera
saved	saving	saved
save	get	get
saves	saves	saves
save	save	convince
saved	appearances	killed,
saves	returns	returns
said	you	think
say	and	who
says	you	excited
say	that	i
said	said	said
says	said,	gave
proved	proven	proven
prove	prove	prove
proves	!	1946.
prove	determining	for
proved	would	would
proves	!	!
sent	to	sent
send	and	send
sends	!	pounds
send	find	find
sent	their	could
sends	!	!
created	their	trying
create	and	create
creates	!	old.
create	create	create
created	a	any
creates	!	!
met	to	tried
meet	married	tell
meets	!	!
meet	and	find
met	and	could
meets	!	!
showed	series	shows.
show	showing	showing
shows	!	!
show	show	such
showed	show	any
shows	!	!
made	to	to
make	make	make
makes	made	made
make	make	make
made	would	would
makes	making	"the
protected	to	to
protect	are	populated
protects	defend	restore
protect	!	!
protected	!	!
protects	contains	exposed
included	and	and
include	include	such
includes	and	and
include	include	such
included	include	including
includes	include	featuring
decided	to	decided
decide	would	would
decides	decided	decided
decide	would	would
decided	able	able
decides	wanted	(born
ended	until	until
end	after	after
ends	1	1
end	are	with
ended	able	him
ends	after	ending
extended	received	extended
extend	extend	extend
extends	!	!
extend	earning	raise
extended	received	great
extends	!	!
went	and	married
go	go	get
goes	!	!
go	go	find
went	received	finds
goes	!	!
liked	and	and
like	get	hear
likes	!	!
like	earning	couldn't
liked	received	john
likes	!	!
served	served	served
serve	appointed	serve
serves	!	!
serve	receive	improve
served	received	served
serves	!	!
changed	changes	since
change	change	change
changes	!	!
change	change	improve
changed	change	this
changes	!	!
returned	returned	returned
return	moved	return
returns	returned	after
return	stay	stay
returned	returned	married
returns	moved	and
learned	in	when
learn	understand	understand
learns	know	about
learn	stay	go
learned	married	married
learns	is	lineage
thought	know	i
think	do	say
thinks	know	really
think	go	go
thought	knows	married
thinks	that	that
became	became	became
become	become	become
becomes	became	became
become	become	become
became	became	became
becomes	become	is
understood	know	did
understand	be	understand
understands	know	about
understand	!	!
understood	!	!
understands	is	fossils
sent	!	!
send	and	could
sends	!	!
send	send	find
sent	sent	and
sends	and	and
needed	!	loss,
need	to	could
needs	!	loss,
need	can	could
needed	can	or
needs	necessary	to
preserved	!	!
preserve	are	large
preserves	!	!
preserve	than	over
preserved	!	!
preserves	are	old
developed	!	!
develop	and	using
develops	!	!
develop	provide	develop
developed	and	and
develops	and	and
served	!	!
serve	became	built
serves	!	!
serve	and	providing
served	served	located
serves	became	died
protected	and	near
protect	protect	protect
protects	!	!
protect	raising	make
protected	and	and
protects	!	!
required	and	and
require	to	to
requires	!	!
require	improve	improve
required	using	providing
requires	!	!
happened	think	confined
happen	you	you
happens	!	!
happen	raising	could
happened	happened	could
happens	!	!
saved	and	and
save	save	persuade
saves	!	!
save	save	save
saved	and	asked
saves	!	!
understood	know	learned
understand	understand	understand
understands	!	!
understand	raising	make
understood	and	and
understands	!	bits
brought	get	get
bring	and	and
brings	get	get
bring	until	and
brought	during	brought
brings	and	like
led	and	led
lead	and	and
leads	with	tells
lead	in	in
led	during	led
leads	and	like
had	are	been
have	have	have
has	are	are
have	have	he
had	had	since
has	have	have
sought	sought	sought
seek	to	tendency
seeks	sought	seeks
seek	may	may
sought	started	seeking
seeks	to	trying
said	you	think
say	said,	end,
says	you	knows
say	said	he
said	said	when
says	said,	say
looked	became	she
look	have	understand
looks	you	is
look	not	not
looked	he	when
looks	looks	you,
resolved	became	after
resolve	to	solve
resolves	solve	this
resolve	!	!
resolved	!	!
resolves	resolve	resolve
returned	he	returned
return	returning	return
returns	returned	returned
return	to	stay
returned	died	died
returns	returning	and
used	and	and
use	can	are
uses	used	used
use	using	use
used	and	and
uses	can	can
offered	became	received
offer	provide	offer
offers	offers	offers
offer	offer	offer
offered	became	and
offers	offers	offers
believed	know	said
believe	have	believe
believes	know	tells
believe	that	know
believed	john	john
believes	and	and
felt	you	i
feel	have	feel
feels	you	it's
feel	know	know
felt	know	know
feels	so	so
determined	determining	determining
determine	to	determine
determines	determining	of
determine	!	!
determined	!	!
determines	social	social
gave	take	take
give	give	give
gives	and	and
give	give	give
gave	given	given
gives	and	and
thought	know	i
think	do	do
thinks	know	it's
think	know	know
thought	knows	sure
thinks	so	so
came	came	came
come	and	and
comes	you	you
come	and	and
came	and	and
comes	come	and
included	and	and
include	including	including
includes	such	such
include	and	including
included	and	including
includes	include	such
saved	when	when
save	save	save
saves	kill	reduce
save	save	households,
saved	years.	households,
saves	save	loves
said	you	saying,
say	said,	that
says	you	you
say	said	said
said	said	said
says	said,	said,
sought	sought	sought
seek	to	to
seeks	sought	seeking
seek	to	to
sought	sought	sought
seeks	attempts	attempts
helped	to	attempts
help	help	to
helps	to	order
help	help	were
helped	help	helped
helps	help	help
received	received	received
receive	receive	receive
receives	received	can
receive	receive	receive
received	received	received
receives	earned	award
came	will	will
come	come	come
comes	will	will
come	come	make
came	and	and
comes	and	comes
got	to	will
get	get	get
gets	you	gets
get	get	were
got	got	were
gets	get	gets
told	know	told
tell	said	tell
tells	know	tells
tell	asks	tell
told	and	who
tells	said	tells
stopped	and	began
stop	stop	stop
stops	tells	starts
stop	stop	stop
stopped	would	proposal
stops	tells	starts
looked	and	and
look	tell	push
looks	tells	goes
look	know	push
looked	did	not
looks	tells	realizes
became	became	became
become	become	become
becomes	became	became
become	be	be
became	became	more
becomes	become	married
reduced	and	energy
reduce	increase	reduce
reduces	reducing	and
reduce	reduce	reduce
reduced	would	increased
reduces	increased	causing
sought	sought	sought
seek	seek	seek
seeks	sought	tries
seek	to	to
sought	to	able
seeks	tries	tries
came	i	don't
come	and	with
comes	!	!
come	solve	find
came	could	could
comes	!	!
used	using	more
use	use	use
uses	!	!
use	using	solve
used	using	could
uses	!	tonnes
learned	see	don't
learn	understand	teach
learns	!	!
learn	solve	solve
learned	realizes	wants
learns	!	(born
went	you	gone
go	and	and
goes	!	!
go	solve	could
went	would	could
goes	!	!
held	held	held
hold	in	between
holds	!	!
hold	solve	economic
held	a	could
holds	!	!
got	and	and
get	get	get
gets	gets	gets
get	get	get
got	and	a
gets	get	gets
began	and	began
begin	started	to
begins	began	began
begin	starts	would
began	and	along
begins	started	continued
accepted	and	and
accept	accept	accept
accepts	accepted	accepted
accept	accept	accept
accepted	and	and
accepts	accept	accept
became	became	became
become	become	he
becomes	became	became
become	become	become
became	and	is
becomes	become	he
discussed	and	and
discuss	explain	explain
discusses	addressed	addressed
discuss	understand	understand
discussed	"the	"the
discusses	discuss	unclear
protected	are	are
protect	protect	protect
protects	defend	introduces
protect	!	!
protected	!	!
protects	introduces	introduces
brought	get	are
bring	and	and
brings	make	introduces
bring	bring	get
brought	bring	bring
brings	and	and
started	started	started
start	began	began
starts	began	began
start	started	they
started	begins	they
starts	began	began
eliminated	reduce	reduce
eliminate	win	win
eliminates	traits	traits
eliminate	!	!
eliminated	!	!
eliminates	win	defeated
accommodated	than	500
accommodate	!	!
accommodates	approximately	tramway
accommodate	!	!
accommodated	!	!
accommodates	!	!
reached	reached	reached
reach	on	album
reaches	reached	reached
reach	reach	reach
reached	reaching	reaching
reaches	reaching	on
knew	think	thinks
know	know	know
knows	think	lives.
know	know	talk
knew	thinks	thinks
knows	know	wants
sent	sent	sent
send	and	audio
sends	sent	sent
send	music	transmitted
sent	sent	sent
sends	and	wants
called	died	calls
call	"the	titled
calls	lives.	lives.
call	music	talk
called	married	married
calls	and	a
worked	worked	worked
work	music	music
works	works	works
work	music	music
worked	and	and
works	and	and
earned	earning	earning
earn	earn	earn
earns	earning	save
earn	!	!
earned	!	!
earns	takes	takes
protected	and	and
protect	provide	protect
protects	save	protecting
protect	!	!
protected	!	!
protects	protect	protect
met	and	met
meet	meet	meet
meets	discovers	discovers
meet	and	and
met	and	(born
meets	who	sees
got	got	when
get	get	get
gets	gets	gets
get	get	get
got	and	he
gets	get	get
built	built	built
build	constructed	build
builds	create	built
build	!	!
built	!	!
builds	constructed	constructed
won	won	won
win	win	win
wins	won	won
win	goals	yards
won	goals	matches
wins	win	win
provided	and	and
provide	provide	provide
provides	provides	and
provide	provide	provide
provided	provide	scientific
provides	provide	assumes
built	built	built
build	constructed	build
builds	built	named
build	!	!
built	!	!
builds	constructed	until
asked	asking	taylor,
ask	to	ask
asks	tells	taylor,
ask	get	understand
asked	and	and
asks	tells	tells
thought	"i	it's
think	get	get
thinks	know	said
think	know	me.
thought	knows	me.
thinks	tells	tells
resolved	solve	to
resolve	not	comply
resolves	solve	this
resolve	!	!
resolved	!	!
resolves	does	resolve
offered	provide	offers
offer	offer	include
offers	provide	offers
offer	offer	offer
offered	provides	provides
offers	and	given
had	are	had
have	have	have
has	has	has
have	have	have
had	have	have
has	has	has
avoided	to	to
avoid	depend	depend
avoids	to	after
avoid	!	!
avoided	!	!
avoids	no	argue
developed	provide	to
develop	using	using
develops	build	a
develop	are	used.
developed	advanced	exploring
develops	and	using
stayed	keep	left
stay	go	arrive
stays	keep	aged
stay	go	stay
stayed	when	sister
stays	remained	students'
proved	proved	proved
prove	be	be
proves	determine	determine
prove	!	!
proved	!	!
proves	proven	containing
brought	and	and
bring	and	take
brings	make	educate
bring	get	get
brought	occurred	and
brings	and	containing
liked	such	and
like	hear	hear
likes	such	and
like	don't	don't
liked	i	walker
likes	admit	admit
served	and	former
serve	became	serve
serves	serving	of
serve	served	serve
served	served	served
serves	became	elected
supported	and	naval
support	support	support
supports	!	!
support	provide	improve
supported	a	makes
supports	!	!
called	and	including
call	and	said
calls	!	!
call	find	find
called	and	makes
calls	!	!
got	got	having
get	get	get
gets	!	!
get	get	find
got	but	makes
gets	!	!
told	tells	tells
tell	said	tell
tells	!	!
tell	tell	tell
told	and	makes
tells	!	!
learned	and	and
learn	learn	learn
learns	!	!
learn	find	find
learned	finds	finds
learns	!	!
left	in	died
leave	and	or
leaves	tell	refuses
leave	and	some
left	in	when
leaves	right	that
knew	think	he
know	know	don't
knows	think	feels
know	know	if
knew	in	he
knows	know	think
allowed	built	may
allow	would	any
allows	make	depend
allow	using	other
allowed	in	school
allows	could	that
created	built	created
create	and	such
creates	produce	lyric
create	and	some
created	in	between
creates	written	that
wanted	february	wanted
want	to	need
wants	you	refuses
want	would	to
wanted	in	helped
wants	able	refuses
made	made	made
make	make	make
makes	!	!
make	make	could
made	made	great
makes	!	!
remained	remained	still
remain	remain	not
remains	!	!
remain	is	the
remained	is	great
remains	!	!
felt	you	still
feel	feel	wish
feels	!	population)
feel	knows	knows
felt	celebrations	great
feels	!	reviews.
discussed	address	written
discuss	discuss	wish
discusses	!	!
discuss	celebrations	details
discussed	anniversary	contemporary
discusses	!	!
became	became	became
become	become	become
becomes	!	!
become	become	makes
became	became	great
becomes	!	!
supported	and	and
support	and	and
supports	and	and
support	can	support
supported	necessary	support
supports	and	and
made	made	made
make	make	make
makes	made	made
make	make	make
made	make	made
makes	making	and
asked	tell	bring
ask	said	said
asks	tell	asks
ask	tells	him
asked	tells	asked
asks	said	said
started	started	began
start	began	began
starts	started	started
start	him	him
started	begins	rebounds
starts	began	began
told	get	get
tell	said	said
tells	tells	knows
tell	told	him
told	told	told
tells	said	said
reached	reaching	reaching
reach	reach	reach
reaches	reaching	years.
reach	reach	reach
reached	above	measured
reaches	reaching	appearances
left	go	go
leave	and	and
leaves	go	realizes
leave	find	small
left	and	small
leaves	and	coach:
studied	studies	studies
study	and	and
studies	studies	doctoral
study	study	research
studied	study	study
studies	studying	coach:
followed	believe	believe
follow	and	making
follows	years.	years.
follow	the	larger
followed	the	of
follows	and	scoring
changed	changes	changed
change	change	change
changes	changes	changes
change	change	change
changed	change	change
changes	changing	same
won	won	winning
win	win	win
wins	won	won
win	wins,	losses,
won	goals	scored
wins	win	win
opened	and	and
open	in	(20
opens	and	and
open	determine	handle
opened	the	opened
opens	built	married
studied	studies	studies
study	studying	study
studies	studies	studies
study	study	study
studied	study	university
studies	studying	and
accepted	to	accepted
accept	accept	accept
accepts	to	accepts
accept	accept	accept
accepted	announced	accepted
accepts	accept	accept
became	became	became
become	become	become
becomes	became	became
become	become	are
became	became	becoming
becomes	become	becomes
determined	and	may
determine	to	to
determines	determining	is
determine	!	!
determined	!	august
determines	upstream	inability
ensured	and	may
ensure	to	enjoy
ensures	ensuring	radius
ensure	!	!
ensured	!	august
ensures	upstream	assume
required	and	and
require	to	to
requires	requires	requires
require	for	provide
required	and	act
requires	can	necessary
became	became	became
become	become	become
becomes	became	became
become	become	become
became	became	became
becomes	become	is
preserved	and	and
preserve	have	fit
preserves	upstream	scenic
preserve	!	!
preserved	!	august
preserves	upstream	upstream
paid	paid	paid
pay	pay	pay
pays	paying	paying
pay	pay	pay
paid	and	paid
pays	pay	profit
began	began	began
begin	started	continue
begins	began	began
begin	to	to
began	and	began
begins	started	started
returned	returned	returned
return	in	return
returns	returned	returned
return	take	return
returned	and	died
returns	in	moved
decided	decided	decided
decide	to	to
decides	decides	informs
decide	to	to
decided	decided	decided
decides	would	would
avoided	and	after
avoid	buy	resist
avoids	without	after
avoid	!	!
avoided	!	!
avoids	dealt	dealt
