rougher	easier	province,
woman's	!	!
woman	girl	girl
center's	!	!
center	girl	girl
nation's	!	!
nation	wife,	wife,
husband's	!	!
husband	wife,	wife,
artist's	!	!
artist	wife,	wife,
play's	!	!
play	wife,	wife,
game's	!	!
game	wife,	wife,
person's	!	!
person	medical	medical
world's	!	!
world	hospital,	hospital,
driver's	!	!
driver	hospital,	hospital,
jury's	!	!
jury	hospital,	hospital,
administration's	!	!
administration	hospital,	hospital,
bank's	!	!
bank	few	few
everyone's	!	!
everyone	few	few
area's	!	!
area	few	few
family's	!	!
family	terrible	terrible
team's	!	!
team	company's	company's
dollar's	commemorative	commemorative
dollar	!	!
weekend's	weekday	guests
weekend	!	!
program's	programme	programs
program	!	!
school's	school's	school's
school	city	school
jury's	prize	combine
jury	!	!
husband's	!	!
husband	park,	park,
wife's	!	!
wife	park,	park,
network's	!	!
network	network	network
doctor's	!	!
doctor	park,	park,
team's	!	!
team	company's	company's
night's	album's	afternoon
night	!	!
baseball's	lacrosse	lacrosse
baseball	!	!
company's	company,	company,
company	game.	team
book's	essays	essays
book	!	!
governor's	governor,	authorities.
governor	games,	contested
child's	!	!
child	judge	judge
building's	!	!
building	judge	judge
bank's	!	!
bank	judge	judge
man's	!	!
man	person's	person's
life's	!	!
life	judge	judge
master's	!	!
master	doctorate	painting
project's	!	!
project	life.	life.
boy's	!	!
boy	life.	life.
attorney's	!	!
attorney	life.	life.
area's	!	!
area	life.	life.
council's	!	!
council	association.	association.
artist's	!	!
artist	association.	association.
doctor's	!	!
doctor	association.	association.
governor's	!	!
governor	association.	company
book's	!	!
book	association.	association.
today's	!	!
today	provision	provision
system's	!	!
system	books	books
council's	!	!
council	books	books
state's	!	!
state	books	provision
son's	!	!
son	books	books
museum's	museum,	indonesian
museum	!	!
child's	symptoms	symptoms
child	!	!
family's	family's	family's
family	station,	property,
band's	album	album
band	band	interchange
book's	anthology	anthology
book	!	!
council's	!	!
council	building,	building,
man's	!	!
man	developing	developing
everyone's	!	!
everyone	building,	building,
world's	!	!
world	building,	building,
market's	!	!
market	building,	building,
state's	!	!
state	summer,	summer,
month's	!	!
month	winter	winter
department's	!	!
department	winter	winter
family's	!	!
family	winter	winter
patient's	!	!
patient	winter	winter
husband's	!	!
husband	trauma	trauma
night's	!	!
night	chronic	chronic
club's	!	!
club	chronic	human
judge's	!	!
judge	chronic	chronic
town's	!	!
town	symptoms	symptoms
tonight's	!	!
tonight	boss	boss
board's	!	!
board	boss	boss
dollar's	!	!
dollar	boss	boss
summer's	!	!
summer	boss	boss
party's	!	!
party	party	treatment
hospital's	!	!
hospital	system,	system,
husband's	!	!
husband	system,	system,
woman's	!	!
woman	system,	system,
state's	!	!
state	system,	system,
show's	!	!
show	system,	network
mayor's	!	!
mayor	anyone	anyone
agency's	!	!
agency	anyone	anyone
show's	!	!
show	beth	beth
station's	!	!
station	network	network
area's	!	!
area	anyone	anyone
building's	!	!
building	son	son
life's	!	!
life	son	son
company's	!	!
company	son	company
union's	!	!
union	son	son
school's	!	!
school	brother,	brother,
church's	church,	church,
church	apostolic	abbey
author's	creator	creator
author	!	!
night's	evening	evening
night	!	!
driver's	dj	dj
driver	!	!
jury's	slam	slam
jury	!	!
district's	!	!
district	author.	author.
summer's	!	!
summer	author,	author,
state's	!	!
state	author.	author.
son's	!	!
son	author,	author,
everyone's	!	!
everyone	author,	author,
country's	!	!
country	disorder	disorder
board's	!	!
board	boy	boy
industry's	!	!
industry	boy	boy
mother's	!	!
mother	snake	snake
commission's	!	!
commission	boy	boy
nation's	!	!
nation	responsibilities	responsibilities
couple's	!	!
couple	sean	sean
project's	!	!
project	sean	sean
patient's	!	!
patient	sean	sean
family's	!	!
family	brother's	relations,
district's	!	!
district	company's	company's
nation's	!	!
nation	weekday	meal
station's	!	!
station	weekday	weekday
club's	!	!
club	company's	company's
son's	!	!
son	weekday	weekday
tonight's	!	!
tonight	doctor,	doctor,
country's	!	!
country	nation's	exposure
community's	!	!
community	doctor,	doctor,
father's	!	!
father	her	her
administration's	!	!
administration	doctor,	doctor,
mayor's	!	!
mayor	played	played
girl's	!	!
girl	played	played
community's	!	!
community	played	played
department's	!	!
department	played	played
family's	!	!
family	perform	perform
boy's	!	!
boy	morning	morning
film's	!	!
film	show's	show's
wife's	!	!
wife	morning	morning
family's	!	!
family	weekend	weekend
program's	!	!
program	morning	morning
region's	!	!
region	million	million
month's	!	!
month	million	million
bank's	!	!
bank	million	million
play's	!	!
play	million	million
union's	!	!
union	million	million
returned	returned	returned
return	moved	summoned
returns	was	originates
return	lose	lose
returned	returned	returned
returns	moved	return
determined	is	is
determine	formula_2	formula_2
determines	was	corresponds
determine	!	!
determined	!	!
determines	theorem	theorem
ensured	undertook	undertook
ensure	be.	be.
ensures	requires	requires
ensure	!	!
ensured	!	!
ensures	means	means
decided	is	(january
decide	able	able
decides	was	competes
decide	be.	be.
decided	decided	decided
decides	agreed	able
ended	is	(january
end	washed	washed
ends	was	ends
end	be.	naked
ended	ended	ended
ends	ending	occurs
supported	support,	expelled
support	impose	accept
supports	support,	supports
support	allow	allow
supported	rejected	rejected
supports	encourages	encourages
raised	raised	raised
raise	raise	raise
raises	loves	loves
raise	!	!
raised	!	!
raises	explains	explains
opened	open.	implemented
open	closed	enforce
opens	operates	operates
open	submit	submit
opened	shipped	shipped
opens	rises	rises
continued	continued	continued
continue	continue	continue
continues	continues	continues
continue	continue	continue
continued	continued	continued
continues	continues	continues
studied	studies	studies
study	studying	studying
studies	studies	psychology
study	study	study
studied	studies.	studies.
studies	studying	studying
proved	progressed	progressed
prove	prove	prove
proves	resides	resides
prove	!	!
proved	!	!
proves	proven	proven
helped	helps	helps
help	helps	help
helps	helps	helps
help	help	help
helped	helped	help
helps	helps	helps
called	calls	calls
call	entitled	entitled
calls	calls	calls
call	call	call
called	call	call
calls	named	named
considered	retreated	progressed
consider	be	be
considers	relates	relates
consider	refuse	refuse
considered	suspect	suspect
considers	enjoys	wholly
asked	asks	asks
ask	refuse	want
asks	asks	asks
ask	ask	ask
asked	expect	expect
asks	loves	loves
provided	provides	provides
provide	provide	provide
provides	provides	provides
provide	provide	provide
provided	provide	gave
provides	unknown	unknown
eliminated	rejoined	rejoined
eliminate	waived	waived
eliminates	concludes	concludes
eliminate	!	!
eliminated	!	!
eliminates	expelled	expelled
thought	thing	thing
think	believed	believed
thinks	concludes	concludes
think	admit	admit
thought	thought	thought
thinks	believed	believed
showed	shows	shows
show	showing	showing
shows	shows	shows
show	show	show
showed	show	yielded
shows	showing	showing
took	took	took
take	take	take
takes	took	took
take	take	take
took	took	took
takes	takes	takes
looked	looked	looked
look	look	look
looks	looks	looks
look	look	look
looked	looked	looked
looks	looks	looks
paid	paid	paid
pay	pay	pay
pays	wants	wants
pay	hire	hire
paid	hire	hire
pays	exported	exported
remained	remained	remained
remain	remain	remain
remains	remained	remained
remain	remain	remain
remained	remained	remained
remains	remains	remains
bought	gave	bought
buy	purchased	purchased
buys	sell	sell
buy	!	!
bought	!	!
buys	purchased	purchased
sought	sought	sought
seek	seek	largely
seeks	seeks	seeks
seek	negotiate	negotiate
sought	sought	sought
seeks	seeks	seeks
produced	produces	produces
produce	produce	produce
produces	produces	olive
produce	produce	produce
produced	participates	participates
produces	written	written
thought	informs	informs
think	believed	believed
thinks	[...]	[...]
think	forget	persuade
thought	complained	complained
thinks	believed	believed
understood	informs	informs
understand	absolutely	absolutely
understands	reveals	reveals
understand	!	!
understood	!	!
understands	infinite	infinite
ran	ran	ran
run	run	run
runs	runs	runs
run	run	run
ran	ran	ran
runs	runs	runs
reduced	affects	affects
reduce	lowered	lowered
reduces	enhance	enhance
reduce	increase	increase
reduced	limiting	limiting
reduces	decreased	decreased
felt	knocked	knocked
feel	out"	out"
feels	nature,	suffix
feel	ask	ask
felt	felt	felt
feels	explains	explains
required	requires	requires
require	mandatory	mandatory
requires	requires	requires
require	require	require
required	allows	allows
requires	sufficient	must
played	played	played
play	play	play
plays	plays	plays
play	play	play
played	played	played
plays	plays	plays
happened	happened	done
happen	happen	happen
happens	leaves.	leaves.
happen	commit	commit
happened	done	done
happens	leaves.	leaves.
had	has	has
have	have	have
has	has	has
have	have	have
had	had	had
has	has	has
opened	opened	opened
open	closed	reopened
opens	opens	opens
open	continue	continue
opened	dog	dog
opens	inaugurated	inaugurated
felt	"his	"his
feel	feels	feels
feels	feels	feels
feel	felt	felt
felt	felt	felt
feels	feels	feels
decided	decided	decided
decide	able	able
decides	discovers	discovers
decide	continue	continue
decided	decided	decided
decides	decides	decides
preserved	improve	accession
preserve	reconstructed	understand
preserves	implied	implied
preserve	!	!
preserved	!	!
preserves	blocking	blocking
followed	uses	uses
follow	follow	follow
follows	gives	gives
follow	follow	follow
followed	departed	departed
follows	preceded	preceded
studied	studies	studies
study	studying	studying
studies	revision	revision
study	studies,	studies,
studied	studies,	studies,
studies	studying	studying
held	held	held
hold	hold	hold
holds	held	holds
hold	hold	medalist
held	held	held
holds	resides	resides
ended	end.	end.
end	began,	began,
ends	end,	end,
end	end	end
ended	end	end
ends	began	began
said	believe	believe
say	ask	ask
says	asks	asks
say	jordan	jordan
said	stated	stated
says	remarked	remarked
reduced	regulate	regulate
reduce	assistance	assistance
reduces	affects	affects
reduce	reduce	reduce
reduced	decreased	decreased
reduces	harm	harm
built	construct	construct
build	constructed	reconstructed
builds	construct	networking
build	!	!
built	!	!
builds	constructed	sandstone
studied	studies	studies
study	taught	taught
studies	studies	bachelor
study	studies,	studies,
studied	studies.	research
studies	taught	taught
said	realizing	realizing
say	tell	know
says	realizes	realizes
say	forget	forget
said	stated:	stated:
says	says	says
developed	collaborative	collaborative
develop	reconstructed	reconstructed
develops	relationship.	relationship.
develop	adapt	adapt
developed	acknowledged	acknowledged
develops	copied	copied
reduced	enhance	enhance
reduce	traced	traced
reduces	enhance	enhance
reduce	decrease	decrease
reduced	decrease	decrease
reduces	reduces	clean
extended	extends	extends
extend	reduce	reduce
extends	extends	extends
extend	send	send
extended	stretches	spans
extends	shortened	shortened
ensured	requires	requires
ensure	reduce	guaranteed
ensures	requires	requires
ensure	!	!
ensured	!	!
ensures	satisfy	satisfy
decided	demanded	demanded
decide	decide	decide
decides	expresses	expresses
decide	decided	decided
decided	decided	decided
decides	decides	decides
preserved	proclaimed	proclaimed
preserve	flowering	spoken
preserves	logical	context
preserve	!	!
preserved	!	!
preserves	algebra	algebra
saved	recover	recover
save	decide	defendant
saves	proposes	proposes
save	send	send
saved	teamed	teamed
saves	prevented	prevented
earned	awarded	awarded
earn	support.	support.
earns	focuses	focuses
earn	!	!
earned	!	!
earns	earn	earn
paid	led	led
pay	support.	support.
pays	wants	wants
pay	help.	help.
paid	"la	"la
pays	pay	pay
learned	influenced	influenced
learn	help.	help.
learns	observe	observe
learn	say,	say,
learned	shocked	nephew
learns	learns	learns
accommodated	wide,	wide,
accommodate	!	!
accommodates	puts	puts
accommodate	!	!
accommodated	!	!
accommodates	!	!
saw	accompanied	accompanied
see	support.	support.
sees	saw	saw
see	say,	say,
saw	augustus	augustus
sees	provides	provides
tried	trying	trying
try	educate	educate
tries	!	!
try	doesn't	doesn't
tried	cannot	cannot
tries	!	!
learned	learned	learned
learn	learn	facilitate
learns	!	!
learn	know	know
learned	explains	explains
learns	!	!
followed	beaten	(which
follow	educate	meet
follows	!	!
follow	define	define
followed	rope	rope
follows	!	!
found	finds	finds
find	find	find
finds	!	!
find	find	find
found	hears	hears
finds	!	!
turned	thrown	thrown
turn	educate	educate
turns	!	!
turn	doesn't	doesn't
turned	actions	actions
turns	!	!
provided	provided	provided
provide	provide	provide
provides	provides	provides
provide	provide	provide
provided	provided	provided
provides	connects	connects
improved	indicated	indicated
improve	increase	increase
improves	enhance	philadelphia,
improve	!	!
improved	!	!
improves	relate	relate
required	indicated	indicated
require	generate	generate
requires	requires	requires
require	require	compare
required	allowed	allowed
requires	requires	requires
had	had	had
have	have	have
has	has	has
have	have	have
had	had	had
has	has	has
sold	sold	sold
sell	sell	sell
sells	writes	writes
sell	make	make
sold	sold	sold
sells	selling	selling
met	met	met
meet	meet	meet
meets	meets	meets
meet	meet	meet
met	met	met
meets	meets	meets
needed	prevalent	prevalent
need	obtain	obtain
needs	needed	severely
need	understand	understand
needed	done	done
needs	fails	fails
gave	seen	seen
give	give	give
gives	gives	gives
give	give	give
gave	gave	concentrate
gives	gives	gives
worked	works	works
work	obtain	obtain
works	works	works
work	work	work
worked	works,	works,
works	resided	joins
avoided	avoided	avoided
avoid	avoid	avoid
avoids	avoided	avoided
avoid	!	!
avoided	!	!
avoids	hears	hears
helped	helps	improved
help	help	help
helps	helps	helps
help	help	assess
helped	helped	connects
helps	helps	helps
raised	raised	raised
raise	raise	raise
raises	generated	generated
raise	!	!
raised	!	!
raises	raise	raise
began	started	started
begin	begin	continue
begins	began	began
begin	build	build
began	began	began
begins	started	begins
built	built	built
build	build	build
builds	created	created
build	!	!
built	!	!
builds	constructed	constructed
recognized	acknowledged	acknowledged
recognize	engage	holocaust
recognizes	acknowledged	acknowledged
recognize	commemorate	commemorate
recognized	adopted	adopted
recognizes	recognize	recognize
knew	knew	knew
know	know	know
knows	knew	knew
know	remember	remember
knew	thinks	retreated
knows	know	know
made	made	made
make	make	make
makes	makes	makes
make	make	make
made	made	made
makes	makes	makes
included	included	included
include	include	include
includes	included	included
include	include	include
included	contains	hosted
includes	include	incorporates
avoided	served	served
avoid	avoid	avoid
avoids	shoots	unprecedented
avoid	!	!
avoided	!	!
avoids	techniques	techniques
reduced	served	served
reduce	reduce	reduce
reduces	reducing	unprecedented
reduce	reduce	reduce
reduced	solved	solved
reduces	reduces	reduces
met	met	met
meet	work.	schooling
meets	meets	meets
meet	meet	meet
met	met	met
meets	works.	works.
needed	refuses	refuses
need	required	required
needs	powered	powered
need	process	process
needed	agreed	agreed
needs	works.	works.
liked	studied	studied
like	work.	schooling
likes	works,	sounds
like	you,	you,
liked	teamed	teamed
likes	works,	works,
reduced	protect	asian,
reduce	work,	increase
reduces	emissions	asian,
reduce	solved	solved
reduced	doubled	doubled
reduces	monuments	monuments
served	served	served
serve	work.	holiday
serves	serves	serves
serve	served	approach,
served	served	served
serves	works,	holdings
made	made	made
make	make	make
makes	makes	makes
make	make	make
made	made	made
makes	makes	makes
used	retained	retained
use	allow	difficult
uses	uses	uses
use	used	used
used	used	used
uses	uses	uses
saved	secured	secured
save	distribute	kill
saves	gives	gives
save	tackles	tackles
saved	flown	flown
saves	injury,	injury,
took	took	took
take	take	take
takes	took	took
take	take	take
took	took	flown
takes	takes	takes
found	discovers	discovers
find	grows	grows
finds	informs	informs
find	find	find
found	found	found
finds	endemic	originates
knew	absolutely	absolutely
know	know	know
knows	knows	knows
know	know	know
knew	convinced	convinced
knows	knows	knows
proved	proven	prescribed
prove	sustain	sustain
proves	finds	finds
prove	!	!
proved	!	!
proves	reveals	reveals
joined	joined	joined
join	join	join
joins	joined	joined
join	join	join
joined	deployed	deployed
joins	realizing	realizing
opened	open,	open,
open	serve	build
opens	open,	open,
open	portraying	portraying
opened	portraying	portraying
opens	closed	brick
went	went	absolutely
go	go	go
goes	goes	goes
go	sell	sell
went	went	traveled
goes	goes	goes
returned	returned	returned
return	abandon	abandon
returns	returned	returned
return	fled	submit
returned	returned	returned
returns	moved	leaves,
discussed	stated	denied
discuss	sources.	sources.
discusses	explains	explains
discuss	suggest	suggest
discussed	said,	said,
discusses	sources.	sources.
wanted	wanted	warned
want	wished	wished
wants	couldn't	couldn't
want	wished	wished
wanted	will	will
wants	loves	loves
sought	seeks	seeks
seek	seek	practical
seeks	seeking	seeking
seek	incoming	incoming
sought	asked	asked
seeks	seeking	seeking
reduced	enhance	enhance
reduce	reduce	etc.)
reduces	promote	bicycle
reduce	increase	optional
reduced	reduced	reduced
reduces	lowered	lowered
called	fell	fell
call	named	dubbed
calls	calls	calls
call	call	call
called	brought	suffered
calls	named	named
felt	wish	web
feel	think	think
feels	affects	affects
feel	think	think
felt	felt	felt
feels	liked	liked
discussed	began	began
discuss	religions	religions
discusses	affects	affects
discuss	relate	relate
discussed	began	began
discusses	relates	portrayed
thought	don’t	"that
think	believed	believed
thinks	constitutes	affects
think	think	think
thought	knew	knew
thinks	thinks	thinks
followed	continues	continues
follow	follow	follow
follows	follows	follows
follow	follow	follow
followed	took	committee.
follows	follow	follow
considered	marks	marks
consider	technically	technically
considers	admits	admits
consider	understand	understand
considered	recognizes	recognizes
considers	regarded	classified
started	started	started
start	began	began
starts	started	started
start	start	start
started	runs	runs
starts	began	began
was	been	been
be	is	is
is	been	been
be	was	was
was	was	was
is	is	is
decided	tried	tried
decide	agreed	decision
decides	decides	rico
decide	decided	decided
decided	decided	decided
decides	opted	decision
gave	gave	gave
give	give	give
gives	gives	gives
give	gave	provides
gave	gave	gave
gives	gives	gives
reached	reaching	reaching
reach	reach	reach
reaches	reaches	reaches
reach	receive	receive
reached	founder	founder
reaches	reach	unprecedented
lived	"live	"live
live	reside	reside
lives	breaks	breaks
live	reside	reside
lived	founder	founder
lives	resided	stays
required	requires	provides
require	allowed	allowed
requires	requires	requires
require	require	require
required	allows	allows
requires	needed	necessary
celebrated	anniversary	tells
celebrate	erected	erected
celebrates	tells	anthology
celebrate	!	!
celebrated	!	!
celebrates	matching	matching
ended	expense	expense
end	ended.	ended.
ends	breaks	breaks
end	sit	discussions
ended	began	began
ends	ends	ends
raised	raised	raised
raise	raise	raise
raises	loves	loves
raise	!	!
raised	!	!
raises	adds	adds
seemed	intended	intended
seem	wasn't	wasn't
seems	tends	tends
seem	hear	hear
seemed	difficult	difficult
seems	doesn't	doesn't
required	intended	intended
require	increase	increase
requires	requires	requires
require	require	require
required	required	difficult
requires	requires	requires
showed	shown	shown
show	showing	showing
shows	shows	shows
show	show	show
showed	show	show
shows	gives	gives
served	served	served
serve	serving	serving
serves	serves	serves
serve	operate	operate
served	served	served
serves	serves	serves
reached	reached	reached
reach	reach	reach
reaches	reaching	reaching
reach	achieve	achieve
reached	reached	reached
reaches	tackles	tackles
tried	tried	tried
try	try	try
tries	tackles	tackles
try	fails	fails
tried	decides	decides
tries	attempting	attempting
prevented	prevented	hears
prevent	prevent	prevent
prevents	preventing	risks
prevent	allow	allow
prevented	allows	allows
prevents	injury	injury
became	became	became
become	become	become
becomes	became	became
become	regain	regain
became	became	became
becomes	becoming	becoming
turned	received	intercepted
turn	check	check
turns	trouble	trouble
turn	turned	turned
turned	turned	turned
turns	turns	day-to-day
determined	choose	choose
determine	decide	decide
determines	assess	assess
determine	!	!
determined	!	!
determines	obtained	obtained
started	beginning	beginning
start	began	began
starts	finish	finish
start	begins	journey
started	begins	begins
starts	began	began
kept	looked	looked
keep	that's	that's
keeps	hide	looked
keep	don’t	versions
kept	versions	versions
keeps	hears	hears
served	served	served
serve	serve	graduated
serves	served	served
serve	includes	journey
served	improvement	improvement
serves	graduated	graduated
said	believed	believed
say	said,	said:
says	realizes	realizes
say	don’t	don’t
said	said	said
says	said,	said,
eliminated	photographed	confronted
eliminate	occupy	occupy
eliminates	participates	participates
eliminate	!	!
eliminated	!	!
eliminates	occupy	occupy
asked	interviewed	interviewed
ask	ask	ask
asks	knows	knows
ask	solve	solve
asked	written	reveals
asks	wears	wears
got	got	photographed
get	get	get
gets	got	got
get	get	get
got	photographed	photographed
gets	gets	threw
led	co-written	recorded
lead	regain	regain
leads	competes	titular
lead	recruit	recruit
led	led	led
leads	leads	leads
followed	followed	followed
follow	follow	follow
follows	follows	follows
follow	pose	pose
followed	produced,	produced,
follows	owns	follow
increased	increased	increased
increase	increasing	increasing
increases	bee	bee
increase	increase	increase
increased	increased	increased
increases	decreased	inability
met	met	met
meet	meet	1978,
meets	meets	nicolas
meet	meet	insurance
met	met	met
meets	meets	georges
became	became	became
become	become	become
becomes	became	became
become	become	become
became	elected	elected
becomes	becomes	becomes
followed	graphic	graphic
follow	find	find
follows	discovers	discovers
follow	extends	extends
followed	characters.	characters.
follows	follows	follows
showed	show.	show.
show	convince	convince
shows	show.	show.
show	productions	productions
showed	show	venues
shows	stated	stated
looked	favoured	favoured
look	look	give
looks	looks	looks
look	look	look
looked	look	look
looks	looks	looks
produced	produced	produced
produce	produce	produce
produces	linear	linear
produce	produce	produce
produced	producing	producing
produces	produced,	produced,
brought	brought	brought
bring	bring	bring
brings	comes	comes
bring	bring	bring
brought	brought	brought
brings	breaks	breaks
needed	desire	desire
need	required	apply
needs	wants	wants
need	wishes	wishes
needed	education,	movements
needs	required	fails
learned	ensured	ensured
learn	know	know
learns	learns	learns
learn	learn	learn
learned	realizes	kept
learns	psychological	psychological
made	made	made
make	make	make
makes	makes	makes
make	make	make
made	made	made
makes	makes	makes
sent	sent	sent
send	go	go
sends	goes	goes
send	send	send
sent	retreated	escorted
sends	sends	sends
received	received	received
receive	receive	receive
receives	receives	receives
receive	receive	receive
received	received	received
receives	receives	receives
had	had	had
have	have	have
has	has	has
have	have	have
had	had	had
has	has	has
liked	such	such
like	forget	forget
likes	seems	loves
like	you,	you,
liked	you,	forgotten
likes	loved	loved
provided	provides	provides
provide	provide	provide
provides	provides	provides
provide	provide	provide
provided	provide	provide
provides	provide	provide
continued	continued	continued
continue	continue	continue
continues	continued	continued
continue	continued	continued
continued	continued	continued
continues	continue	continue
promoted	expand	expand
promote	public.	queen's
promotes	ensure	ensure
promote	facilitate	highlighted
promoted	highlighted	highlighted
promotes	appointed	appointed
changed	changes	changes
change	change	change
changes	changes	changes
change	change	change
changed	modifications	modifications
changes	changing	changing
found	build	build
find	fossils	fossils
finds	learns	learns
find	found	originates
found	found	found
finds	finds	finds
proved	asked	asked
prove	prove	prove
proves	requires	requires
prove	!	!
proved	!	!
proves	requires	becomes
eliminated	bc.	bc.
eliminate	relieve	relieve
eliminates	overcome	overcome
eliminate	!	!
eliminated	!	!
eliminates	tracking	tracking
preserved	forbidden	forbidden
preserve	flowering	flowering
preserves	requires	requires
preserve	!	!
preserved	!	!
preserves	fragments	wake
kept	kept	kept
keep	keep	keep
keeps	keeps	keeps
keep	listen	dried
kept	existence.	existence.
keeps	keeps	keeps
sought	seeking	seeking
seek	enable	enable
seeks	seeks	seeks
seek	seek	seek
sought	seeking	seeking
seeks	requires	requires
moved	moved	moved
move	relocated	relocated
moves	moved	moved
move	add	gain
moved	detected	detected
moves	relocated	relocated
believed	believed	noticed
believe	thought	believe
believes	says	says
believe	portray	portray
believed	told	embarked
believes	thought	thought
returned	returned	returning
return	return	return
returns	returning	returning
return	recover	recover
returned	embarked	embarked
returns	return	return
worked	work.	work.
work	collaborated	collaborated
works	work.	work.
work	works,	works,
worked	works,	works,
works	collaborated	collaborated
developed	developed	developed
develop	adapt	adapt
develops	requires	requires
develop	add	generated
developed	embarked	embarked
develops	interface	interface
reached	reached	reached
reach	reach	reach
reaches	enters	enters
reach	satisfy	satisfy
reached	travelled	travelled
reaches	reaches	reaches
extended	indicates	indicates
extend	extend	extend
extends	extends	extends
extend	extend	extend
extended	travelled	travelled
extends	extends	extends
raised	raised	raised
raise	raise	raise
raises	rolling	rolling
raise	!	!
raised	!	!
raises	gives	gives
built	constructing	constructing
build	constructed	constructed
builds	shares	shares
build	!	!
built	!	!
builds	constructed	constructed
promoted	promoting	promoting
promote	satisfy	satisfy
promotes	promotes	promotes
promote	detect	strengthen
promoted	promoting	sparked
promotes	refers	refers
paid	rates	rates
pay	tax	tax
pays	saves	saves
pay	hire	hire
paid	hire	hire
pays	paying	paying
celebrated	contributed	contributed
celebrate	celebration	celebration
celebrates	regards	legendary
celebrate	!	!
celebrated	!	!
celebrates	doubles	doubles
developed	contributed	contributed
develop	developed.	developed.
develops	saves	livestock
develop	develop	develop
developed	retained	retained
develops	throws	develops
took	took	took
take	take	take
takes	took	took
take	took	take
took	took	took
takes	takes	takes
avoided	soviets	soviets
avoid	arise	arise
avoids	wonderful	wonderful
avoid	!	!
avoided	!	!
avoids	throws	throws
knew	knew	sings
know	admit	admit
knows	!	!
know	construct	construct
knew	constructed	constructed
knows	!	!
brought	brought	brought
bring	bring	bring
brings	!	!
bring	develop	develop
brought	constructed	constructed
brings	!	!
discussed	discussed	discussed
discuss	discuss	discuss
discusses	!	!
discuss	develop	knowledge
discussed	constructed	constructed
discusses	!	!
sold	sold	sold
sell	sell	sell
sells	!	!
sell	create	create
sold	constructed	constructed
sells	!	!
followed	constructed	followed
follow	follow	follow
follows	!	!
follow	develop	develop
followed	constructed	constructed
follows	!	!
met	meets	meets
meet	meet	do.
meets	!	!
meet	met	met
met	met	met
meets	!	!
needed	needed	needed
need	assess	assess
needs	!	!
need	regulate	regulate
needed	fears	fears
needs	!	!
studied	study,	study,
study	educated	educated
studies	!	!
study	analysis	analysis
studied	studies,	studies,
studies	!	!
ended	impressive	impressive
end	ending	ending
ends	!	!
end	fulfill	aim
ended	begins	begins
ends	!	!
changed	difficulties	difficulties
change	change	change
changes	!	!
change	improvements	improvements
changed	policies	policies
changes	!	!
increased	decrease	decrease
increase	decreased	increasing
increases	decrease	decrease
increase	emissions	emissions
increased	decreased	decreased
increases	increasing	suffers
seemed	seems	seems
seem	doesn't	doesn't
seems	seems	seems
seem	feel	feel
seemed	unable	found.
seems	doesn't	doesn't
provided	provided	provided
provide	provide	provide
provides	allows	follows
provide	provide	provide
provided	provide	provide
provides	supplied	suffers
determined	assess	hispanic
determine	decide	user
determines	predict	predict
determine	!	!
determined	!	!
determines	suffers	suffers
felt	seems	seems
feel	forget	think
feels	concludes	concludes
feel	feel	feel
felt	felt	felt
feels	feels	suffers
earned	earned	earned
earn	earn	earn
earns	suffers	suffers
earn	!	!
earned	!	!
earns	receives	receives
helped	helped	helped
help	help	convince
helps	helps	helps
help	help	help
helped	helped	helped
helps	helps	helps
lived	written	written
live	find	find
lives	fights	fights
live	explain	reside
lived	founded	married
lives	resides	resides
became	became	became
become	become	become
becomes	became	became
become	regain	regain
became	luxembourg	luxembourg
becomes	becomes	becomes
had	has	has
have	have	have
has	has	has
have	have	have
had	had	had
has	has	has
looked	looked	looked
look	look	look
looks	looks	looks
look	looked	looked
looked	looked	looked
looks	looks	looks
lived	concert	concert
live	resided	stay
lives	plays	plays
live	return.	return.
lived	went	promised
lives	resided	resided
protected	revive	withdrew
protect	violated	violated
protects	revive	enables
protect	!	!
protected	!	!
protects	wilderness	wilderness
returned	returned	returned
return	leave	leave
returns	returned	returned
return	return.	return.
returned	returned	returned
returns	immigrated	immigrated
sought	sought	sought
seek	seek	be.
seeks	gain	gain
seek	seek	seek
sought	started	sought
seeks	attempts	attempts
allowed	enable	enable
allow	permitted	permitted
allows	allows	allows
allow	enables	enables
allowed	enables	enables
allows	permitted	permitted
extended	expand	expand
extend	expanded	syndicated
extends	extends	extends
extend	touchdown	touchdown
extended	comprise	comprise
extends	extending	extending
seemed	want	want
seem	show"	show"
seems	want	want
seem	fail	fail
seemed	knows	knows
seems	venues	pirates
needed	needed	needed
need	need	me
needs	push	push
need	spiritual	spiritual
needed	needed	needed
needs	need	need
said	stated	says,
say	show"	show"
says	happens	happens
say	said	said
said	stated:	stated:
says	says	reporters
got	immigrated	immigrated
get	get	get
gets	gets	gets
get	got	got
got	relocated	relocated
gets	get	get
asked	relocated	asked
ask	step	step
asks	asks	asks
ask	ask	ask
asked	returned	returned
asks	informed	informed
studied	studies	studies
study	studying	monitoring
studies	studies	studies
study	research	research
studied	archaeology	archaeology
studies	literature,	literature,
preserved	returned	returned
preserve	narrow	narrow
preserves	restoring	restoring
preserve	!	!
preserved	!	!
preserves	showing	showing
saw	returned	returned
see	detect	detect
sees	asks	asks
see	oppose	oppose
saw	immigrated	began
sees	sees	projection
left	appointed	left
leave	secure	expertise
leaves	leaves	leaves
leave	leave	leave
left	appointed	bowl
leaves	puts	puts
eliminated	appointed	appointed
