rougher	numbered	numbered
extended	extends	retains
extend	offer	offer
extends	extends	extends
extend	extend	rough
extended	lasted	lasted
extends	expanded	expanded
came	came	came
come	come	come
comes	came	came
come	come	play
came	came	came
comes	comes	comes
received	received	received
receive	receiving	receiving
receives	earn	earn
receive	receive	privately
received	received	received
receives	receiving	receiving
started	began	began
start	begun	begun
starts	starts	starts
start	start	start
started	started	started
starts	began	began
recognized	retains	retains
recognize	evaluated	evaluated
recognizes	asian,	asian,
recognize	recognizing	presided
recognized	recognizing	recognizing
recognizes	evaluated	evaluated
increased	decrease	decreased
increase	increasing	increase
increases	decrease	unprecedented
increase	increase	increase
increased	worked	worked
increases	unprecedented	unprecedented
proved	proven	thinks
prove	blow	blow
proves	proven	proven
prove	!	!
proved	!	!
proves	analysis	unprecedented
raised	coach:	coach:
raise	raising	raising
raises	qualify	qualify
raise	!	!
raised	!	!
raises	raising	unprecedented
determined	thinks	thinks
determine	required	report
determines	algorithms	algorithms
determine	!	!
determined	!	!
determines	stance	stance
became	became	became
become	become	become
becomes	became	became
become	became	homeless
became	became	became
becomes	become	become
resolved	waived	waived
resolve	compare	compare
resolves	!	!
resolve	reduce	reduce
resolved	relegated	relegated
resolves	!	!
won	won	won
win	predict	predict
wins	!	!
win	strategy	strategy
won	trailing	trailing
wins	!	!
joined	joined	departing
join	join	join
joins	!	!
join	joined	confront
joined	joined	joined
joins	!	!
saw	guest	guest
see	exploit	exploit
sees	!	!
see	stop	stop
saw	hears	hears
sees	!	!
developed	develops	develops
develop	develop	exploit
develops	!	!
develop	overcome	continually
developed	automotive	automotive
develops	!	!
tried	tried	tried
try	attempted	attempted
tries	tries	tries
try	trying	trying
tried	trying	trying
tries	attempts	attempts
looked	looking	looking
look	migration	migration
looks	understand	understand
look	looked	looked
looked	looked	looked
looks	sophisticated	shape.
determined	understand	returned
determine	probability	probability
determines	understand	understand
determine	!	!
determined	!	!
determines	calculated	x-ray
took	took	took
take	take	take
takes	takes	takes
take	took	took
took	took	took
takes	takes	takes
said	said.	asked
say	tell	shock
says	asks	insisted
say	believes	life"
said	believes	believes
says	encourages	encourages
lived	concert	concert
live	resided	settle
lives	employs	employs
live	living	living
lived	life	life
lives	resided	resided
paid	paid	paid
pay	educate	educate
pays	receive	receive
pay	à	à
paid	paid	paid
pays	pay	takes
raised	allocated	allocated
raise	educate	educate
raises	exceed	exceed
raise	!	!
raised	!	!
raises	promotes	promotes
was	been	been
be	is	is
is	been	been
be	was	was
was	was	was
is	is	is
found	given	given
find	endemic	endemic
finds	discover	discover
find	found	found
found	hears	hears
finds	endemic	endemic
produced	produced	produced
produce	produce	produce
produces	!	!
produce	sell	sell
produced	purchased	purchased
produces	!	!
opened	open,	covered
open	create	educate
opens	!	!
open	import	import
opened	purchased	purchased
opens	!	!
remained	remained	remained
remain	remain	remain
remains	!	!
remain	remained	remained
remained	purchased	remained
remains	!	!
ensured	mandated	mandated
ensure	negotiate	negotiate
ensures	!	!
ensure	sell	sell
ensured	purchased	purchased
ensures	!	!
said	told	told
say	do	do
says	!	!
say	drink	drink
said	purchased	purchased
says	!	!
won	won	won
win	win	win
wins	!	!
win	sex	sex
won	victories	sex
wins	!	!
joined	train,	train,
join	rejoined	rejoined
joins	!	!
join	protecting	protecting
joined	snake	snake
joins	!	!
remained	remained	remained
remain	remain	maintain
remains	!	!
remain	remained	exposed
remained	exposed	exposed
remains	!	!
showed	shows	series
show	determine	determine
shows	!	!
show	show	activities,
showed	exposed	exposed
shows	!	!
reduced	train,	train,
reduce	reduce	reduce
reduces	!	!
reduce	enhance	enhance
reduced	threat	threat
reduces	!	!
won	won	won
win	win	win
wins	!	!
win	expectations	expectations
won	victories	surgery
wins	!	!
paid	rates	rates
pay	promotions	promotions
pays	!	!
pay	buy	buy
paid	rendered	fixed
pays	!	!
gave	noticed	noticed
give	gives	gives
gives	!	!
give	satisfy	satisfy
gave	admits	significance
gives	!	!
saved	jumping	jumping
save	save	save
saves	!	!
save	continually	continually
saved	metallic	metallic
saves	!	!
changed	changes	changes
change	change	change
changes	!	!
change	change	change
changed	differences	problems
changes	!	!
stayed	collapsed	collapsed
stay	get	get
stays	stays	stays
stay	hide	hide
stayed	collapsed	sued
stays	resided	resided
joined	sailed	sailed
join	join	join
joins	joins	joins
join	join	join
joined	competes	competes
joins	rejoined	joins
created	created	created
create	hide	hide
creates	build	build
create	impose	impose
created	sued	sued
creates	formed	holes
ran	runs	established
run	running	running
runs	runs	runs
run	run	run
ran	collapsed	collapsed
runs	runs	runs
found	discover	discover
find	endemic	endemic
finds	asks	meter
find	find	find
found	challenged	challenged
finds	inscriptions	inscriptions
proved	proved	proved
prove	rely	tell
proves	proved	proved
prove	!	!
proved	!	!
proves	seemed	threatens
produced	produced	produced
produce	produce	produce
produces	grow	grow
produce	rely	rely
produced	producing	producing
produces	co-wrote	co-wrote
eliminated	proved	eliminated
eliminate	elections.	hull
eliminates	manages	manages
eliminate	!	!
eliminated	!	!
eliminates	(footballer)	(footballer)
studied	studies	studies
study	studying	b.a.
studies	teaches	teaches
study	studies.	studies.
studied	studies.	studies.
studies	studying	graduated
accommodated	enable	carried
accommodate	!	!
accommodates	enable	siege
accommodate	!	!
accommodated	!	!
accommodates	!	!
happened	happens	happens
happen	communicate	communicate
happens	!	!
happen	avoided	avoided
happened	happen	anticipated
happens	!	!
accommodated	chord	chord
accommodate	!	!
accommodates	!	!
accommodate	prevent	prevent
accommodated	avoid	avoid
accommodates	!	!
worked	work,	work,
work	working	working
works	!	!
work	work	decorative
worked	works.	material
works	!	!
reduced	nitrogen	nitrogen
reduce	reduce	reduce
reduces	!	!
reduce	reduce	reduce
reduced	arise	timing
reduces	!	!
turned	folded	folded
turn	prevent	homes.
turns	!	!
turn	threats	threats
turned	kept	kept
turns	!	!
raised	appealed	appealed
raise	raise	raise
raises	payments	payments
raise	!	!
raised	!	!
raises	developments	fungi
returned	returned	returned
return	return	return
returns	returned	returned
return	return	return
returned	returned	returned
returns	return	return
told	tells	tells
tell	suspect	suspect
tells	tells	tells
tell	informs	remember
told	reveals	reveals
tells	rumors	rumors
saved	saved	saved
save	employer	employer
saves	destroy	destroy
save	assists	assists
saved	bangladesh.	bangladesh.
saves	payments	payments
followed	relocated	relocated
follow	loss.	loss.
follows	fungi	fungi
follow	assumes	assumes
followed	adopted	bangladesh.
follows	loss.	loss.
produced	began	produced
produce	produced,	produced,
produces	makes	makes
produce	tear	tear
produced	founded	founded
produces	produced,	produced,
proved	began	began
prove	assess	assess
proves	reveals	reveals
prove	!	!
proved	!	!
proves	ocean.	ocean.
met	began	began
meet	monroe	monroe
meets	meets	meets
meet	meet	meet
met	met	met
meets	meets	meets
used	used	used
use	use	use
uses	uses	uses
use	bulk	bulk
used	using	using
uses	used,	used,
became	became	became
become	become	becoming
becomes	became	becomes
become	become	become
became	became	became
becomes	becomes	becomes
proved	stated	stated
prove	considered	considered
proves	strengthened	strengthened
prove	!	!
proved	!	!
proves	prove	prove
brought	bringing	bringing
bring	fed	fed
brings	puts	puts
bring	bring	bring
brought	bring	bring
brings	fake	fake
determined	ensured	ensured
determine	santo	santo
determines	prove	prove
determine	!	!
determined	!	!
determines	violated	decides
decided	did,	did,
decide	advised	advised
decides	decides	decides
decide	decide	decide
decided	decided	decided
decides	decides	decides
followed	followed	followed
follow	ms	ms
follows	followed	followed
follow	suffix	preservation
followed	neighborhood.	neighborhood.
follows	confused	joins
resolved	renamed	renamed
resolve	undertake	undertake
resolves	explains	sciences.
resolve	!	!
resolved	!	!
resolves	leads	leads
won	won	won
win	win	win
wins	wins	wins
win	win	win
won	victories	victories
wins	winning	winning
bought	acquired	acquired
buy	buy	buy
buys	company	company
buy	!	!
bought	!	!
buys	prevents	prevents
studied	taught	taught
study	studying	studying
studies	research,	research,
study	study	study
studied	study	study
studies	studying	studying
liked	sung	sung
like	remember	remember
likes	loves	painter.
like	investors	investors
liked	sung	sung
likes	doesn't	doesn't
eliminated	kong.	disbanded
eliminate	trailing	trailing
eliminates	solve	kong.
eliminate	!	!
eliminated	!	!
eliminates	trailing	trailing
led	disbanded	disbanded
lead	leads	leads
leads	lead.	lead.
lead	gain	gain
led	led	led
leads	leads	leads
ended	knocked	knocked
end	ending	ending
ends	ends	expense
end	go	reunion
ended	got	got
ends	ending	ending
saved	disbanded	disbanded
save	save	save
saves	escapes	escapes
save	tackles	tackles
saved	basketball	basketball
saves	save	syndrome
served	served	served
serve	serves	serves
serves	serves	serves
serve	served	served
served	served	served
serves	serves	serves
lived	recorded	recorded
live	resided	reside
lives	concerts	concerts
live	lives.	lives.
lived	living	living
lives	resided	resided
went	went	went
go	goes	go
goes	went	went
go	went	seek
went	went	went
goes	goes	goes
decided	cyprus	cyprus
decide	decides	decides
decides	asks	asks
decide	persuade	persuade
decided	decided	decided
decides	decides	decides
understood	forgotten	forgotten
understand	understand	explain
understands	know	me,
understand	!	!
understood	!	!
understands	stretches	hear
served	served	served
serve	serve	serve
serves	served	served
serve	serve	replace
served	served	completed
serves	serves	serves
stayed	stays	stays
stay	sail	sail
stays	gets	gets
stay	stay	corresponding
stayed	summoned	summoned
stays	remained	remained
helped	helped	helped
help	helps	helps
helps	helped	helped
help	help	help
helped	help	help
helps	helps	helps
seemed	surprised	surprised
seem	proved	proved
seems	decides	decides
seem	seem	seem
seemed	resolved	resolved
seems	doesn't	doesn't
kept	kept	paid
keep	keep	keep
keeps	freight	freight
keep	kept	kept
kept	kept	kept
keeps	keeps	keeps
said	replied	replied
say	say	say
says	wrote	wrote
say	said	said
said	said	excluded
says	says	says
allowed	permitted	judged
allow	allowing	allowing
allows	provides	demonstrates
allow	allow	allow
allowed	allowed	permitted
allows	enables	enables
came	came	came
come	comes	comes
comes	came	competed
come	get	get
came	came	came
comes	comes	comes
remained	remained	remained
remain	remain	remain
remains	remained	remained
remain	cause	cause
remained	remained	altered
remains	remain	became
took	took	took
take	take	take
takes	took	took
take	take	take
took	took	taken
takes	takes	takes
avoided	waived	waived
avoid	timing	timing
avoids	demonstrates	demonstrates
avoid	!	!
avoided	!	!
avoids	finds	finds
earned	awarded	awarded
earn	earn	earn
earns	earned	earned
earn	!	!
earned	!	!
earns	earning	earning
remained	remained	remained
remain	remain	remain
remains	remained	remained
remain	remained	cause
remained	remained	teeth
remains	remain	remain
studied	research	research
study	studying	studying
studies	teaching	teaching
study	studies,	studies,
studied	studies,	studies,
studies	studying	studying
promoted	revolution,	revolution,
promote	permission	permission
promotes	preserve	preserve
promote	promote	promote
promoted	reflected	reflected
promotes	permission	permission
took	took	took
take	take	take
takes	took	took
take	involve	involve
took	taken	taken
takes	consists	consists
increased	increased	struggled
increase	decreased	decreased
increases	decrease	decrease
increase	reduces	reduces
increased	reduces	reduces
increases	decreased	decreased
included	include:	ranged
include	include	include
includes	included	including
include	contains	contains
included	comprises	comprises
includes	include	include
saved	protect	protect
save	outcome	strange
saves	saved	saved
save	milk	milk
saved	departed	departed
saves	crossed	vocals
ran	ran	ran
run	run	run
runs	runs	runs
run	run	run
ran	run	run
runs	passes	passes
said	said.	said.
say	stated	stated
says	explain	explain
say	thus,	thus,
said	said	inducted
says	say	say
joined	resign	resign
join	join	join
joins	emigrated	emigrated
join	join	towards
joined	rejoined	rejoined
joins	joining	joining
built	construct	construct
build	constructed	constructed
builds	construct	44,
build	!	!
built	!	!
builds	constructed	constructed
studied	examined	examined
study	studying	ph.d.
studies	studies	study,
study	study.	study.
studied	studies.	studies.
studies	studying	studying
happened	refuses	refuses
happen	occurred	occurred
happens	refuses	refuses
happen	write	write
happened	said	said
happens	happens	happens
found	discover	discover
find	precious	precious
finds	asks	asks
find	find	find
found	realizes	realizes
finds	subfamily	subfamily
was	been	been
be	is	is
is	been	been
be	was	was
was	was	was
is	is	is
celebrated	regarded	regarded
celebrate	celebrate	celebrate
celebrates	commemorate	funeral
celebrate	!	!
celebrated	!	!
celebrates	anniversary	anniversary
learned	recalled	recalled
learn	remove	remove
learns	discovers	discovers
learn	learned	learned
learned	schooling	schooling
learns	learns	learns
kept	kept	kept
keep	keep	keep
keeps	kept	website,
keep	keep	keep
kept	europe,	europe,
keeps	hears	hears
found	discover	discover
find	find	find
finds	discovers	discovers
find	forget	forget
found	found	found
finds	finds	finds
earned	averaged	averaged
earn	earning	earning
earns	earning	earning
earn	!	!
earned	!	!
earns	earning	earning
became	became	became
become	become	become
becomes	became	became
become	turns	turns
became	thought	thought
becomes	become	become
liked	liked	liked
like	remember	remember
likes	liked	liked
like	chef	chef
liked	thought	millions
likes	loved	loved
sought	facilitate	facilitate
seek	seek	seek
seeks	facilitate	facilitate
seek	sought	aims
sought	aims	aims
seeks	seeks	seeks
avoided	facilitate	facilitate
avoid	avoid	effect.
avoids	facilitate	facilitate
avoid	!	!
avoided	!	!
avoids	third,	third,
produced	produced	produced
produce	me"	me"
produces	create	constitute
produce	backup	gas
produced	produced	produced
produces	produced,	produced,
prevented	persuade	persuade
prevent	calcium	calcium
prevents	prevents	prevents
prevent	affect	affect
prevented	prompted	prompted
prevents	requires	requires
asked	persuade	belongs
ask	lead,	satisfied
asks	asks	asks
ask	suspects	suspects
asked	sent	sent
asks	can't	can't
determined	assess	corresponds
determine	satisfied	soil
determines	evaluate	discover
determine	!	!
determined	!	!
determines	found.	found.
took	took	took
take	take	take
takes	taking	taking
take	took	took
took	took	took
takes	takes	takes
resolved	left	supervised
resolve	resolve	resolve
resolves	decides	decides
resolve	!	!
resolved	!	!
resolves	present	present
provided	provides	provides
provide	provide	provide
provides	provides	provides
provide	provide	provide
provided	provide	provide
provides	provide	premium
began	commenced	commenced
begin	started	pursue
begins	began	began
begin	began	coach,
began	began	began
begins	started	begins
went	gone	gone
go	goes	goes
goes	goes	throws
go	go	go
went	went	went
goes	goes	goes
served	served	served
serve	serve	serve
serves	serves	serves
serve	utilize	utilize
served	served	served
serves	serve	serve
did	did	did
do	does	does
does	!	!
do	did	did
did	did	did
does	!	!
lived	lived	lived
live	reside	reside
lives	!	!
live	enhance	enhance
lived	life	mobility
lives	!	!
prevented	preventing	preventing
prevent	inform	inform
prevents	!	!
prevent	regulate	regulate
prevented	affects	regulate
prevents	!	!
became	became	became
become	becoming	becoming
becomes	!	!
become	assess	alter
became	became	efficient
becomes	!	!
ended	outbreak	album
end	enforce	enforce
ends	!	!
end	enhance	enhance
ended	begins	electrical
ends	!	!
left	left	left
leave	leaving	leaving
leaves	leaves	leaves
leave	compromise	compromise
left	rented	rented
leaves	leaving	leaving
considered	considered	considered
consider	pass.	pass.
considers	allows	psychological
consider	understand	understand
considered	considered	considered
considers	detect	detect
saw	own.	stated,
see	see	see
sees	allows	allows
see	catch	catch
saw	successful,	successful,
sees	gave	see
saved	saved	saved
save	forget	forget
saves	gives	malayalam
save	bat	bat
saved	runs,	played
saves	episode,	episode,
said	said.	said.
say	tell	tell
says	saying	saying
say	understand	understand
said	feels	feels
says	remarked	remarked
proved	proven	proven
prove	seemed	seemed
proves	!	!
prove	evaluate	evaluate
proved	violated	violated
proves	!	!
sent	selling	selling
send	send	send
sends	!	!
send	define	define
sent	sent	sent
sends	!	!
created	"little	"little
create	create	create
creates	!	!
create	assess	assess
created	specified	specified
creates	!	!
met	lisa	1939,
meet	picks	picks
meets	!	!
meet	define	define
met	specified	specified
meets	!	!
showed	shows	pregnant
show	showing	showing
shows	!	!
show	show	show
showed	show	show
shows	!	!
made	made	made
make	making	making
makes	allows	allows
make	make	make
made	made	made
makes	making	making
protected	eligible	hide
protect	temperate	temperate
protects	strengthen	strengthen
protect	!	!
protected	!	!
protects	prehistoric	prehistoric
included	included	included
include	include	include
includes	included	included
include	include	include
included	included	included
includes	includes	includes
decided	decided	decided
decide	sing	sing
decides	decided	decided
decide	able	able
decided	able	able
decides	decides	tries
ended	start	start
end	ending	ending
ends	outbreak	outbreak
end	1970s,	1970s,
ended	torn	personally
ends	ending	ending
extended	extends	reflected
extend	extend	flank
extends	!	!
extend	access	access
extended	received	received
extends	!	!
went	went	went
go	goes	goes
goes	!	!
go	went	went
went	went	went
goes	!	!
liked	reminiscent	reminiscent
like	make	make
likes	!	!
like	struggles	encouraged
liked	encouraged	encouraged
likes	!	!
served	served	served
serve	serve	serve
serves	!	!
serve	serve	serve
served	served	served
serves	!	!
changed	changes	changes
change	switch	switch
changes	!	!
change	change	change
changed	change	change
changes	!	!
returned	returned	returned
return	return	return
returns	returning	arrival
return	return	enter
returned	returned	returned
returns	returns	returns
learned	complained	complained
learn	slide	slide
learns	knew	implied
learn	discovers	give
learned	discovers	discovers
learns	"old	"old
thought	thinks	thinks
think	believed	believed
thinks	really	really
think	woman,	woman,
thought	woman,	woman,
thinks	believed	believed
became	became	became
become	become	become
becomes	became	became
become	become	become
became	became	became
becomes	becoming	becoming
understood	rejoined	rejoined
understand	understand	understand
understands	prevent	explores
understand	!	!
understood	!	!
understands	evidence	evidence
sent	!	!
send	ordered	ordered
sends	!	!
send	serve	space.
sent	gives	gives
sends	dispatched	dispatched
needed	!	!
need	required	required
needs	!	!
need	wishing	wishing
needed	needed	needed
needs	required	required
preserved	!	!
preserve	constructed	constructed
preserves	!	!
preserve	enable	enable
preserved	!	!
preserves	reconstructed	reconstructed
developed	!	!
develop	built	built
develops	!	!
develop	sustain	sustain
developed	creates	produces
develops	developed.	developed.
served	!	!
serve	serve	serve
serves	!	!
serve	serve	serve
served	served	served
serves	serving	serving
protected	protected	protected
protect	protect	protect
protects	!	!
protect	raising	raising
protected	raising	raising
protects	!	!
required	fired	fired
require	eligible	eligible
requires	!	!
require	require	require
required	raising	raising
requires	!	!
happened	fired	fired
happen	oversee	oversee
happens	!	!
happen	expect	difficult
happened	concerns	concerns
happens	!	!
saved	fired	fired
save	save	save
saves	!	!
save	profit	profit
saved	concerns	concerns
saves	!	!
understood	pleased	pleased
understand	understand	understand
understands	!	!
understand	raising	raising
understood	raising	raising
understands	!	!
brought	brought	brought
bring	bring	bring
brings	brought	steal
bring	bring	bring
brought	followed	followed
brings	brings	brings
led	run,	run,
lead	leads	leads
leads	lead,	lead,
lead	persuade	persuade
led	led	led
leads	leads	leads
had	had	had
have	have	have
has	has	has
have	have	have
had	had	had
has	has	has
sought	began	began
seek	wanted	objectives
seeks	serve	serve
seek	sought	persuade
sought	embarked	embarked
seeks	seeks	seeks
said	said.	said.
say	tell	tell
says	you	you
say	abolition	abolition
said	blamed	blamed
says	tell	tell
looked	topped	topped
look	give	give
looks	looks	looks
look	accept	accept
looked	discussed	discussed
looks	looks	looks
resolved	overcome	overcome
resolve	be	be
resolves	underwent	underwent
resolve	!	!
resolved	!	!
resolves	decisive	decisive
returned	returned	returned
return	return	return
returns	returned	returned
return	visit	visit
returned	returned	returned
returns	relocated	relocated
used	used	used
use	used,	resemble
uses	uses	uses
use	use	use
used	used	used
uses	uses	uses
offered	attended	attended
offer	offer	offer
offers	offers	offers
offer	offer	offer
offered	provided	provided
offers	offers	offers
believed	replied	replied
believe	thought	demonstrate
believes	believes	tries
believe	said	said
believed	said	said
believes	chose	chose
felt	friend,	friend,
feel	"some	"some
feels	springs,	springs,
feel	love	love
felt	felt	malcolm
feels	"some	"some
determined	determining	determining
determine	survivors	survivors
determines	holds	holds
determine	!	!
determined	!	!
determines	survivors	survivors
gave	given	given
give	give	give
gives	delivers	delivers
give	gave	fulfill
gave	given	given
gives	gives	gives
thought	thinks	"just
think	believed	think
thinks	thinks	thinks
think	think	think
thought	thought	thought
thinks	believed	believed
came	came	came
come	coming	fell
comes	came	came
come	coming	coming
came	came	came
comes	comes	comes
included	included	included
include	featured	featured
includes	includes	includes
include	contains	include
included	comprises	include
includes	featured	includes
saved	saved	saved
save	save	save
saves	saves	saves
save	rebounds	rebounds
saved	first-team	first-team
saves	"b"	"b"
said	informed	informed
say	say	say
says	you	you
say	said	airways
said	remarked	remarked
says	said,	said,
sought	sought	travelled
seek	seeks	seeks
seeks	calls	calls
seek	seek	seek
sought	sought	sought
seeks	seeks	seeks
helped	helped	helped
help	help	help
helps	helps	helps
help	help	help
helped	helped	helped
helps	helps	helps
received	received	received
receive	receive	receive
receives	receives	receives
receive	receive	receive
received	received	received
receives	earned	earned
came	came	came
come	come	come
comes	comes	comes
come	came	came
came	came	came
comes	comes	comes
got	got	gaining
get	get	get
gets	wants	wants
get	get	get
got	getting	getting
gets	get	get
told	questioned	questioned
tell	realizes	realizes
tells	wants	wants
tell	informs	tell
told	informs	informs
tells	tells	tells
stopped	halt	fired
stop	stop	stop
stops	arrive	arrive
stop	stop	stop
stopped	experts	experts
stops	arrives	arrives
looked	looking	looking
look	look	turn
looks	looks	looks
look	look	look
looked	sought	somewhat
looks	arrives	arrives
became	became	becoming
become	become	become
becomes	became	became
become	communicate	communicate
became	became	became
becomes	becomes	becomes
reduced	affects	affects
reduce	increase	increase
reduces	affects	affects
reduce	increases	increases
reduced	increases	increased
reduces	cooling	cooling
sought	sought	sought
seek	seek	seek
seeks	goes	goes
seek	sought	sought
sought	sought	sought
seeks	seeking	steal
came	came	came
come	come	regain
comes	!	!
come	problems	problems
came	came	came
comes	!	!
used	use.	use.
use	uses	uses
uses	!	!
use	using	using
used	using	causes
uses	!	!
learned	sure	favored
learn	regain	regain
learns	!	!
learn	decides	relationship.
learned	convinced	convinced
learns	!	!
went	went	going
go	goes	regain
goes	!	!
go	went	detect
went	went	went
goes	!	!
held	held	held
hold	regain	regain
holds	!	!
hold	alter	undergo
held	offered	offered
holds	!	!
got	lacking	lacking
get	notice	notice
gets	asks	asks
get	me	me
got	knocked	knocked
gets	get	get
began	began	began
begin	started	started
begins	began	began
begin	began	start
began	began	began
begins	started	commenced
accepted	referred	referred
accept	upon	upon
accepts	feels	feels
accept	contest.	contest.
accepted	named	employs
accepts	voters	voters
became	became	became
become	becoming	becoming
becomes	became	became
become	become	become
became	become	become
becomes	becoming	was
discussed	adviser	adviser
discuss	communicate	communicate
discusses	asks	asks
discuss	required.	required.
discussed	inducted	inducted
discusses	operas	operas
protected	protected	protected
protect	protect	protect
protects	creates	creates
protect	!	!
protected	!	!
protects	protect	protect
brought	brought	disorder
bring	bring	went
brings	brought	township,
bring	bring	bring
brought	linked	linked
brings	came	went
started	profession	profession
start	began	began
starts	endurance	endurance
start	begin	begin
started	started	started
starts	began	began
eliminated	eliminated	eliminated
eliminate	flee	flee
eliminates	mollusk	mollusk
eliminate	!	!
eliminated	!	!
eliminates	waived	waived
accommodated	sizes	sizes
accommodate	!	!
accommodates	enable	opposing
accommodate	!	!
accommodated	!	!
accommodates	!	!
reached	reached	reached
reach	reach	reach
reaches	experiences	experiences
reach	reach	period.
reached	resided	period.
reaches	ranked	ranked
knew	feels	feels
know	learn	routine
knows	thinks	does
know	hear	hear
knew	resided	resided
knows	knows	loves
sent	immigrated	sit
send	dispatched	dispatched
sends	experiences	experiences
send	listen	listen
sent	gives	gives
sends	sends	sends
called	stayed	stayed
call	titled	titled
calls	experiences	experiences
call	visits	tests
called	worked	worked
calls	titled	titled
worked	worked	worked
work	"live	"live
works	works	works
work	work	portraits
worked	worked	worked
works	serves	aims
earned	earned	earned
earn	earn	earn
earns	sends	sends
earn	!	!
earned	!	!
earns	reaches	reaches
protected	purchased	purchased
protect	protect	protect
protects	escapes	escapes
protect	!	!
protected	!	!
protects	reaches	reaches
met	met	met
meet	meet	meet
meets	meets	meets
meet	meet	meet
met	met	met
meets	meets	contestant
got	got	got
get	get	get
gets	gets	gets
get	get	get
got	got	got
gets	get	get
built	created	created
build	built,	built,
builds	arose	arose
build	!	!
built	!	!
builds	constructed	constructed
won	victory	victory
win	win	win
wins	victory	victory
win	win	win
won	victories	victories
wins	winning	re-elected
provided	provides	provides
provide	provide	provide
provides	provides	provides
provide	provide	provide
provided	provide	provide
provides	reveals	identifies
built	constructing	constructing
build	constructed	constructed
builds	construct	1932,
build	!	!
built	!	!
builds	constructed	constructed
asked	vicar	vicar
ask	willing	willing
asks	tells	tells
ask	(except	(except
asked	instructed	instructed
asks	shocked	shocked
thought	thought	thought
think	believed	believed
thinks	realizes	realizes
think	know	know
thought	thought	thought
thinks	believed	believed
resolved	headed	cooperation
resolve	depend	depend
resolves	continues	continues
resolve	!	!
resolved	!	!
resolves	seriously	seriously
offered	provides	provides
offer	offers	offers
offers	gave	gave
offer	offer	offer
offered	provides	provides
offers	bestowed	bestowed
had	had	has
have	have	have
has	has	has
have	have	have
had	had	had
has	has	has
avoided	wasn't	wasn't
avoid	regarded	regarded
avoids	nearest	nearest
avoid	!	!
avoided	!	!
avoids	seriously	seriously
developed	discipline	discipline
develop	utilized	utilized
develops	build	evaluate
develop	bore	utilized
developed	physicist	physicist
develops	evolved	undergone
stayed	career	career
stay	resided	resided
stays	mounted	mounted
stay	knee	knee
stayed	knee	1960.
stays	resided	resided
proved	proved	proved
prove	proven	proven
proves	find	collect
prove	!	!
proved	!	!
proves	proven	evaluated
brought	brings	brings
bring	put	put
brings	brought	brought
bring	included:	included:
brought	occurred	powell
brings	transferred	transferred
liked	500	500
like	(footballer)	(footballer)
likes	unlike	unlike
like	didn't	didn't
liked	spoke	spoke
likes	wanted	said
served	serves	serves
serve	serving	serving
serves	serves	replace
serve	served	served
served	serve	serve
serves	serving	serving
supported	supporting	supporting
support	brother.	brother.
supports	!	!
support	sustain	sustain
supported	made	made
supports	!	!
called	spells	spells
call	named	named
calls	!	!
call	visits	visits
called	threat	threat
calls	!	!
got	got	got
get	get	get
gets	!	!
get	needs	needs
got	enjoys	enjoys
gets	!	!
told	asserted	asserted
tell	informs	died,
tells	!	!
tell	informs	reveals
told	tell	tell
tells	!	!
learned	intelligent	intelligent
learn	learns	learns
learns	!	!
learn	learned	learned
learned	learned	learned
learns	!	!
left	1915,	1915,
leave	leave	leave
leaves	leaves	leaves
leave	leave	leave
left	larvae	larvae
leaves	leaving	leaving
knew	speculated	speculated
know	aware	aware
knows	"was	"was
know	understand	understand
knew	closed	sat
knows	concludes	afraid
allowed	closed	cerambycidae.
allow	willing	willing
allows	gives	gives
allow	enables	allowed
allowed	enables	allowed
allows	allows	want
created	founded	founded
create	submitted	diary
creates	add	add
create	disputed	disputed
created	acquired	acquired
creates	concludes	concludes
wanted	wanted	wanted
want	willing	willing
wants	wish	wish
want	willing	inform
wanted	decided	decided
wants	want	want
made	made	made
make	makes	makes
makes	!	!
make	made	true
made	made	made
makes	!	!
remained	remained	remained
remain	remain	remain
remains	!	!
remain	remained	true
remained	remained	remained
remains	!	!
felt	observed	observed
feel	examine	examine
feels	!	!
feel	loved	loved
felt	fears	fears
feels	!	!
discussed	discussed	commenced
discuss	discuss	discuss
discusses	!	!
discuss	regards	regards
discussed	voluntary	voluntary
discusses	!	!
became	became	became
become	become	become
becomes	!	!
become	become	become
became	encounters	encounters
becomes	!	!
supported	supporting	supporting
support	advocated	advocated
supports	assistance	assistance
support	support	support
supported	relies	relies
supports	initiated	initiated
made	sell	sell
make	making	makes
makes	bring	convince
make	require	require
made	made	made
makes	making	making
asked	say	say
ask	asking	asking
asks	convince	convince
ask	find	find
asked	find	say
asks	admits	edith
started	started	started
start	began	began
starts	talents	talents
start	begins	begins
started	begins	begins
starts	began	began
told	say	say
tell	informs	informs
tells	convince	convince
tell	reveals	reveals
told	told	told
tells	informs	informs
reached	crossed	crossed
reach	reach	reach
reaches	reached	reached
reach	sustain	sustain
reached	feeds	feeds
reaches	peaked	peaked
left	crossed	crossed
leave	destroy	destroy
leaves	lap	lap
leave	leave	leave
left	leaves.	rented
leaves	touchdowns	played
studied	study,	retrospective
study	studying	studying
studies	retrospective	retrospective
study	studies,	research
studied	studies,	studies,
studies	worked	worked
followed	followed	followed
follow	follow	follow
follows	followed	followed
follow	recover	preserve
followed	surfaces	surfaces
follows	follow	follow
changed	changed	changed
change	change	change
changes	changes	changes
change	change	change
