rougher	denser	denser
tasty	!align="right	!align="right
tastiest	!align="right	!align="right
tasty	happier	happier
tastier	happy	happy
tastiest	!align="right	!align="right
faster	quickest	quickest
fastest	slower	slower
fast	!align="right	!align="right
fastest	slow	slow
faster	slow	slow
fast	!align="right	!align="right
greater	tremendous	tremendous
great	great	great
greatest	!align="right	!align="right
great	great	great
greater	finest	finest
greatest	!align="right	!align="right
richer	richer	richer
rich	poor	poor
richest	richest	richest
rich	black	wealthy
richer	paler	paler
richest	finest	poor
tastier	!align="right	!align="right
tasty	!align="right	colspan=3|total
tastiest	!align="right	!align="right
tasty	!align="right	!align="right
tastier	!align="right	!align="right
tastiest	!align="right	!align="right
thinner	thicker	thicker
thin	thick	thick
thinnest	finest	westernmost
thin	!align="right	!align="right
thinner	!align="right	!align="right
thinnest	finest	finest
rougher	flatter	risky
rough	!align="right	colspan=3|total
roughest	finest	finest
rough	!align="right	!align="right
rougher	!align="right	!align="right
roughest	!align="right	!align="right
luckier	grandpa	grandpa
lucky	!align="right	colspan=3|total
luckiest	finest	finest
lucky	!align="right	!align="right
luckier	!align="right	!align="right
luckiest	!align="right	!align="right
tighter	tighter	tighter
tight	blanket	suffused
tightest	!align="right	!align="right
tight	thin	thin
tighter	thicker	thicker
tightest	!align="right	!align="right
kinder	sort	sort
kind	sturgeon	sturgeon
kindest	!align="right	!align="right
kind	thin	thin
kinder	thicker	thicker
kindest	!align="right	!align="right
swifter	randle	randle
swift	!align="right	!align="right
swiftest	!align="right	!align="right
swift	thin	thin
swifter	thicker	thicker
swiftest	!align="right	!align="right
messier	complicated	easier
messy	zenit	zenit
messiest	!align="right	!align="right
messy	thin	thin
messier	thicker	thicker
messiest	!align="right	!align="right
deeper	deeper	deeper
deep	deep	deep
deepest	!align="right	!align="right
deep	deep	deep
deeper	deeper	deeper
deepest	!align="right	!align="right
lower	lower	lower
low	upper	upper
lowest	highest	highest
low	low	low
lower	lower	lower
lowest	upper	upper
costlier	difficult	difficult
costly	!align="right	!align="right
costliest	expensive	expensive
costly	!align="right	!align="right
costlier	!align="right	!align="right
costliest	!align="right	colspan=3|total
narrower	narrower	narrower
narrow	narrow	narrow
narrowest	narrowest	narrowest
narrow	narrow	narrow
narrower	narrower	narrower
narrowest	narrowest	narrowest
leaner	harder	harder
lean	!align="right	!align="right
leanest	driest	driest
lean	!align="right	!align="right
leaner	!align="right	!align="right
leanest	!align="right	colspan=3|total
younger	younger	younger
young	older	young
youngest	21-year-old	21-year-old
young	frail	frail
younger	eldest	eldest
youngest	older	youngest
smaller	!align="right	!align="right
small	larger	small
smallest	!align="right	!align="right
small	small	small
smaller	largest	largest
smallest	larger	larger
gentler	!align="right	!align="right
gentle	hairs	hairs
gentlest	!align="right	!align="right
gentle	hairs	hairs
gentler	!align="right	!align="right
gentlest	!align="right	!align="right
mightier	!align="right	!align="right
mighty	hairs	hairs
mightiest	!align="right	!align="right
mighty	hairs	hairs
mightier	!align="right	!align="right
mightiest	!align="right	!align="right
leaner	!align="right	!align="right
lean	hairs	hairs
leanest	!align="right	!align="right
lean	hairs	hairs
leaner	!align="right	!align="right
leanest	!align="right	!align="right
fancier	!align="right	!align="right
fancy	hairs	hairs
fanciest	!align="right	!align="right
fancy	hairs	hairs
fancier	!align="right	!align="right
fanciest	!align="right	!align="right
kinder	sort	sort
kind	philips	philips
kindest	!align="right	!align="right
kind	knife	knife
kinder	smoother	smoother
kindest	!align="right	!align="right
wider	wider	wider
wide	broader	wide
widest	!align="right	!align="right
wide	wide	wide
wider	wider	wider
widest	!align="right	!align="right
pricier	!align="right	!align="right
pricey	!align="right	!align="right
priciest	!align="right	!align="right
pricey	knife	knife
pricier	smoother	smoother
priciest	!align="right	!align="right
firmer	company	company
firm	!align="right	!align="right
firmest	!align="right	!align="right
firm	knife	knife
firmer	smoother	smoother
firmest	!align="right	!align="right
brighter	brighter	brighter
bright	bright	bright
brightest	!align="right	!align="right
bright	bright	bright
brighter	brighter	brighter
brightest	!align="right	!align="right
steadier	faster	faster
steady	!align="right	colspan=3|total
steadiest	greatest	greatest
steady	!align="right	!align="right
steadier	!align="right	!align="right
steadiest	!align="right	colspan=3|total
classier	!align="right	!align="right
classy	!align="right	colspan=3|total
classiest	!align="right	!align="right
classy	!align="right	!align="right
classier	!align="right	!align="right
classiest	!align="right	colspan=3|total
sadder	ashamed	ashamed
sad	!align="right	colspan=3|total
saddest	ashamed	ashamed
sad	!align="right	!align="right
sadder	!align="right	!align="right
saddest	!align="right	colspan=3|total
meaner	extremes	extremes
mean	!align="right	colspan=3|total
meanest	variance	variance
mean	!align="right	!align="right
meaner	!align="right	!align="right
meanest	!align="right	colspan=3|total
faster	faster	faster
fastest	slow	slow
fast	quickest	quickest
fastest	slow	slow
faster	slow	faster
fast	slower	slower
louder	!align="right	colspan=3|total
loud	quiet	quiet
loudest	!align="right	colspan=3|total
loud	quiet	quiet
louder	!align="right	!align="right
loudest	loud	loud
newer	!align="right	!align="right
new	quiet	quiet
newest	!align="right	!align="right
new	latest	latest
newer	latest	latest
newest	larger	larger
bloodier	!align="right	!align="right
bloody	quiet	quiet
bloodiest	!align="right	!align="right
bloody	quiet	quiet
bloodier	!align="right	!align="right
bloodiest	!align="right	!align="right
younger	!align="right	!align="right
young	young	young
youngest	!align="right	!align="right
young	quiet	charming
younger	oldest	oldest
youngest	older	older
closer	!align="right	colspan=3|total
close	close	close
closest	!align="right	colspan=3|total
close	close	close
closer	nearest	nearest
closest	close	close
clearer	clearer	clearer
clear	clear	19.2
clearest	!align="right	!align="right
clear	unrestricted	unrestricted
clearer	sharper	sharper
clearest	!align="right	!align="right
richer	richer	richer
rich	8.1	8.1
richest	!align="right	!align="right
rich	rich	rich
richer	rich	rich
richest	!align="right	!align="right
meaner	imply	imply
mean	!align="right	!align="right
meanest	!align="right	!align="right
mean	unrestricted	unrestricted
meaner	sharper	sharper
meanest	!align="right	!align="right
older	older	older
old	old	old
oldest	!align="right	!align="right
old	largest	largest
older	largest	better
oldest	!align="right	!align="right
deeper	deeper	deeper
deep	deep	deep
deepest	!align="right	!align="right
deep	deep	deep
deeper	deeper	deeper
deepest	!align="right	!align="right
tastier	!align="right	!align="right
tasty	!align="right	!align="right
tastiest	!align="right	!align="right
tasty	!align="right	!align="right
tastier	!align="right	!align="right
tastiest	!align="right	!align="right
weaker	stronger	stronger
weak	weak	weak
weakest	strongest	strongest
weak	cannons	cannons
weaker	stronger	stronger
weakest	strongest	strongest
sadder	happier	happier
sad	!align="right	!align="right
saddest	novi	novi
sad	!align="right	!align="right
sadder	!align="right	!align="right
saddest	!align="right	!align="right
better	better	better
good	best	best
best	excellent	excellent
good	better	favorite
better	better	better
best	best	best
stronger	stronger	stronger
strong	strong	strong
strongest	strongest	strongest
strong	strong	strong
stronger	stronger	stronger
strongest	strongest	strongest
lighter	ultraviolet	ultraviolet
light	heavier	heavier
lightest	!align="right	!align="right
light	warm	warm
lighter	warmer	warmer
lightest	!align="right	!align="right
wilder	squirrels	squirrels
wild	kanye	kanye
wildest	!align="right	!align="right
wild	warm	warm
wilder	warmer	warmer
wildest	!align="right	!align="right
prettier	less	less
pretty	!align="right	!align="right
prettiest	!align="right	!align="right
pretty	warm	warm
prettier	warmer	warmer
prettiest	!align="right	!align="right
heavier	heavier	heavier
heavy	heavy	heavy
heaviest	!align="right	!align="right
heavy	heavy	heavy
heavier	heavy	heavy
heaviest	!align="right	!align="right
deeper	deeper	deeper
deep	deep	deep
deepest	!align="right	!align="right
deep	warm	cold
deeper	deeper	deeper
deepest	!align="right	!align="right
newer	newly	newly
new	laserdisc	laserdisc
newest	!align="right	!align="right
new	latest	latest
newer	latest	portable
newest	!align="right	!align="right
bloodier	violent	sexism
bloody	!align="right	!align="right
bloodiest	!align="right	!align="right
bloody	thick	thick
bloodier	thicker	thicker
bloodiest	!align="right	!align="right
prettier	fairly	worst
pretty	!align="right	!align="right
prettiest	!align="right	!align="right
pretty	thick	thick
prettier	thicker	thicker
prettiest	!align="right	!align="right
softer	lighter	lighter
soft	soft	soft
softest	!align="right	!align="right
soft	thick	thick
softer	thicker	thicker
softest	!align="right	!align="right
taller	height	height
tall	desolate	desolate
tallest	!align="right	!align="right
tall	thick	thick
taller	shorter	shorter
tallest	!align="right	!align="right
newer	!align="right	!align="right
new	larger	fade
newest	!align="right	!align="right
new	latest	latest
newer	latest	latest
newest	larger	larger
weaker	!align="right	!align="right
weak	stronger	stronger
weakest	!align="right	!align="right
weak	drake	drake
weaker	strongest	strongest
weakest	stronger	stronger
longer	!align="right	!align="right
long	shorter	shorter
longest	!align="right	!align="right
long	long	long
longer	shortest	shortest
longest	shorter	shorter
smarter	!align="right	!align="right
smart	better	better
smartest	!align="right	!align="right
smart	muscular	muscular
smarter	!align="right	!align="right
smartest	faster	faster
riskier	!align="right	!align="right
risky	muscular	muscular
riskiest	!align="right	!align="right
risky	muscular	muscular
riskier	!align="right	!align="right
riskiest	!align="right	!align="right
thicker	lighter	concave
thick	thin	thin
thickest	dense	dense
thick	!align="right	!align="right
thicker	!align="right	!align="right
thickest	thickened	centimeter
bloodier	krajina	overt
bloody	!align="right	!align="right
bloodiest	rarest	darkest
bloody	!align="right	!align="right
bloodier	!align="right	!align="right
bloodiest	!align="right	!align="right
happier	happier	happier
happy	prosperous	prosperous
happiest	happier	happier
happy	!align="right	!align="right
happier	!align="right	!align="right
happiest	richest	"if
sharper	hammers	hammers
sharp	socialite	socialite
sharpest	kenya's	kenya's
sharp	!align="right	!align="right
sharper	!align="right	!align="right
sharpest	tallest	anniversary
stronger	stronger	stronger
strong	strong	strong
strongest	strongest	strongest
strong	strong	strong
stronger	stronger	stronger
strongest	strong	strong
classier	!align="right	!align="right
classy	!align="right	!align="right
classiest	!align="right	!align="right
classy	partial	partial
classier	smith	smith
classiest	!align="right	!align="right
lighter	fluorescent	gordon
light	dark	dark
lightest	!align="right	!align="right
light	partial	partial
lighter	smith	smith
lightest	!align="right	!align="right
gentler	richards	richards
gentle	!align="right	!align="right
gentlest	!align="right	!align="right
gentle	partial	partial
gentler	smith	smith
gentlest	!align="right	!align="right
narrower	laterally	laterally
narrow	length	length
narrowest	!align="right	!align="right
narrow	complete	complete
narrower	narrow	narrow
narrowest	!align="right	!align="right
livelier	rogers	rogers
lively	!align="right	!align="right
liveliest	!align="right	!align="right
lively	partial	partial
livelier	smith	smith
liveliest	!align="right	!align="right
savvier	!align="right	!align="right
savvy	foolish	foolish
savviest	!align="right	!align="right
savvy	foolish	foolish
savvier	!align="right	!align="right
savviest	!align="right	!align="right
livelier	!align="right	!align="right
lively	foolish	foolish
liveliest	!align="right	!align="right
lively	foolish	foolish
livelier	!align="right	!align="right
liveliest	!align="right	!align="right
harder	!align="right	!align="right
hard	better	better
hardest	!align="right	!align="right
hard	savage	savage
harder	toughest	toughest
hardest	hard	hard
taller	!align="right	!align="right
tall	tall	tall
tallest	!align="right	!align="right
tall	tower	stone
taller	oldest	oldest
tallest	tall	tall
freer	!align="right	!align="right
free	better	better
freest	!align="right	!align="right
free	foolish	foolish
freer	!align="right	!align="right
freest	sharper	sharper
sadder	!align="right	!align="right
