rougher	cheaper	cheaper
requires	necessary	necessary
celebrated	commemorate	commemorate
celebrate	celebrate	celebrate
celebrates	commemorate	arrives
celebrate	celebrate	celebrate
celebrated	celebrated	celebrated
celebrates	celebrate	celebrate
ended	ends	ends
end	ending	ending
ends	ends	ends
end	ended	ended
ended	ended	ended
ends	ends	ends
raised	raised	raised
raise	raise	raise
raises	raised	raised
raise	raise	raise
raised	raised	raised
raises	raises	raises
seemed	seems	seems
seem	seems	seems
seems	seems	seems
seem	seem	seem
seemed	seemed	seem
seems	seems	seems
required	required	required
require	require	requiring
requires	requires	requires
require	require	require
required	required	required
requires	requires	requires
showed	shows	shows
show	showing	showing
shows	shows	shows
show	show	show
showed	shown	shown
shows	showing	demonstrates
served	served	served
serve	serving	serving
serves	serves	serves
serve	serve	serve
served	served	served
serves	serves	serves
reached	reached	reached
reach	reach	reach
reaches	reached	reaches
reach	reach	reach
reached	reached	reached
reaches	reaching	reaching
tried	tried	tried
try	attempted	try
tries	tries	tries
try	decides	try
tried	tried	tried
tries	tries	tries
prevented	prevented	prevented
prevent	prevent	prevent
prevents	prevents	prevents
prevent	prevent	prevent
prevented	prevented	prevented
prevents	prevents	prevents
became	became	became
become	becoming	becoming
becomes	became	became
become	became	become
became	became	became
becomes	becoming	becomes
turned	turned	turned
turn	turning	turning
turns	turns	turns
turn	turned	turned
turned	turned	turned
turns	turning	turning
determined	believed	believed
determine	decide	decide
determines	determines	determines
determine	determine	determine
determined	believed	believed
determines	decides	decides
started	begin	begin
start	began	began
starts	begin	begin
start	begins	begins
started	begins	begins
starts	began	began
kept	kept	kept
keep	keep	keep
keeps	kept	keeps
keep	keep	keep
kept	believed	keep
keeps	keeps	keeps
served	served	served
serve	serving	serving
serves	served	served
serve	serve	serve
served	serve	serve
serves	serving	serving
said	believed	believed
say	stated	says
says	says	says
say	said	said
said	said	said
says	says	says
eliminated	directed	directed
eliminate	create	lose
eliminates	eliminates	eliminates
eliminate	create	eliminate
eliminated	written	written
eliminates	eliminates	eliminates
asked	asked	asked
ask	wished	wished
asks	asks	asks
ask	tells	decide
asked	asked	asked
asks	asks	asks
got	got	got
get	get	get
gets	gets	gets
get	get	get
got	get	getting
gets	get	gets
led	directed	narrated
lead	leads	leads
leads	leads	leads
lead	create	give
led	led	led
leads	leads	leads
followed	followed	followed
follow	follow	follow
follows	follows	follows
follow	follow	follow
followed	followed	followed
follows	follow	leads
increased	increased	increased
increase	increase	increase
increases	decrease	decrease
increase	increase	increase
increased	increased	increased
increases	increase	increase
met	met	met
meet	meet	meet
meets	meets	meets
meet	meet	meet
met	met	met
meets	meets	meets
became	becoming	becoming
become	become	become
becomes	became	became
become	become	become
became	became	become
becomes	becomes	becomes
followed	followed	followed
follow	follow	follow
follows	follows	follows
follow	follow	follow
followed	followed	followed
follows	preceded	follows
showed	shows	shows
show	shows	shows
shows	shows	shows
show	show	show
showed	show	show
shows	demonstrates	demonstrates
looked	looking	looking
look	look	look
looks	looks	looks
look	look	look
looked	looked	looked
looks	looks	looks
produced	produced	produced
produce	produce	produce
produces	produces	produces
produce	produce	produce
produced	produced	produced
produces	produces	produces
brought	brought	brought
bring	bring	bring
brings	brings	brings
bring	bring	bring
brought	brought	brought
brings	bring	brings
needed	needed	needed
need	required	need
needs	needed	needed
need	need	need
needed	need	need
needs	necessary	necessary
learned	learned	learned
learn	learn	learn
learns	learned	learned
learn	learn	learn
learned	led	led
learns	learn	learn
made	made	made
make	make	make
makes	makes	makes
make	make	make
made	made	made
makes	makes	makes
sent	sent	sent
send	send	send
sends	sends	sends
send	send	send
sent	sent	sent
sends	send	send
received	received	received
receive	receive	receive
receives	receives	receives
receive	receive	receive
received	received	received
receives	receives	receives
had	had	had
have	have	have
has	has	has
have	have	have
had	had	had
has	has	has
liked	unlike	unlike
like	loved	loved
likes	unlike	unlike
like	begin	liked
liked	preferred	preferred
likes	loved	loved
provided	provides	provides
provide	provide	provide
provides	provides	provides
provide	provide	provide
provided	provide	provide
provides	provides	provides
continued	continued	continued
continue	continue	continue
continues	continued	continued
continue	continue	continue
continued	continued	continued
continues	continues	continues
promoted	promoting	promoting
promote	relegated	relegated
promotes	promoting	promoting
promote	encourage	encourage
promoted	promote	promote
promotes	promotion	promotion
changed	changes	changes
change	change	change
changes	changes	changes
change	change	change
changed	change	change
changes	changing	changing
found	discover	discover
find	find	find
finds	finds	finds
find	find	find
found	find	find
finds	finds	finds
proved	proved	proved
prove	prove	prove
proves	proves	proves
prove	prove	prove
proved	proved	proved
proves	proves	proves
eliminated	forced	forced
eliminate	eliminate	eliminate
eliminates	eliminates	eliminates
eliminate	prevent	remove
eliminated	permitted	eliminated
eliminates	destroys	destroys
preserved	preserved	preserved
preserve	preserve	preserve
preserves	preserves	preserves
preserve	preserve	preserve
preserved	preserved	preserved
preserves	preserving	preserving
kept	kept	kept
keep	keep	keep
keeps	keeps	keeps
keep	keep	keep
kept	kept	kept
keeps	keeps	keeps
sought	seeking	seeking
seek	seek	seek
seeks	seeking	seeks
seek	sought	sought
sought	sought	sought
seeks	seeks	seeks
moved	moved	moved
move	relocated	relocated
moves	moves	moves
move	move	move
moved	moving	moving
moves	relocated	relocated
believed	argued	argued
believe	thought	believe
believes	believes	believes
believe	believed	believed
believed	believed	believed
believes	thought	believes
returned	returned	returned
return	return	return
returns	returns	returns
return	return	return
returned	returned	returned
returns	returns	returns
worked	works	works
work	collaborated	collaborated
works	works	works
work	work	work
worked	work	work
works	collaborates	collaborates
developed	developed	developed
develop	develop	develop
develops	develops	develops
develop	develop	develop
developed	developed	developed
develops	develops	develops
reached	reached	reached
reach	reach	reach
reaches	reaches	reaches
reach	reach	reach
reached	reached	reached
reaches	reaches	reaches
extended	extended	extended
extend	extend	extend
extends	extends	extends
extend	extend	extend
extended	extend	extend
extends	extends	extends
raised	raised	raised
raise	raise	raise
raises	raises	raises
raise	raise	raise
raised	raised	raised
raises	raises	raises
built	built	built
build	constructed	constructed
builds	construct	builds
build	build	build
built	build	build
builds	constructed	constructed
promoted	promoting	promoting
promote	promote	promote
promotes	promotes	promotes
promote	promote	promote
promoted	championed	championed
promotes	promotion	promotion
paid	paid	paid
pay	pay	pay
pays	pays	pays
pay	pay	pay
paid	paid	paid
pays	pays	pays
celebrated	commemorate	celebrated
celebrate	celebrate	celebrate
celebrates	commemorate	celebrations
celebrate	celebrate	celebrate
celebrated	proclaimed	proclaimed
celebrates	celebrates	celebrates
developed	developed	developed
develop	develop	develop
develops	develops	develops
develop	develop	develop
developed	developed	developed
develops	develops	develops
took	took	took
take	take	take
takes	takes	takes
take	take	take
took	took	took
takes	takes	takes
avoided	prevent	avoided
avoid	avoid	avoid
avoids	prevent	avoids
avoid	involves	involves
avoided	avoided	avoided
avoids	avoids	avoids
knew	knew	knew
know	know	know
knows	knows	knows
know	know	know
knew	constructed	knew
knows	knows	knows
brought	brought	brought
bring	bring	bring
brings	brings	brings
bring	bring	bring
brought	constructed	brought
brings	brings	brings
discussed	discussed	discussed
discuss	discuss	discuss
discusses	discusses	discusses
discuss	construct	discuss
discussed	constructed	constructed
discusses	discusses	discusses
sold	sold	sold
sell	sell	sell
sells	sold	sells
sell	sell	sell
sold	constructed	sold
sells	sell	sells
followed	followed	followed
follow	follow	follow
follows	follows	follows
follow	construct	construct
followed	constructed	constructed
follows	follow	follow
met	met	met
meet	meet	meet
meets	meets	meets
meet	meet	meet
met	met	met
meets	meet	meets
needed	needed	needed
need	required	required
needs	needs	needs
need	needed	needed
needed	needed	needed
needs	need	need
studied	studies	studies
study	taught	taught
studies	studies	studies
study	study	study
studied	study	studying
studies	taught	taught
ended	ended	ended
end	ending	avoid
ends	ends	ends
end	end	escape
ended	ended	ended
ends	ends	ends
changed	changes	changes
change	change	simplify
changes	changes	changes
change	change	change
changed	change	change
changes	changing	changing
increased	increases	increases
increase	increase	increase
increases	increases	increases
increase	increase	decrease
increased	increase	decrease
increases	increase	increase
seemed	seems	seems
seem	seem	seem
seems	seems	seems
seem	seemed	seem
seemed	seemed	seemed
seems	seems	seems
provided	provided	provided
provide	provide	provide
provides	provides	provides
provide	provide	provide
provided	provide	provided
provides	provides	provides
determined	determines	determines
determine	determine	determine
determines	determines	determines
determine	determine	determine
determined	determine	determine
determines	calculated	calculated
felt	felt	felt
feel	feel	feel
feels	feels	feels
feel	feel	feel
felt	feel	feel
feels	feels	feels
earned	earned	earned
earn	earn	earn
earns	earned	earned
earn	earn	earn
earned	awarded	awarded
earns	earns	earns
helped	helped	helped
help	help	modernize
helps	helps	helps
help	help	help
helped	helped	helped
helps	helps	helps
lived	recorded	recorded
live	make	make
lives	lives	lives
live	life	life
lived	born	born
lives	resided	lives
became	became	became
become	become	become
becomes	became	became
become	become	become
became	became	become
becomes	becomes	becomes
had	had	had
have	have	have
has	has	has
have	have	have
had	had	previously
has	has	has
looked	looked	looked
look	look	look
looks	looks	looks
look	look	look
looked	looked	looked
looks	looks	looks
lived	concert	lived
live	resided	resided
lives	opens	feeds
live	life	life
lived	started	lived
lives	resided	resided
protected	protecting	protecting
protect	protect	protect
protects	protecting	protecting
protect	protect	protect
protected	commenced	owns
protects	protect	protect
returned	returned	returned
return	return	return
returns	returns	returns
return	return	return
returned	returned	returned
returns	returns	returns
sought	sought	sought
seek	seek	seek
seeks	sought	sought
seek	seek	seek
sought	sought	sought
seeks	seeking	seeking
allowed	allows	allows
allow	permitted	permitted
allows	allows	allows
allow	allow	allow
allowed	enables	enables
allows	permitted	permitted
extended	extends	extends
extend	expanded	expanded
extends	extending	extending
extend	extend	extend
extended	lasted	lasted
extends	expanded	expanded
seemed	seemed	seemed
seem	seems	seem
seems	seems	seems
seem	seemed	seem
seemed	seemed	seemed
seems	seems	seems
needed	needed	needed
need	necessary	necessary
needs	needed	needs
need	need	need
needed	need	need
needs	necessary	necessary
said	said	said
say	stated	say
says	believe	believe
say	said	said
said	said	said
says	stated	stated
got	got	got
get	get	get
gets	gets	gets
get	get	get
got	got	got
gets	gets	gets
asked	asked	asked
ask	ask	ask
asks	asks	asks
ask	ask	ask
asked	returned	asked
asks	asks	asks
studied	studies	studies
study	studying	studying
studies	studies	studies
study	study	study
studied	study	study
studies	studying	studying
preserved	returned	returned
preserve	preserve	preserve
preserves	restore	restore
preserve	preserve	redevelop
preserved	relocated	adjoins
preserves	conserved	conserved
saw	returned	returned
see	seeing	seeing
sees	sees	sees
see	leave	leave
saw	returned	joined
sees	sees	sees
left	left	left
leave	leave	leave
leaves	left	left
leave	ovate	ovate
left	sepals	grown
leaves	leaving	leaving
eliminated	relegated	eliminated
eliminate	improve	retain
eliminates	prevents	prevents
eliminate	eliminate	eliminate
eliminated	relegated	relegated
eliminates	prevents	prevents
decided	decided	decided
decide	wanted	wanted
decides	decides	quits
decide	decided	decided
decided	decided	decided
decides	wanted	wanted
preserved	relegated	relegated
preserve	preserve	preserve
preserves	preserves	preserves
preserve	preserve	preserve
preserved	relegated	relegated
preserves	preserves	preserves
led	led	led
lead	encourage	encourage
leads	leads	leads
lead	bring	bring
led	led	led
leads	leads	resulted
extended	extends	extends
extend	expanded	expanded
extends	extends	extends
extend	extending	extending
extended	lasted	lasted
extends	expanded	expanded
came	came	came
come	come	come
comes	comes	comes
come	come	come
came	came	came
comes	comes	comes
received	received	receives
receive	receiving	receiving
receives	receives	receives
receive	receive	receive
received	received	received
receives	receiving	receives
started	started	started
start	begun	begun
starts	starts	starts
start	start	start
started	begins	started
starts	begun	starts
recognized	recognizes	recognizes
recognize	recognised	recognised
recognizes	recognise	recognizes
recognize	recognize	recognize
recognized	describes	describes
recognizes	recognised	recognised
increased	decrease	increased
increase	increase	increase
increases	decrease	increasing
increase	increase	increase
increased	decreases	decreases
increases	increasing	increasing
proved	proved	proved
prove	prove	prove
proves	proven	proven
prove	proved	proved
proved	proved	proved
proves	prove	prove
raised	raised	raised
raise	raise	raise
raises	raised	raised
raise	raise	raise
raised	raised	raised
raises	raising	raising
determined	determines	determines
determine	meta-analysis	report
determines	determines	decide
determine	determine	determine
determined	determine	determine
determines	research	investigations
became	became	became
become	become	become
becomes	became	became
become	became	became
became	became	became
becomes	become	become
resolved	resolved	addressed
resolve	resolve	resolve
resolves	reciprocity	reciprocity
resolve	resolve	resolve
resolved	resolved	resolved
resolves	resolving	resolving
won	won	won
win	win	win
wins	wins	wins
win	win	win
won	win	win
wins	garnered	garnered
joined	joined	joined
join	join	join
joins	joining	joining
join	join	join
joined	joined	joined
joins	joining	joining
saw	saw	saw
see	prevent	see
sees	sees	sees
see	realizes	stop
saw	defeated	defeated
sees	sees	sees
developed	developed	developed
develop	develop	develop
develops	develops	develops
develop	develop	develop
developed	developed	developed
develops	develops	develops
tried	tried	tried
try	attempted	attempt
tries	tries	tries
try	trying	attempt
tried	tried	tried
tries	tries	tries
looked	looks	looks
look	look	look
looks	looks	looks
look	look	look
looked	looked	looked
looks	look	look
determined	decide	returned
determine	determining	determining
determines	decide	decide
determine	determine	determine
determined	determine	determine
determines	determination	determination
took	took	took
take	take	take
takes	takes	takes
take	take	take
took	took	took
takes	takes	takes
said	said	said
say	stated	stated
says	tells	tells
say	said	said
said	said	said
says	stated	stated
lived	concert	living
live	resided	resided
lives	concert	concert
live	life	communities
lived	living	living
lives	resided	resided
paid	paid	paid
pay	pay	pay
pays	paid	paid
pay	pay	pay
paid	paid	paid
pays	pay	pay
raised	raised	raised
raise	raise	raise
raises	raises	raises
raise	raise	raise
raised	raised	raised
raises	raises	raises
was	been	been
be	is	is
is	been	been
be	was	was
was	was	was
is	is	is
found	finding	finding
find	find	find
finds	finds	finds
find	find	find
found	found	found
finds	finds	finds
produced	produced	produced
produce	produce	produce
produces	produced	produced
produce	produce	produce
produced	purchased	purchased
produces	produces	produces
opened	closed	opened
open	build	reopen
opens	opens	doubles
open	sell	revoke
opened	purchased	opened
opens	opens	opens
remained	remained	remained
remain	remain	remain
remains	remained	remained
remain	remain	remain
remained	purchased	remained
remains	remain	remain
ensured	ensuring	ensuring
ensure	ensure	ensure
ensures	ensuring	ensuring
ensure	sell	ratify
ensured	purchased	purchased
ensures	ensure	ensure
said	said	said
say	say	say
says	says	says
say	said	said
said	said	said
says	says	says
won	victory	winning
win	win	win
wins	winning	winning
win	win	win
won	victories	victories
wins	winning	earned
joined	joined	joined
join	join	join
joins	joined	joined
join	join	join
joined	routed	routed
joins	rejoined	rejoined
remained	remained	remained
remain	remain	remain
remains	remained	remained
remain	remain	remain
remained	remain	remain
remains	stayed	became
showed	shows	shows
show	demonstrate	demonstrate
shows	shows	shows
show	show	show
showed	show	show
shows	showing	gave
reduced	reduces	reduced
reduce	reduce	reduce
reduces	reduces	reduces
reduce	reduce	reduce
reduced	reduce	reduce
reduces	increased	increased
won	winning	winning
win	win	win
wins	won	won
win	win	win
won	winning	winning
wins	win	win
paid	paid	paid
pay	pay	pay
pays	paid	paid
pay	paid	paid
paid	paid	paid
pays	pay	pay
gave	giving	giving
give	gives	give
gives	gives	gives
give	give	give
gave	gave	gave
gives	gives	gives
saved	saved	saved
save	save	save
saves	saves	saves
save	save	save
saved	saved	saved
saves	save	save
changed	changes	changes
change	change	change
changes	changes	changes
change	change	change
changed	change	change
changes	changes	changes
stayed	stayed	stayed
stay	stay	stay
stays	stays	stays
stay	stay	stay
stayed	stay	kept
stays	remained	stay
joined	joined	joined
join	join	join
joins	joined	joined
join	join	join
joined	joined	joined
joins	joining	join
created	creating	created
create	create	create
creates	creating	creates
create	create	create
created	created	created
creates	create	constructed
ran	running	running
run	operate	operate
runs	runs	runs
run	run	run
ran	run	run
runs	runs	runs
found	finding	found
find	find	find
finds	finds	finds
find	find	find
found	find	find
finds	finds	finds
proved	proved	proved
prove	prove	satisfy
proves	proves	proves
prove	prove	prove
proved	proved	proved
proves	proves	proves
produced	produced	produced
produce	produce	produce
produces	produces	produces
produce	produce	produce
produced	produced	produced
produces	produces	produces
eliminated	remove	overcome
eliminate	restart	restart
eliminates	manages	manages
eliminate	eliminate	eliminate
eliminated	deemed	venerated
eliminates	ignores	ignores
studied	studies	studies
study	studying	studying
studies	studies	studies
study	study	study
studied	study	study
studies	studying	majored
accommodated	regarded	accommodated
accommodate	accommodate	accommodate
accommodates	manages	manages
accommodate	provide	provide
accommodated	housed	housed
accommodates	teaches	teaches
happened	happened	happened
happen	occurred	happens
happens	happened	happened
happen	prevent	prevent
happened	happened	happened
happens	happens	happens
accommodated	air-conditioned	air-conditioned
accommodate	accommodate	accommodate
accommodates	cater	serves
accommodate	prevent	accommodate
accommodated	housed	housed
accommodates	accommodate	accommodate
worked	works	works
work	working	working
works	works	works
work	work	work
worked	work	work
works	collaborated	collaborated
reduced	reduced	reduced
reduce	reduce	increase
reduces	reduces	reduces
reduce	reduce	reduce
reduced	reduce	reduce
reduces	increased	reduces
turned	turned	turned
turn	moved	moved
turns	turns	turns
turn	turned	turn
turned	turned	turned
turns	turns	turns
raised	raised	raised
raise	raise	raise
raises	raising	raising
raise	raise	raise
raised	raised	raised
raises	raising	raising
returned	returned	returned
return	return	return
returns	returning	returns
return	return	return
returned	returned	returned
returns	returning	return
told	tells	tells
tell	telling	telling
tells	tells	tells
tell	asks	tell
told	asks	asks
tells	said	injustices
saved	saving	saving
save	save	save
saves	saving	saving
save	save	save
saved	saved	saved
saves	improvements	abuses
followed	follows	follows
follow	follow	follow
follows	follows	follows
follow	follow	follow
followed	moved	followed
follows	follow	factors
produced	began	produced
produce	produce	produce
produces	produces	produced
produce	produce	produce
produced	began	producing
produces	produces	produces
proved	proved	proved
prove	prove	prove
proves	proved	reveals
prove	prove	prove
proved	proved	proved
proves	proves	proves
met	began	met
meet	meet	meet
meets	meets	meets
meet	meet	meet
met	met	met
meets	meets	meets
used	used	used
use	use	use
uses	uses	uses
use	use	use
used	used	used
uses	uses	uses
became	became	became
become	become	become
becomes	becomes	becomes
become	became	become
became	became	became
becomes	becomes	becomes
proved	proved	proved
prove	prove	prove
proves	proves	proves
prove	proved	proved
proved	proved	proved
proves	prove	prove
brought	brought	brought
bring	bring	bring
brings	brings	brings
bring	bring	bring
brought	brought	brought
brings	brings	brings
determined	determines	determines
determine	determination	determination
determines	determines	determines
determine	determine	determine
determined	determine	determine
determines	decides	decides
decided	decided	decided
decide	decides	decides
decides	decides	decides
decide	decided	decided
decided	decided	decided
decides	decides	decides
followed	followed	followed
follow	follow	follow
follows	follows	follows
follow	follow	follow
followed	described	described
follows	follow	follow
resolved	resolved	resolved
resolve	resolve	resolve
resolves	resolving	resolving
resolve	buy	decided
resolved	decided	decided
resolves	engages	engages
won	victory	victory
win	win	win
wins	won	won
win	win	win
won	victories	victories
wins	winning	winning
bought	bought	bought
buy	buy	buy
buys	distributes	distributes
buy	buy	buy
bought	bought	bought
buys	owns	owns
studied	studies	studies
study	studying	studying
studies	studies	studies
study	study	study
studied	study	study
studies	studying	teaches
liked	unlike	unlike
like	convince	convince
likes	unlike	unlike
like	buy	try
liked	bought	bought
likes	loves	loves
eliminated	eliminating	eliminating
eliminate	move	move
eliminates	reduce	reduces
eliminate	erase	erase
eliminated	remained	did
eliminates	waived	waived
led	led	led
lead	prompted	prompted
leads	leading	leading
lead	led	led
led	led	led
leads	leads	leads
ended	ends	ends
end	ending	ending
ends	ends	ends
end	end	end
ended	ended	ended
ends	ending	ends
saved	saving	saving
save	save	save
saves	saves	saves
save	save	save
saved	spent	spent
saves	save	save
served	served	served
serve	serve	serve
serves	serves	serves
serve	serve	serve
served	served	served
serves	serves	serves
lived	performed	performed
live	resided	reside
lives	rises	lived
live	life	life
lived	life	life
lives	resided	resided
went	going	going
go	go	go
goes	goes	goes
go	go	go
went	going	going
goes	goes	goes
decided	decides	decides
decide	chose	wanted
decides	decides	decides
decide	decided	decided
decided	decided	decided
decides	chose	intends
understood	know	understanding
understand	understand	understand
understands	know	know
understand	understand	understand
understood	realizes	cheated
understands	understand	understand
served	serving	serving
serve	serve	serve
serves	serves	serves
serve	serve	serve
served	served	served
serves	serves	serves
stayed	stayed	stayed
stay	remained	stay
stays	stays	stays
stay	stay	stay
stayed	stay	stay
stays	remained	remained
helped	helped	helped
help	helps	help
helps	helps	helps
help	help	help
helped	helped	helped
helps	helps	helps
seemed	said	said
seem	seems	seems
seems	seems	seems
seem	seemed	seemed
seemed	seemed	seemed
seems	seems	seems
kept	kept	kept
keep	keep	keep
keeps	keeps	keeps
keep	keep	keep
kept	kept	kept
keeps	keeps	keeps
said	said	said
say	say	say
says	says	says
say	said	say
said	said	said
says	says	says
allowed	allowed	allowed
allow	allow	allow
allows	allows	allows
allow	allow	allow
allowed	allowed	allowed
allows	allows	allows
came	came	coming
come	come	come
comes	came	came
come	come	come
came	come	come
comes	comes	comes
remained	remained	remained
remain	remain	remain
remains	remained	remained
remain	remain	remain
remained	remained	remained
remains	remain	remains
took	took	taken
take	take	take
takes	took	took
take	take	take
took	taken	taken
takes	takes	takes
avoided	avoided	avoided
avoid	avoid	avoid
avoids	avoids	avoids
avoid	avoid	avoid
avoided	avoided	avoided
avoids	avoids	avoids
earned	earned	earned
earn	earn	earn
earns	earned	earning
earn	earn	earn
earned	earned	earned
earns	earning	earning
remained	remained	remained
remain	remain	remain
remains	remained	remained
remain	remain	remain
remained	remained	remained
remains	remain	maintains
studied	studies	studies
study	studying	studying
studies	studies	studies
study	study	study
studied	study	study
studies	studying	studying
promoted	promoting	promoting
promote	promote	promote
promotes	promotes	promotes
promote	promote	promote
promoted	promoting	promoting
promotes	promotion	promotion
took	taking	taking
take	take	take
takes	took	took
take	take	take
took	took	taken
takes	takes	takes
increased	increased	increased
increase	increase	increase
increases	increases	increases
increase	increase	increase
increased	increased	increased
increases	increases	increases
included	including	including
include	includes	includes
includes	includes	includes
include	contains	comprises
included	comprises	comprises
includes	includes	includes
saved	moved	moved
save	save	save
saves	saves	saves
save	save	save
saved	departed	departed
saves	saves	saves
ran	ran	ran
run	run	run
runs	runs	runs
run	run	run
ran	ran	ran
runs	runs	runs
said	said	said
say	stated	say
says	says	says
say	said	said
said	said	said
says	says	says
joined	joined	joined
join	joining	joining
joins	joined	joined
join	unlike	unlike
joined	intersects	intersects
joins	joining	joining
built	construct	construct
build	constructed	constructed
builds	construct	construct
build	unlike	unlike
built	develop	develop
builds	constructed	constructed
studied	studies	studies
study	studying	studying
studies	studies	studies
study	study	research
studied	study	study
studies	studying	studying
happened	happened	happened
happen	happens	happens
happens	happened	happened
happen	unlike	unlike
happened	happened	happened
happens	happens	happens
found	discover	discover
find	find	find
finds	finds	finds
find	find	find
found	discovers	discovers
finds	finds	finds
was	been	been
be	is	is
is	been	been
be	was	was
was	was	was
is	is	is
celebrated	celebrated	celebrated
celebrate	celebrate	celebrate
celebrates	celebration	celebration
celebrate	celebrate	celebrate
celebrated	celebrated	celebrated
celebrates	celebrate	celebrate
learned	learned	learned
learn	learn	learn
learns	learned	learns
learn	learn	learn
learned	revealed	revealed
learns	learn	learn
kept	kept	kept
keep	keep	keep
keeps	keeps	keeps
keep	keep	keep
kept	kept	kept
keeps	keeps	keeps
found	found	found
find	find	find
finds	finds	finds
find	find	find
found	found	found
finds	finds	finds
earned	earned	earned
earn	earning	earning
earns	earned	earned
earn	earn	muster
earned	thought	earn
earns	earning	earning
became	became	became
become	becoming	becoming
becomes	became	became
become	became	became
became	became	became
becomes	becomes	becomes
liked	thought	thought
like	think	think
likes	unlike	unlike
like	want	want
liked	thought	thought
likes	loves	loves
sought	sought	sought
seek	seek	seek
seeks	seeking	seeking
seek	sought	seek
sought	sought	intended
seeks	seeking	seeks
avoided	prevent	prevent
avoid	avoid	avoid
avoids	prevent	prevent
avoid	prefer	prefer
avoided	thought	thought
avoids	avoid	avoiding
produced	create	produced
produce	producing	produce
produces	produces	produces
produce	produce	produce
produced	produced	produced
produces	produces	produces
prevented	caused	caused
prevent	prevent	prevent
prevents	avoid	prevents
prevent	preventing	cadmium
prevented	prevented	prevented
prevents	prevents	prevents
asked	asked	asked
ask	asks	asking
asks	asks	asks
ask	asked	asked
asked	asked	asked
asks	asks	asks
determined	determines	determines
determine	calculated	penalties
determines	determines	determines
determine	determining	determining
determined	determine	determine
determines	calculated	formula_49
took	took	took
take	take	take
takes	takes	takes
take	take	take
took	took	took
takes	takes	takes
resolved	resolved	resolved
resolve	resolve	resolve
resolves	turns	unresolved
resolve	achieve	achieve
resolved	decided	decided
resolves	resolves	resolves
provided	provided	provided
provide	provide	provide
provides	provides	provides
provide	provide	provide
provided	provided	provided
provides	provides	provides
began	started	started
begin	started	begin
begins	begins	begins
begin	begin	begin
began	started	started
begins	begins	begins
went	went	went
go	go	go
goes	goes	goes
go	go	go
went	went	went
goes	goes	goes
served	served	served
serve	serve	serve
serves	serves	serves
serve	serve	serve
served	served	served
serves	serves	serves
did	did	did
do	does	does
does	does	does
do	did	did
did	did	did
does	does	does
lived	performances	performances
live	resided	reside
lives	concert	concert
live	life	life
lived	living	living
lives	died	died
prevented	prevented	prevented
prevent	prevent	prevent
prevents	prevents	prevents
prevent	prevent	prevent
prevented	prevented	removed
prevents	prevents	prevents
became	became	became
become	become	become
becomes	became	became
become	become	become
became	became	became
becomes	becomes	becomes
ended	ending	ending
end	revitalize	revitalize
ends	ends	ends
end	begins	end
ended	extended	extended
ends	ends	ends
left	left	left
leave	leaving	leaving
leaves	left	left
leave	avoid	find
left	left	left
leaves	leaving	leaving
considered	considered	considered
consider	deemed	deemed
considers	considers	considers
consider	avoid	considered
considered	considered	considered
considers	deemed	deemed
saw	"see	"see
see	see	see
sees	gives	gives
see	find	find
saw	seen	seen
sees	sees	sees
saved	saved	saved
save	save	save
saves	destroys	destroys
save	save	save
saved	saved	saved
saves	recovers	recovers
said	said	insisted
say	stated	says
says	knows	knows
say	said	said
said	said	said
says	says	says
proved	proven	proven
prove	prove	prove
proves	proves	proves
prove	prove	prove
proved	proved	proved
proves	proves	proves
sent	sent	sent
send	send	send
sends	sent	sent
send	send	send
sent	sent	sent
sends	send	send
created	created	created
create	create	create
creates	creates	creates
create	create	create
created	created	created
creates	creates	creates
met	met	met
meet	meet	meet
meets	meets	meets
meet	meet	meet
met	met	met
meets	meets	meets
showed	shows	shows
show	demonstrate	gave
shows	shows	shows
show	show	show
showed	show	shown
shows	gave	gave
made	made	made
make	make	make
makes	makes	makes
make	make	make
made	made	made
makes	makes	makes
protected	needed	obligated
protect	protection	protection
protects	protects	protects
protect	protect	protect
protected	protected	protected
protects	protects	protects
included	included	included
include	include	include
includes	includes	includes
include	include	include
included	included	included
includes	includes	includes
decided	decided	decided
decide	decide	decide
decides	decides	decides
decide	decide	decide
decided	decided	decided
decides	decides	decides
ended	conclusion	cession
end	ending	ending
ends	ends	ends
end	ended	ended
ended	needed	tipped
ends	ending	ends
extended	extends	extends
extend	extend	extend
extends	extends	extends
extend	extend	stretches
extended	extending	stretches
extends	expanded	expanded
went	went	went
go	go	go
goes	gone	gone
go	went	go
went	went	went
goes	goes	goes
liked	unlike	unlike
like	loved	wish
likes	unlike	unlike
like	get	save
liked	won	studied
likes	loved	they're
served	served	served
serve	serve	serve
serves	served	served
serve	serve	serve
served	served	served
serves	serving	serving
changed	changes	changes
change	changing	changing
changes	changes	changing
change	change	modifications
changed	change	change
changes	changing	changing
returned	returned	returned
return	returning	return
returns	returning	returns
return	return	return
returned	returned	returned
returns	returning	returning
learned	learned	learned
learn	learn	learn
learns	learned	learned
learn	tells	learn
learned	discovers	discovers
learns	learnt	learnt
thought	thinks	thinks
think	believed	believed
thinks	thinks	thinks
think	believes	believes
thought	stayed	defied
thinks	believed	believed
became	became	became
become	become	become
becomes	became	became
become	become	become
became	became	became
becomes	becoming	becoming
understood	comprehend	appreciate
understand	interpreted	interpreted
understands	know	understanding
understand	understand	assimilate
understood	stayed	argues
understands	interpreted	interpreted
