rougher	tougher	tougher
showed	shows	shows
show	showing	showing
shows	shows	shows
show	show	show
showed	show	show
shows	showing	demonstrates
looked	looked	looked
look	look	look
looks	looks	looks
look	look	look
looked	looked	looked
looks	looks	looks
produced	produced	produced
produce	produce	produce
produces	produces	produces
produce	produce	produce
produced	produced	produced
produces	produces	produces
brought	brought	brought
bring	bring	bring
brings	brings	brings
bring	bring	bring
brought	brought	brought
brings	bring	bring
needed	needed	required
need	required	required
needs	needed	needed
need	need	need
needed	need	need
needs	necessary	necessary
learned	learned	learned
learn	learn	learn
learns	learned	learns
learn	learn	learn
learned	discovers	led
learns	learn	learn
made	made	made
make	make	make
makes	makes	makes
make	make	make
made	made	made
makes	makes	makes
sent	sent	sent
send	send	send
sends	sent	sent
send	send	send
sent	sent	sent
sends	sends	sends
received	received	received
receive	receive	receive
receives	receives	receives
receive	receive	receive
received	received	received
receives	receives	receives
had	had	had
have	have	have
has	has	has
have	have	have
had	had	had
has	has	has
liked	unlike	unlike
like	loved	loved
likes	unlike	unlike
like	start	start
liked	complained	complained
likes	loved	loved
provided	provides	provided
provide	provide	provide
provides	provides	provides
provide	provide	provide
provided	provide	provide
provides	provides	provides
continued	continued	continued
continue	continue	continue
continues	continued	continued
continue	continue	continue
continued	continued	continued
continues	continues	continues
promoted	promoting	create
promote	relegated	relegated
promotes	enhance	enhance
promote	promote	promote
promoted	promote	promote
promotes	promotion	promotion
changed	changes	changes
change	changing	changing
changes	changes	changes
change	change	change
changed	change	change
changes	changing	changing
found	discover	discover
find	find	find
finds	finds	finds
find	find	find
found	find	find
finds	finds	finds
proved	proved	proved
prove	prove	prove
proves	proves	proves
prove	prove	prove
proved	proved	certainly
proves	proves	proves
eliminated	forced	eliminated
eliminate	eliminate	eliminate
eliminates	reduces	reduces
eliminate	prevent	prevent
eliminated	eliminated	eliminated
eliminates	eliminates	eliminates
preserved	preserved	preserved
preserve	preserve	preserve
preserves	preserving	preserves
preserve	preserve	preserve
preserved	preserved	preserved
preserves	well-preserved	contains
kept	kept	kept
keep	keep	keep
keeps	keeps	keeps
keep	keep	keep
kept	kept	kept
keeps	keeps	keeps
sought	seeking	seeking
seek	seek	seek
seeks	seeks	seeks
seek	seek	seek
sought	sought	sought
seeks	seeks	seeks
moved	moved	moved
move	relocated	relocated
moves	moves	moves
move	move	move
moved	moved	moved
moves	relocated	relocated
believed	believed	believed
believe	believe	believe
believes	believes	believes
believe	believed	believed
believed	believed	said
believes	believe	believe
returned	returned	returned
return	return	return
returns	returns	returns
return	return	return
returned	returned	returned
returns	returns	returns
worked	works	works
work	collaborated	collaborated
works	works	works
work	work	work
worked	work	work
works	collaborated	collaborated
developed	developed	developed
develop	develop	develop
develops	develops	develops
develop	develop	develop
developed	developed	developed
develops	develops	develops
reached	reached	reached
reach	reach	reach
reaches	reaches	reaches
reach	reach	reach
reached	reached	reached
reaches	reaches	reaches
extended	extended	extended
extend	extend	extend
extends	extends	extends
extend	extend	extend
extended	extend	extend
extends	extends	extends
raised	raising	raising
raise	raise	raise
raises	raising	raising
raise	raise	raise
raised	raised	raised
raises	raises	raises
built	construct	construct
build	constructed	constructed
builds	construct	develops
build	build	build
built	greeted	greeted
builds	constructed	constructed
promoted	promoting	promoting
promote	promote	promote
promotes	promotes	promotes
promote	facilitate	facilitate
promoted	fostering	fostering
promotes	promotion	promotion
paid	paid	paid
pay	pay	pay
pays	pays	pays
pay	pay	pay
paid	paid	paid
pays	pays	pays
celebrated	commemorate	commemorate
celebrate	celebrate	celebrate
celebrates	commemorate	celebrations
celebrate	celebrate	celebrate
celebrated	celebrated	celebrated
celebrates	celebrates	celebrates
developed	developed	developed
develop	develop	develop
develops	develops	develops
develop	develop	develop
developed	developed	developed
develops	develops	develops
took	took	took
take	take	take
takes	takes	takes
take	take	take
took	took	took
takes	takes	takes
avoided	prevent	avoided
avoid	avoid	avoid
avoids	prevent	avoids
avoid	involves	involves
avoided	avoided	avoided
avoids	avoids	enters
knew	knew	knew
know	know	know
knows	knows	knows
know	know	know
knew	knew	knew
knows	knows	knows
brought	brought	brought
bring	bring	bring
brings	brings	brings
bring	bring	bring
brought	rebuilt	rebuilt
brings	brings	brings
discussed	discussing	discussing
discuss	discuss	discuss
discusses	discusses	discusses
discuss	construct	discuss
discussed	constructed	constructed
discusses	regarding	regarding
sold	sold	sold
sell	sell	sell
sells	sells	sells
sell	sell	sell
sold	constructed	sold
sells	sell	sell
followed	followed	followed
follow	follow	follow
follows	follows	follows
follow	construct	construct
followed	constructed	constructed
follows	follow	follow
met	met	met
meet	meet	meet
meets	meets	meets
meet	meet	meet
met	met	met
meets	meets	meets
needed	needed	needed
need	required	required
needs	needs	needs
need	needed	needed
needed	needed	needed
needs	required	required
studied	studies	studies
study	studying	studying
studies	studies	studies
study	study	study
studied	study	study
studies	studying	taught
ended	ended	ended
end	ending	ending
ends	ends	ends
end	begins	end
ended	ended	ended
ends	ending	ends
changed	changes	changes
change	changing	changing
changes	changes	changes
change	change	change
changed	change	change
changes	change	change
increased	increased	increased
increase	increase	increase
increases	increased	increased
increase	increase	increase
increased	increase	increase
increases	increasing	increasing
seemed	seems	seems
seem	seem	seem
seems	seems	seems
seem	seem	seem
seemed	seemed	seemed
seems	seems	seems
provided	provided	provided
provide	provide	provide
provides	provides	provides
provide	provide	provide
provided	provide	provide
provides	provides	provides
determined	determines	determines
determine	determine	evaluate
determines	determines	determines
determine	determine	determine
determined	determine	determine
determines	decides	decides
felt	felt	felt
feel	feel	feel
feels	feels	feels
feel	feel	feel
felt	felt	felt
feels	feels	feels
earned	earned	earned
earn	earn	earn
earns	earned	earned
earn	earn	earn
earned	earned	earned
earns	earns	earns
helped	helped	helped
help	organize	organize
helps	helps	helps
help	help	help
helped	helped	helped
helps	helps	helps
lived	produced	recorded
live	make	make
lives	lived	lived
live	life	life
lived	living	born
lives	resided	resided
became	became	became
become	become	become
becomes	became	became
become	become	become
became	became	becoming
becomes	becomes	becomes
had	had	had
have	have	have
has	has	has
have	have	have
had	had	previously
has	has	has
looked	looked	looked
look	look	look
looks	looks	looks
look	look	look
looked	looked	looked
looks	looks	looks
lived	lived	lived
live	resided	resided
lives	sleeps	sleeps
live	continue	communities
lived	lived	lived
lives	resided	resided
protected	protection	protection
protect	protect	protect
protects	protecting	protecting
protect	protect	protect
protected	protection	protection
protects	protects	protects
returned	returned	returned
return	return	return
returns	returns	returns
return	return	return
returned	returned	returned
returns	returns	returns
sought	sought	sought
seek	seek	seek
seeks	seeking	seeking
seek	seek	seek
sought	started	sought
seeks	seeking	seeking
allowed	allows	allows
allow	permitted	permitted
allows	allows	allows
allow	allow	allow
allowed	allow	allow
allows	permitted	permitted
extended	extends	extends
extend	extend	extend
extends	extending	extending
extend	extend	extend
extended	lasted	lasted
extends	extending	extending
seemed	seems	seemed
seem	seems	seems
seems	seems	seems
seem	seemed	seemed
seemed	seemed	seemed
seems	seems	seems
needed	needed	needed
need	necessary	necessary
needs	needed	needed
need	need	need
needed	need	need
needs	necessary	necessary
said	said	said
say	stated	stated
says	says	says
say	said	said
said	said	said
says	says	says
got	got	got
get	get	get
gets	gets	gets
get	get	get
got	got	got
gets	gets	gets
asked	asked	asked
ask	ask	ask
asks	asks	asks
ask	tells	ask
asked	returned	asked
asks	asking	asking
studied	studies	studies
study	studying	studying
studies	studies	studies
study	study	study
studied	study	study
studies	studying	studying
preserved	returned	preserving
preserve	display	display
preserves	preserving	preserving
preserve	encompasses	encompasses
preserved	relocated	adjoins
preserves	conserved	conserved
saw	returned	returned
see	seeing	seeing
sees	sees	sees
see	hears	leave
saw	joined	joined
sees	sees	sees
left	left	left
leave	leaving	leave
leaves	left	left
leave	ovate	ovate
left	lobed	lobed
leaves	leaving	leaving
eliminated	eliminated	eliminated
eliminate	eliminate	eliminate
eliminates	eliminates	eliminates
eliminate	eliminate	eliminate
eliminated	relegated	relegated
eliminates	represents	represents
decided	decided	decided
decide	decide	decide
decides	chooses	chooses
decide	decided	decided
decided	decided	decided
decides	decides	does
preserved	relegated	relegated
preserve	preserving	preserving
preserves	preserves	preserves
preserve	preserve	preserve
preserved	relegated	relegated
preserves	preserves	preserves
led	leads	leads
lead	facilitate	facilitate
leads	leads	leads
lead	continues	continues
led	led	relegated
leads	resulted	resulted
extended	extends	extends
extend	expanded	expanded
extends	extends	extends
extend	extend	stretched
extended	lasted	lasted
extends	extending	extending
came	came	came
come	come	come
comes	comes	comes
come	come	come
came	came	came
comes	comes	comes
received	received	received
receive	receiving	receiving
receives	receives	receives
receive	receive	receive
received	received	received
receives	receiving	receiving
started	started	started
start	begun	begun
starts	starts	starts
start	begin	begin
started	begins	began
starts	starts	starts
recognized	recognizes	recognizes
recognize	recognised	recognised
recognizes	recognise	recognizes
recognize	recognize	recognize
recognized	recognize	did
recognizes	recognised	recognised
increased	decrease	decrease
increase	increase	increase
increases	decrease	decrease
increase	increase	increase
increased	decreases	decreases
increases	increasing	increasing
proved	proved	proved
prove	prove	prove
proves	proves	seems
prove	proved	proved
proved	proved	credited
proves	prove	prove
raised	raised	raised
raise	raise	raise
raises	raising	raising
raise	raise	raise
raised	raised	raised
raises	raising	raising
determined	ascertain	ascertain
determine	investigation	report
determines	ascertain	ascertain
determine	determine	determine
determined	determine	determine
determines	analysis	analysis
became	became	became
become	become	become
becomes	became	became
become	became	became
became	became	became
becomes	becoming	becoming
resolved	resolved	resolved
resolve	mitigate	solve
resolves	iterative	implies
resolve	eradicate	eradicate
resolved	resolved	resolved
resolves	resolves	resolves
won	won	won
win	winning	win
wins	won	won
win	win	win
won	win	win
wins	garnered	garnered
joined	joined	joined
join	join	join
joins	joining	joining
join	join	join
joined	joined	joined
joins	join	join
saw	saw	saw
see	promote	promote
sees	gives	gives
see	eradicate	eradicate
saw	defeated	defeated
sees	sees	sees
developed	developing	developing
develop	develop	develop
develops	developing	developing
develop	develop	develop
developed	developed	developed
develops	develops	develops
tried	tried	tried
try	attempt	attempt
tries	tries	tries
try	try	try
tried	tried	tried
tries	tries	tries
looked	looked	looked
look	look	look
looks	looks	looks
look	look	look
looked	looked	looked
looks	looking	looking
determined	ascertain	ascertain
determine	calculated	determination
determines	determines	determines
determine	determine	determine
determined	determine	determine
determines	determines	determines
took	took	took
take	take	take
takes	takes	takes
take	take	take
took	took	took
takes	takes	takes
said	said	said
say	stated	stated
says	tells	tells
say	said	said
said	said	said
says	stated	stated
lived	lived	baptized
live	resided	resided
lives	lived	lived
live	living	communities
lived	living	living
lives	resided	resided
paid	paid	paid
pay	pay	pay
pays	paid	paid
pay	paid	pay
paid	paid	paid
pays	pay	pay
raised	raised	raised
raise	raise	raise
raises	raising	raised
raise	raise	raise
raised	raised	raised
raises	raise	raise
was	been	been
be	is	is
is	been	been
be	was	was
was	was	was
is	is	is
found	finds	found
find	find	find
finds	finds	finds
find	find	find
found	found	found
finds	finds	finds
produced	produced	produced
produce	produce	produce
produces	produces	produces
produce	produce	produce
produced	purchased	purchased
produces	produces	produces
opened	closed	closed
open	reopen	reopen
opens	closed	closed
open	sell	sell
opened	purchased	opened
opens	closed	opens
remained	remained	remained
remain	remain	remain
remains	remained	remained
remain	remain	remain
remained	remained	remained
remains	remain	remain
ensured	ensuring	maintained
ensure	ensure	ensure
ensures	ensuring	ensuring
ensure	maintain	maintain
ensured	purchased	purchased
ensures	ensure	ensure
said	said	said
say	stated	say
says	says	says
say	said	said
said	said	said
says	says	says
won	victory	wins
win	win	win
wins	winning	winning
win	win	win
won	victories	victories
wins	winning	winning
joined	joined	joined
join	join	join
joins	joined	joined
join	join	join
joined	joined	joined
joins	rejoined	rejoined
remained	remained	remained
remain	remain	remain
remains	remained	remained
remain	remain	remain
remained	remained	subject
remains	stayed	stayed
showed	shows	shows
show	showing	showing
shows	shows	shows
show	show	show
showed	show	show
shows	showing	showing
reduced	reduced	reduced
reduce	reduce	reduce
reduces	reduces	reduces
reduce	reduce	reduce
reduced	reduce	reduce
reduces	increased	increased
won	victory	victory
win	winning	win
wins	victory	won
win	win	win
won	winning	fourth-place
wins	winning	win
paid	paid	paid
pay	pay	pay
pays	paid	fee
pay	paid	paid
paid	paid	paid
pays	pay	pay
gave	giving	giving
give	gives	gives
gives	gives	gives
give	gave	give
gave	gave	gave
gives	gives	gives
saved	saved	saved
save	save	save
saves	saves	saves
save	save	save
saved	saved	saved
saves	save	save
changed	changes	changes
change	changing	changing
changes	changes	changes
change	change	change
changed	change	change
changes	changing	changing
stayed	stayed	stayed
stay	stay	stay
stays	stays	stays
stay	stay	stay
stayed	stayed	stayed
stays	stay	stay
joined	joined	joined
join	join	join
joins	joining	joining
join	join	join
joined	joined	joined
joins	joining	joining
created	creating	created
create	create	create
creates	creating	creates
create	create	create
created	produces	created
creates	creating	creating
ran	running	running
run	operate	operate
runs	runs	runs
run	run	run
ran	run	run
runs	runs	runs
found	finds	found
find	find	find
finds	finds	finds
find	find	find
found	found	found
finds	finds	finds
proved	deemed	proved
prove	prove	prove
proves	proves	proves
prove	prove	prove
proved	prove	prove
proves	describes	tends
produced	produced	produced
produce	produce	produce
produces	produces	produces
produce	producing	producing
produced	producing	producing
produces	produces	produces
eliminated	deemed	starvation
eliminate	eliminates	eliminates
eliminates	manages	manages
eliminate	ignore	ignore
eliminated	regarded	consistent
eliminates	eliminates	eliminates
studied	studies	studies
study	studying	studying
studies	studies	meta-analysis
study	study	study
studied	study	study
studies	studying	studying
accommodated	deemed	deemed
accommodate	accommodate	accommodate
accommodates	accommodates	accommodates
accommodate	apply	rotate
accommodated	regarded	housed
accommodates	accommodates	accommodates
happened	happened	achieved
happen	occurred	occurred
happens	happened	happened
happen	prevent	prevent
happened	happened	happened
happens	occurred	occurred
accommodated	accommodated	accommodated
accommodate	accommodate	accommodate
accommodates	accommodates	accommodates
accommodate	prevent	prevent
accommodated	accommodated	accommodated
accommodates	accommodate	accommodate
worked	works	works
work	working	working
works	works	works
work	work	work
worked	work	work
works	collaborated	collaborated
reduced	reducing	reduced
reduce	reduce	reduce
reduces	reduces	reduces
reduce	reduce	reduce
reduced	reduce	reduce
reduces	reduces	reduces
turned	turning	turning
turn	prevent	turns
turns	turning	turning
turn	prevent	prevent
turned	turned	turned
turns	turns	turns
raised	raised	raised
raise	raise	raise
raises	raising	raising
raise	raise	raise
raised	raised	raised
raises	raising	raises
returned	returned	returned
return	return	return
returns	returned	returns
return	return	return
returned	returned	returned
returns	return	return
told	told	told
tell	telling	telling
tells	tells	tells
tell	asks	warns
told	asks	convinces
tells	said	injustices
saved	saved	saved
save	save	save
saves	saves	saves
save	save	save
saved	save	convinces
saves	improvements	improvements
followed	followed	followed
follow	follow	follow
follows	follows	follows
follow	follow	follow
followed	moved	rebranded
follows	follow	follow
produced	began	produced
produce	produce	produce
produces	produces	produces
produce	produce	produce
produced	began	producing
produces	manufactured	manufactured
proved	proved	proved
prove	proven	proven
proves	proves	tries
prove	prove	prove
proved	proved	proved
proves	proves	proves
met	met	met
meet	meet	meet
meets	meets	meets
meet	meet	meet
met	began	met
meets	meets	meets
used	uses	used
use	use	use
uses	uses	uses
use	use	use
used	used	used
uses	uses	uses
became	became	became
become	become	become
becomes	becomes	becomes
become	became	become
became	became	became
becomes	becomes	becomes
proved	proved	proved
prove	prove	prove
proves	proves	proves
prove	prove	prove
proved	proved	proved
proves	proven	proves
brought	brought	brought
bring	bring	bring
brings	brought	brought
bring	bring	bring
brought	bring	brought
brings	brings	brings
determined	determines	determines
determine	determine	determine
determines	determines	determines
determine	determine	determine
determined	determine	determine
determines	decides	decides
decided	decided	decided
decide	decides	decides
decides	decides	decides
decide	decide	decide
decided	decided	decided
decides	decides	decides
followed	followed	followed
follow	follow	follow
follows	follows	follows
follow	follow	follow
followed	described	described
follows	follow	follow
resolved	resolved	resolved
resolve	ratify	ratify
resolves	resolving	resolving
resolve	decided	decided
resolved	resolved	resolved
resolves	ensures	ensures
won	victory	victory
win	win	win
wins	victory	won
win	win	win
won	win	win
wins	winning	earns
bought	bought	bought
buy	buy	buy
buys	distributes	distributes
buy	buy	buy
bought	bought	bought
buys	owns	owns
studied	studies	studies
study	studying	studying
studies	studies	studies
study	study	study
studied	study	study
studies	studying	studying
liked	unlike	unlike
like	loved	loved
likes	unlike	unlike
like	keep	matte
liked	bought	bought
likes	loved	loved
eliminated	eliminating	eliminating
eliminate	shootout	shootout
eliminates	eliminating	reduces
eliminate	disable	disable
eliminated	disagreed	disagreed
eliminates	loses	loses
led	leading	leading
lead	leads	leads
leads	leads	leads
lead	led	led
led	led	led
leads	leads	leads
ended	ended	ended
end	ending	ending
ends	ends	ends
end	end	end
ended	ended	ended
ends	ends	ends
saved	saved	saved
save	save	save
saves	saving	saved
save	save	save
saved	spent	spent
saves	save	save
served	served	served
serve	serve	serve
serves	serves	serves
serve	serve	serve
served	served	served
serves	serving	serves
lived	filmed	filmed
live	resided	reside
lives	lived	lived
live	life	life
lived	life	life
lives	resided	resided
went	gone	gone
go	go	go
goes	goes	goes
go	go	go
went	going	going
goes	goes	goes
decided	decided	decided
decide	chose	chose
decides	decides	decides
decide	decided	decided
decided	decided	decided
decides	chose	chose
understood	know	learned
understand	understand	understand
understands	know	know
understand	understand	portray
understood	heartbroken	client
understands	understand	understand
served	serving	serving
serve	serve	serve
serves	serves	serves
serve	serve	serve
served	served	served
serves	serves	serves
stayed	stayed	stayed
stay	stay	stay
stays	stays	stays
stay	stay	stay
stayed	stay	stay
stays	remained	remained
helped	helped	helped
help	help	help
helps	helps	helps
help	help	help
helped	helped	helped
helps	helps	helps
seemed	seems	seems
seem	seems	seem
seems	seems	seems
seem	seem	seem
seemed	seemed	seemed
seems	seems	seems
kept	kept	kept
keep	keep	keep
keeps	keeps	keeps
keep	keep	keep
kept	kept	kept
keeps	keeps	keeps
said	said	said
say	say	say
says	says	says
say	said	said
said	said	said
says	says	says
allowed	allowed	allowed
allow	allow	allow
allows	allows	allows
allow	allow	allow
allowed	allowed	allowed
allows	allows	allows
came	came	coming
come	come	come
comes	came	came
come	come	come
came	come	come
comes	comes	comes
remained	remained	remained
remain	remain	remain
remains	remained	remained
remain	remain	remain
remained	remained	remained
remains	remain	remain
took	took	taken
take	take	take
takes	took	took
take	take	take
took	taken	taken
takes	takes	takes
avoided	avoided	avoided
avoid	avoid	avoid
avoids	prevent	avoids
avoid	avoid	avoid
avoided	avoided	avoided
avoids	avoiding	avoiding
earned	earned	earned
earn	earn	earn
earns	earning	earning
earn	earn	earn
earned	earned	earned
earns	earning	earning
remained	remained	remained
remain	remain	remain
remains	remained	remained
remain	remain	remain
remained	remained	remained
remains	remain	remain
studied	studies	studies
study	studying	studying
studies	studies	studies
study	study	study
studied	study	study
studies	studying	studying
promoted	promoting	promoting
promote	promote	promote
promotes	promotes	promotes
promote	promote	promote
promoted	promoting	promoting
promotes	promotion	promotion
took	took	took
take	take	take
takes	took	took
take	take	take
took	take	take
takes	takes	takes
increased	increased	increased
increase	increase	increase
increases	increases	increases
increase	increase	increase
increased	increased	increased
increases	increasing	increases
included	includes	including
include	include	include
includes	includes	includes
include	contains	included
included	contains	contains
includes	includes	includes
saved	moved	saved
save	save	save
saves	saves	saves
save	save	pick
saved	moved	plze
saves	save	save
ran	ran	ran
run	running	run
runs	runs	runs
run	run	run
ran	moved	ran
runs	runs	runs
said	said	said
say	stated	stated
says	realizes	realizes
say	said	said
said	said	said
says	says	says
joined	rejoin	rejoin
join	joining	joining
joins	joined	joining
join	unlike	unlike
joined	meets	intersects
joins	joining	joining
built	construct	construct
build	constructed	constructed
builds	construct	construct
build	unlike	unlike
built	conveys	conveys
builds	constructed	constructed
studied	studies	studies
study	studying	studying
studies	studies	studies
study	study	study
studied	study	study
studies	studying	studying
happened	i'll	i'll
happen	happens	happens
happens	mirren	mirren
happen	happened	happened
happened	happened	happened
happens	happens	happens
found	discover	discover
find	unlike	e.g
finds	finds	finds
find	find	find
found	find	find
finds	finds	finds
was	been	been
be	is	is
is	been	been
be	was	was
was	was	was
is	is	is
celebrated	celebrated	celebrated
celebrate	celebrate	celebrate
celebrates	celebrates	celebrates
celebrate	celebrate	celebrate
celebrated	celebrated	celebrated
celebrates	celebrates	celebrates
learned	learned	learned
learn	learn	learn
learns	learned	learns
learn	learn	learn
learned	discovers	challenged
learns	learns	learns
kept	kept	kept
keep	keep	keep
keeps	keeps	keeps
keep	keep	keep
kept	kept	kept
keeps	keeps	keeps
found	found	found
find	find	find
finds	finds	finds
find	find	find
found	found	found
finds	finds	finds
earned	earned	earned
earn	earning	earning
earns	earned	earned
earn	earn	earn
earned	earn	earn
earns	earning	earning
became	became	became
become	becomes	becomes
becomes	became	became
become	became	became
became	became	became
becomes	becomes	becomes
liked	unlike	unlike
like	loved	loved
likes	unlike	unlike
like	want	scholars
liked	thought	thought
likes	loved	loves
sought	seeking	seeking
seek	seek	seek
seeks	seeking	seeking
seek	seek	seek
sought	sought	sought
seeks	seek	seek
avoided	prevent	prevent
avoid	avoid	avoid
avoids	prevent	prevent
avoid	avoid	avoid
avoided	thought	thought
avoids	avoids	avoids
produced	create	produced
produce	producing	producing
produces	create	create
produce	produce	produce
produced	produced	produced
produces	producing	producing
prevented	caused	caused
prevent	prevent	preventing
prevents	avoid	avoid
prevent	preventing	preventing
prevented	prevented	prevented
prevents	prevents	prevents
asked	asked	asked
ask	asking	asking
asks	asks	asks
ask	asked	asked
asked	asked	asked
asks	asks	asks
determined	determines	determines
determine	calculated	measured
determines	determines	determines
determine	determining	determining
determined	determine	determine
determines	determines	determines
took	took	took
take	take	take
takes	takes	takes
take	take	take
took	took	took
takes	takes	takes
resolved	resolved	resolved
resolve	emerge	emerge
resolves	turns	turns
resolve	achieve	achieve
resolved	resolved	resolved
resolves	resolves	resolves
provided	provided	provided
provide	provide	provide
provides	provides	provides
provide	provide	provide
provided	provide	provided
provides	provides	provides
began	started	started
begin	begin	begin
begins	begins	begins
begin	begin	begin
began	started	started
begins	begins	begins
went	gone	gone
go	goes	go
goes	goes	goes
go	go	go
went	went	went
goes	goes	goes
served	served	served
serve	serve	serve
serves	serves	serves
serve	serve	serve
served	served	served
serves	serves	serves
did	did	did
do	does	does
does	does	does
do	did	did
did	did	did
does	does	does
lived	lived	outtakes
live	resided	reside
lives	concert	concert
live	life	journey
lived	living	living
lives	resided	resides
prevented	prevented	prevented
prevent	prevent	prevent
prevents	prevents	prevents
prevent	prevent	prevent
prevented	prevented	prevented
prevents	prevents	prevents
became	became	became
become	become	become
becomes	became	became
become	become	become
became	became	became
becomes	becomes	becomes
ended	ending	ending
end	revitalize	revitalize
ends	ends	ends
end	terminate	terminate
ended	ending	ending
ends	ends	ends
left	left	left
leave	leaving	leaving
leaves	leaving	leaves
leave	find	find
left	left	left
leaves	leaving	leaving
considered	considered	considered
consider	regarded	regarded
considers	requires	requires
consider	considered	portray
considered	considered	considered
considers	deemed	deemed
saw	"see	"see
see	see	see
sees	gives	gives
see	find	find
saw	discovers	discovers
sees	sees	sees
saved	saved	saved
save	save	save
saves	saves	saves
save	save	save
saved	saved	saved
saves	instructs	instructs
said	said	said
say	stated	says
says	knows	knows
say	said	said
said	said	said
says	stated	stated
proved	proved	proven
prove	prove	prove
proves	proves	proves
prove	prove	prove
proved	proved	proved
proves	proves	proves
sent	sent	sent
send	send	send
sends	sending	sends
send	sent	sent
sent	sent	sent
sends	send	send
created	created	created
create	create	create
creates	creates	creates
create	create	create
created	created	created
creates	creates	creates
met	met	met
meet	meet	meet
meets	meets	meets
meet	meet	meet
met	met	met
meets	meets	meets
showed	shows	shows
show	showing	gave
shows	shows	shows
show	show	show
showed	show	shown
shows	gave	gave
made	made	made
make	make	make
makes	makes	makes
make	make	make
made	needed	made
makes	makes	makes
protected	defend	forced
protect	protects	protects
protects	defend	protects
protect	protect	protect
protected	protected	protected
protects	protects	protects
included	included	included
include	include	include
includes	includes	includes
include	include	include
included	included	included
includes	includes	includes
decided	decided	decided
decide	chose	decide
decides	decides	decides
decide	decide	decide
decided	decided	decided
decides	decides	decides
ended	conclusion	re-election
end	ending	ending
ends	ends	ends
end	ended	ending
ended	needed	supposed
ends	ending	ending
extended	extending	extending
extend	extend	extend
extends	extending	extending
extend	extend	extend
extended	extending	extending
extends	expanded	extend
went	went	went
go	go	go
goes	gone	gone
go	go	go
went	went	went
goes	goes	goes
liked	unlike	unlike
like	loved	loved
likes	unlike	unlike
like	save	save
liked	liked	liked
likes	loved	loves
served	served	served
serve	serve	serve
serves	served	served
serve	serve	serve
served	served	served
serves	serving	serving
changed	changes	changes
change	changing	changing
changes	changes	changed
change	change	change
changed	change	change
changes	changing	changing
returned	returned	returned
return	return	return
returns	returning	returning
return	return	return
returned	returned	returned
returns	returning	returning
learned	learned	learned
learn	learn	learn
learns	learned	learned
learn	discovers	learn
learned	discovers	discovers
learns	learnt	learnt
thought	thinking	thinking
think	believed	believed
thinks	thinks	thinks
think	think	think
thought	believes	argued
thinks	believed	believed
became	became	became
become	become	become
becomes	became	became
become	become	become
became	became	became
becomes	becoming	becoming
understood	know	know
understand	understand	understand
understands	know	know
understand	understand	understand
understood	stayed	succumbed
understands	interpreted	interpreted
sent	sent	sent
send	send	send
sends	sent	sent
send	send	send
sent	sent	sent
sends	sends	sends
needed	needed	needed
need	required	required
needs	want	want
need	need	need
needed	need	need
needs	required	required
preserved	preserving	preserving
preserve	preserve	preserve
preserves	preserves	preserves
preserve	preserve	preserve
preserved	preserved	preserved
preserves	well-preserved	preserves
developed	developing	developing
develop	develop	develop
develops	develops	develops
develop	develop	develop
developed	developed	developed
develops	develops	develops
served	served	served
serve	serve	serve
serves	serves	serves
serve	serve	serve
served	served	served
serves	serves	serves
protected	protecting	protected
protect	protect	protect
protects	protects	protects
protect	protect	protect
protected	protected	protected
protects	protects	protects
required	requires	requiring
require	require	require
requires	requires	requires
require	require	require
required	requiring	requiring
requires	require	require
happened	happened	happened
happen	occurred	pretend
happens	occur	occur
happen	happened	happened
happened	happened	happened
happens	occurred	happens
saved	saved	saved
save	save	save
saves	saving	saving
save	save	save
saved	wins	wins
saves	saving	discovers
understood	know	understood
understand	understand	understand
understands	know	know
understand	teach	teach
understood	educated	learned
understands	understand	understand
brought	brought	brought
bring	bring	bring
brings	brings	brings
bring	bring	bring
brought	brought	brought
brings	brings	comes
led	resulted	resulted
lead	headed	headed
leads	leads	leads
lead	led	led
led	led	led
leads	leads	leads
had	had	had
have	have	have
has	has	has
have	have	have
had	had	had
has	has	has
sought	seeking	sought
seek	seeking	seeking
seeks	seeking	seeking
seek	sought	sought
sought	sought	sought
seeks	seeks	seeks
said	concluded	concluded
say	stated	says
says	tell	agree
say	said	said
said	stated	stated
says	says	says
looked	looked	looked
look	look	look
looks	looks	looks
look	look	look
looked	looked	looked
looks	looks	looks
resolved	presided	presided
resolve	resolve	resolve
resolves	removes	removes
resolve	fulfill	enlist
resolved	summoned	summoned
resolves	contributes	contributes
returned	returned	returned
return	returning	return
returns	returns	returns
return	returned	returned
returned	returned	returned
returns	moved	moved
used	used	used
use	use	use
uses	uses	uses
use	use	use
used	used	used
uses	uses	uses
offered	offered	offered
offer	offer	offer
offers	offers	offers
offer	offer	offer
offered	offered	offered
offers	offers	offers
believed	believed	believed
believe	thought	believe
believes	believed	believes
believe	believe	believe
believed	believed	believed
believes	thought	thought
felt	felt	felt
feel	feel	feel
feels	feels	feels
feel	feel	feel
felt	felt	felt
feels	feels	feels
determined	determines	determines
determine	determine	determine
determines	determines	determines
determine	determine	determine
determined	determined	determined
determines	determine	determine
gave	given	given
give	give	give
gives	gives	gives
give	give	give
gave	given	given
gives	gives	gives
thought	believed	believed
think	believed	think
thinks	thinks	thinks
think	think	think
thought	explained	explained
thinks	believed	seems
came	came	came
come	come	come
comes	came	comes
come	came	came
came	came	came
comes	comes	comes
