rougher	finer	finer
tastiest	!align="right	!align="right
faster	quickest	quickest
fastest	fast	fast
fast	!align="right	colspan=3|total
fastest	slow	slow
faster	slow	slow
fast	!align="right	!align="right
greater	considerable	considerable
great	great	great
greatest	!align="right	!align="right
great	great	great
greater	finest	finest
greatest	!align="right	!align="right
richer	richer	richer
rich	fulham	fulham
richest	richest	richest
rich	black	black
richer	rich	rich
richest	pock	pock
tastier	!align="right	!align="right
tasty	!align="right	colspan=3|total
tastiest	!align="right	!align="right
tasty	!align="right	!align="right
tastier	!align="right	!align="right
tastiest	!align="right	!align="right
thinner	thinner	thinner
thin	thick	thick
thinnest	polyethylene	colder
thin	!align="right	!align="right
thinner	!align="right	!align="right
thinnest	crust	crust
rougher	steeper	steeper
rough	!align="right	colspan=3|total
roughest	finest	finest
rough	!align="right	!align="right
rougher	!align="right	!align="right
roughest	!align="right	!align="right
luckier	optimistic	optimistic
lucky	!align="right	colspan=3|total
luckiest	mera	mera
lucky	!align="right	!align="right
luckier	!align="right	!align="right
luckiest	!align="right	!align="right
tighter	quarterback	quarterback
tight	aristocratic	aristocratic
tightest	!align="right	!align="right
tight	hard	thin
tighter	thicker	thicker
tightest	!align="right	!align="right
kinder	sort	sort
kind	delaney	delaney
kindest	!align="right	!align="right
kind	hard	thin
kinder	thicker	thicker
kindest	!align="right	!align="right
swifter	criss	criss
swift	!align="right	!align="right
swiftest	!align="right	!align="right
swift	hard	thin
swifter	thicker	thicker
swiftest	!align="right	!align="right
messier	impossible	impossible
messy	delaney	delaney
messiest	!align="right	!align="right
messy	hard	thin
messier	thicker	thicker
messiest	!align="right	!align="right
deeper	deeper	deeper
deep	deep	deep
deepest	!align="right	colspan=3|total
deep	deep	deep
deeper	deep	deeper
deepest	!align="right	colspan=3|total
lower	lower	lower
low	upper	upper
lowest	lowest	lowest
low	low	low
lower	low	low
lowest	upper	upper
costlier	expensive	difficult
costly	!align="right	!align="right
costliest	expensive	expensive
costly	!align="right	!align="right
costlier	!align="right	!align="right
costliest	!align="right	!align="right
narrower	narrower	narrower
narrow	narrow	broad
narrowest	narrowest	narrowest
narrow	shallow	shallow
narrower	deeper	deeper
narrowest	narrowest	narrowest
leaner	harder	harder
lean	!align="right	!align="right
leanest	driest	brainchild
lean	!align="right	!align="right
leaner	!align="right	!align="right
leanest	!align="right	!align="right
younger	younger	younger
young	young	young
youngest	younger	younger
young	eldest	frail
younger	eldest	eldest
youngest	older	youngest
smaller	!align="right	!align="right
small	larger	larger
smallest	!align="right	!align="right
small	small	small
smaller	largest	largest
smallest	larger	larger
gentler	!align="right	!align="right
gentle	heavy	heavy
gentlest	!align="right	!align="right
gentle	heavy	heavy
gentler	!align="right	!align="right
gentlest	!align="right	!align="right
mightier	!align="right	!align="right
mighty	heavy	heavy
mightiest	!align="right	!align="right
mighty	heavy	heavy
mightier	!align="right	!align="right
mightiest	!align="right	!align="right
leaner	!align="right	!align="right
lean	heavy	heavy
leanest	!align="right	!align="right
lean	heavy	heavy
leaner	!align="right	!align="right
leanest	!align="right	!align="right
fancier	!align="right	!align="right
fancy	heavy	heavy
fanciest	!align="right	!align="right
fancy	heavy	heavy
fancier	!align="right	!align="right
fanciest	!align="right	!align="right
kinder	sort	sort
kind	whiting	whiting
kindest	!align="right	!align="right
kind	dramatic	dramatic
kinder	smoother	smoother
kindest	!align="right	!align="right
wider	wider	wider
wide	broad	broad
widest	!align="right	!align="right
wide	wide	wide
wider	wider	wider
widest	!align="right	!align="right
pricier	!align="right	!align="right
pricey	!align="right	!align="right
priciest	!align="right	!align="right
pricey	dramatic	dramatic
pricier	smoother	smoother
priciest	!align="right	!align="right
firmer	company	company
firm	!align="right	!align="right
firmest	!align="right	!align="right
firm	dramatic	dramatic
firmer	smoother	smoother
firmest	!align="right	!align="right
brighter	brighter	brighter
bright	bright	bright
brightest	!align="right	!align="right
bright	dramatic	dramatic
brighter	sharp	sharp
brightest	!align="right	!align="right
steadier	faster	faster
steady	!align="right	colspan=3|total
steadiest	greatest	greatest
steady	!align="right	!align="right
steadier	!align="right	!align="right
steadiest	!align="right	colspan=3|total
classier	!align="right	!align="right
classy	!align="right	colspan=3|total
classiest	!align="right	!align="right
classy	!align="right	!align="right
classier	!align="right	!align="right
classiest	!align="right	colspan=3|total
sadder	cheerful	cheerful
sad	!align="right	colspan=3|total
saddest	novi	novi
sad	!align="right	!align="right
sadder	!align="right	!align="right
saddest	!align="right	colspan=3|total
meaner	dwell	dwell
mean	!align="right	colspan=3|total
meanest	reckoned	reckoned
mean	!align="right	!align="right
meaner	!align="right	!align="right
meanest	!align="right	colspan=3|total
faster	faster	faster
fastest	fast	fast
fast	quickest	lowest
fastest	slow	slow
faster	faster	faster
fast	fastest	fastest
louder	!align="right	!align="right
loud	loud	loud
loudest	!align="right	!align="right
loud	quiet	quiet
louder	!align="right	!align="right
loudest	faster	faster
newer	!align="right	!align="right
new	quiet	quiet
newest	!align="right	!align="right
new	flawless	flawless
newer	latest	latest
newest	larger	older
bloodier	!align="right	!align="right
bloody	quiet	quiet
bloodiest	!align="right	!align="right
bloody	quiet	quiet
bloodier	!align="right	!align="right
bloodiest	!align="right	!align="right
younger	!align="right	!align="right
young	young	young
youngest	!align="right	!align="right
young	sharp	sharp
younger	eldest	eldest
youngest	older	older
closer	!align="right	!align="right
close	close	close
closest	!align="right	!align="right
close	close	close
closer	nearest	nearest
closest	close	close
clearer	clearer	clearer
clear	clear	clear
clearest	!align="right	!align="right
clear	freedom	freedom
clearer	efficient	efficient
clearest	!align="right	!align="right
richer	richer	richer
rich	13.3	13.3
richest	!align="right	!align="right
rich	rich	rich
richer	rich	rich
richest	!align="right	!align="right
meaner	imply	imply
mean	!align="right	!align="right
meanest	!align="right	!align="right
mean	freedom	freedom
meaner	efficient	efficient
meanest	!align="right	!align="right
older	older	older
old	old	old
oldest	!align="right	!align="right
old	largest	largest
older	earliest	bancroft
oldest	!align="right	!align="right
deeper	deeper	deeper
deep	deep	deep
deepest	!align="right	colspan=3|total
deep	deep	deep
deeper	deep	deep
deepest	!align="right	colspan=3|total
tastier	!align="right	!align="right
tasty	!align="right	!align="right
tastiest	!align="right	!align="right
tasty	!align="right	!align="right
tastier	!align="right	!align="right
tastiest	!align="right	!align="right
weaker	weaker	weaker
weak	weak	weak
weakest	strongest	strongest
weak	cylindrical	fast
weaker	judged	judged
weakest	strongest	strongest
sadder	happier	demeanor
sad	!align="right	!align="right
saddest	novi	novi
sad	!align="right	!align="right
sadder	!align="right	!align="right
saddest	!align="right	!align="right
better	better	better
good	good	good
best	excellent	better
good	favorite	favorite
better	better	better
best	best	best
stronger	stronger	stronger
strong	strong	strong
strongest	strongest	strongest
strong	strong	strong
stronger	stronger	strong
strongest	strongest	strongest
lighter	heavy	fluorescent
light	dark	dark
lightest	!align="right	!align="right
light	warm	warm
lighter	colder	colder
lightest	!align="right	!align="right
wilder	trout	trout
wild	evans	evans
wildest	!align="right	!align="right
wild	warm	warm
wilder	colder	colder
wildest	!align="right	!align="right
prettier	colder	remarkably
pretty	!align="right	!align="right
prettiest	!align="right	!align="right
pretty	warm	warm
prettier	colder	colder
prettiest	!align="right	!align="right
heavier	heavier	heavier
heavy	heavy	heavy
heaviest	!align="right	!align="right
heavy	cold	cold
heavier	temperatures	cool
heaviest	!align="right	!align="right
deeper	deeper	deeper
deep	deep	deep
deepest	!align="right	colspan=3|total
deep	warm	deep
deeper	deeper	deeper
deepest	!align="right	colspan=3|total
newer	newly	newly
new	morphological	morphological
newest	!align="right	!align="right
new	latest	latest
newer	lighter	lighter
newest	!align="right	!align="right
bloodier	sixes	sixes
bloody	!align="right	!align="right
bloodiest	!align="right	!align="right
bloody	thick	thick
bloodier	thicker	thicker
bloodiest	!align="right	!align="right
prettier	really	really
pretty	!align="right	!align="right
prettiest	!align="right	!align="right
pretty	thick	thick
prettier	thicker	thicker
prettiest	!align="right	!align="right
softer	lighter	lighter
soft	dark	dark
softest	!align="right	!align="right
soft	thick	thick
softer	thicker	thicker
softest	!align="right	!align="right
taller	taller	taller
tall	tall	ritz
tallest	!align="right	!align="right
tall	thick	thick
taller	taller	taller
tallest	!align="right	!align="right
newer	!align="right	!align="right
new	cool	cool
newest	!align="right	!align="right
new	latest	latest
newer	latest	latest
newest	larger	older
weaker	!align="right	!align="right
weak	stronger	stronger
weakest	!align="right	!align="right
weak	cool	cool
weaker	strongest	strongest
weakest	stronger	stronger
longer	!align="right	!align="right
long	shorter	shorter
longest	!align="right	!align="right
long	unbroken	unbroken
longer	shortest	shortest
longest	shorter	shorter
smarter	!align="right	!align="right
smart	cool	cool
smartest	!align="right	!align="right
smart	cool	cool
smarter	!align="right	!align="right
smartest	healthier	healthier
riskier	!align="right	!align="right
risky	cool	cool
riskiest	!align="right	!align="right
risky	cool	cool
riskier	!align="right	!align="right
riskiest	!align="right	!align="right
thicker	thicker	concave
thick	thin	thin
thickest	shrubland	shrubland
thick	!align="right	!align="right
thicker	!align="right	!align="right
thickest	thinner	thickened
bloodier	wehrmacht	wehrmacht
bloody	!align="right	!align="right
bloodiest	rarest	rarest
bloody	!align="right	!align="right
bloodier	!align="right	!align="right
bloodiest	!align="right	!align="right
happier	happier	happier
happy	happy	happy
happiest	happier	happier
happy	!align="right	!align="right
happier	!align="right	!align="right
happiest	highest-grossing	highest-grossing
sharper	sharply	concave
sharp	socialite	socialite
sharpest	jagged	jagged
sharp	!align="right	!align="right
sharper	!align="right	!align="right
sharpest	anniversary	anniversary
stronger	stronger	stronger
strong	strong	strong
strongest	strongest	strongest
strong	strong	strong
stronger	stronger	stronger
strongest	strong	strong
classier	!align="right	!align="right
classy	!align="right	!align="right
classiest	!align="right	!align="right
classy	partial	partial
classier	miller	miller
classiest	!align="right	!align="right
lighter	goff	goff
light	thicker	thicker
lightest	!align="right	!align="right
light	partial	partial
lighter	miller	miller
lightest	!align="right	!align="right
gentler	horton	horton
gentle	!align="right	!align="right
gentlest	!align="right	!align="right
gentle	partial	partial
gentler	miller	miller
gentlest	!align="right	!align="right
narrower	laterally	columella
narrow	thicker	thicker
narrowest	!align="right	colspan=3|total
narrow	wide	wide
narrower	wide	deeper
narrowest	!align="right	!align="right
livelier	rogers	horton
lively	!align="right	!align="right
liveliest	!align="right	!align="right
lively	partial	partial
livelier	miller	miller
liveliest	!align="right	!align="right
savvier	!align="right	!align="right
savvy	noble	noble
savviest	!align="right	!align="right
savvy	noble	noble
savvier	!align="right	!align="right
savviest	!align="right	!align="right
livelier	!align="right	!align="right
lively	noble	noble
liveliest	!align="right	!align="right
lively	noble	noble
livelier	!align="right	!align="right
liveliest	!align="right	!align="right
harder	!align="right	!align="right
hard	hard	better
hardest	!align="right	!align="right
hard	tough	tough
harder	toughest	toughest
hardest	hard	hard
taller	!align="right	!align="right
tall	tall	tall
tallest	!align="right	!align="right
tall	towers	towers
taller	oldest	oldest
tallest	tall	tall
freer	!align="right	!align="right
free	weiss	weiss
freest	!align="right	!align="right
free	noble	noble
freer	!align="right	!align="right
freest	efficient	efficient
sadder	!align="right	!align="right
sad	difficult	difficult
saddest	!align="right	!align="right
sad	difficult	difficult
sadder	!align="right	!align="right
saddest	!align="right	!align="right
