rougher	poorly	poorly
tastier	!align="right	!align="right
tasty	!align="right	!align="right
tastiest	!align="right	!align="right
tasty	happier	happier
tastier	healthier	healthier
tastiest	!align="right	!align="right
faster	quickest	quickest
fastest	slower	fast
fast	!align="right	!align="right
fastest	slow	slow
faster	slow	slow
fast	!align="right	!align="right
greater	greatest	greatest
great	great	great
greatest	!align="right	!align="right
great	great	great
greater	finest	exciting
greatest	!align="right	!align="right
richer	richer	richer
rich	labs	labs
richest	richest	richest
rich	black	black
richer	paler	denser
richest	finest	finest
tastier	!align="right	!align="right
tasty	!align="right	!align="right
tastiest	!align="right	!align="right
tasty	!align="right	!align="right
tastier	!align="right	!align="right
tastiest	!align="right	!align="right
thinner	thicker	thinner
thin	thin	thin
thinnest	thickened	thickened
thin	!align="right	!align="right
thinner	!align="right	!align="right
thinnest	finest	finest
rougher	undulating	risky
rough	!align="right	!align="right
roughest	finest	finest
rough	!align="right	!align="right
rougher	!align="right	!align="right
roughest	!align="right	!align="right
luckier	quicker	quicker
lucky	!align="right	!align="right
luckiest	best	mcculloch
lucky	!align="right	!align="right
luckier	!align="right	!align="right
luckiest	!align="right	!align="right
tighter	tighter	tighter
tight	bureaucratic	bureaucratic
tightest	!align="right	!align="right
tight	hard	hard
tighter	heavier	heavier
tightest	!align="right	!align="right
kinder	sort	sort
kind	supervisory	supervisory
kindest	!align="right	!align="right
kind	hard	hard
kinder	heavier	heavier
kindest	!align="right	!align="right
swifter	sullivan	sullivan
swift	!align="right	!align="right
swiftest	!align="right	!align="right
swift	hard	hard
swifter	heavier	heavier
swiftest	!align="right	!align="right
messier	happier	happier
messy	robertson	robertson
messiest	!align="right	!align="right
messy	hard	hard
messier	heavier	heavier
messiest	!align="right	!align="right
deeper	deeper	deeper
deep	deep	deep
deepest	!align="right	!align="right
deep	deep	deep
deeper	deeper	deeper
deepest	!align="right	!align="right
lower	lower	lower
low	upper	upper
lowest	lowest	lowest
low	low	low
lower	lower	lower
lowest	upper	upper
costlier	difficult	difficult
costly	!align="right	!align="right
costliest	expensive	expensive
costly	!align="right	!align="right
costlier	!align="right	!align="right
costliest	!align="right	!align="right
narrower	narrower	narrower
narrow	broad	broad
narrowest	narrowest	narrowest
narrow	shallow	shallow
narrower	deeper	deeper
narrowest	narrowest	narrowest
leaner	healthier	healthier
lean	!align="right	!align="right
leanest	wettest	progressive
lean	!align="right	!align="right
leaner	!align="right	!align="right
leanest	!align="right	!align="right
younger	younger	13-year-old
young	older	young
youngest	younger	younger
young	poisoned	poisoned
younger	eldest	eldest
youngest	older	youngest
smaller	!align="right	!align="right
small	larger	larger
smallest	!align="right	!align="right
small	largest	smaller
smaller	largest	largest
smallest	larger	larger
gentler	!align="right	!align="right
gentle	leathery	leathery
gentlest	!align="right	!align="right
gentle	leathery	leathery
gentler	!align="right	!align="right
gentlest	!align="right	!align="right
mightier	!align="right	!align="right
mighty	leathery	leathery
mightiest	!align="right	!align="right
mighty	leathery	leathery
mightier	!align="right	!align="right
mightiest	!align="right	!align="right
leaner	!align="right	!align="right
lean	leathery	leathery
leanest	!align="right	!align="right
lean	leathery	leathery
leaner	!align="right	!align="right
leanest	!align="right	!align="right
fancier	!align="right	!align="right
fancy	leathery	leathery
fanciest	!align="right	!align="right
fancy	leathery	leathery
fancier	!align="right	!align="right
fanciest	!align="right	!align="right
kinder	sort	sort
kind	thorn	thorn
kindest	!align="right	!align="right
kind	slight	slight
kinder	smoother	smoother
kindest	!align="right	!align="right
wider	wider	wider
wide	wide	wide
widest	!align="right	!align="right
wide	broad	broad
wider	wider	wider
widest	!align="right	!align="right
pricier	!align="right	!align="right
pricey	!align="right	!align="right
priciest	!align="right	!align="right
pricey	slight	slight
pricier	smoother	smoother
priciest	!align="right	!align="right
firmer	company	company
firm	!align="right	!align="right
firmest	!align="right	!align="right
firm	slight	slight
firmer	smoother	smoother
firmest	!align="right	!align="right
brighter	brighter	brighter
bright	bright	bright
brightest	!align="right	!align="right
bright	bright	bright
brighter	sharp	sharp
brightest	!align="right	!align="right
steadier	faster	faster
steady	!align="right	!align="right
steadiest	greatest	greatest
steady	!align="right	!align="right
steadier	!align="right	!align="right
steadiest	!align="right	!align="right
classier	!align="right	!align="right
classy	!align="right	!align="right
classiest	!align="right	!align="right
classy	!align="right	!align="right
classier	!align="right	!align="right
classiest	!align="right	!align="right
sadder	ashamed	ashamed
sad	!align="right	!align="right
saddest	ashamed	ashamed
sad	!align="right	!align="right
sadder	!align="right	!align="right
saddest	!align="right	!align="right
meaner	brighter	brighter
mean	!align="right	!align="right
meanest	reckoned	reckoned
mean	!align="right	!align="right
meaner	!align="right	!align="right
meanest	!align="right	!align="right
faster	faster	faster
fastest	fast	fast
fast	quickest	biggest
fastest	slow	slow
faster	faster	faster
fast	slower	fast
louder	!align="right	!align="right
loud	loud	quiet
loudest	!align="right	!align="right
loud	quiet	quiet
louder	!align="right	!align="right
loudest	loud	loud
newer	!align="right	!align="right
new	quiet	quiet
newest	!align="right	!align="right
new	charming	charming
newer	best-known	best-known
newest	larger	larger
bloodier	!align="right	!align="right
bloody	quiet	quiet
bloodiest	!align="right	!align="right
bloody	quiet	quiet
bloodier	!align="right	!align="right
bloodiest	!align="right	!align="right
younger	!align="right	!align="right
young	young	young
youngest	!align="right	!align="right
young	charming	charming
younger	eldest	eldest
youngest	older	older
closer	!align="right	!align="right
close	close	close
closest	!align="right	!align="right
close	close	close
closer	nearest	nearest
closest	close	close
clearer	clearer	clearer
clear	unrestricted	unrestricted
clearest	!align="right	!align="right
clear	unrestricted	unrestricted
clearer	harsher	harsher
clearest	!align="right	!align="right
richer	richer	richer
rich	poorer	13.3
richest	!align="right	!align="right
rich	rich	rich
richer	rich	rich
richest	!align="right	!align="right
meaner	imply	imply
mean	!align="right	!align="right
meanest	!align="right	!align="right
mean	unrestricted	unrestricted
meaner	harsher	harsher
meanest	!align="right	!align="right
older	older	older
old	younger	earlier
oldest	!align="right	!align="right
old	largest	largest
older	largest	dominant
oldest	!align="right	!align="right
deeper	deeper	deeper
deep	deep	deep
deepest	!align="right	!align="right
deep	deep	deep
deeper	deep	deep
deepest	!align="right	!align="right
tastier	!align="right	!align="right
tasty	!align="right	!align="right
tastiest	!align="right	!align="right
tasty	!align="right	!align="right
tastier	!align="right	!align="right
tastiest	!align="right	!align="right
weaker	stronger	stronger
weak	weak	weak
weakest	strongest	strongest
weak	hydrophobic	hydrophobic
weaker	judged	judged
weakest	strongest	strongest
sadder	novi	happier
sad	!align="right	!align="right
saddest	novi	novi
sad	!align="right	!align="right
sadder	!align="right	!align="right
saddest	!align="right	!align="right
better	better	better
good	good	good
best	excellent	excellent
good	fast	fast
better	better	better
best	best	best
stronger	stronger	stronger
strong	strong	strong
strongest	strongest	strongest
strong	strong	strong
stronger	strong	strong
strongest	strongest	strongest
lighter	ultraviolet	ultraviolet
light	heavier	gritty
lightest	!align="right	!align="right
light	cold	cold
lighter	colder	colder
lightest	!align="right	!align="right
wilder	squirrels	squirrels
wild	godwin	godwin
wildest	!align="right	!align="right
wild	cold	cold
wilder	colder	colder
wildest	!align="right	!align="right
prettier	remarkably	remarkably
pretty	!align="right	!align="right
prettiest	!align="right	!align="right
pretty	cold	cold
prettier	colder	colder
prettiest	!align="right	!align="right
heavier	heavier	heavier
heavy	heavy	heavy
heaviest	!align="right	colspan=3|total
heavy	heavy	heavy
heavier	heavy	heavy
heaviest	!align="right	!align="right
deeper	deeper	deeper
deep	deep	deep
deepest	!align="right	!align="right
deep	deep	deep
deeper	deep	deep
deepest	!align="right	!align="right
newer	newly	newly
new	simple	webcomic
newest	!align="right	!align="right
new	thick	thick
newer	lighter	helmet
newest	!align="right	!align="right
bloodier	brutal	brutal
bloody	!align="right	!align="right
bloodiest	!align="right	!align="right
bloody	thick	thick
bloodier	thicker	thicker
bloodiest	!align="right	!align="right
prettier	really	really
pretty	!align="right	!align="right
prettiest	!align="right	!align="right
pretty	thick	thick
prettier	thicker	thicker
prettiest	!align="right	!align="right
softer	lighter	lighter
soft	tungsten	tungsten
softest	!align="right	!align="right
soft	thick	thick
softer	thicker	thicker
softest	!align="right	!align="right
taller	taller	taller
tall	tall	tall
tallest	!align="right	!align="right
tall	thick	thick
taller	stronger	stronger
tallest	!align="right	!align="right
newer	!align="right	!align="right
new	modern	stable
newest	!align="right	!align="right
new	cinderella	cinderella
newer	best-known	best-known
newest	larger	larger
weaker	!align="right	!align="right
weak	stronger	weak
weakest	!align="right	!align="right
weak	weak	weak
weaker	strongest	strongest
weakest	stronger	stronger
longer	!align="right	!align="right
long	long	long
longest	!align="right	!align="right
long	long	long
longer	shortest	shortest
longest	shorter	shorter
smarter	!align="right	!align="right
smart	tougher	smart
smartest	!align="right	!align="right
smart	chewing	chewing
smarter	!align="right	!align="right
smartest	healthier	healthier
riskier	!align="right	!align="right
risky	chewing	chewing
riskiest	!align="right	!align="right
risky	chewing	chewing
riskier	!align="right	!align="right
riskiest	!align="right	!align="right
thicker	thicker	concave
thick	thin	thin
thickest	calcareous	driest
thick	!align="right	!align="right
thicker	!align="right	!align="right
thickest	encased	encased
bloodier	stabbing	knuckles
bloody	!align="right	!align="right
bloodiest	massacre	massacre
bloody	!align="right	!align="right
bloodier	!align="right	!align="right
bloodiest	!align="right	!align="right
happier	happier	happier
happy	happy	happy
happiest	happier	happier
happy	!align="right	!align="right
happier	!align="right	!align="right
happiest	richest	dealings
sharper	oblique	oblique
sharp	merchant	merchant
sharpest	sharply	sharply
sharp	!align="right	!align="right
sharper	!align="right	!align="right
sharpest	tallest	tallest
stronger	stronger	stronger
strong	strong	strong
strongest	strongest	strongest
strong	strong	strong
stronger	stronger	stronger
strongest	strongest	strongest
classier	!align="right	!align="right
classy	!align="right	!align="right
classiest	!align="right	!align="right
classy	partial	partial
classier	williamson	williamson
classiest	!align="right	!align="right
lighter	macy	macy
light	thinner	maximum
lightest	!align="right	!align="right
light	partial	partial
lighter	williamson	williamson
lightest	!align="right	!align="right
gentler	horton	horton
gentle	!align="right	!align="right
gentlest	!align="right	!align="right
gentle	partial	partial
gentler	williamson	williamson
gentlest	!align="right	!align="right
narrower	broad	incised
narrow	thicker	thicker
narrowest	!align="right	!align="right
narrow	wide	wide
narrower	wide	wide
narrowest	!align="right	!align="right
livelier	williamson	williamson
lively	!align="right	!align="right
liveliest	!align="right	!align="right
lively	partial	partial
livelier	williamson	williamson
liveliest	!align="right	!align="right
savvier	!align="right	!align="right
savvy	foolish	foolish
savviest	!align="right	!align="right
savvy	foolish	foolish
savvier	!align="right	!align="right
savviest	!align="right	!align="right
livelier	!align="right	!align="right
lively	foolish	foolish
liveliest	!align="right	!align="right
lively	foolish	foolish
livelier	!align="right	!align="right
liveliest	!align="right	!align="right
harder	!align="right	!align="right
hard	better	better
hardest	!align="right	!align="right
hard	fun	fun
harder	toughest	toughest
hardest	easier	easier
taller	!align="right	!align="right
tall	tall	tall
tallest	!align="right	!align="right
tall	highest	lamb
taller	oldest	oldest
tallest	tall	tall
freer	!align="right	!align="right
