iraq	mosul	mosul
albanian	albanian	ukrainian
argentinean	argentine	argentine
australian	australian	australian
austrian	hungary	hungary
belorussian	czech	czech
brazilian	brazilian	brazilian
bulgarian	hungary	hungary
cambodian	rican	rican
chilean	chilean	chilean
chinese	chinese	chinese
colombian	colombian	rican
croatian	croatian	duan
danish	norway	norway
egyptian	egyptian	egyptian
english	yorkshire	yorkshire
french	french	french
german	austrian	czech
greek	greek	greek
icelandic	norway	czech
indian	gujarat	gujarat
irish	irish	irish
israeli	israeli	israeli
italian	italian	italian
japanese	japanese	japanese
korean	korean	korean
macedonian	macedonian	macedonian
maltese	maltese	maltese
mexican	mexican	mexican
moldovan	chiinu	chiinu
dutch	dutch	dutch
portuguese	portuguese	portuguese
russian	russian	russian
slovakian	hungarian	hungarian
spanish	spanish	spanish
swedish	swedish	swedish
swiss	swiss	swiss
thai	thai	thai
ukrainian	russian	russian
albanian	serbian	serbian
argentinean	argentine	argentine
australian	australian	australian
austrian	austrian	austrian
belorussian	belarusian	belarusian
brazilian	brazilian	brazilian
bulgarian	bulgarian	bulgarian
cambodian	chinese	chinese
chilean	chilean	spanish
chinese	chinese	chinese
colombian	colombian	colombian
croatian	croatian	croatian
danish	danish	danish
egyptian	egyptian	egyptian
english	wales	wales
french	french	french
german	german	german
greek	greek	greek
icelandic	estonian	bosnian
indian	indian	indian
irish	irish	irish
israeli	israeli	israeli
italian	italian	italian
japanese	japanese	japanese
korean	korean	korean
macedonian	serbian	bosnian
maltese	tongan	tongan
mexican	mexican	mexican
moldovan	hungarian	romanian
dutch	german	belgian
norwegian	norwegian	norwegian
russian	russian	russian
slovakian	ukrainian	ukrainian
spanish	spanish	spanish
swedish	swedish	swedish
swiss	swiss	swiss
thai	thai	thai
ukrainian	ukrainian	ukrainian
albanian	albanian	albanian
argentinean	spanish	spanish
australian	zealand	zealand
austrian	german	german
belorussian	belarusian	belarusian
brazilian	brazilian	brazilian
bulgarian	bulgarian	bulgarian
cambodian	chinese	chinese
chilean	chilean	chilean
chinese	chinese	chinese
colombian	colombian	colombian
croatian	serbian	serbian
danish	swedish	swedish
egyptian	egyptian	egyptian
english	english	formats
french	french	french
german	german	german
greek	greek	greek
icelandic	icelandic	icelandic
indian	indian	indian
irish	irish	irish
israeli	israeli	israeli
italian	italian	italian
japanese	japanese	japanese
korean	korean	korean
macedonian	macedonian	macedonian
maltese	sardinian	sardinian
mexican	mexican	mexican
moldovan	moldovan	moldovan
dutch	dutch	dutch
norwegian	swedish	swedish
peruvian	spanish	spanish
slovakian	ukrainian	ukrainian
spanish	spanish	spanish
swedish	swedish	swedish
swiss	swiss	swiss
thai	thai	japanese
ukrainian	ukrainian	ukrainian
albanian	albanian	albanian
argentinean	buenos	buenos
australian	australian	australian
austrian	austrian	austrian
belorussian	polish	polish
brazilian	brazilian	brazilian
bulgarian	bulgarian	bulgarian
cambodian	khmer	khmer
chilean	chilean	chilean
chinese	chinese	chinese
colombian	colombian	colombian
croatian	croatian	croatian
danish	norwegian	norwegian
egyptian	egyptian	egyptian
english	gloucestershire	gloucestershire
french	french	french
german	german	german
greek	greek	greek
icelandic	norwegian	norwegian
indian	indian	indian
irish	irish	irish
israeli	israeli	israeli
italian	italian	italian
japanese	japanese	japanese
korean	korean	korean
macedonian	macedonian	macedonian
maltese	sardinian	sardinian
mexican	mexican	mexican
moldovan	moldovan	moldovan
dutch	dutch	dutch
norwegian	norwegian	norwegian
peruvian	guatemala	colombian
polish	polish	polish
spanish	!	!
swedish	!	!
swiss	!	!
thai	!	!
ukrainian	!	!
albanian	!	!
argentinean	!	!
australian	!	!
austrian	!	!
belorussian	!	!
brazilian	!	!
bulgarian	!	!
cambodian	!	!
chilean	!	!
chinese	!	!
colombian	!	!
croatian	!	!
danish	!	!
egyptian	!	!
english	!	!
french	!	!
german	!	!
greek	!	!
icelandic	!	!
indian	!	!
irish	!	!
israeli	!	!
italian	!	!
japanese	!	!
korean	!	!
macedonian	!	!
maltese	!	!
mexican	!	!
moldovan	!	!
dutch	!	!
norwegian	!	!
peruvian	!	!
polish	!	!
portuguese	!	!
swedish	swedish	swedish
swiss	swiss	swiss
thai	japanese	japanese
ukrainian	polish	polish
albanian	albanian	azerbaijani
argentinean	chile	chile
australian	queensland	queensland
austrian	german	german
belorussian	belarusian	polish
brazilian	brazilian	brazilian
bulgarian	bulgarian	bulgarian
cambodian	chinese	chinese
chilean	chilean	chilean
chinese	chinese	chinese
colombian	oaxaca	oaxaca
croatian	croatian	croatian
danish	swedish	swedish
egyptian	egyptian	egyptian
english	essex	essex
french	french	french
german	german	german
greek	greek	greek
icelandic	norwegian	norwegian
indian	indian	indian
irish	irish	irish
israeli	israeli	israeli
italian	italian	italian
japanese	japanese	japanese
korean	korean	korean
macedonian	bulgarian	bulgarian
maltese	french	maltese
mexican	mexican	mexican
moldovan	soviet	soviet
dutch	dutch	dutch
norwegian	norwegian	norwegian
peruvian	colombian	colombian
polish	polish	polish
portuguese	portuguese	portuguese
russian	russian	russian
swiss	swiss	swiss
thai	thai	thai
ukrainian	russian	russian
albanian	turkish	turkish
argentinean	argentine	brazilian
australian	australian	australian
austrian	austrian	austrian
belorussian	russian	russian
brazilian	brazilian	brazilian
bulgarian	sofia	sofia
cambodian	cambodian	cambodian
chilean	brazilian	brazilian
chinese	chinese	chinese
colombian	colombian	colombian
croatian	serbian	turkish
danish	norwegian	norwegian
egyptian	egyptian	egyptian
english	surrey	surrey
french	french	french
german	german	german
greek	greek	greek
icelandic	norwegian	norwegian
indian	indian	indian
irish	irish	irish
israeli	israeli	israeli
italian	italian	italian
japanese	japanese	japanese
korean	korean	korean
macedonian	serbian	turkish
maltese	illustrious	illustrious
mexican	mexican	mexican
moldovan	faroese	moldavian
dutch	dutch	dutch
norwegian	norwegian	norwegian
peruvian	colombian	colombian
polish	polish	polish
portuguese	portuguese	portuguese
russian	russian	russian
slovakian	slovak	slovak
thai	thai	thai
ukrainian	polish	polish
albanian	serbian	serbian
argentinean	buenos	buenos
australian	australian	australian
austrian	polish	polish
belorussian	polish	polish
brazilian	brazilian	brazilian
bulgarian	bulgarian	bulgarian
cambodian	thai	thai
chilean	chilean	chilean
chinese	chinese	australias
colombian	bogot	bogot
croatian	slavonia	serbian
danish	swedish	swedish
egyptian	egyptian	egyptian
english	swedish	swedish
french	french	french
german	german	german
greek	swedish	swedish
icelandic	norwegian	norwegian
indian	pakistan	pakistan
irish	irish	irish
israeli	israeli	palestinian
italian	italian	italian
japanese	japanese	maeda
korean	korean	korean
macedonian	bulgarian	bulgarian
maltese	swedish	swedish
mexican	mexican	mexican
moldovan	romanian	romanian
dutch	dutch	swedish
norwegian	swedish	swedish
peruvian	colombian	colombian
polish	polish	polish
portuguese	portuguese	portuguese
russian	russian	russian
slovakian	swedish	swedish
spanish	spanish	spanish
ukrainian	serbian	serbian
albanian	serbian	serbian
argentinean	argentine	argentine
australian	queensland	queensland
austrian	austrian	austrian
belorussian	serbian	serbian
brazilian	brazilian	brazilian
bulgarian	serbian	serbian
cambodian	cambodian	cambodian
chilean	chilean	chilean
chinese	chinese	chinese
colombian	bogot	bogot
croatian	serbian	serbian
danish	norwegian	norwegian
egyptian	turkish	turkish
english	yorkshire	yorkshire
french	french	gnral
german	german	german
greek	turkish	turkish
icelandic	norwegian	norwegian
indian	indian	indian
irish	irish	irish
israeli	israeli	hebrew
italian	italian	italian
japanese	japanese	japanese
korean	korean	korean
macedonian	serbian	serbian
maltese	turkish	venezia
mexican	mexican	mexican
moldovan	serbian	serbian
dutch	dutch	dutch
norwegian	norwegian	norwegian
peruvian	serbian	serbian
polish	polish	polish
portuguese	portuguese	portuguese
russian	serbian	serbian
slovakian	serbian	serbian
spanish	turkish	turkish
swedish	swedish	swedish
albanian	serbian	serbian
argentinean	argentine	argentine
australian	australian	australian
austrian	austrian	austrian
belorussian	belarusian	belarusian
brazilian	brazilian	brazilian
bulgarian	bulgarian	bulgarian
cambodian	sinhalese	sinhalese
chilean	chilean	chilean
chinese	chinese	chinese
colombian	guinean	guinean
croatian	croatian	croatian
danish	danish	danish
egyptian	egyptian	egyptian
english	canterbury	canterbury
french	french	french
german	german	german
greek	greek	greek
icelandic	norwegian	archaic
indian	indian	indian
irish	irish	irish
israeli	israeli	israeli
italian	maggiore	maggiore
japanese	japanese	japanese
korean	korean	korean
macedonian	macedonian	macedonian
maltese	maltese	maltese
mexican	mexican	mexican
moldovan	moldovan	moldovan
dutch	dutch	dutch
norwegian	norwegian	norwegian
peruvian	honduran	honduran
polish	polish	polish
portuguese	portuguese	portuguese
russian	russian	russian
slovakian	moldovan	moldovan
spanish	spanish	spanish
swedish	norwegian	norwegian
swiss	swiss	swiss
decreased	decreased	density
described	flick	account
enhanced	maintain	maintain
fell	panicked	liquidity
fed	feed	feed
flew	aircraft	aircraft
generated	regression	regression
went	we	we
hid	bunker	bunker
hit	inning	inning
implemented	probabilistic	probabilistic
increased	decreased	liquidity
jumped	famer	famer
knew	assures	reverses
listened	stations	stations
looked	looked	looked
moved	move	move
paid	pay	pay
played	played	played
predicted	regression	regression
read	identical	identical
ran	run	run
said	said	said
screamed	loudly	loudly
saw	shoulder	shoulder
sold	sold	sold
shrank	infect	infect
sang	ensemble	ensemble
sat	identical	identical
slept	stumbles	identical
slowed	stabilize	stabilize
spent	spent	spent
struck	rbi	rbi
swam	aquatics	aquatics
took	took	taken
thought	understands	understands
vanished	decomposed	liquidity
walked	walk	monograph
wrote	cobain	cobain
described	candid	praised
enhanced	increase	increase
fell	fallen	fallen
fed	locomotion	locomotion
flew	flight	flight
generated	generated	generated
went	go	go
hid	escaped	escaped
hit	rbis	rbis
implemented	inventories	inventories
increased	increase	increase
jumped	equestrian	equestrian
knew	discovers	discovers
listened	talk	talk
looked	motley	motley
moved	move	stayed
paid	pay	pay
played	played	played
predicted	syndrome	199899
read	reactivated	reactivated
ran	run	run
said	stating	stating
screamed	appetite	appetite
saw	declaring	declaring
sold	sales	london-based
shrank	reduced	reduced
sang	onstage	ensemble
sat	benches	wheeler
slept	slept	slept
slowed	increase	increase
spent	spent	spent
struck	strike	strike
swam	volleyball	volleyball
took	take	declaring
thought	freud	freud
vanished	flashback	flashback
walked	appetite	appetite
wrote	poems	spy
danced	dancers	dancers
enhanced	termed	athabasca
fell	fell	snowy
fed	species	species
flew	flight	flight
generated	dam	dam
went	go	rival
hid	disappeared	disappeared
hit	hit	fired
implemented	implementation	implementation
increased	increased	increased
jumped	acrobatic	acrobatic
knew	everybody	everybody
listened	orbison	orbison
looked	think	think
moved	moved	rival
paid	paid	paid
played	played	played
predicted	epilepsy	epilepsy
read	schoolmaster	schoolmaster
ran	run	run
said	said	said
screamed	snowy	snowy
saw	annoying	wounded
sold	sold	sold
shrank	1m	1m
sang	dancing	dancing
sat	barrister	barrister
slept	awake	snowy
slowed	scientifically	scientifically
spent	spent	spent
struck	strike	characteristic
swam	swam	swam
took	taken	taken
thought	musically	musically
vanished	mordellidae	athabasca
walked	jogging	climbing
wrote	literature	literature
danced	dancers	dancers
decreased	conducive	conducive
fell	shakes	shakes
fed	birds	birds
flew	avro	avro
generated	sensation	sensation
went	ios	ios
hid	creatures	spy
hit	hit	hit
implemented	enhancements	enhancements
increased	increased	increased
jumped	sensation	sensation
knew	life-threatening	life-threatening
listened	touch	touch
looked	touch	touch
moved	folds	folds
paid	pay	pay
played	played	plays
predicted	lag	lag
read	norton	norton
ran	run	ran
said	stating	asked
screamed	screams	touch
saw	watches	watches
sold	sold	sold
shrank	sensation	sensation
sang	sung	sung
sat	gliding	gliding
slept	disfigured	disfigured
slowed	overheating	engine
spent	spend	spend
struck	curfew	faulkner
swam	skating	skating
took	take	take
thought	reflexes	reflexes
vanished	sharper	sharper
walked	folds	folds
wrote	spy	spy
danced	singing	watches
decreased	increases	increases
described	two-	labelled
fed	wintering	wintering
flew	flew	flew
generated	armament	armament
went	went	went
hid	seized	seized
hit	at-bats	at-bats
implemented	implementation	implementation
increased	increase	increase
jumped	equestrian	wished
knew	should	should
listened	singer	cadiz
looked	think	think
moved	moved	moved
paid	paid	paid
played	played	played
predicted	indispensable	indispensable
read	gillingham	gillingham
ran	run	run
said	said	said
screamed	halftime	halftime
saw	seized	seized
sold	sold	sold
shrank	1697	1697
sang	singer	singer
sat	sat	sat
slept	unbeknownst	barrows
slowed	slowed	slowed
spent	spent	spent
struck	batters	outbuildings
swam	playground	playground
took	took	took
thought	?	?
vanished	entropy	indentured
walked	hiking	hiking
wrote	musical	musical
danced	singing	singing
decreased	decline	decline
described	treatise	treatise
enhanced	stability	stability
flew	aircraft	aviation
generated	generated	generated
went	go	go
hid	withdraw	withdraw
hit	illini	illini
implemented	modernisation	modernisation
increased	decreased	decreased
jumped	falling	falling
knew	ask	ask
listened	filmmaker	filmmaker
looked	revealed	revealed
moved	retiring	retiring
paid	paid	paid
played	played	played
predicted	quoted	quoted
read	drew	drew
ran	run	run
said	stating	quoted
screamed	hug	hug
saw	martina	martina
sold	sold	sold
shrank	decline	decline
sang	sing	sing
sat	sat	sat
slept	asleep	asleep
slowed	exhaust	exhaust
spent	spent	spent
struck	triumph	triumph
swam	tennis	tennis
took	take	took
thought	ideas	admire
vanished	finitely	finitely
walked	20km	20km
wrote	songwriting	filmmaker
danced	dancer	dancer
decreased	decline	decline
described	summed	quoted
enhanced	process	process
fell	fell	fell
generated	megawatts	megawatts
went	go	trailed
hid	hid	hid
hit	at-bats	at-bats
implemented	interoperability	interoperability
increased	increased	increased
jumped	brawl	brawl
knew	guilt	guilt
listened	slept	slept
looked	slept	slept
moved	move	move
paid	pay	voluntarily
played	played	played
predicted	predictions	steered
read	newsletters	newsletters
ran	run	run
said	stating	joking
screamed	sleep	sleep
saw	slept	slept
sold	sold	sold
shrank	trailed	trailed
sang	sang	sang
sat	watergate	watergate
slept	slept	slept
slowed	slowed	diagnose
spent	spent	spent
struck	batters	batters
swam	backstroke	weightlifting
took	take	took
thought	ideas	steered
vanished	slept	slept
walked	jennifer	jennifer
wrote	literature	literature
danced	dancers	dancers
decreased	decreased	decreased
described	characterization	characterization
enhanced	biomedical	steered
fell	fell	beset
fed	nesting	watergate
went	go	go
hid	flee	flee
hit	rbis	off
implemented	implementation	kurdistan
increased	increase	increase
jumped	crawling	crawling
knew	guilt	willingly
listened	music	music
looked	something	something
moved	move	move
paid	paid	paid
played	played	players
predicted	edema	edema
read	read	read
ran	run	sprint
said	stating	stated
screamed	sparked	sparked
saw	terribly	flee
sold	sold	sold
shrank	translate	translate
sang	vocal	vocal
sat	pedestal	pedestal
slept	attempt	attempt
slowed	slowed	slowed
spent	spent	repercussions
struck	inconsistency	inconsistency
swam	tennis	tennis
took	take	medals
thought	something	something
vanished	unlikely	unlikely
walked	crawling	crawling
wrote	prose	prose
danced	singing	singing
decreased	rate	rate
described	denouncing	denouncing
enhanced	derives	derives
fell	attempt	attempt
fed	feed	crawling
flew	flight	flight
hid	escaped	escaped
hit	buccaneers	buccaneers
implemented	implementation	implementation
increased	increase	halted
jumped	preston	badminton
knew	amalia	amalia
listened	savile	savile
looked	hired	hired
moved	moved	moved
paid	paid	paid
played	played	played
predicted	failed	davy
read	derwent	derwent
ran	ran	ran
said	stated	requested
screamed	depicts	depicts
saw	freedman	freedman
sold	sold	sold
shrank	sizeable	sizeable
sang	danced	woodwind
sat	sadler	sadler
slept	hired	hired
slowed	failed	failed
spent	spent	spent
struck	strike	strike
swam	badminton	badminton
took	took	took
thought	reasoning	reasoning
vanished	harmonic	oblivion
walked	rafting	depicts
wrote	literature	literature
danced	dancer	jingles
decreased	factors	factors
described	depicts	depicts
enhanced	revitalization	revitalization
fell	fell	fell
fed	feeds	feeds
flew	gruppe	gruppe
generated	derwent	compagnie
hit	on-base	on-base
implemented	auditing	auditing
increased	increased	increased
jumped	shaking	shaking
knew	reconciled	reconciled
listened	orbison	fender
looked	tossing	tossing
moved	moved	fender
paid	annuity	annuity
played	played	played
predicted	anxiety	anxiety
read	cie	cie
ran	run	run
said	stating	stating
screamed	shaking	shaking
saw	inferior	inferior
sold	sold	sold
shrank	productivity	productivity
sang	teatro	teatro
sat	sat	sat
slept	cabins	cabins
slowed	stiffness	engine
spent	spent	fao
struck	merrimack	merrimack
swam	aquatics	aquatics
took	took	coordinated
thought	sofa	sofa
vanished	sawmills	sawmills
walked	promenade	promenade
wrote	poetry	poetry
danced	sofa	teatro
decreased	leakage	leakage
described	equation	equation
enhanced	auditing	auditing
fell	fell	fell
fed	sanitary	sanitary
flew	aircraft	aircraft
generated	megawatts	megawatts
went	6-0	6-0
implemented	oecd	oecd
increased	increase	6.3
jumped	hits	grammy
knew	happy	happy
listened	hits	grammy
looked	you	you
moved	move	move
paid	paid	paid
played	played	played
predicted	predict	you
read	read	child
ran	run	run
said	you	you
screamed	jojo	jojo
saw	soundtrack	you
sold	sales	sales
shrank	baby	baby
sang	song	song
sat	brigitte	brigitte
slept	happy	happy
slowed	slowed	ventricular
spent	spent	spent
struck	hits	hits
swam	aquatic	aquatic
took	took	took
thought	theories	theories
vanished	jojo	jojo
walked	jojo	jojo
wrote	script	script
danced	song	musicals
decreased	oxidase	oxidase
described	promo	promo
enhanced	developing	equity
fell	falls	falls
fed	feed	feed
flew	flight	flight
generated	attracting	attracting
went	go	go
hid	slasher	slasher
increased	increased	increased
jumped	skater	missed
knew	find	find
listened	fresh	fresh
looked	flashbacks	flashbacks
moved	move	move
paid	paid	paid
played	played	played
predicted	precipitation	spartan
read	asl	asl
ran	run	run
said	quoted	quoted
screamed	drums	drums
saw	mccoy	mccoy
sold	sold	sold
shrank	align	align
sang	drums	drums
sat	bounced	drums
slept	stumbles	stumbles
slowed	pressure	missed
spent	spent	spent
struck	plentiful	plentiful
swam	pool	pool
took	take	take
thought	thought	thought
vanished	entropy	fragmentary
walked	doodle	doodle
wrote	script	script
danced	singing	singing
decreased	observed	observed
described	plentiful	plentiful
enhanced	displayed	displayed
fell	fell	punched
fed	insects	insects
flew	flown	flown
generated	generated	generated
went	go	go
hid	hidden	gunfight
hit	hit	threw
jumped	squad	squad
knew	fearing	saved
listened	oldies	listened
looked	symptom	squad
moved	moved	moved
paid	levied	levied
played	played	played
predicted	thrombosis	thrombosis
read	middlesex	middlesex
ran	ran	ran
said	stating	stating
screamed	screams	hendrix
saw	miscarriage	miscarriage
sold	sales	sales
shrank	reduced	reduced
sang	onstage	onstage
sat	sat	sat
slept	slept	slept
slowed	headache	infant
spent	spent	spent
struck	conceding	conceding
swam	aquatics	swim
took	took	took
thought	reasoning	reasoning
vanished	accumulation	accumulation
walked	walk	walk
wrote	screenwriting	screenwriting
danced	ninja	ninja
decreased	decreased	decreased
described	cited	cited
enhanced	enhanced	enhanced
fell	loses	loses
fed	nematode	nematode
flew	flew	flew
generated	generate	generate
went	go	happened
hid	hid	hid
hit	hit	hit
implemented	implemented	specification
knew	inadvertently	everything
listened	reading	reading
looked	worried	worried
moved	move	move
paid	pay	pay
played	played	played
predicted	wisden	wisden
read	reader	reader
ran	run	run
said	stating	stated
screamed	747	747
saw	says	says
sold	sold	sold
shrank	clegg	clegg
sang	celeste	celeste
sat	sit	sit
slept	raped	raped
slowed	reducing	reducing
spent	spent	spent
struck	batters	batters
swam	swam	dredged
took	bars	bars
thought	everything	everything
vanished	velocities	velocities
walked	travelers	travelers
wrote	written	written
danced	workout	workout
decreased	decreased	reducing
described	explanation	explanation
enhanced	locating	locating
fell	fell	fell
fed	feed	larvae
flew	flew	flew
generated	mw	mw
went	go	go
hid	fugitives	fugitives
hit	rbis	rbis
implemented	guidelines	guidelines
increased	decreased	decreased
listened	gospel	gospel
looked	worked	worked
moved	travelled	travelled
paid	pay	pay
played	played	played
predicted	likely	likely
read	chester	chester
ran	run	run
said	stating	stating
screamed	ghostly	worked
saw	informed	informed
sold	sold	sold
shrank	pliocene	pliocene
sang	guys	lyricist
sat	legislator	legislator
slept	parlor	parlor
slowed	slow	yr
spent	spent	spent
struck	pulled	pulled
swam	weightlifting	freestyle
took	took	took
thought	thought	thought
vanished	preoccupied	preoccupied
walked	pulled	pulled
wrote	wrote	lyricist
danced	singing	toured
decreased	decreased	decreased
described	wrote	wrote
enhanced	skills	skills
fell	pulled	pulled
fed	larvae	larvae
flew	flew	flew
generated	precisely	precisely
went	toured	toured
hid	explosives	explosives
hit	hit	hit
implemented	exporting	exporting
increased	increase	increase
jumped	pulled	pulled
looked	smiling	smiling
moved	move	departure
paid	paid	monies
played	played	played
predicted	brigham	brigham
read	bookstore	bookstore
ran	run	run
said	stating	shouldn
screamed	ozzy	ozzy
saw	2400	2400
sold	sold	sold
shrank	subdued	18.2
sang	vocalists	vocalists
sat	sat	sat
slept	foreigner	foreigner
slowed	pollutants	18.2
spent	spent	spent
struck	turquoise	turquoise
swam	swam	swam
took	take	take
thought	academia	academia
vanished	huggins	huggins
walked	2400	2400
wrote	script	script
danced	singing	singing
decreased	18.2	18.2
described	glad	handbook
enhanced	developing	developing
fell	fell	fell
fed	spiny	spiny
flew	messerschmitt	messerschmitt
generated	2400	2400
went	go	go
hid	massacred	massacred
hit	.500	268
implemented	enforcing	enforcing
increased	18.2	18.2
jumped	longhorn	2400
knew	should	should
moved	move	move
paid	paid	paid
played	played	played
predicted	anxiety	anxiety
read	gender	gender
ran	run	run
said	stating	sounded
screamed	demons	demons
saw	seized	seized
sold	sold	sold
shrank	fuelled	rise
sang	duets	tchaikovsky
sat	sat	sat
slept	raped	raped
slowed	openness	openness
spent	spent	spent
struck	struck	inflict
swam	pool	pool
took	take	take
thought	ideas	thought
vanished	preoccupied	bayard
walked	talked	talked
wrote	journalism	journalism
danced	dancers	dances
decreased	reducing	coniferous
described	descriptions	descriptions
enhanced	openness	openness
fell	fell	fell
fed	parasitic	parasitic
flew	avro	avro
generated	megawatts	assertions
went	got	got
hid	escaped	escaped
hit	hit	hit
implemented	openness	openness
increased	fuelled	fuelled
jumped	dressage	skated
knew	should	should
listened	openness	openness
paid	paid	paid
played	played	played
predicted	tech	tech
read	matriculated	avila
ran	ran	ran
said	stating	said
screamed	brainwashed	brainwashed
saw	millionaire	millionaire
sold	sold	sold
shrank	seceded	seceded
sang	onstage	troupe
sat	placed	placed
slept	forgives	forgives
slowed	down	embankment
spent	spent	spent
struck	batters	batters
swam	athletics	athletics
took	took	took
thought	tutors	tutors
vanished	preoccupied	preoccupied
walked	dales	dales
wrote	publishing	publishing
danced	troupe	troupe
decreased	27.2	27.2
described	co-authored	co-authored
enhanced	bfa	bfa
fell	fell	fell
fed	feed	feed
flew	aaf	aaf
generated	megawatts	megawatts
went	got	got
hid	fled	fled
hit	batting	batting
implemented	implemented	implemented
increased	increased	decreased
jumped	four-man	ex-husband
knew	saddened	millionaire
listened	oldies	oldies
looked	decided	decided
played	played	played
predicted	obesity	obesity
read	read	read
ran	run	run
said	said	said
screamed	screams	archetypal
saw	contacted	contacted
sold	sold	sold
shrank	reduced	reduced
sang	chorus	chorus
sat	instructed	instructed
slept	archetypal	archetypal
slowed	regenerate	regenerate
spent	spent	spent
struck	visually	visually
swam	diving	diving
took	took	took
thought	reasoning	archetypal
vanished	spacetime	spacetime
walked	jogging	run
wrote	summed	summed
danced	singing	archetypal
decreased	increases	increases
described	descriptions	descriptions
enhanced	enhanced	enhanced
fell	fell	fell
fed	ingested	ingested
flew	flight	flight
generated	generated	generated
went	youre	youre
hid	lures	whereabouts
hit	at-bats	at-bats
implemented	implementation	implementation
increased	increase	increase
jumped	skater	skater
knew	contacted	contacted
listened	experience	experience
looked	instructed	instructed
moved	moved	moved
predicted	predict	predict
read	mellon	mellon
ran	run	run
said	quoted	quoted
screamed	halftime	halftime
saw	corbin	corbin
sold	sold	sold
shrank	slowed	stronghold
sang	sang	sang
sat	bounced	bounced
slept	slept	slept
slowed	slowed	slowed
spent	spent	spent
struck	batters	batters
swam	aquatics	aquatics
took	took	took
thought	reasoning	reasoning
vanished	lagrangian	bayard
walked	mermaid	mermaid
wrote	literature	literature
danced	sang	performed
decreased	saturation	saturation
described	characterization	characterization
enhanced	developing	developing
fell	falls	falls
fed	copulation	predatory
flew	fixed-wing	fixed-wing
generated	megawatts	megawatts
went	toured	toured
hid	hidden	hidden
hit	hit	hit
implemented	implemented	implemented
increased	increase	increased
jumped	jumper	jumper
knew	willingly	corbin
listened	listens	reached
looked	snapped	snapped
moved	move	moved
paid	paid	paid
read	reception	reception
ran	run	run
said	stated	stated
screamed	mane	saw
saw	saw	saw
sold	sold	sold
shrank	eclipsed	eclipsed
sang	concerts	concerts
sat	seated	seated
slept	unbeknownst	unbeknownst
slowed	smoother	smoother
spent	budget	budget
struck	hits	hits
swam	400m	400m
took	take	take
thought	theories	theories
vanished	indicates	indicates
walked	spy	spy
wrote	spy	spy
danced	dancers	dancers
decreased	increases	increases
described	saw	saw
enhanced	promotes	smoother
fell	fell	fell
fed	tortoises	tortoises
flew	flew	flew
generated	hydroelectric	proportional
went	half	half
hid	gunpoint	gunpoint
hit	hit	hit
implemented	interoperability	interoperability
increased	increase	increase
jumped	kayak	metres
knew	knew	knew
listened	moa	moa
looked	worried	worried
moved	moved	moved
paid	paid	subscription
played	played	played
ran	run	run
said	stating	stating
screamed	cheeks	culprit
saw	knew	ploy
sold	sold	sellers
shrank	swelling	swelling
sang	sung	sung
sat	dressed	dressed
slept	slept	disfigured
slowed	avoided	avoided
spent	spent	spend
struck	alluding	alluding
swam	swim	swim
took	take	take
thought	misled	misled
vanished	irreducible	irreducible
walked	walk	walk
wrote	written	revisited
danced	dancers	dancers
decreased	polarity	attracting
described	described	described
enhanced	contribute	contribute
fell	anyone	impaled
fed	wintering	wintering
flew	flew	flew
generated	generated	generated
went	anyone	anyone
hid	impaled	impaled
hit	hit	hit
implemented	implement	implement
increased	increased	attracting
jumped	jump	jump
knew	find	find
listened	hear	hear
looked	think	find
moved	move	move
paid	paid	paid
played	played	played
predicted	disagree	disagree
said	apologised	apologised
screamed	screams	screams
saw	stella	stella
sold	sold	sold
shrank	arcadia	arcadia
sang	sang	sang
sat	sat	sat
slept	screams	screams
slowed	slowed	lotte
spent	spent	spent
struck	struck	struck
swam	swam	swam
took	took	took
thought	?	suggests
vanished	saucer	lotte
walked	walked	walked
wrote	writes	writes
danced	sang	sang
decreased	decreased	decreased
described	wrote	wrote
enhanced	headquartered	headquartered
fell	falls	falls
fed	seabirds	snails
flew	flown	flown
generated	generates	dubois
went	sang	sang
hid	massacred	massacred
hit	hit	hit
implemented	inform	inform
increased	increased	increased
jumped	climbed	lotte
knew	thwarted	writes
listened	gannon	gannon
looked	slashed	slashed
moved	walked	landed
paid	shillings	shillings
played	played	played
predicted	underestimated	underestimated
read	writes	writes
screamed	woke	ambushed
saw	co-star	co-star
sold	sold	sales
shrank	productivity	zenith
sang	singers	singers
sat	sat	sat
slept	bedroom	bedroom
slowed	porous	porous
spent	spent	spent
struck	symmetrical	symmetrical
swam	diving	diving
took	take	take
thought	ideas	ideas
vanished	redefined	economies
walked	stand	marble
wrote	written	written
danced	dancers	dancers
decreased	saturation	saturation
described	described	described
enhanced	research	research
fell	fell	fell
fed	locomotion	locomotion
flew	flew	aviation
generated	generator	generator
went	booked	booked
hid	hid	hid
hit	hit	hit
implemented	implementation	applying
increased	increase	increase
jumped	dressage	dressage
knew	co-star	valerie
listened	meditation	meditation
looked	seeking	seeking
moved	move	move
paid	paid	paid
played	played	played
predicted	proposed	proposed
read	library	library
ran	run	run
saw	!	!
sold	!	!
shrank	!	!
sang	!	!
sat	!	!
slept	!	!
slowed	!	!
spent	!	!
struck	!	!
swam	!	!
took	!	!
thought	!	!
vanished	!	!
walked	!	!
wrote	!	!
danced	!	!
decreased	!	!
described	!	!
enhanced	!	!
fell	!	!
fed	!	!
flew	!	!
generated	!	!
went	!	!
