rougher	terrain	terrain
baseball	brigadier	brigadier
person's	!	!
person	graduate	graduate
council's	!	!
council	graduate	graduate
system's	!	!
system	graduate	graduate
club's	!	!
club	graduate	graduate
coroner's	!	!
coroner	graduate	graduate
association's	!	!
association	communities	communities
author's	!	!
author	communities	communities
park's	!	!
park	communities	communities
boy's	!	!
boy	communities	communities
family's	!	!
family	communities	communities
building's	!	!
building	court	court
mayor's	!	!
mayor	court	court
evening's	!	!
evening	court	court
government's	!	!
government	court	court
school's	!	!
school	court	court
court's	!	!
court	premier	premier
child's	!	!
child	premier	premier
boy's	!	!
boy	premier	premier
county's	!	!
county	premier	premier
governor's	!	!
governor	premier	premier
victim's	!	!
victim	bands	bands
region's	!	catchphrase
region	bands	bands
park's	!	!
park	bands	bands
city's	!	!
city	bands	bands
week's	!	!
week	bands	bands
president's	!	!
president	committees	committees
girl's	!	!
girl	committees	committees
couple's	!	!
couple	committees	committees
film's	!	!
film	committees	committees
governor's	!	!
governor	committees	committees
mayor's	!	!
mayor	householder	householder
evening's	!	!
evening	householder	householder
couple's	!	!
couple	householder	householder
center's	!	!
center	householder	householder
band's	!	!
band	householder	householder
mayor's	!	!
mayor	programs	programs
region's	!	!
region	programs	programs
attorney's	!	!
attorney	programs	programs
doctor's	!	!
doctor	programs	programs
administration's	!	!
administration	programs	programs
church's	!	!
church	museums	museums
evening's	!	!
evening	museums	museums
mother's	!	!
mother	museums	museums
university's	!	!
university	museums	museums
week's	!	!
week	museums	museums
author's	!	!
author	holidays	holidays
president's	!	!
president	holidays	holidays
judge's	!	!
judge	holidays	holidays
community's	!	!
community	holidays	holidays
town's	!	!
town	holidays	holidays
network's	!	!
network	unions	unions
town's	!	!
town	unions	unions
party's	!	!
party	unions	unions
band's	!	!
band	unions	unions
league's	!	!
league	unions	unions
park's	!	!
park	oversight	oversight
bank's	!	!
bank	oversight	oversight
son's	!	!
son	oversight	oversight
doctor's	!	!
doctor	oversight	oversight
father's	!	!
father	oversight	oversight
president's	!	!
president	clubs	clubs
author's	!	!
author	clubs	clubs
woman's	!	!
woman	clubs	clubs
man's	!	!
man	clubs	clubs
family's	!	!
family	clubs	clubs
author's	!	!
author	projects	projects
night's	!	!
night	projects	projects
boy's	!	!
boy	projects	projects
play's	!	!
play	projects	projects
father's	!	!
father	projects	projects
building's	!	!
building	organizations	organizations
mayor's	!	!
mayor	organizations	organizations
committee's	!	!
committee	organizations	organizations
community's	!	!
community	organizations	organizations
driver's	!	!
driver	organizations	organizations
judge's	!	!
judge	churches	churches
baseball's	!	!
baseball	churches	churches
game's	!	!
game	churches	churches
doctor's	!	!
doctor	churches	churches
jury's	!	!
jury	churches	churches
victim's	!	!
victim	pronoun	pronoun
world's	!	!
world	pronoun	pronoun
play's	!	!
play	pronoun	pronoun
team's	!	!
team	pronoun	pronoun
jury's	!	!
jury	pronoun	pronoun
church's	!	!
church	grandson	grandson
today's	!	!
today	grandson	grandson
daughter's	!	!
daughter	grandson	grandson
group's	!	!
group	grandson	grandson
governor's	!	!
governor	grandson	grandson
industry's	!	!
industry	markets	markets
council's	!	!
council	markets	markets
couple's	!	!
couple	markets	markets
county's	!	!
county	markets	markets
union's	!	!
union	markets	markets
hospital's	!	!
hospital	illustrator	illustrator
couple's	!	!
couple	illustrator	illustrator
community's	!	!
community	illustrator	illustrator
general's	!	!
general	illustrator	illustrator
county's	!	!
county	illustrator	illustrator
association's	!	!
association	banks	banks
artist's	!	!
artist	banks	banks
doctor's	!	!
doctor	banks	banks
university's	!	!
university	banks	banks
governor's	!	!
governor	banks	banks
evening's	!	morning
evening	drivers	drivers
show's	!	!
show	drivers	drivers
community's	!	!
community	drivers	drivers
network's	!	!
network	drivers	drivers
week's	!	!
week	drivers	drivers
city's	!	!
city	inquest	inquest
bill's	!	!
bill	inquest	inquest
everyone's	!	!
everyone	inquest	inquest
group's	!	!
group	inquest	inquest
week's	!	!
week	inquest	inquest
hospital's	!	!
hospital	degree	degree
family's	!	!
family	degree	degree
driver's	!	!
driver	degree	degree
book's	!	!
book	degree	degree
union's	!	!
union	degree	degree
president's	!	!
president	pitcher	pitcher
society's	!	!
society	pitcher	pitcher
station's	!	!
station	pitcher	pitcher
boy's	!	!
boy	pitcher	pitcher
county's	!	!
county	pitcher	pitcher
building's	buildings	buildings
building	show	show
agency's	agencies	agencies
agency	show	show
month's	!	day
month	show	show
world's	championship	championship
world	show	show
jury's	jurors	jurors
jury	show	show
year's	!	!
year	judges	judges
victim's	!	!
victim	judges	judges
society's	!	!
society	judges	judges
family's	!	!
family	judges	judges
game's	!	!
game	judges	judges
country's	!	!
country	societies	societies
day's	!	!
day	societies	societies
government's	!	!
government	societies	societies
doctor's	!	!
doctor	societies	societies
governor's	!	!
governor	societies	societies
author's	writer	writer
author	girl	girl
dollar's	peso	peso
dollar	girl	girl
mother's	!	wife
mother	girl	girl
woman's	!	!
woman	girl	girl
center's	!	centre
center	girl	girl
nation's	!	!
nation	daughter	daughter
husband's	!	someone
husband	daughter	daughter
artist's	!	!
artist	daughter	daughter
play's	!	!
play	daughter	daughter
game's	!	!
game	daughter	daughter
person's	!	!
person	hospitals	hospitals
world's	!	!
world	hospitals	hospitals
driver's	!	!
driver	hospitals	hospitals
jury's	!	!
jury	hospitals	hospitals
administration's	!	!
administration	hospitals	hospitals
bank's	!	!
bank	marriage	marriage
everyone's	!	!
everyone	marriage	marriage
area's	!	!
area	marriage	marriage
family's	!	!
family	marriage	marriage
team's	!	!
team	marriage	marriage
dollar's	!	!
dollar	situated	situated
weekend's	!	!
weekend	situated	situated
program's	!	!
program	situated	situated
school's	!	!
school	situated	situated
jury's	!	!
jury	situated	situated
husband's	!	!
husband	parks	parks
wife's	!	!
wife	parks	parks
network's	!	!
network	parks	parks
doctor's	!	!
doctor	parks	parks
team's	!	!
team	parks	parks
night's	!	!
night	nintendo	nintendo
baseball's	!	!
baseball	nintendo	nintendo
company's	!	!
company	nintendo	nintendo
book's	!	!
book	nintendo	nintendo
governor's	!	!
governor	nintendo	nintendo
child's	!	!
child	jurors	jurors
building's	!	!
building	jurors	jurors
bank's	!	!
bank	jurors	jurors
man's	!	!
man	jurors	jurors
life's	!	!
life	jurors	jurors
master's	!	!
master	lives	lives
project's	!	!
project	lives	lives
boy's	!	!
boy	lives	lives
attorney's	!	!
attorney	lives	lives
area's	!	!
area	lives	lives
council's	!	!
council	federation	federation
artist's	!	!
artist	federation	federation
doctor's	!	!
doctor	federation	federation
governor's	!	!
governor	federation	federation
book's	!	!
book	federation	federation
today's	!	!
today	published	published
system's	!	!
system	published	published
council's	!	!
council	published	published
state's	!	!
state	published	published
son's	!	!
son	published	published
museum's	!	!
museum	stations	stations
child's	!	!
child	stations	stations
family's	!	!
family	stations	stations
band's	!	!
band	stations	stations
book's	!	!
book	stations	stations
council's	!	!
council	buildings	buildings
man's	!	!
man	buildings	buildings
everyone's	!	!
everyone	buildings	buildings
world's	!	!
world	buildings	buildings
market's	!	!
market	buildings	buildings
state's	!	!
state	olympics	olympics
month's	!	!
month	olympics	olympics
department's	!	!
department	olympics	olympics
family's	!	!
family	olympics	olympics
patient's	!	!
patient	olympics	olympics
husband's	!	!
husband	patients	patients
night's	!	!
night	patients	patients
club's	!	!
club	patients	patients
judge's	!	!
judge	patients	patients
town's	!	!
town	patients	patients
tonight's	!	!
tonight	victims	victims
board's	!	!
board	victims	victims
dollar's	!	!
dollar	victims	victims
summer's	!	!
summer	victims	victims
party's	!	!
party	victims	victims
hospital's	!	!
hospital	systems	systems
husband's	!	!
husband	systems	systems
woman's	!	!
woman	systems	systems
state's	!	!
state	systems	systems
show's	!	!
show	systems	systems
mayor's	!	!
mayor	everything	everything
agency's	!	!
agency	everything	everything
show's	!	!
show	everything	everything
station's	!	stations
station	everything	everything
area's	!	!
area	everything	everything
building's	!	!
building	wife	wife
life's	!	!
life	wife	wife
company's	!	!
company	wife	wife
union's	!	!
union	wife	wife
school's	!	schools
school	wife	wife
church's	!	!
church	networks	networks
author's	!	!
author	networks	networks
night's	!	!
night	networks	networks
driver's	!	!
driver	networks	networks
jury's	!	!
jury	networks	networks
district's	!	!
district	writer	writer
summer's	!	!
summer	writer	writer
state's	!	!
state	writer	writer
son's	!	!
son	writer	writer
everyone's	!	!
everyone	writer	writer
country's	!	alright
country	boy	boy
board's	!	trustees
board	boy	boy
industry's	industries	industries
industry	boy	boy
mother's	!	!
mother	boy	boy
commission's	!	!
commission	boy	boy
nation's	!	!
nation	h.r.	h.r.
couple's	!	!
couple	h.r.	h.r.
project's	!	!
project	h.r.	h.r.
patient's	!	!
patient	h.r.	h.r.
family's	!	!
family	h.r.	h.r.
district's	!	!
district	weekends	weekends
nation's	!	!
nation	weekends	weekends
station's	!	!
station	weekends	weekends
club's	!	!
club	weekends	weekends
son's	!	!
son	weekends	weekends
tonight's	!	!
tonight	honoris	honoris
country's	!	!
country	honoris	honoris
community's	!	!
community	honoris	honoris
father's	!	!
father	honoris	honoris
administration's	!	!
administration	honoris	honoris
mayor's	!	!
mayor	playing	playing
girl's	!	!
girl	playing	playing
community's	!	!
community	playing	playing
department's	!	!
department	playing	playing
family's	!	mordellidae
family	playing	playing
boy's	!	!
boy	morning	morning
film's	!	movie
film	morning	morning
wife's	!	!
wife	morning	morning
family's	!	!
family	morning	morning
program's	!	!
program	morning	morning
region's	!	!
region	peso	peso
month's	!	!
month	peso	peso
bank's	!	!
bank	peso	peso
play's	!	!
play	peso	peso
union's	!	!
union	peso	peso
returned	returned	subsequently
return	return	return
returns	cosmopterigidae	cosmopterigidae
return	finds	finds
returned	finds	finds
returns	mordellistena	returning
determined	determined	examining
determine	determine	determine
determines	the	the
determine	determine	determine
determined	depends	depends
determines	cosmopterigidae	moth
ensured	ensuring	ensuring
ensure	not	ensure
ensures	cosmopterigidae	the
ensure	ensure	ensure
ensured	ensuring	newly
ensures	mordellidae	mordellidae
decided	decides	decides
decide	would	would
decides	cosmopterigidae	decides
decide	would	would
decided	refuses	tries
decides	cosmopterigidae	persuaded
ended	year	year
end	start	stalemate
ends	cosmopterigidae	cosmopterigidae
end	continues	continues
ended	begins	begins
ends	cosmopterigidae	cosmopterigidae
supported	supported	supported
support	support	support
supports	providing	providing
support	support	support
supported	support	individuals
supports	support	support
raised	raising	fundraising
raise	raise	raise
raises	charity	raises
raise	raise	raise
raised	raising	financed
raises	raising	raising
opened	slam	slam
open	closed	closed
opens	slam	slam
open	closes	door
opened	closes	opening
opens	closed	march
continued	decided	decided
continue	continue	continue
continues	takes	takes
continue	intersects	continue
continued	two-lane	two-lane
continues	though	though
studied	studies	studies
study	studying	studying
studies	studies	studies
study	study	study
studied	study	psychology
studies	studying	studying
proved	proving	proving
prove	prove	prove
proves	proving	proving
prove	prove	prove
proved	10.7	10.4
proves	proven	proven
helped	seeks	seeks
help	did	did
helps	seeks	seeks
help	help	manage
helped	them	them
helps	helping	helping
called	calls	calls
call	although	sometimes
calls	calls	calls
call	call	call
called	call	call
calls	although	although
considered	29.4	29.4
consider	regarded	regarded
considers	considered	considered
consider	believe	believe
considered	10.7	10.7
considers	regarded	regarded
asked	asking	asking
ask	did	did
asks	asking	asking
ask	tell	tell
asked	agrees	agrees
asks	asking	ask
provided	providing	providing
provide	provide	provide
provides	providing	providing
provide	provide	provide
provided	provide	provide
provides	provide	providing
eliminated	eliminating	eliminating
eliminate	semi-finals	qualify
eliminates	eliminating	eliminating
eliminate	make	eliminate
eliminated	i	i
eliminates	semi-finals	semi-finals
thought	've	've
think	make	find
thinks	happens	happens
think	't	't
thought	't	't
thinks	finds	finds
showed	shows	shows
show	demonstrate	demonstrate
shows	shows	shows
show	show	tonight
showed	show	show
shows	shown	shown
took	took	took
take	take	take
takes	takes	takes
take	go	take
took	come	came
takes	takes	takes
looked	able	trying
look	so	so
looks	looks	looks
look	look	look
looked	looking	looking
looks	like	looks
paid	paid	paid
pay	pay	pay
pays	paid	payment
pay	pay	pay
paid	paid	paid
pays	pay	pay
remained	would	continue
remain	futebol	futebol
remains	still	still
remain	unearthed	unearthed
remained	burial	burial
remains	almost	almost
bought	purchase	purchase
buy	purchased	purchased
buys	purchase	purchase
buy	gois	gois
bought	buying	buying
buys	purchased	purchased
sought	sought	sought
seek	rio	rio
seeks	sought	sought
seek	rio	janeiro
sought	sought	sought
seeks	seeks	seeks
produced	producing	producing
produce	produce	produce
produces	produces	produces
produce	produce	produce
produced	producing	bowlers
produces	produce	produces
thought	really	theres
think	get	get
thinks	really	happens
think	get	anyone
thought	left-arm	left-arm
thinks	makes	makes
understood	comprehend	perceive
understand	understand	understand
understands	comprehend	explains
understand	regrets	regrets
understood	bowlers	bowlers
understands	context	context
ran	ran	ran
run	reelection	reelection
runs	running	running
run	batting	batting
ran	batting	batting
runs	goes	goes
reduced	reducing	reducing
reduce	increased	reduce
reduces	reducing	reducing
reduce	reduce	reduce
reduced	reducing	reducing
reduces	increased	increases
felt	right	right
feel	feels	feels
feels	hairless	hairless
feel	feeling	feeling
felt	right	right
feels	feels	feels
required	required	required
require	require	require
requires	bracts	bracts
require	require	allow
required	right	right
requires	leaf	leaf
played	playing	playing
play	playing	play
plays	fleshy	fleshy
play	midfielder	play
played	midfielder	midfielder
plays	toothed	oval
happened	right	didnt
happen	tell	tell
happens	hairless	inflorescences
happen	happen	happen
happened	right	right
happens	leaf	toothed
had	been	been
have	26.9	26.9
has	bracts	bracts
have	return	return
had	right	right
has	bracts	inflorescences
opened	djokovic	djokovic
open	get	tell
opens	slam	slam
open	closes	opening
opened	opening	opening
opens	finds	finds
felt	feeling	emotions
feel	feel	feel
feels	feels	feels
feel	feel	feel
felt	felt	felt
feels	feels	feels
decided	decided	decided
decide	would	would
decides	decides	decides
decide	want	want
decided	decided	decided
decides	decides	decides
preserved	wildlife	wildlife
preserve	get	manuscripts
preserves	preservation	preserves
preserve	preserve	preserve
preserved	preserve	preserve
preserves	finds	finds
followed	followed	followed
follow	get	get
follows	finds	turns
follow	follow	follow
followed	followed	followed
follows	finds	takes
studied	studies	studies
study	studying	studying
studies	studies	studies
study	study	study
studied	study	study
studies	studying	studying
held	holding	holding
hold	events	events
holds	holding	holding
hold	degree	earned
held	earned	earned
holds	three-day	three-day
ended	start	start
end	finally	finally
ends	200809	200203
end	begins	begins
ended	continues	continues
ends	after	armistice
said	i	i
say	saying	saying
says	think	think
say	tell	tell
said	say	say
says	saying	saying
reduced	reducing	reducing
reduce	reducing	reducing
reduces	reducing	reducing
reduce	reduce	reduce
reduced	decreases	decreases
reduces	reducing	reducing
built	construction	construction
build	constructed	constructed
builds	demolish	demolish
build	we	do
built	beginning	starting
builds	constructed	constructed
studied	studies	studies
study	studying	studying
studies	studies	studies
study	study	study
studied	study	study
studies	studying	studying
said	never	never
say	think	think
says	thinks	thinks
say	say	we
said	said	said
says	saying	says
developed	developing	developed
develop	know	know
develops	realizes	realizes
develop	i	feel
developed	beginning	larva
develops	realizes	realizes
reduced	reducing	reducing
reduce	reducing	reducing
reduces	reducing	reducing
reduce	reduce	reduced
reduced	reducing	increased
reduces	reducing	reduces
extended	review	three-and-a-half
extend	extend	extend
extends	extension	extension
extend	extending	extending
extended	extending	extending
extends	extend	extend
ensured	review	reviewing
ensure	make	ensure
ensures	ensuring	ensuring
ensure	ensure	ensure
ensured	ebert	reviewing
ensures	ensuring	ensuring
decided	review	review
decide	would	would
decides	decides	decides
decide	wants	would
decided	decided	decided
decides	decides	decides
preserved	conservation	conservation
preserve	manuscripts	manuscripts
preserves	preserves	preserves
preserve	preserve	preserve
preserved	ign	ign
preserves	survives	survives
saved	review	panned
save	save	save
saves	arrives	arrives
save	shutout	shutout
saved	ign	ign
saves	saving	saving
earned	earned	earned
earn	earning	earning
earns	earning	earning
earn	rewards	rewards
earned	bonuses	faction
earns	earning	earning
paid	paid	paid
pay	pay	pay
pays	paid	paid
pay	pay	pay
paid	paid	paid
pays	pay	pay
learned	teach	teach
learn	lessons	lessons
learns	teach	encourages
learn	discovers	discovers
learned	discovers	tells
learns	learnt	learnt
accommodated	seating	seating
accommodate	accommodates	accommodation
accommodates	seating	seating
accommodate	accommodated	accommodated
accommodated	accommodated	accommodated
accommodates	accommodates	accommodates
saw	come	think
see	again	again
sees	think	think
see	goes	goes
saw	goes	goes
sees	1990s	1990s
tried	tries	tries
try	trying	trying
tries	tries	tries
try	try	trying
tried	trying	attempt
tries	attempts	attempts
learned	instruction	instruction
learn	learn	learn
learns	knows	tells
learn	informs	informs
learned	discovers	discovers
learns	learnt	loves
followed	accordance	accordance
follow	get	get
follows	loves	accepts
follow	follow	follow
followed	describe	suggested
follows	loves	karthik
found	search	search
find	find	find
finds	finds	finds
find	find	find
found	discovers	suggested
finds	unearthed	megalithic
turned	turned	turned
turn	get	get
turns	turns	turns
turn	continues	continues
turned	continues	continues
turns	turns	turns
provided	providing	provided
provide	provide	provide
provides	provides	provides
provide	provide	provide
provided	provided	provided
provides	provides	provides
improved	improving	improving
improve	improve	improve
improves	improving	improving
improve	improve	improve
improved	improved	improved
improves	improves	improves
required	required	requiring
require	necessary	obtain
requires	requiring	requiring
require	require	require
required	required	required
requires	requirement	requirement
had	been	been
have	them	them
has	been	been
have	have	however
had	been	although
has	10.7	10.7
sold	sale	sale
sell	sell	sell
sells	buying	buying
sell	sell	sell
sold	merchandise	merchandise
sells	selling	selling
met	requirements	requirements
meet	meet	meet
meets	meets	meets
meet	get	meet
met	endemic	endemic
meets	tells	tells
needed	necessary	necessary
need	help	help
needs	needs	needs
need	need	need
needed	need	need
needs	tries	tries
gave	giving	giving
give	reviews	reviews
gives	gives	gives
give	give	give
gave	give	related
gives	review	review
worked	works	fragments
work	working	working
works	works	works
work	work	work
worked	work	work
works	working	working
avoided	avoiding	avoiding
avoid	avoid	avoid
avoids	avoiding	avoiding
avoid	avoid	avoid
avoided	avoiding	specimen
avoids	discovers	discovers
helped	attempts	tries
help	help	help
helps	manages	manages
help	help	help
helped	intended	intended
helps	helping	seeks
raised	donations	donations
raise	raise	raise
raises	donations	donations
raise	raise	raise
raised	ported	ported
raises	raising	raising
began	began	began
begin	begin	begin
begins	friendship	boyfriend
begin	ends	continue
began	ends	continued
begins	begin	begin
built	construction	built
build	constructed	constructed
builds	construction	constructed
build	build	build
built	microsoft	microsoft
builds	constructed	constructed
recognized	recognise	recognise
recognize	recognised	recognize
recognizes	recognise	recognizes
recognize	recognize	recognize
recognized	recognition	recognition
recognizes	recognised	recognised
knew	't	't
know	what	what
knows	't	't
know	tell	tell
knew	loves	tells
knows	what	else
made	made	made
make	making	making
makes	get	understand
make	make	make
made	making	appearance
makes	making	s.c.
included	numerous	numerous
include	includes	includes
includes	numerous	numerous
include	included	included
included	included	included
includes	includes	includes
avoided	prevent	prevent
avoid	avoid	avoid
avoids	prevent	minimize
avoid	avoiding	avoiding
avoided	avoiding	avoiding
avoids	avoiding	avoiding
reduced	reducing	reducing
reduce	increased	increased
reduces	reducing	reducing
reduce	reducing	reducing
reduced	reducing	reducing
reduces	increased	increased
met	comply	comply
meet	works	works
meets	comply	comply
meet	becomes	becomes
met	working	working
meets	composers	oeuvre
needed	needed	needed
need	need	need
needs	needed	needed
need	need	need
needed	working	working
needs	need	necessary
liked	't	't
like	felt	felt
likes	't	't
like	doing	doing
liked	working	journalist
likes	admired	admired
reduced	reducing	reducing
reduce	increased	increased
reduces	reducing	reducing
reduce	reducing	reducing
reduced	reducing	reducing
reduces	increased	increased
served	served	served
serve	serving	serving
serves	serving	served
serve	serving	serve
served	director	director
serves	deputy	serving
made	making	making
make	make	make
makes	get	take
make	make	make
made	making	making
makes	older	studentteacher
used	using	using
use	use	use
uses	uses	uses
use	using	used
used	using	using
uses	use	use
saved	rescue	attempts
save	saving	saving
saves	escape	escape
save	shutouts	shutouts
saved	shutouts	shutouts
saves	saving	saving
took	go	go
take	taking	taking
takes	go	go
take	finds	finds
took	goes	goes
takes	taking	taking
found	discover	finds
find	unearthed	unearthed
finds	discover	discover
find	find	find
found	discovers	returns
finds	unearthed	unearthed
knew	think	're
know	know	know
knows	really	knows
know	tell	know
knew	what	said
knows	knows	knows
proved	proven	proven
prove	prove	prove
proves	proving	proves
prove	prove	prove
proved	prove	prove
proves	proves	proves
joined	joined	joined
join	join	join
joins	agrees	returns
join	confluence	tributary
joined	confluence	confluence
joins	joining	joining
opened	wta	wta
open	closed	reopened
opens	wta	wta
open	closes	closes
opened	door	door
opens	reopened	reopened
went	going	going
go	go	go
goes	asks	goes
go	go	go
went	others	others
goes	asks	goes
returned	returned	returned
return	returning	returning
returns	leave	returns
return	goes	goes
returned	stated	soon
returns	returning	returns
discussed	meeting	meeting
discuss	discuss	topic
discusses	discusses	discusses
discuss	discussed	discussed
discussed	stated	talked
discusses	discusses	discusses
wanted	wanted	wanted
want	want	want
wants	doesn	wants
want	want	want
wanted	wanted	wanted
wants	wants	wants
sought	seeking	seeking
seek	attempt	attempt
seeks	seeking	seeks
seek	aims	effort
sought	helped	helped
seeks	attempts	tries
reduced	reducing	reducing
reduce	increased	increased
reduces	reducing	reducing
reduce	reducing	reducing
reduced	reducing	reduce
reduces	increased	increased
called	calls	calls
call	say	say
calls	calls	calls
call	call	call
called	call	call
calls	meaning	meaning
felt	feeling	feeling
feel	feel	feel
feels	feels	feels
feel	feel	feel
felt	feeling	feeling
feels	feels	feels
discussed	meeting	meeting
discuss	discuss	discuss
discusses	derives	derives
discuss	discussed	discussed
discussed	discussed	discussed
discusses	discuss	discuss
thought	really	got
think	something	something
thinks	know	something
think	else	else
thought	knows	else
thinks	meaning	meaning
followed	followed	followed
follow	go	go
follows	derives	gives
follow	follow	follow
followed	followed	followed
follows	word	word
considered	considered	regarded
consider	regarded	regarded
considers	realizes	considers
consider	think	considered
considered	considered	considered
considers	regarded	regarded
started	end	end
start	began	began
starts	season	season
start	you	just
started	era	posting
starts	began	began
was	might	might
be	shit	he
is	realizes	realizes
be	cosmopterigidae	mordellistena
was	cosmopterigidae	cosmopterigidae
is	he	he
decided	decided	decided
decide	want	will
decides	decides	decides
decide	want	want
decided	wanted	decided
decides	decides	decides
gave	giving	giving
give	review	review
gives	agrees	agrees
give	give	give
gave	giving	giving
gives	reviews	reviews
reached	reaching	reaching
reach	reach	reach
reaches	reaching	reaching
reach	river	tributary
reached	served	served
reaches	singles	singles
lived	unplugged	unplugged
live	parents	parents
lives	unplugged	unplugged
live	life	life
lived	served	serving
lives	meets	meets
required	requiring	requiring
require	require	require
requires	requires	requires
require	required	required
required	required	required
requires	necessary	necessary
celebrated	celebration	celebrating
celebrate	celebration	celebration
celebrates	celebration	celebration
celebrate	celebrated	celebrated
celebrated	celebrated	celebrated
celebrates	celebration	celebration
ended	start	season
end	saw	saw
ends	ends	ends
end	end	end
ended	served	served
ends	begins	begins
raised	fundraising	fundraising
raise	raising	raising
raises	raising	fundraising
raise	raise	raise
raised	charities	charities
raises	raising	raising
seemed	does	doesn
seem	seems	seems
seems	does	does
seem	seem	seem
seemed	seem	seem
seems	seems	seems
required	required	required
require	require	require
requires	requires	requires
require	require	require
required	require	require
requires	requires	requires
showed	shows	shows
show	demonstrated	demonstrated
shows	shows	shows
show	show	show
showed	show	show
shows	demonstrated	demonstrated
served	serving	serving
serve	deputy	appointed
serves	serving	serving
serve	serving	serving
served	serving	serving
serves	deputy	deputy
reached	reaching	reaching
reach	reaching	reaching
reaches	reaching	reaching
reach	enters	enters
reached	enters	enters
reaches	top	top-ten
tried	trying	trying
try	attempted	attempted
tries	tries	tries
try	try	try
tried	try	try
tries	attempting	attempting
prevented	preventing	preventing
prevent	draw	prevent
prevents	preventing	preventing
prevent	second-half	second-half
prevented	award	universiade
prevents	shutouts	losses
became	increasingly	increasingly
become	becoming	becoming
becomes	becoming	becoming
become	substitute	become
became	increasingly	increasingly
becomes	becoming	becoming
turned	best	category
turn	draw	draw
turns	turning	turning
turn	heading	heading
turned	continues	curves
turns	shutouts	shutouts
determined	determined	determined
determine	dont	determine
determines	realizes	realizes
determine	i	i
determined	depends	depends
determines	realizes	realizes
started	end	end
start	began	began
starts	realizes	starts
start	we	just
started	others	others
starts	realizes	hates
kept	bring	bring
keep	i	dont
keeps	realizes	sees
keep	i	dont
kept	kept	kept
keeps	realizes	apologizes
served	serving	served
serve	serving	serving
serves	realizes	forgives
serve	we	we
served	serve	now
serves	deputy	deputy
said	believed	believed
say	i	i
says	knows	knows
say	you	you
said	say	said
says	knows	knows
eliminated	co-produced	co-produced
eliminate	semi-finals	semi-finals
eliminates	eliminates	eliminates
eliminate	eliminating	eliminating
eliminated	co-produced	co-produced
eliminates	semi-finals	semi-finals
asked	me	me
ask	asking	asking
asks	asking	asking
ask	tells	tells
asked	tells	tells
asks	asking	asking
got	know	got
get	get	get
gets	know	're
get	becomes	becomes
got	angry	angry
gets	've	've
led	directed	directed
lead	resulted	resulted
leads	vocalist	vocalist
lead	steps	steps
led	directed	directed
leads	resulted	resulted
followed	co-produced	directed
follow	initial	instead
follows	branching	branching
follow	follow	follow
followed	movie	movie
follows	resulted	resulted
increased	increased	increased
increase	increasing	increasing
increases	increased	increasing
increase	increased	increased
increased	increased	increased
increases	increasing	decreased
met	requirements	requirements
meet	whom	meet
meets	requirements	criteria
meet	meet	meet
met	salary	friend
meets	friend	friend
became	becoming	becoming
become	becoming	becoming
becomes	becomes	becomes
become	become	become
became	become	become
becomes	becoming	becoming
followed	follows	follows
follow	take	take
follows	loire	follows
follow	follow	follow
followed	story	although
follows	loire	following
showed	shows	shows
show	demonstrated	demonstrated
shows	shows	hour-long
show	show	show
showed	show	show
shows	results	results
looked	like	like
look	look	look
looks	looks	looks
look	look	look
looked	like	like
looks	looks	looks
produced	produced	produced
produce	produce	produce
produces	produced	produced
produce	produce	produce
produced	producing	producing
produces	co-produced	co-produced
brought	came	came
bring	bring	bring
brings	bringing	bringing
bring	bring	bring
brought	brought	brought
brings	lives	lives
needed	needed	needed
need	need	need
needs	needed	needed
need	need	need
needed	need	need
needs	necessary	necessary
learned	skills	skills
learn	learn	learn
learns	lesson	learners
learn	discovers	discovers
learned	tells	tells
learns	lessons	lessons
made	making	making
make	make	make
makes	intersects	turns
make	make	make
made	making	making
makes	intersects	i-40
sent	message	message
send	send	send
sends	sends	sends
send	send	send
sent	send	send
sends	intersects	four-lane
received	receiving	receiving
receive	earned	earned
receives	intersects	intersects
receive	send	send
received	receive	receive
receives	intersects	two-lane
had	been	been
have	were	20.0
has	intersects	heads
have	since	since
had	since	since
has	intersects	two-lane
liked	think	?
like	listen	listen
likes	intersects	just
like	go	go
liked	started	started
likes	intersects	four-lane
provided	providing	providing
provide	provide	provide
provides	providing	providing
provide	provide	provide
provided	provide	provided
provides	provide	provide
continued	decided	decided
continue	you	since
continues	decides	decides
continue	intersects	intersects
continued	intersects	intersects
continues	decides	decides
promoted	aims	aims
promote	brevet	brevet
promotes	seeks	seeks
promote	promote	promoting
promoted	promote	promote
promotes	brevet	brevet
changed	changes	changes
change	callsign	callsign
changes	changes	changes
change	change	change
changed	change	change
changes	tells	apologizes
found	discover	discover
find	you	unearthed
finds	finds	finds
find	i	...
found	discover	discover
finds	finds	finds
proved	proved	proved
prove	prove	prove
proves	proving	proving
prove	proved	proved
proved	proved	proved
proves	prove	prove
eliminated	attempting	attempting
eliminate	semi-finals	semi-finals
eliminates	eliminating	eliminating
eliminate	eliminate	eliminate
eliminated	sent	sent
eliminates	semi-finals	semi-finals
preserved	conservation	wildlife
preserve	fragments	fragments
preserves	wildlife	wildlife
preserve	preservation	preservation
preserved	preservation	preservation
preserves	fragments	fragments
kept	help	help
keep	keeps	keeps
keeps	get	distract
keep	kept	kept
kept	kept	kept
keeps	keeps	keeps
sought	sought	sought
seek	seek	seek
seeks	seeking	seeking
seek	help	help
sought	sought	sought
seeks	enables	enables
