rougher	craft	begun
keep	lion	lion
keeps	server	weapons.
keep	edinburgh,	edinburgh,
kept	discovering	burmese
keeps	lion	lion
sought	reside	reside
seek	chad	chad
seeks	reside	reside
seek	project.	project.
sought	mayor,	mayor,
seeks	strip	strip
moved	successive	1963
move	renewal	renewal
moves	grounds	grounds
move	model.	effective
moved	discharged	discharged
moves	status.	status.
believed	officially	officially
believe	useful	useful
believes	witnessed	cave
believe	episode,	episode,
believed	states.	states.
believes	there's	there's
returned	rock	rock
return	calm	calm
returns	intimate	punishment
return	census.	performers
returned	discharged	discharged
returns	elected	elected
worked	1907,	1907,
work	consulting	consulting
works	diverse	diverse
work	work	work
worked	topics	came
works	delivering	delivering
developed	agriculture.	agriculture.
develop	sustainable	sustainable
develops	grounds	grounds
develop	episode,	effective
developed	effective	effective
develops	server	server
reached	13.	13.
reach	lower	lower
reaches	lowered	lowered
reach	leaves	leaves
reached	missile	missile
reaches	"billboard"	"billboard"
extended	duke	andreas
extend	sustain	sustain
extends	andreas	andreas
extend	posterior	posterior
extended	posterior	missile
extends	extends	extends
raised	baronet	baronet
raise	municipality	municipality
raises	afterwards,	afterwards,
raise	!	!
raised	!	!
raises	municipality	municipality
built	jan	jan
build	imaging	imaging
builds	resort	convention.
build	!	!
built	!	!
builds	houses	houses
promoted	friendship	friendship
promote	coordinator	divisions,
promotes	88	88
promote	social,	social,
promoted	molecular	molecular
promotes	veterinary	veterinary
paid	taxes	taxes
pay	paying	paying
pays	bill,	bill,
pay	strict	strict
paid	homage	homage
pays	kill	kill
celebrated	actual	actual
celebrate	wait	pride
celebrates	badge	utilized
celebrate	!	!
celebrated	!	!
celebrates	meets	meets
developed	towns.	towns.
develop	interchange	interchange
develops	psychological	psychological
develop	interact	management,
developed	management,	management,
develops	meets	meets
took	counsel	counsel
take	square,	square,
takes	events.	events.
take	elena	meaning
took	transfer	predecessor
takes	meets	meets
avoided	towns.	towns.
avoid	wait	wait
avoids	lacks	lacks
avoid	!	!
avoided	!	!
avoids	table,	table,
knew	wrong	wrong
know	mentor	up.
knows	!	!
know	true	true
knew	churches,	churches,
knows	!	!
brought	madonna	madonna
bring	andy	andy
brings	!	!
bring	market,	market,
brought	craft	craft
brings	!	!
discussed	1852	1852
discuss	enhance	enhance
discusses	!	!
discuss	designs,	designs,
discussed	corner	corner
discusses	!	!
sold	stores,	stores,
sell	up.	up.
sells	!	!
sell	sell	sell
sold	manufacturer	manufacturer
sells	!	!
followed	wrong	wrong
follow	up.	up.
follows	!	!
follow	tracy	tracy
followed	fortress	fortress
follows	!	!
met	generations	generations
meet	achievements	achievements
meets	!	!
meet	inn	inn
met	discovers	discovers
meets	!	!
needed	generations	generations
need	product.	product.
needs	!	!
need	assess	assess
needed	cornwall	cornwall
needs	!	!
studied	generations	generations
study	prolific	prolific
studies	!	!
study	characteristics	characteristics
studied	organizational	organizational
studies	!	!
ended	relocated	relocated
end	hit	hit
ends	!	!
end	pig	pig
ended	battles	battles
ends	!	!
changed	resign	resign
change	"b"	"b"
changes	!	!
change	processes	processes
changed	enterprises	enterprises
changes	!	!
increased	reduce	reduce
increase	further,	switching
increases	increases	increases
increase	decrease	facilitate
increased	decrease	decrease
increases	increases	increases
seemed	difficult	bridges
seem	sources.	tracks
seems	picking	picking
seem	land.	land.
seemed	portuguese	portuguese
seems	larry	larry
provided	recognition	recognition
provide	dragon	dragon
provides	addition	addition
provide	exploring	exploring
provided	training	training
provides	opens	cat
determined	results,	results,
determine	lab	lab
determines	or,	or,
determine	!	!
determined	!	!
determines	wants	wants
felt	chronic	ghana
feel	village,	village,
feels	picking	picking
feel	afraid	afraid
felt	else	else
feels	reveals	cat
earned	incumbent	incumbent
earn	doctorate	one.
earns	dinner	dinner
earn	!	!
earned	!	!
earns	fantastic	thermal
helped	coaching	coaching
help	decided	decided
helps	doctor,	doctor,
help	equipment	equipment
helped	richardson	richardson
helps	decided	decided
lived	"live	"live
live	same-sex	same-sex
lives	fish.	fish.
live	sphere	ships,
lived	tribe	tribe
lives	profound	profound
became	swift	26th
become	one.	one.
becomes	things	things
become	strategies	strategies
became	rama	rama
becomes	alone,	alone,
had	kurt	kurt
have	incorporate	incorporate
has	things	things
have	recent	recent
had	rama	flag
has	effect.	effect.
looked	travelling	travelling
look	better	better
looks	turns	turns
look	rely	rely
looked	department,	department,
looks	die	die
lived	music.	music.
live	ago	ago
lives	anime	travels
live	adjacent	directors
lived	spanish	spanish
lives	stays	stays
protected	protection	protection
protect	environment.	environment.
protects	turns	turns
protect	!	!
protected	!	!
protects	scenic	scenic
returned	travelling	travelling
return	tackles	tackles
returns	travels	travels
return	constantly	directors
returned	tests	tests
returns	cope	cope
sought	defeated	defeated
seek	worse	worse
seeks	comply	comply
seek	larger	larger
sought	contrary	contrary
seeks	worse	worse
allowed	selective	selective
allow	malta	malta
allows	pulled	third,
allow	available	available
allowed	issuing	issuing
allows	commercials	commercials
extended	hindwings	differing
extend	(with	(with
extends	pulled	pulled
extend	north-western	north-western
extended	watershed	watershed
extends	hardware	hardware
seemed	shapes	shapes
seem	say	say
seems	carrying	carrying
seem	emotional	emotional
seemed	fault	fault
seems	studios,	studios,
needed	needed.	needed.
need	say	say
needs	describe	describe
need	budget	budget
needed	assess	assess
needs	anything	anything
said	alone	alone
say	you"	prisoner
says	pulled	pulled
say	inhabitants.	inhabitants.
said	claiming	claiming
says	strange	strange
got	1954	1954
get	drama,	risks
gets	film)	film)
get	construct	construct
got	effort.	effort.
gets	won't	won't
asked	steep	hamlet
ask	uncertain	uncertain
asks	away,	intimate
ask	jo	jo
asked	baby	baby
asks	comment	comment
studied	structures	structures
study	academy,	comment
studies	author.	author.
study	bachelor	bachelor
studied	doctorate	enrolled
studies	comment	comment
preserved	lifted	canada
preserve	wing,	wing,
preserves	inscribed	inscribed
preserve	!	!
preserved	!	!
preserves	contrast	contrast
saw	hamlet	hamlet
see	blade	title.
sees	inscribed	inscribed
see	another,	another,
saw	ordained	ordained
sees	title.	title.
left	killed,	killed,
leave	emergency	emergency
leaves	honorary	walk
leave	shoots	shoots
left	followed	followed
leaves	differential	differential
eliminated	battalion,	battalion,
eliminate	bout	bout
eliminates	instruction	instruction
eliminate	!	!
eliminated	!	!
eliminates	lawyers	lawyers
decided	obtaining	obtaining
decide	calling	calling
decides	how	how
decide	"she	"she
decided	secretary,	secretary,
decides	court's	ann
preserved	southwest	southwest
preserve	blend	blend
preserves	verb	verb
preserve	!	!
preserved	!	!
preserves	buddhism	buddhism
led	first-team	first-team
lead	land.	land.
leads	how	how
lead	jets	jets
led	ceiling	followed
leads	differential	differential
extended	possession	possession
extend	specification	specification
extends	egg	point
extend	botanical	botanical
extended	possible	possible
extends	average;	month.
came	kirk	kirk
come	attracts	proximity
comes	bin	bin
come	idea	idea
came	idea	idea
comes	average;	burn
received	granted	granted
receive	wings	wings
receives	ensure	ensure
receive	unusually	unusually
received	possible	possible
receives	gene.	gene.
started	sidney	sidney
start	classes	classes
starts	wickets	progressed
start	place.	place.
started	travels	travels
starts	tools	tools
recognized	insisted	insisted
recognize	kim	kim
recognizes	lee	lee
recognize	seek	circumstances
recognized	searching	searching
recognizes	kim	kim
increased	levels,	levels,
increase	decreased	decreased
increases	levels,	levels,
increase	decrease	decrease
increased	holden	holden
increases	decreased	decreased
proved	ucla	resist
prove	constituencies	something
proves	recent	recent
prove	!	!
proved	!	!
proves	something	something
raised	pat	pat
raise	variation	variation
raises	nation.	nation.
raise	!	!
raised	!	!
raises	congressional	congressional
determined	census-designated	census-designated
determine	shifts	shifts
determines	caribbean	caribbean
determine	!	!
determined	!	!
determines	shifts	shifts
became	ucla	ucla
become	advisory	advisory
becomes	iceland	iceland
become	observe	turned
became	ucla	ucla
becomes	advisory	advisory
resolved	3–2	baron
resolve	expressed	expressed
resolves	!	!
resolve	halted	halted
resolved	finals	finals
resolves	!	!
won	championship	championship
win	chosen	chosen
wins	!	!
win	memories	memories
won	raced	raced
wins	!	!
joined	midfielder.	midfielder.
join	merged	merged
joins	!	!
join	peace	peace
joined	prevent	build
joins	!	!
saw	championship	championship
see	deeper	deeper
sees	!	!
see	tried	tried
saw	discovers	discovers
sees	!	!
developed	ricky	ricky
develop	compression	compression
develops	!	!
develop	exploit	exploit
developed	blame	techniques
develops	!	!
tried	tough	full-time
try	unfortunately	massacre
tries	back.	back.
try	forget	speculated
tried	comeback	comeback
tries	back.	song)
looked	owners	owners
look	issue,	issue,
looks	michelle	michelle
look	drought	drought
looked	preceded	preceded
looks	limit	limit
determined	suggestion	suggestion
determine	tension	tension
determines	pocket	pocket
determine	!	!
determined	!	!
determines	bradley	bradley
took	beat	offered
take	issue,	issue,
takes	projection	projection
take	continent	continent
took	zealand.	zealand.
takes	tuesday	tuesday
said	me.	me.
say	activity	activity
says	me.	me.
say	ibn	ibn
said	comeback	comeback
says	facebook	facebook
lived	final.	final.
live	politician,	politician,
lives	opened.	flora
live	desperate	desperate
lived	sentenced	sentenced
lives	changes.	changes.
paid	bill,	bill,
pay	sustain	sustain
pays	funding.	options
pay	fund.	parents
paid	deal.	deal.
pays	rotary	rotary
raised	expenses	samples
raise	greenhouse	greenhouse
raises	funding.	probably
raise	!	!
raised	!	!
raises	toxic	toxic
was	five,	five,
be	fred	fred
is	"m"	probably
be	birthplace	birthplace
was	husband.	husband.
is	direction	direction
found	furthermore,	furthermore,
find	ram	ram
finds	opened.	opened.
find	refuses	refuses
found	refuses	refuses
finds	perspective	perspective
produced	ease	ease
produce	discrete	specifically,
produces	!	!
produce	eat	eat
produced	transported	transported
produces	!	!
opened	design,	design,
open	stop	stop
opens	!	!
open	wants	wants
opened	collaboration	collaboration
opens	!	!
remained	federation	federation
remain	offensive	offensive
remains	!	!
remain	resting	resting
remained	transported	transported
remains	!	!
ensured	eleanor	eleanor
ensure	zimbabwe	zimbabwe
ensures	!	!
ensure	telling	telling
ensured	acquired	acquired
ensures	!	!
said	debris	debris
say	telling	telling
says	!	!
say	freely	freely
said	afraid	afraid
says	!	!
won	championship	championship
win	medalist	successfully
wins	!	!
win	escapes	vehicles.
won	lake.	lake.
wins	!	!
joined	navy.	navy.
join	revolution	revolution
joins	!	!
join	lying	lying
joined	pond	pond
joins	!	!
remained	1964.	1964.
remain	1812	1812
remains	!	!
remain	resting	resting
remained	exotic	exotic
remains	!	!
showed	convention	convention
show	invites	invites
shows	!	!
show	scattered	scattered
showed	sides,	sides,
shows	!	!
reduced	pollution	percent.
reduce	added,	added,
reduces	!	!
reduce	dangerous	dangerous
reduced	areas,	areas,
reduces	!	!
won	yards.	yards.
win	tournament.	tournament.
wins	!	!
win	enormous	enormous
won	ballet	clearing
wins	!	!
paid	payment	payment
pay	agencies	agencies
pays	!	!
pay	enormous	enormous
paid	hidden	hidden
pays	!	!
gave	too,	too,
give	voting	voting
gives	!	!
give	processes	processes
gave	brings	brings
gives	!	!
saved	say	launching
save	clean	clean
saves	!	!
save	cover.	cover.
saved	evil	evil
saves	!	!
changed	merger	merger
change	1927	1927
changes	!	!
change	processes	processes
changed	incorporating	incorporating
changes	!	!
stayed	post.	post.
stay	deputy	deputy
stays	walks	walks
stay	shocked	shocked
stayed	daughter.	daughter.
stays	overtime	overtime
joined	strong,	strong,
join	parishes	parishes
joins	east	east
join	intersection	intersection
joined	outlet	outlet
joins	parishes	parishes
created	base.	base.
create	elevated	elevated
creates	angeles,	angeles,
create	investor	technology.
created	developed.	developed.
creates	networks	choir
ran	run,	primetime
run	(not	(not
runs	walks	walks
run	intersection	intersection
ran	month.	month.
runs	overtime	overtime
found	complaints	complaints
find	neighbouring	neighbouring
finds	walks	walks
find	learns	learns
found	colleagues	colleagues
finds	a,	a,
proved	"on	"on
prove	wrote:	pitching
proves	remarks	1936.
prove	!	!
proved	!	!
proves	disputes	disputes
produced	directing	directing
produce	w	w
produces	observations	never
produce	fiji	ranked
produced	animated	variety
produces	warner	warner
eliminated	eliminating	artillery
eliminate	defeat	defeat
eliminates	never	never
eliminate	!	!
eliminated	!	!
eliminates	unanimous	pitching
studied	vocal	vocal
study	enrolled	enrolled
studies	teacher,	engineering
study	classification	classification
studied	diploma	diploma
studies	enrolled	enrolled
accommodated	racing	racing
accommodate	!	!
accommodates	for.	campus
accommodate	!	!
accommodated	!	!
accommodates	!	!
happened	suffered	suffered
happen	violation	violation
happens	!	!
happen	mind,	mind,
happened	tried	tried
happens	!	!
accommodated	vehicles	vehicles
accommodate	!	!
accommodates	!	!
accommodate	prevent	prevent
accommodated	dies	dies
accommodates	!	!
worked	bedford	bedford
work	consulting	consulting
works	!	!
work	patient	patient
worked	healing	healing
works	!	!
reduced	emissions	emissions
reduce	schools.	schools.
reduces	!	!
reduce	feared	feared
reduced	toxic	protected
reduces	!	!
turned	seconds.	seconds.
turn	eva	age,
turns	!	!
turn	looks	looks
turned	hand	observing
turns	!	!
raised	championship.	championship.
raise	send	send
raises	expenses	expenses
raise	!	!
raised	!	!
raises	greater	greater
returned	appearances	appearances
return	seriously	seriously
returns	nelson	nelson
return	tropical	tropical
returned	daughter.	daughter.
returns	greater	greater
told	sure	sure
tell	declaring	declaring
tells	room.	room.
tell	confront	confront
told	daughter.	daughter.
tells	declaring	declaring
saved	timber	timber
save	hunger	hunger
saves	here	here
save	rick	rick
saved	mlb	nick
saves	greater	greater
followed	progressed	nelson
follow	workers'	workers'
follows	withdraw	nelson
follow	element	element
followed	element	diamond
follows	1950s.	1950s.
produced	aluminium	aluminium
produce	exceptions	exceptions
produces	hydrogen	aluminium
produce	downtown	downtown
produced	annually.	annually.
produces	version	(all
proved	franz	franz
prove	fiscal	fiscal
proves	left,	left,
prove	!	!
proved	!	!
proves	grey	grey
met	confederation	2008
meet	absorbed	absorbed
meets	drunk	drunk
meet	civil	civil
met	civil	civil
meets	assumes	assumes
used	tracking	recognition
use	tube	tube
uses	realizes	aluminium
use	observing	observing
used	employs	employs
uses	movie,	movie,
became	instead.	instead.
become	nature	exceptions
becomes	unity	unity
become	cyprus	cyprus
became	journalists	biology
becomes	accident,	accident,
proved	performances.	military
prove	testing	testing
proves	christopher	christopher
prove	!	!
proved	!	!
proves	influences	influences
brought	rapid	rapid
bring	press,	inhabitants.
brings	rule.	rule.
bring	explaining	exploration
brought	portray	portray
brings	refuses	inhabitants.
determined	finite	finite
determine	ellen	ellen
determines	finite	finite
determine	!	!
determined	!	!
determines	wins,	wins,
decided	asked	asked
decide	tradition.	tradition.
decides	person.	person.
decide	learns	recommendation
decided	announcing	charged
decides	vic	vic
followed	twenty-five	twenty-five
follow	fourteen	fourteen
follows	goes	novel,
follow	explaining	explaining
followed	san	san
follows	saves	saves
resolved	zhou	zhou
resolve	challenged	strength
resolves	cosmic	cosmic
resolve	!	!
resolved	!	!
resolves	song)	song)
won	!	vacated
win	strength	strength
wins	medal.	medal.
win	disappointing	defeats
won	scored	scored
wins	competes	medalist
bought	tickets	w
buy	lands	lands
buys	over.	over.
buy	!	!
bought	!	!
buys	referenced	referenced
studied	ph.d.	ph.d.
study	pursuing	pursuing
studies	philosophy,	philosophy,
study	diploma	"a.
studied	ba	ba
studies	postgraduate	recognizes
liked	w	w
like	angry	angry
likes	extraordinary	extraordinary
like	"more	"more
liked	autobiography	autobiography
likes	song)	song)
eliminated	nineteen	nineteen
eliminate	visa	visa
eliminates	unit,	unit,
eliminate	!	!
eliminated	!	!
eliminates	visa	visa
led	impressed	impressed
lead	motivated	opponents
leads	nervous	nervous
lead	maine	maine
led	1968,	1968,
leads	armored	armored
ended	nineteen	nineteen
end	opponents	opponents
ends	terminus	terminus
end	mother's	mother's
ended	1968,	1968,
ends	visa	visa
saved	minor	minor
save	vietnamese	bombers
saves	liz	liz
save	apple	apple
saved	victory	victory
saves	freed	freed
served	nineteen	nineteen
serve	congregation	congregation
serves	massachusetts.	massachusetts.
serve	conservative	conservative
served	conservative	conservative
serves	maryland.	computing
lived	sky	sky
live	finds	finds
lives	formula_2	formula_2
live	permission	permission
lived	advised	advised
lives	finds	finds
went	often,	often,
go	know	know
goes	pass,	pass,
go	refuses	refuses
went	continued	continued
goes	rhodes	threatening
decided	harvest	harvest
decide	feelings	feelings
decides	agrees	formula_2
decide	leave.	permission
decided	1891	1891
decides	fund	fund
understood	effect.	because
understand	matter	matter
understands	formula_2	formula_2
understand	!	!
understood	!	!
understands	verb	verb
served	nancy	nancy
serve	square,	school's
serves	nancy	nancy
serve	multimedia	multimedia
served	split	multimedia
serves	situated	situated
stayed	louise	graduation,
stay	hotel.	bradley
stays	prix	prix
stay	hiring	hiring
stayed	don’t	hiring
stays	interred	1947.
helped	pilots	pilots
help	fairy	fairy
helps	consultant	consultant
help	sure	traits
helped	handling	handling
helps	isabella	isabella
seemed	claiming	magazine,
seem	roma	roma
seems	grandson	grandson
seem	traits	traits
seemed	postponed	postponed
seems	yorkshire,	yorkshire,
kept	lay	lay
keep	kumar	kumar
keeps	escape.	escape.
keep	opens	onset
kept	arising	arising
keeps	cooking	kumar
said	surplus	lay
say	believe	believe
says	wants	guns,
say	traits	traits
said	doubt	doubt
says	marie	marie
allowed	1890.	1890.
allow	forced	helps
allows	campus.	campus.
allow	identify	identify
allowed	identify	identify
allows	admission	devices.
came	harper	harper
come	reactions	reactions
comes	usa,	events
come	crime.	crime.
came	will,	will,
comes	ideology	ideology
remained	thailand,	thailand,
remain	stable	stable
remains	renaissance	renaissance
remain	identify	identify
remained	identify	identify
remains	formula_1	formula_1
took	tournament	tournament
take	me"	me"
takes	technological	campus.
take	certain	certain
took	brent	brent
takes	devices.	devices.
avoided	bowling	bowling
avoid	problem.	problem.
avoids	bachelor	bachelor
avoid	!	!
avoided	!	!
avoids	ideology	ideology
earned	score	score
earn	fantastic	generalized
earns	playoffs.	playoffs.
earn	!	!
earned	!	!
earns	taxes	taxes
remained	discontinued	discontinued
remain	eaten	eaten
remains	propaganda	propaganda
remain	use.	use.
remained	premiership	premiership
remains	rejoined	rejoined
studied	vocal	vocal
study	studying	studying
studies	composers	composers
study	studying	studying
studied	mediterranean	mediterranean
studies	postgraduate	postgraduate
promoted	integrated	secured
promote	(an	(an
promotes	composers	composers
promote	feedback	feedback
promoted	change	change
promotes	officer.	officer.
took	survivors	survivors
take	connecticut.	connecticut.
takes	survivors	survivors
take	critically	critically
took	whitney	whitney
takes	switched	taxes
increased	ole	ole
increase	experiences	experiences
increases	rate,	rate,
increase	$1	$1
increased	stability	stability
increases	kiss	kiss
included	herman	herman
include	song's	capability
includes	converting	converting
include	library,	library,
included	1904.	1904.
includes	comment	comment
saved	volunteered	volunteered
save	recognizes	recognizes
saves	starts	starts
save	added,	added,
saved	chile,	chile,
saves	kills	kills
ran	1941,	colorado
run	comment	comment
runs	starts	starts
run	batted	brazilian
ran	batted	batted
runs	comment	comment
said	seemed	seemed
say	tone	tone
says	drunk	drunk
say	added,	added,
said	homage	territory,
says	comment	comment
joined	andreas	andreas
join	freelance	2005,
joins	celebrities	darren
join	bounded	bounded
joined	resided	resided
joins	1910	1910
built	beloved	beloved
build	powered	mechanical
builds	geneva	geneva
build	!	!
built	!	!
builds	botanical	botanical
studied	daughters,	1891
study	paris,	composition
studies	historian	geneva
study	recent	codes
studied	recent	1928
studies	paris,	paris,
happened	reviewer	reviewer
happen	casualties	casualties
happens	eddie	eddie
happen	codes	codes
happened	ages	ages
happens	judged	judged
found	neal	neal
find	formation.	formation.
finds	explicitly	explicitly
find	hide	codes
found	angry	angry
finds	moth	moth
was	terms,	terms,
be	completed,	completed,
is	ethics	ethics
be	silicon	silicon
was	bordered	bordered
is	1998	1887,
celebrated	celebration	celebration
celebrate	marathon	marathon
celebrates	celebration	celebration
celebrate	!	!
celebrated	!	!
celebrates	us.	us.
learned	partnered	partnered
learn	husband's	husband's
learns	students.	students.
learn	give	intention
learned	purchase	purchase
learns	husband's	husband's
kept	bay	bay
keep	prevent	supposed
keeps	burn	burn
keep	follow	follow
kept	likely	likely
keeps	looks	another,
found	marine	marine
find	husband's	husband's
finds	lisa	lisa
find	lost,	lost,
found	communes	communes
finds	guarantee	guarantee
earned	williams	williams
earn	average;	islander,
earns	playoffs.	drive,
earn	!	!
earned	!	!
earns	average;	average;
became	mentally	mentally
become	shocked	shocked
becomes	mentally	mentally
become	nervous	nervous
became	what	what
becomes	earlier,	earlier,
liked	reporting	reporting
like	angry	angry
likes	friends.	friends.
like	adults	adults
liked	franco	franco
likes	song)	song)
sought	reporting	reporting
seek	nazi	nazi
seeks	reporting	reporting
seek	that,	that,
sought	basis	basis
seeks	confronted	confronted
avoided	reporting	reporting
avoid	story.	story.
avoids	confronted	attack,
avoid	!	!
avoided	!	!
avoids	arguably	arguably
produced	emerged	emerged
produce	nonetheless	nonetheless
produces	fruits	fruits
produce	variety	variety
produced	under	under
produces	parts.	parts.
prevented	removal	battle,
prevent	nonetheless	nonetheless
prevents	battle,	battle,
prevent	nonetheless	surrendered
prevented	apache	apache
prevents	head.	head.
asked	them,	them,
ask	performance.	performance.
asks	battle,	battle,
ask	discovers	discovers
asked	discovers	discovers
asks	person,	person,
determined	send	worthy
determine	accidentally	accidentally
determines	battle,	battle,
determine	!	!
determined	!	!
determines	shifts	shifts
took	divisions,	divisions,
take	care.	care.
takes	battle,	battle,
take	total	variety
took	brought	130
takes	once.	once.
resolved	elections.	elections.
resolve	attacking	attacking
resolves	communes	communes
resolve	!	!
resolved	!	!
resolves	diagnosis	diagnosis
provided	nationwide	nationwide
provide	wing.	wing.
provides	needs	needs
provide	provide	provide
provided	success	success
provides	wing.	wing.
began	june	june
begin	bringing	one's
begins	(film)	(film)
begin	slowly	arena
began	drummer	drummer
begins	family,	family,
went	willie	willie
go	arts.	arts.
goes	mother.	services.
go	audience.	audience.
went	village.	village.
goes	arts.	arts.
served	cancelled	cancelled
serve	philosophy,	philosophy,
serves	(formerly	services.
serve	provide	provide
served	williams	williams
serves	university's	classrooms
did	nintendo	20,
do	cannot	cannot
does	!	!
do	communicate	communicate
did	observing	observing
does	!	!
lived	re-released	re-released
live	inhabitants	inhabitants
lives	!	!
live	villagers	villagers
lived	methods	methods
lives	!	!
prevented	skin	persistent
prevent	livestock	way.
prevents	!	!
prevent	mobility	mobility
prevented	reducing	reducing
prevents	!	!
became	inclusion	inclusion
become	wales.	wales.
becomes	!	!
become	purely	purely
became	lady	purely
becomes	!	!
ended	finland	finland
end	"de	"de
ends	!	!
end	pig	pig
ended	pig	pig
ends	!	!
left	success,	success,
leave	skin	skin
leaves	ronnie	ronnie
leave	valleys	valleys
left	residence	thanks
leaves	teammate	teammate
considered	involving	involving
consider	spots	spots
considers	(album)	involving
consider	abortion	abortion
considered	alexander	alexander
considers	basal	basal
saw	involving	involving
see	skin	skin
sees	air.	voluntary
see	china,	china,
saw	britain,	britain,
sees	surgery	surgery
saved	knocked	davis
save	skin	skin
saves	reed	reed
save	process,	process,
saved	opponent	presided
saves	sum	sum
said	putting	1895,
say	voyage	voyage
says	absolute	absolute
say	process,	process,
said	military.	presided
says	ferry	tail
proved	admits	admits
prove	technique	technique
proves	!	!
prove	finite	finite
proved	psychological	psychological
proves	!	!
sent	iraq.	iraq.
send	send	98
sends	!	!
send	observing	observing
sent	wants	wants
sends	!	!
created	restoring	restoring
create	globe	name.
creates	!	!
create	observing	observing
created	isolation	isolation
creates	!	!
met	military,	military,
meet	connecticut,	connecticut,
meets	!	!
meet	meet	meet
met	engagement	engagement
meets	!	!
showed	show",	show",
show	reveal	reveal
shows	!	!
show	processes	processes
showed	hidden	hidden
shows	!	!
made	draft	draft
make	tracking	odd
makes	russia,	russia,
make	latino	stone"
made	shepherd	shepherd
makes	systems,	systems,
protected	dash	seize
protect	sexual	sexual
protects	ashes	ashes
protect	!	!
protected	!	!
protects	areas,	areas,
included	distinguish	distinguish
include	governors	governors
includes	sort	irish
include	hall	hall
included	dash	dash
includes	linux	they're
decided	emma	baba
decide	flowers	flowers
decides	announcing	announcing
decide	discover	charged
decided	escape.	escape.
decides	spend	spend
ended	1961	1961
end	advertisement	advertisement
ends	pomeranian	pomeranian
end	rolled	rolled
ended	thinks	rolled
ends	they're	they're
extended	extensively	extensively
extend	beneath	beneath
extends	!	!
extend	timber	timber
extended	location	location
extends	!	!
went	somewhere	somewhere
go	enter	enter
goes	!	!
go	hide	hide
went	drive	drive
goes	!	!
liked	appreciation	appreciation
like	jessica	jessica
likes	!	!
like	pat	beach.
liked	things	things
likes	!	!
served	14,	14,
serve	representatives.	representatives.
serves	!	!
serve	churches,	churches,
served	graduate	graduate
serves	!	!
changed	simplified	nitrogen
change	governed	governed
changes	!	!
change	concrete	concrete
changed	practices	practices
changes	!	!
returned	chaplain	chaplain
return	alberta	alberta
returns	career,	career,
return	leave.	occupied
returned	paramount	paramount
returns	columbus	columbus
learned	lessons	lessons
learn	liked	belgium.
learns	precious	precious
learn	destroy	destroy
learned	try	try
learns	insufficient	insufficient
thought	that's	that's
think	lost,	concluded
thinks	that's	that's
think	midfielder	midfielder
thought	suicide.	suicide.
thinks	marker	marker
became	smith,	smith,
become	sioux	sioux
becomes	scripts	scripts
become	example,	example,
became	wearing	wearing
becomes	anglo-saxon	seat,
understood	lap	lap
understand	topic	topic
understands	method	method
understand	!	!
understood	!	!
understands	topic	topic
sent	!	!
send	vehicles.	vehicles.
sends	!	!
send	vehicles.	vehicles.
sent	realizes	realizes
sends	commands	commands
needed	!	!
need	vehicles.	vehicles.
needs	!	!
need	vehicles.	vehicles.
needed	delivery	delivery
needs	boost	boost
preserved	!	!
preserve	priory	priory
preserves	!	!
preserve	classrooms	classrooms
preserved	!	!
preserves	barony	"king
developed	!	!
develop	vehicles.	vehicles.
develops	!	!
develop	plan,	plan,
developed	immune	immune
develops	compression	compression
served	!	!
serve	witnessed	witnessed
serves	!	!
serve	vehicles.	vehicles.
served	public	public
serves	politician.	politician.
protected	surrounded	letters
protect	li	li
protects	!	!
protect	increase	increase
protected	salem	salem
protects	!	!
required	finite	finite
require	comply	comply
requires	!	!
require	disabled	disabled
required	copied	copied
requires	!	!
happened	bradley	bradley
happen	take	take
happens	!	!
happen	tried	tried
happened	tried	tried
happens	!	!
saved	pennsylvania.	pennsylvania.
save	kills	kills
saves	!	!
save	brings	brings
saved	woman.	woman.
saves	!	!
understood	finite	finite
understand	dead.	dead.
understands	!	!
understand	increase	increase
understood	salem	salem
understands	!	!
brought	saved	causes
bring	scale	labeled
brings	truly	encourages
bring	post	post
brought	portray	conrad
brings	sr	labeled
led	concentrate	concentrate
lead	scale	scale
leads	concentrate	concentrate
lead	vegetation	actively
led	1960.	1960.
leads	inspired	inspired
had	implementing	implementing
have	attracted	attracted
has	subtle	subtle
have	scores	scores
had	1969,	1969,
has	curves	curves
sought	bryan	bryan
seek	arguing	arguing
seeks	encourages	encourages
seek	2010	planet
sought	weekend	weekend
seeks	radical	radical
said	"when	"when
say	look	look
says	complicated	complicated
say	results.	trophy.
said	trophy.	trophy.
says	plan,	plan,
looked	politician.	politician.
look	"they	"they
looks	portrait	portrait
look	cards	cards
looked	munich,	munich,
looks	adds	adds
resolved	committees	initiated
resolve	her.	her.
resolves	parts.	parts.
resolve	!	!
resolved	!	!
resolves	courts,	courts,
returned	edinburgh	edinburgh
return	february,	february,
returns	landed	club,
return	fight,	fight,
returned	fight,	fight,
returns	trip	trip
used	equipped	equipped
use	evaluated	tell
uses	consumed	plates
use	cd	cd
used	der	der
uses	purposes.	purposes.
offered	screenwriter	screenwriter
offer	site.	site.
offers	charter	charter
offer	cards,	cards,
offered	embassy	1947,
offers	head.	head.
believed	jews	jews
believe	evidence	evidence
believes	dead.	dead.
believe	posed	posed
believed	unknown.	acceptance
believes	underwater	underwater
felt	afraid	afraid
feel	feel	feel
feels	snow	snow
feel	fact	fact
felt	mother's	mother's
feels	sort	sort
determined	choosing	raymond
